codgeo,libgeo,code_epci,n_gares,n_equipements,n_carreaux,pop_insee,pct_habitat_gare_3,pct_equipements_gare_3
02066,Benay,200040426,0,2,12,211,,
02067,Bergues-sur-Sambre,240200444,0,2,19,175,,
02068,Berlancourt,240200444,0,1,9,95,,
02069,Berlise,240200634,0,1,11,98,,
02070,Bernot,200071983,0,2,22,432,,
02071,Berny-Rivière,200071991,0,6,38,618,0.0,0.0
02072,Berrieux,240200592,0,1,9,186,,
02073,Berry-au-Bac,240200576,0,7,25,555,0.0,0.0
02074,Bertaucourt-Epourdon,200071785,0,5,31,539,0.0,0.0
02075,Berthenicourt,200040426,0,2,7,188,,
02076,Bertricourt,240200576,0,1,6,160,47.98,100.0
02078,Besmé,200071769,0,1,9,110,0.0,0.0
02079,Besmont,240200600,0,1,30,116,0.0,0.0
02080,Besny-et-Loizy,200043495,0,2,17,288,27.48,0.0
02081,Béthancourt-en-Vaux,200071785,0,1,22,434,0.0,0.0
02082,Beugneux,240200519,0,1,9,84,0.0,0.0
02083,Beuvardes,200072031,0,4,45,749,0.0,0.0
02084,Bézu-le-Guéry,240200584,0,2,21,222,0.0,0.0
02085,Bézu-Saint-Germain,200072031,0,6,32,1003,0.0,0.0
02086,Bichancourt,200071785,0,4,46,860,34.83,0.0
02087,Bieuxy,200071991,0,1,6,34,0.0,0.0
02088,Bièvres,200043495,0,1,6,76,0.0,0.0
02089,Billy-sur-Aisne,240200477,0,9,26,956,2.2,55.56
02090,Billy-sur-Ourcq,240200519,0,3,14,170,0.0,0.0
02091,Blanzy-lès-Fismes,240200501,0,1,6,106,0.0,0.0
02093,Blérancourt,200071769,0,14,37,1093,0.0,0.0
02094,Blesmes,200072031,0,3,23,480,81.77,100.0
02095,Bohain-en-Vermandois,240200493,1,48,91,5248,99.45,100.0
02096,Bois-lès-Pargny,240200469,0,1,15,185,,
02097,Boncourt,240200576,0,5,13,257,0.0,0.0
02098,Bonneil,200072031,0,1,12,276,0.0,0.0
02099,Bonnesvalyn,200072031,0,1,13,224,0.0,0.0
02100,Bony,240200493,0,1,10,107,0.0,0.0
02101,Bosmont-sur-Serre,240200469,0,2,10,156,,
02102,Bouconville-Vauclair,240200592,0,2,14,176,,
02103,Boué,240200444,0,12,41,1084,,
02104,Bouffignereux,240200576,0,1,6,101,0.0,0.0
02105,Bouresches,200072031,0,2,10,192,0.0,0.0
02106,Bourg-et-Comin,240200592,0,10,20,616,,
02107,Bourguignon-sous-Coucy,200071769,0,1,7,50,0.0,0.0
02108,Bourguignon-sous-Montbavin,200071769,0,1,6,96,0.0,0.0
02109,La Bouteille,240200444,0,6,64,444,,
02110,Braine,240200501,0,21,51,2054,0.0,0.0
02111,Brancourt-en-Laonnois,200071769,0,5,21,698,31.52,100.0
02112,Brancourt-le-Grand,240200493,0,6,28,576,0.87,0.0
02114,Brasles,200072031,0,8,41,1126,100.0,100.0
02115,Braye-en-Laonnois,240200592,0,1,10,188,,
02116,Braye-en-Thiérache,240200444,0,1,16,133,,
02117,Bray-Saint-Christophe,200071892,0,1,4,38,0.0,0.0
02118,Braye,240200501,0,2,5,76,58.94,100.0
02119,Brécy,200072031,0,2,19,289,0.0,0.0
02120,Brenelle,240200501,0,3,12,189,0.0,0.0
02121,Breny,240200519,0,1,19,218,0.0,0.0
02122,Brie,200071785,0,1,6,40,0.0,0.0
02123,Brissay-Choigny,200040426,0,2,18,300,,
02124,Brissy-Hamégicourt,200040426,0,5,25,639,,
02125,Brumetz,200072031,0,1,11,188,0.0,0.0
02126,Brunehamel,240200634,0,7,30,430,,
02127,Bruyères-sur-Fère,200072031,0,1,17,194,0.0,0.0
02128,Bruyères-et-Montbérault,200043495,0,14,41,1376,0.0,0.0
02129,Bruys,240200501,0,1,4,21,0.0,0.0
02130,Bucilly,240200600,0,3,15,190,0.0,0.0
02131,Bucy-le-Long,240200501,0,12,61,1886,0.0,0.0
02132,Bucy-lès-Cerny,200043495,0,1,10,194,0.0,0.0
02133,Bucy-lès-Pierrepont,240200576,0,6,15,404,0.0,0.0
02134,Buire,240200600,0,6,41,794,98.61,100.0
02135,Buironfosse,240200444,0,9,78,1054,,
02136,Burelles,240200444,0,1,15,128,,
02137,Bussiares,200072031,0,1,8,92,0.0,0.0
02138,Buzancy,240200519,0,2,9,185,0.0,0.0
02139,Caillouël-Crépigny,200071785,0,3,27,450,0.0,0.0
02140,Camelin,200071769,0,3,25,420,0.0,0.0
02141,La Capelle,240200444,0,25,70,1511,,
02142,Castres,200071892,0,2,8,155,0.0,0.0
02143,Le Catelet,240200493,0,10,2,57,0.0,0.0
02144,Caulaincourt,240200493,0,1,9,144,0.0,0.0
02145,Caumont,200071785,0,6,26,480,0.0,0.0
02146,Celles-lès-Condé,200072031,0,1,7,75,0.0,0.0
02148,Celles-sur-Aisne,240200501,0,1,12,216,0.0,0.0
02149,Cerizy,200040426,0,1,6,55,,
02150,Cerny-en-Laonnois,200043495,0,1,7,50,0.0,0.0
02151,Cerny-lès-Bucy,200043495,0,1,8,97,0.0,0.0
02152,Cerseuil,240200501,0,1,8,80,0.0,0.0
02153,Cessières-Suzy,200043495,0,4,46,789,0.0,0.0
02154,Chacrise,240200519,0,4,24,377,0.0,0.0
02155,Chaillevois,200071769,0,4,6,137,0.0,0.0
02156,Chalandry,240200469,0,1,11,218,,
02157,Chambry,200043495,0,15,20,743,31.49,53.33
02158,Chamouille,200043495,0,6,10,241,0.0,0.0
02159,Champs,200071769,0,1,28,242,0.0,0.0
02160,Chaourse,240200634,0,2,25,432,,
02162,La Chapelle-sur-Chézy,240200584,0,2,20,268,0.0,0.0
02163,Charly-sur-Marne,240200584,0,26,59,2369,43.14,53.85
02164,Le Charmel,200072031,0,2,15,319,0.0,0.0
02165,Charmes,200071785,0,16,29,1346,100.0,100.0
02166,Chartèves,200072031,0,2,13,338,0.0,0.0
02167,Chassemy,240200501,0,3,23,837,0.0,0.0
02168,Château-Thierry,200072031,1,107,152,13427,90.35,95.33
02169,Châtillon-lès-Sons,240200469,0,1,10,80,,
02170,Châtillon-sur-Oise,200040426,0,1,9,128,,
02171,Chaudardes,240200576,0,1,5,95,0.0,0.0
02172,Chaudun,240200519,0,3,11,244,38.81,0.0
02173,Chauny,200071785,1,91,141,10201,100.0,100.0
02174,Chavignon,240200501,0,10,36,812,0.0,0.0
02175,Chavigny,240200477,0,1,10,160,0.0,0.0
02176,Chavonne,240200501,0,1,9,115,0.0,0.0
02177,Chérêt,200043495,0,1,11,136,0.0,0.0
02178,Chermizy-Ailles,240200592,0,2,10,106,,
02179,Chéry-Chartreuve,240200501,0,2,28,364,0.0,0.0
02180,Chéry-lès-Pouilly,240200469,0,4,25,747,,
02181,Chéry-lès-Rozoy,240200634,0,1,8,69,,
02182,Chevennes,240200444,0,2,15,135,,
02183,Chevregny,240200592,0,2,10,192,,
02184,Chevresis-Monceau,200040426,0,4,20,284,,
02185,Chézy-en-Orxois,200072031,0,4,21,398,0.0,0.0
02186,Chézy-sur-Marne,240200584,1,14,68,1141,97.02,100.0
02187,Chierry,200072031,0,8,22,988,100.0,100.0
02188,Chigny,200071983,0,2,16,136,,
02189,Chivres-en-Laonnois,240200576,0,3,17,324,0.0,0.0
02190,Chivres-Val,240200501,0,4,18,544,0.0,0.0
02191,Chivy-lès-Étouvelles,200043495,0,2,18,440,100.0,100.0
02192,Chouy,200071991,0,6,21,368,0.0,0.0
02193,Cierges,200072031,0,1,5,66,0.0,0.0
02194,Cilly,240200469,0,1,14,187,,
02195,Ciry-Salsogne,240200501,0,8,43,904,0.0,0.0
02196,Clacy-et-Thierret,200043495,1,4,13,165,100.0,100.0
02197,Clairfontaine,240200444,0,3,78,488,,
02198,Clamecy,240200501,0,1,8,250,20.2,0.0
02199,Clastres,200071892,0,3,27,607,100.0,100.0
02200,Clermont-les-Fermes,240200634,0,1,12,94,,
02201,Cœuvres-et-Valsery,200071991,0,3,22,370,0.0,0.0
02203,Coincy,200072031,0,9,44,1150,0.0,0.0
02204,Coingt,240200600,0,1,15,60,0.0,0.0
02205,Colligis-Crandelain,200043495,0,1,16,208,0.0,0.0
02206,Colonfay,240200444,0,1,9,72,,
02207,Commenchon,200071785,0,1,14,202,0.0,0.0
02208,Concevreux,240200576,0,1,14,264,0.0,0.0
02209,Condé-en-Brie,200072031,0,11,19,592,0.0,0.0
02210,Condé-sur-Aisne,240200501,0,1,10,326,0.0,0.0
02211,Condé-sur-Suippe,240200576,0,6,16,348,100.0,100.0
02212,Condren,200071785,0,12,28,570,100.0,100.0
02213,Connigis,200072031,0,2,20,270,0.0,0.0
02214,Contescourt,200071892,0,1,4,59,0.0,0.0
02215,Corbeny,240200592,0,13,30,793,,
02216,Corcy,200071991,1,3,21,328,100.0,100.0
02217,Coucy-le-Château-Auffrique,200071769,0,12,50,840,0.0,0.0
02218,Coucy-lès-Eppes,240200576,1,5,22,608,100.0,100.0
02219,Coucy-la-Ville,200071769,0,2,9,133,0.0,0.0
02220,Coulonges-Cohan,200072031,0,3,37,452,0.0,0.0
02221,Coupru,240200584,0,1,7,140,0.0,0.0
02222,Courbes,200071785,0,1,5,36,0.0,0.0
02223,Courboin,200072031,0,1,26,296,0.0,0.0
02224,Courcelles-sur-Vesle,240200501,0,1,19,360,0.0,0.0
02225,Courchamps,200072031,0,1,6,83,0.0,0.0
02226,Courmelles,240200477,0,6,42,1452,43.13,33.33
02227,Courmont,200072031,0,2,11,140,0.0,0.0
02228,Courtemont-Varennes,200072031,0,4,17,321,0.0,0.0
02229,Courtrizy-et-Fussigny,240200576,0,1,4,61,0.0,0.0
02230,Couvrelles,240200501,0,3,11,152,0.0,0.0
02231,Couvron-et-Aumencourt,240200469,0,6,18,872,,
02232,Coyolles,200071991,1,4,8,134,0.0,0.0
02233,Cramaille,240200519,0,2,13,124,0.0,0.0
02234,Craonne,240200592,0,1,6,77,,
02235,Craonnelle,240200592,0,1,11,128,,
02236,Crécy-au-Mont,200071769,0,3,32,326,0.0,0.0
02237,Crécy-sur-Serre,240200469,0,16,37,1347,,
02238,Crépy,200043495,1,13,44,1672,99.76,100.0
02239,Crézancy,200072031,0,10,30,1064,0.0,0.0
02240,Croix-Fonsomme,240200493,0,2,17,190,0.0,0.0
02241,La Croix-sur-Ourcq,200072031,0,1,9,78,0.0,0.0
02242,Crouttes-sur-Marne,240200584,0,3,19,578,0.0,0.0
02243,Crouy,240200477,1,16,61,2596,100.0,100.0
02244,Crupilly,200071983,0,1,8,59,,
02245,Cuffies,240200477,0,8,26,1322,84.42,100.0
02246,Cugny,200071892,0,2,41,553,50.18,100.0
02248,Cuirieux,240200469,0,1,10,143,,
02249,Cuiry-Housse,240200519,0,1,9,104,0.0,0.0
02250,Cuiry-lès-Chaudardes,240200592,0,1,6,65,,
02251,Cuiry-lès-Iviers,240200634,0,1,5,27,,
02252,Cuissy-et-Geny,240200592,0,1,10,65,,
02253,Cuisy-en-Almont,240200477,0,3,24,386,0.0,0.0
02254,Cutry,200071991,0,1,10,132,0.0,0.0
02255,Cys-la-Commune,240200501,0,1,9,123,0.0,0.0
02256,Dagny-Lambercy,240200634,0,1,15,118,,
02257,Dallon,200071892,0,2,16,340,0.0,0.0
02258,Dammard,200071991,0,4,20,326,0.0,0.0
02259,Dampleux,200071991,0,2,16,382,0.0,0.0
02260,Danizy,200071785,0,1,12,402,100.0,100.0
02261,Dercy,240200469,0,3,21,387,,
02262,Deuillet,200071785,0,3,16,208,7.67,66.67
02263,Dhuizel,240200501,0,1,13,111,0.0,0.0
02264,Dizy-le-Gros,240200634,0,7,22,714,,
02265,Dohis,240200634,0,1,13,78,,
02266,Dolignon,240200634,0,1,6,38,,
02267,Dommiers,200071991,0,1,17,280,0.0,0.0
02268,Domptin,240200584,0,5,31,660,0.0,0.0
02269,Dorengt,240200444,0,1,14,78,,
02270,Douchy,240200493,0,1,13,164,0.0,0.0
02271,Dravegny,200072031,0,1,14,120,0.0,0.0
02272,Droizy,240200519,0,1,7,66,0.0,0.0
02273,Dury,200071892,0,1,16,194,0.0,0.0
02274,Ébouleau,240200576,0,2,7,122,0.0,0.0
02275,Effry,240200600,0,2,12,213,0.0,0.0
02276,Englancourt,240200444,0,1,19,120,,
02277,Épagny,200071991,0,4,18,344,0.0,0.0
02278,Éparcy,240200600,0,1,8,38,5.26,0.0
02279,Épaux-Bézu,200072031,0,4,39,574,0.0,0.0
02280,Épieds,200072031,0,1,28,404,0.0,0.0
02281,L'Épine-aux-Bois,240200584,0,2,28,230,0.0,0.0
02282,Eppes,200043495,0,4,17,420,0.0,0.0
02283,Erlon,240200469,0,3,13,277,,
02284,Erloy,240200444,0,1,14,80,,
02286,Esquéhéries,240200444,0,3,99,802,,
02287,Essigny-le-Grand,200040426,0,9,34,1080,,
02288,Essigny-le-Petit,200071892,0,3,18,323,0.0,0.0
02289,Essises,240200584,0,4,23,298,0.0,0.0
02290,Essômes-sur-Marne,200072031,0,13,92,2532,27.22,76.92
02291,Estrées,240200493,0,5,19,406,0.0,0.0
02292,Étampes-sur-Marne,200072031,0,13,19,1016,100.0,100.0
02293,Étaves-et-Bocquiaux,240200493,0,4,30,534,95.14,100.0
02294,Étouvelles,200043495,0,1,8,164,100.0,100.0
02295,Étréaupont,240200444,0,12,74,741,,
02296,Étreillers,240200493,0,13,30,1092,0.0,0.0
02297,Étrépilly,200072031,0,4,8,119,0.0,0.0
02298,Étreux,200071983,0,11,48,1349,,
02299,Évergnicourt,240200576,0,4,12,455,0.0,0.0
02302,Faverolles,200071991,0,2,20,332,0.0,0.0
02303,Fayet,200071892,0,11,24,720,0.0,0.0
02304,La Fère,200071785,1,29,32,2178,100.0,100.0
02305,Fère-en-Tardenois,200072031,0,29,83,2738,0.0,0.0
02306,La Ferté-Chevresis,200040426,0,5,31,538,,
02307,La Ferté-Milon,200071991,1,20,57,1783,99.72,100.0
02308,Fesmy-le-Sart,240200444,0,3,70,432,,
02309,Festieux,200043495,0,2,21,648,0.0,0.0
02310,Fieulaine,200071892,0,1,13,256,0.0,0.0
02311,Filain,240200501,0,1,10,122,0.0,0.0
02312,La Flamengrie,240200444,0,6,138,1046,,
02313,Flavigny-le-Grand-et-Beaurain,200071983,0,3,33,424,,
02315,Flavy-le-Martel,200071892,1,14,62,1531,99.8,100.0
02316,Fleury,200071991,0,1,9,142,0.0,0.0
02317,Fluquières,240200493,0,2,16,202,0.0,0.0
02318,Folembray,200071769,0,9,44,1320,0.0,0.0
02319,Fonsomme,200071892,0,3,23,472,0.0,0.0
02320,Fontaine-lès-Clercs,200071892,0,2,13,232,0.0,0.0
02321,Fontaine-lès-Vervins,240200444,0,8,44,762,,
02322,Fontaine-Notre-Dame,200071892,0,3,18,385,0.0,0.0
02323,Fontaine-Uterte,240200493,0,2,11,148,0.0,0.0
02324,Fontenelle,240200444,0,1,35,222,,
02326,Fontenoy,200071991,0,5,27,454,0.0,0.0
02327,Foreste,240200493,0,3,14,166,0.0,0.0
02328,Fossoy,200072031,0,2,27,536,0.0,0.0
02329,Fourdrain,200071785,0,4,18,384,0.0,0.0
02330,Francilly-Selency,240200493,0,5,17,410,0.0,0.0
02331,Franqueville,240200444,0,2,10,100,,
02332,Fresnes-en-Tardenois,200072031,0,1,13,237,0.0,0.0
02333,Fresnes-sous-Coucy,200071769,0,2,9,150,0.0,0.0
02334,Fresnoy-le-Grand,240200493,1,18,58,2873,99.97,100.0
02335,Fressancourt,200071785,0,1,8,138,87.68,100.0
02336,Frières-Faillouël,200071785,0,5,50,964,61.22,100.0
02337,Froidestrées,240200444,0,1,19,176,,
02338,Froidmont-Cohartille,240200469,0,2,13,212,,
02339,Gandelu,200072031,0,7,23,662,0.0,0.0
02340,Gauchy,200071892,0,38,57,4902,99.47,100.0
02341,Gercy,240200444,0,1,17,217,,
02342,Gergny,240200444,0,2,17,104,,
02343,Germaine,240200493,0,1,6,92,0.0,0.0
02345,Gibercourt,200040426,0,1,6,39,,
02346,Gizy,240200576,0,2,27,594,0.0,0.0
02347,Gland,200072031,0,5,19,421,0.0,0.0
02349,Goudelancourt-lès-Berrieux,240200592,0,1,4,60,,
02350,Goudelancourt-lès-Pierrepont,240200576,0,1,9,133,0.0,0.0
02351,Goussancourt,200072031,0,1,9,132,0.0,0.0
02352,Gouy,240200493,0,2,26,452,0.0,0.0
02353,Grandlup-et-Fay,240200469,0,3,14,277,,
02354,Grandrieux,240200634,0,1,9,63,,
02355,Gricourt,240200493,0,5,28,1050,0.0,0.0
02356,Grisolles,200072031,0,2,12,240,0.0,0.0
02357,Gronard,240200444,0,1,9,61,,
02358,Grougis,200071983,0,4,37,323,,
02359,Grugies,200071892,0,6,21,1272,0.0,0.0
02360,Villeneuve-sur-Aisne,240200576,1,23,51,2634,89.79,100.0
02361,Guise,200071983,0,48,86,4146,,
02362,Guivry,200071785,0,2,21,246,0.0,0.0
02363,Guny,200071769,0,3,30,390,0.0,0.0
02364,Guyencourt,240200576,0,2,8,230,0.0,0.0
02366,Hannapes,200071983,0,3,18,270,,
02367,Happencourt,200071892,0,1,12,172,0.0,0.0
02368,Haramont,200071991,0,3,27,578,0.0,0.0
02369,Harcigny,240200444,0,1,16,240,,
02370,Hargicourt,240200493,0,4,27,556,0.0,0.0
02371,Harly,200071892,0,13,19,664,99.85,100.0
02372,Hartennes-et-Taux,240200519,0,4,17,332,0.0,0.0
02373,Hary,240200444,0,1,22,174,,
02374,Lehaucourt,240200493,0,5,17,810,0.0,0.0
02375,Hautevesnes,200072031,0,1,8,178,0.0,0.0
02376,Hauteville,200071983,0,1,12,160,,
02377,Haution,240200444,0,1,21,131,,
02378,La Hérie,240200600,0,1,11,110,0.0,0.0
02379,Le Hérie-la-Viéville,240200444,0,4,17,195,,
02380,Hinacourt,200040426,0,1,6,27,,
02381,Hirson,240200600,2,58,145,7623,99.88,100.0
02382,Holnon,240200493,0,11,26,1367,0.0,0.0
02383,Homblières,200071892,0,9,43,1382,0.0,0.0
02384,Houry,240200444,0,1,6,48,,
02385,Housset,240200444,0,1,15,184,,
02386,Iron,200071983,0,3,14,198,,
02387,Itancourt,200040426,0,8,25,1056,,
02388,Iviers,240200600,0,3,28,206,0.0,0.0
02389,Jaulgonne,200072031,0,9,13,406,0.0,0.0
02390,Jeancourt,240200493,0,2,14,254,0.0,0.0
02391,Jeantes,240200600,0,2,41,198,0.0,0.0
02392,Joncourt,240200493,0,3,21,328,0.0,0.0
02393,Jouaignes,240200501,0,3,13,145,0.0,0.0
02395,Jumencourt,200071769,0,2,17,126,0.0,0.0
02396,Jumigny,240200592,0,2,5,58,,
02397,Jussy,200071892,0,12,42,1161,99.66,100.0
02398,Juvigny,240200477,0,2,14,277,0.0,0.0
02399,Juvincourt-et-Damary,240200576,0,4,23,565,0.0,0.0
02400,Laffaux,240200501,0,1,13,148,100.0,100.0
02401,Laigny,240200444,0,1,34,208,,
02402,Lanchy,240200493,0,1,7,43,0.0,0.0
02403,Landifay-et-Bertaignemont,240200444,0,2,15,258,,
02404,Landouzy-la-Cour,240200444,0,1,23,154,,
02405,Landouzy-la-Ville,240200600,0,5,59,504,0.0,0.0
02406,Landricourt,200071769,0,1,16,115,17.39,0.0
02407,Laniscourt,200043495,0,1,11,210,90.48,100.0
02408,Laon,200043495,1,155,295,21946,99.9,100.0
02409,Lappion,240200576,0,2,11,256,0.0,0.0
02410,Largny-sur-Automne,200071991,0,2,12,244,0.0,0.0
02411,Latilly,200072031,0,2,15,218,0.0,0.0
02412,Launoy,240200519,0,1,7,57,0.0,0.0
02413,Laval-en-Laonnois,200043495,0,1,10,232,0.0,0.0
02414,Lavaqueresse,200071983,0,1,23,182,,
02415,Laversine,200071991,0,2,7,138,0.0,0.0
02416,Lemé,240200444,0,5,37,361,,
02417,Lempire,240200493,0,1,3,64,0.0,0.0
02418,Lerzy,240200444,0,1,32,222,,
02419,Leschelle,240200444,0,1,50,238,,
02420,Lesdins,200071892,0,6,29,734,0.0,0.0
02421,Lesges,240200501,0,1,7,82,0.0,0.0
02422,Lesquielles-Saint-Germain,200071983,0,4,34,762,,
02423,Leuilly-sous-Coucy,200071769,0,2,35,434,0.0,0.0
02424,Leury,240200477,0,1,7,82,0.0,0.0
02425,Leuze,240200600,0,2,14,176,0.0,0.0
02426,Levergies,240200493,0,4,16,562,0.0,0.0
02427,Lhuys,240200501,0,1,11,139,0.0,0.0
02428,Licy-Clignon,200072031,0,1,7,78,0.0,0.0
02429,Lierval,200043495,0,1,12,106,0.0,0.0
02430,Liesse-Notre-Dame,240200576,0,15,25,995,0.0,0.0
02431,Liez,200071785,0,1,18,382,100.0,100.0
02432,Limé,240200501,0,1,12,180,0.0,0.0
02433,Lislet,240200634,0,3,13,188,,
02435,Logny-lès-Aubenton,240200600,0,1,15,54,0.0,0.0
02438,Longpont,200071991,1,4,19,244,100.0,100.0
02439,Les Septvallons,240200501,0,3,64,1178,0.0,0.0
02440,Lor,240200576,0,1,7,140,0.0,0.0
02441,Louâtre,200071991,0,2,23,190,98.95,100.0
02442,Loupeigne,200072031,0,1,10,69,0.0,0.0
02443,Lucy-le-Bocage,240200584,0,4,14,200,0.0,0.0
02444,Lugny,240200444,0,1,13,124,,
02445,Luzoir,240200444,0,3,27,242,,
02446,Ly-Fontaine,200040426,0,1,7,111,,
02447,Maast-et-Violaine,240200519,0,2,15,132,0.0,0.0
02448,Mâchecourt,240200576,0,2,7,108,0.0,0.0
02449,Macogny,200071991,0,1,7,64,0.0,0.0
02450,Macquigny,200071983,0,1,26,366,,
02451,Magny-la-Fosse,240200493,0,2,8,134,0.0,0.0
02452,Maissemy,240200493,0,4,14,204,0.0,0.0
02453,Maizy,240200576,0,3,16,326,0.0,0.0
02454,La Malmaison,240200576,0,5,22,416,0.0,0.0
02455,Malzy,200071983,0,1,27,178,,
02456,Manicamp,200071785,0,2,19,280,0.0,0.0
02457,Marchais,240200576,0,3,15,397,0.0,0.0
02458,Dhuys et Morin-en-Brie,200072031,0,3,92,786,0.0,0.0
02459,Marcy,200071892,0,1,12,167,0.0,0.0
02460,Marcy-sous-Marle,240200469,0,1,12,202,,
02461,Marest-Dampcourt,200071785,0,2,26,340,0.0,0.0
02462,Mareuil-en-Dôle,200072031,0,1,14,212,0.0,0.0
02463,Marfontaine,240200444,0,1,8,65,,
02464,Margival,240200501,1,2,15,362,100.0,100.0
02465,Marigny-en-Orxois,240200584,0,1,33,504,0.0,0.0
02466,Marizy-Sainte-Geneviève,200071991,0,1,7,129,0.0,0.0
02467,Marizy-Saint-Mard,200071991,0,1,3,25,0.0,0.0
02468,Marle,240200469,0,24,60,2049,,
02469,Marly-Gomont,200071983,0,8,39,443,,
02470,Martigny,240200600,0,3,57,367,0.0,0.0
02471,Martigny-Courpierre,200043495,0,1,13,119,0.0,0.0
02472,Mauregny-en-Haye,240200576,0,5,21,406,27.37,20.0
02473,Mayot,200071785,0,1,7,126,0.0,0.0
02474,Mennessis,200071785,1,4,12,351,100.0,100.0
02476,Mennevret,200071983,0,8,36,552,,
02477,Mercin-et-Vaux,240200477,0,5,36,924,0.0,0.0
02478,Merlieux-et-Fouquerolles,200071769,0,2,22,278,0.0,0.0
02480,Mesbrecourt-Richecourt,240200469,0,2,16,292,,
02481,Mesnil-Saint-Laurent,200071892,0,2,18,434,0.0,0.0
02482,Meurival,240200576,0,1,7,50,0.0,0.0
02483,Mézières-sur-Oise,200040426,0,5,22,450,,
02484,Mézy-Moulins,200072031,0,2,21,432,0.0,0.0
02485,Missy-aux-Bois,240200477,0,1,7,106,0.0,0.0
02486,Missy-lès-Pierrepont,240200576,0,1,7,96,0.0,0.0
02487,Missy-sur-Aisne,240200501,0,4,20,584,0.0,0.0
02488,Molain,200071983,0,1,8,88,,
02489,Molinchart,200043495,0,1,13,347,2.02,0.0
02490,Monampteuil,240200501,0,3,11,116,0.0,0.0
02491,Monceau-le-Neuf-et-Faucouzy,240200444,0,3,20,279,,
02492,Monceau-lès-Leups,200071785,0,3,23,456,0.0,0.0
02493,Monceau-le-Waast,240200469,0,1,8,208,,
02494,Monceau-sur-Oise,200071983,0,2,13,122,,
02495,Mondrepuis,240200600,0,5,97,930,0.75,0.0
02496,Monnes,200071991,0,1,7,102,0.0,0.0
02497,Mons-en-Laonnois,200043495,0,11,34,904,100.0,100.0
02498,Montaigu,240200576,0,5,41,676,81.64,80.0
02499,Montbavin,200071769,0,1,6,42,0.0,0.0
02500,Montbrehain,240200493,0,8,35,790,0.0,0.0
02501,Montchâlons,200043495,0,1,8,66,0.0,0.0
02502,Montcornet,240200634,0,21,15,886,,
02503,Mont-d'Origny,200040426,0,5,18,600,,
02504,Montescourt-Lizerolles,200071892,1,6,28,1177,100.0,100.0
02505,Montfaucon,240200584,0,1,34,170,0.0,0.0
02506,Montgobert,200071991,0,2,12,200,0.0,0.0
02507,Montgru-Saint-Hilaire,240200519,0,1,5,15,0.0,0.0
02508,Monthenault,200043495,0,1,5,86,0.0,0.0
02509,Monthiers,200072031,0,1,13,164,0.0,0.0
02510,Monthurel,200072031,0,1,12,130,0.0,0.0
02511,Montigny-en-Arrouaise,240200493,0,2,16,286,0.0,0.0
02512,Montigny-l'Allier,200072031,0,1,14,212,0.0,0.0
02513,Montigny-le-Franc,240200469,0,2,10,147,,
02514,Montigny-Lengrain,200071991,0,5,33,436,0.0,0.0
02515,Montigny-lès-Condé,200072031,0,1,9,54,0.0,0.0
02516,Montigny-sous-Marle,240200469,0,1,6,66,,
02517,Montigny-sur-Crécy,240200469,0,5,11,298,,
02518,Montlevon,200072031,0,2,39,246,0.0,0.0
02519,Montloué,240200634,0,3,17,179,,
02520,Mont-Notre-Dame,240200501,0,5,32,750,0.0,0.0
02521,Montreuil-aux-Lions,240200584,0,9,55,1244,0.0,0.0
02522,Mont-Saint-Jean,240200600,0,2,10,64,0.0,0.0
02523,Mont-Saint-Martin,240200501,0,1,3,61,0.0,0.0
02524,Mont-Saint-Père,200072031,0,5,25,582,0.0,0.0
02525,Morcourt,200071892,0,6,21,540,0.0,0.0
02526,Morgny-en-Thiérache,240200634,0,1,10,87,,
02527,Morsain,200071991,0,3,38,452,0.0,0.0
02528,Mortefontaine,200071991,0,2,19,192,0.0,0.0
02529,Mortiers,240200469,0,2,10,170,,
02530,Moulins,240200592,0,1,4,38,,
02531,Moussy-Verneuil,240200592,0,1,17,128,,
02532,Moÿ-de-l'Aisne,200040426,0,13,25,843,,
02533,Muret-et-Crouttes,240200519,0,1,8,62,0.0,0.0
02534,Muscourt,240200576,0,1,7,36,0.0,0.0
02535,Nampcelles-la-Cour,240200444,0,4,10,104,,
02536,Nampteuil-sous-Muret,240200519,0,1,9,94,0.0,0.0
02537,Nanteuil-la-Fosse,240200501,0,1,12,149,0.0,0.0
02538,Nanteuil-Notre-Dame,200072031,0,2,7,72,0.0,0.0
02539,Nauroy,240200493,0,4,28,690,0.0,0.0
02540,Nesles-la-Montagne,200072031,0,4,40,1190,88.74,100.0
02541,Neufchâtel-sur-Aisne,240200576,0,7,9,350,0.0,0.0
02542,Neuflieux,200071785,0,1,5,84,0.0,0.0
02543,Neuilly-Saint-Front,200072031,0,16,64,1878,0.0,0.0
02544,Neuve-Maison,240200600,0,5,34,562,1.96,0.0
02545,La Neuville-Bosmont,240200469,0,3,7,150,,
02546,La Neuville-en-Beine,200071785,0,1,16,194,0.0,0.0
02547,La Neuville-Housset,240200444,0,1,9,57,,
02548,La Neuville-lès-Dorengt,240200444,0,2,31,221,,
02549,Neuville-Saint-Amand,200071892,0,8,28,602,52.54,100.0
02550,Neuville-sur-Ailette,240200592,0,1,10,126,,
02551,Neuville-sur-Margival,240200501,0,1,7,114,100.0,100.0
02552,Neuvillette,200040426,0,4,10,166,,
02553,Nizy-le-Comte,240200576,0,3,22,216,0.0,0.0
