CODGEO,revenu_median_2017
01234,22000.0
01235,22060.0
01236,21050.0
01237,21190.0
01238,26130.0
01239,23090.0
01240,23140.0
01241,23460.0
01242,18600.0
01243,24450.0
01244,22580.0
01245,23760.0
01246,21610.0
01247,28010.0
01248,26980.0
01249,24410.0
01250,25010.0
01252,23550.0
01254,25830.0
01255,21440.0
01257,25640.0
01258,24390.0
01259,23370.0
01260,26820.0
01261,25970.0
01262,21720.0
01263,23600.0
01264,22540.0
01265,19130.0
01266,21080.0
01267,22110.0
01268,22710.0
01269,17170.0
01272,21220.0
01273,21160.0
01274,19410.0
01275,28320.0
01276,24790.0
01277,22040.0
01280,21140.0
01281,34000.0
01282,24310.0
01283,17270.0
01284,20900.0
01285,26930.0
01286,24220.0
01288,36090.0
01289,22740.0
01290,26280.0
01291,21910.0
01293,25440.0
01294,21490.0
01295,22040.0
01296,21030.0
01297,25620.0
01298,25800.0
01299,22840.0
01301,23090.0
01302,26010.0
01303,20380.0
01304,21140.0
01305,18910.0
01306,19750.0
01307,21280.0
01308,32870.0
01310,22550.0
01313,38720.0
01314,22380.0
01317,22530.0
01318,25890.0
01319,23750.0
01320,22850.0
01321,24880.0
01322,26320.0
01323,21020.0
01325,24730.0
01328,22600.0
01329,18530.0
01330,20560.0
01331,21210.0
01332,22440.0
01333,24430.0
01334,22550.0
01335,22010.0
01336,22160.0
01337,22270.0
01338,21270.0
01339,28910.0
01341,21270.0
01342,26170.0
01343,21380.0
01344,23930.0
01345,22120.0
01346,21910.0
01347,26250.0
01348,21630.0
01349,25510.0
01350,22690.0
01351,22030.0
01352,20170.0
01353,25210.0
01354,28900.0
01355,21640.0
01356,25060.0
01357,19710.0
01358,21710.0
01359,23370.0
01360,37070.0
01361,26180.0
01362,26350.0
01363,21890.0
01364,21220.0
01365,22670.0
01366,23410.0
01367,20250.0
01368,21490.0
01369,24850.0
01370,18290.0
01371,23530.0
01372,23580.0
01373,22560.0
01374,23980.0
01375,22860.0
01376,21640.0
01378,25150.0
01379,21400.0
01380,20360.0
01381,21460.0
01382,25790.0
01383,20690.0
01384,18050.0
01385,25080.0
01386,24860.0
01387,21810.0
01388,19630.0
01389,21840.0
01390,23080.0
01391,22110.0
01392,24330.0
01393,23490.0
01396,19680.0
01397,36380.0
01398,23910.0
01399,40490.0
01400,22010.0
01401,41000.0
01402,20330.0
01403,20660.0
01404,22100.0
01405,20330.0
01406,21000.0
01407,22120.0
01408,21350.0
01410,24350.0
01411,21730.0
01412,22930.0
01414,22750.0
01415,21540.0
01416,18740.0
01417,20560.0
01418,28820.0
01419,34660.0
01420,18640.0
01421,21660.0
01422,23310.0
01423,24650.0
01424,29280.0
01425,22290.0
01426,22240.0
01427,21600.0
01428,23770.0
01429,22300.0
01430,21870.0
01431,23360.0
01432,22470.0
01433,18770.0
01434,24080.0
01435,35910.0
01436,37770.0
01437,19860.0
01441,20850.0
01442,21910.0
01443,22980.0
01444,21230.0
01445,20990.0
01446,23570.0
01447,20250.0
01448,28040.0
01449,25170.0
01450,24750.0
01451,23250.0
01452,19910.0
01453,21350.0
01454,21380.0
01457,20400.0
02001,19100.0
02002,20030.0
02003,21240.0
02004,17520.0
02005,22540.0
02006,21000.0
02007,22760.0
02008,20300.0
02009,19950.0
02010,18920.0
02011,22490.0
02013,19610.0
02014,20950.0
02016,19800.0
02017,18910.0
02018,18940.0
02019,19720.0
02020,18280.0
02022,20030.0
02023,21400.0
02025,20730.0
02027,19990.0
02028,21150.0
02029,21360.0
02030,19470.0
02031,16230.0
02032,17820.0
02033,20830.0
02034,21490.0
02035,16320.0
02037,20590.0
02039,19100.0
02040,17850.0
02041,21340.0
02042,22270.0
02046,19850.0
02047,19480.0
02048,21410.0
02049,21050.0
02050,18610.0
02051,23310.0
02052,18190.0
02053,24020.0
02054,21120.0
02056,19850.0
02057,17720.0
02058,19640.0
02059,16180.0
02060,21310.0
02061,18140.0
02062,23340.0
02063,18830.0
02064,18580.0
02065,19200.0
02066,21350.0
02067,20150.0
02069,15240.0
02070,19900.0
02071,21950.0
02072,23940.0
02073,20780.0
02074,19500.0
02075,22520.0
02076,22780.0
02077,22110.0
02078,17140.0
02079,17600.0
02080,24100.0
02081,20660.0
02082,20490.0
02083,20950.0
02084,22830.0
02085,21500.0
02086,20520.0
02089,20520.0
02090,19500.0
02093,18370.0
02094,22490.0
02095,14480.0
02096,21790.0
02097,18010.0
02098,23720.0
02099,21260.0
02100,19060.0
02101,20290.0
02102,22870.0
02103,18890.0
02105,20030.0
02106,18550.0
02107,16300.0
02108,20750.0
02109,19000.0
02110,18450.0
02111,21080.0
02112,20440.0
02114,20910.0
02115,20470.0
02116,19100.0
02118,22230.0
02119,20570.0
02120,19090.0
02121,19150.0
02123,21070.0
02124,20390.0
02125,21210.0
02126,16760.0
02127,19650.0
02128,22330.0
02130,17040.0
02131,21850.0
02132,23270.0
02133,17720.0
02134,19140.0
02135,17840.0
02136,21410.0
02137,23830.0
02138,22720.0
02139,22120.0
02140,20100.0
02141,17140.0
02142,23240.0
02143,18880.0
02144,22460.0
02145,21360.0
02148,21140.0
02151,26130.0
02153,21500.0
02154,21120.0
02155,23040.0
02156,20840.0
02157,20880.0
02158,20140.0
02159,20380.0
02160,18160.0
02162,20250.0
02163,19900.0
02164,19170.0
02165,19390.0
02166,23790.0
02167,21090.0
02168,17540.0
02170,20530.0
02172,20710.0
02173,16830.0
02174,20030.0
02175,19170.0
02176,19420.0
02177,21080.0
02179,20110.0
02180,20310.0
02182,15570.0
02183,24260.0
02184,19040.0
02185,22380.0
02186,22090.0
02187,23020.0
02188,17670.0
02189,18080.0
02190,20850.0
02191,21460.0
02192,20200.0
02194,19230.0
02195,21730.0
02196,22880.0
02197,20530.0
02198,20900.0
02199,20120.0
02200,16340.0
02201,21920.0
02203,18300.0
02205,20350.0
02207,20790.0
02208,22290.0
02209,18510.0
02210,20150.0
02211,20930.0
02212,20380.0
02213,21550.0
02215,20950.0
02216,21950.0
02217,20050.0
02218,19620.0
02219,20220.0
02220,20060.0
02221,21750.0
02223,21120.0
02224,19910.0
02226,21120.0
02227,20700.0
02228,20310.0
02230,21620.0
02231,18390.0
02232,22330.0
02233,20740.0
02235,20550.0
02236,19710.0
02237,18590.0
02238,19060.0
02239,18830.0
02240,19430.0
02241,21380.0
02242,21390.0
02243,19680.0
02245,20190.0
02246,20810.0
02248,16990.0
02253,22830.0
02254,21330.0
02255,20500.0
02256,16110.0
02257,24010.0
02258,21420.0
02259,22920.0
02260,17930.0
02261,20190.0
02262,20900.0
02263,19500.0
02264,17090.0
02265,18500.0
02267,20650.0
02268,21860.0
02269,19600.0
02270,17860.0
02271,19140.0
02273,21430.0
02274,19530.0
02275,15930.0
02276,20230.0
02277,17470.0
02279,22860.0
02280,21640.0
02281,20590.0
02282,21000.0
02283,18430.0
02286,18550.0
02287,23380.0
02288,18810.0
02289,22310.0
02290,21790.0
02291,20230.0
02292,20740.0
02293,18910.0
02294,24800.0
02295,16880.0
02296,21730.0
02297,21550.0
02298,18190.0
02299,21120.0
02301,18740.0
02302,22220.0
02303,28590.0
02304,14360.0
02305,17370.0
02306,18080.0
02307,20920.0
02308,17790.0
02309,19370.0
02310,20340.0
02311,20350.0
02312,19900.0
02313,19010.0
02315,19310.0
02316,25290.0
02317,23470.0
02318,18670.0
02319,18110.0
02320,22870.0
02321,20160.0
02322,22380.0
02323,20980.0
02324,18210.0
02326,20890.0
02327,18630.0
02328,23970.0
02329,22690.0
02330,23880.0
02331,18510.0
02332,21250.0
02333,18430.0
02334,17330.0
02335,20440.0
02336,21330.0
02337,19010.0
02338,18920.0
02339,20440.0
02340,19200.0
02341,21470.0
02342,17460.0
02346,20410.0
02347,24090.0
02350,20050.0
02351,21950.0
02352,17730.0
02353,19560.0
02355,21880.0
02356,18640.0
02358,18270.0
02359,20130.0
02360,20960.0
02361,15840.0
02362,19560.0
02363,18070.0
02364,24810.0
02366,17480.0
02367,20780.0
02368,21880.0
02369,17360.0
02370,19510.0
02371,20330.0
02372,19640.0
02373,19680.0
02374,18880.0
02375,22500.0
02376,18740.0
02377,18020.0
02378,19390.0
02379,19520.0
02381,15440.0
02382,21910.0
02383,22810.0
02385,16400.0
02386,18550.0
02387,22820.0
02388,18420.0
02389,20710.0
02390,20210.0
02391,17910.0
02392,22550.0
02393,20340.0
02395,19800.0
02397,19450.0
02398,20210.0
02399,20530.0
02400,20160.0
02401,22360.0
02403,19360.0
02404,19150.0
02405,18330.0
02406,21450.0
02407,22340.0
02408,16570.0
02409,18360.0
02410,24400.0
02411,19330.0
02412,17200.0
02413,20480.0
02414,19340.0
02415,25360.0
02416,18110.0
02417,18940.0
02418,20040.0
02419,22520.0
02420,23050.0
02422,17900.0
02423,20570.0
02424,22410.0
02425,18320.0
02426,20920.0
02427,18970.0
02429,20460.0
02430,18330.0
02431,19870.0
02432,19880.0
02433,19340.0
02434,21280.0
02438,22300.0
02439,19770.0
02440,19360.0
02441,21110.0
02443,23320.0
02444,17920.0
02445,19740.0
02446,21540.0
02447,19230.0
02448,19660.0
02450,17290.0
02451,19860.0
02452,22440.0
02453,19950.0
02454,18670.0
02455,18910.0
02456,19620.0
02457,18520.0
02458,20050.0
02459,24690.0
02460,18060.0
02461,19790.0
02462,19330.0
02464,20880.0
02465,21100.0
02466,22340.0
02468,16710.0
02469,17890.0
02470,16640.0
02471,21170.0
02472,19720.0
02473,18900.0
02474,20550.0
02475,22120.0
02476,17940.0
02477,22400.0
02478,20820.0
02480,19820.0
02481,28590.0
02483,22130.0
02484,20660.0
02485,24230.0
02487,21780.0
02488,18490.0
02489,23340.0
02490,25840.0
02491,19260.0
02492,20560.0
02493,20250.0
02494,21740.0
02495,20170.0
02496,22050.0
02497,21210.0
02498,19860.0
02500,17930.0
02502,16610.0
02503,18920.0
02504,18490.0
02505,22630.0
02506,22150.0
02508,23170.0
02509,19050.0
02510,24080.0
02511,19620.0
02512,21400.0
02513,20370.0
02514,20190.0
02517,18690.0
02518,21640.0
02519,16770.0
02520,20110.0
02521,21810.0
02524,22550.0
02525,22460.0
02527,19850.0
02528,22240.0
02529,19900.0
02531,19380.0
02532,21010.0
02533,20420.0
02535,18600.0
02536,20060.0
02537,21250.0
02539,19090.0
02540,22550.0
02541,21420.0
02543,19010.0
02544,17520.0
02545,20620.0
02546,21530.0
02548,19110.0
02549,22050.0
02550,19330.0
02551,19570.0
02552,20710.0
02553,18880.0
02554,23620.0
02555,20150.0
02557,22870.0
02558,17650.0
02559,18360.0
02560,20480.0
02561,22420.0
02562,17880.0
02563,17960.0
02564,22000.0
02565,19590.0
02566,21400.0
02567,17200.0
02568,24520.0
02569,18280.0
02570,19800.0
02571,22500.0
02572,24570.0
02574,18910.0
02575,17810.0
02576,20910.0
02579,20040.0
02580,18600.0
02581,22880.0
02584,19930.0
02585,20990.0
02586,22620.0
02587,22060.0
02589,21990.0
02590,21750.0
02591,20000.0
02592,22110.0
02593,23920.0
02594,20990.0
02595,23290.0
02596,20750.0
02598,22810.0
02599,20730.0
02600,20000.0
02601,20290.0
02602,18160.0
02605,18910.0
02608,17180.0
02610,21820.0
02612,18400.0
02613,21760.0
02614,19090.0
02615,24030.0
02616,21770.0
02617,20890.0
02618,18950.0
02619,22230.0
02620,19100.0
02621,26560.0
02623,16910.0
02624,20090.0
02625,17980.0
02626,21610.0
02627,22490.0
02628,24210.0
02629,18720.0
02631,21040.0
02635,21040.0
02636,23070.0
02637,23480.0
02638,19600.0
02639,20410.0
02640,17040.0
02641,14890.0
02642,16470.0
02643,21600.0
02644,20890.0
02645,19940.0
02648,18220.0
02649,21930.0
02650,19220.0
02651,20350.0
02652,18480.0
02653,21890.0
02655,19750.0
02656,23870.0
02657,17660.0
02658,20440.0
02659,25780.0
02661,21870.0
02662,20900.0
02663,19360.0
02664,22550.0
02665,20600.0
02666,15900.0
02667,21830.0
02668,17240.0
02670,17810.0
02671,18370.0
02672,20850.0
02673,20960.0
02675,20150.0
02676,19860.0
02677,18910.0
02679,20750.0
02680,19730.0
02681,19040.0
02683,16400.0
02684,16590.0
02685,22670.0
02686,20870.0
02687,23220.0
02691,16970.0
02693,20570.0
02694,20290.0
02697,22220.0
02698,21570.0
02699,20430.0
02701,21410.0
02702,23350.0
02703,18470.0
02704,18940.0
02705,18560.0
02706,21490.0
02707,20920.0
02708,23290.0
02709,17750.0
02710,20350.0
02711,21090.0
02712,20230.0
02713,19450.0
02714,19640.0
02716,21550.0
02717,19410.0
02718,24910.0
02719,20240.0
02720,17090.0
02721,22730.0
02722,16980.0
02723,15680.0
02725,17570.0
02726,20800.0
02727,17700.0
02728,17720.0
02730,17770.0
02731,19550.0
02733,21020.0
02734,20550.0
02736,18970.0
02737,18990.0
02738,17260.0
02739,22690.0
02740,20540.0
02741,16540.0
02742,16370.0
02743,20140.0
02745,20080.0
02746,19750.0
02748,22320.0
02749,21930.0
02750,18460.0
02751,20710.0
02752,17620.0
02753,16430.0
02754,21830.0
02755,20640.0
02756,22260.0
02757,16870.0
02758,19200.0
02759,15340.0
02760,16540.0
02761,22690.0
02762,19870.0
02763,20000.0
02765,22820.0
02766,19810.0
02767,23440.0
02768,19370.0
02769,18090.0
02770,23280.0
02772,21750.0
02774,20060.0
02775,21630.0
02776,19410.0
02777,21800.0
02778,19090.0
02779,16740.0
02780,19540.0
02781,23020.0
02782,19190.0
02783,16040.0
02784,18930.0
02785,21140.0
02786,21880.0
02787,21300.0
02788,18920.0
02789,17350.0
02790,18990.0
02791,22670.0
02792,20430.0
02793,24080.0
02794,25000.0
02795,19520.0
02797,18250.0
02798,20350.0
02799,18600.0
02800,20930.0
02801,20210.0
02802,16630.0
02803,21300.0
02804,22240.0
02805,18780.0
02806,19110.0
02807,22760.0
02808,18300.0
02810,18940.0
02812,23180.0
02813,17610.0
02814,20540.0
02815,21820.0
02816,21480.0
02818,22100.0
02819,17010.0
02820,21940.0
02821,21380.0
02822,23130.0
02824,24750.0
02826,18890.0
02827,20310.0
02830,18230.0
02831,18610.0
02832,18150.0
02833,18740.0
02834,21440.0
03001,20770.0
03002,20640.0
03003,19560.0
03004,18690.0
03005,16780.0
03006,15940.0
03007,21600.0
03008,19210.0
03009,18280.0
03010,20530.0
03011,19260.0
03012,21330.0
03013,21840.0
03014,17880.0
03015,21290.0
03016,18440.0
03017,16370.0
03018,20460.0
03019,19440.0
03020,18040.0
03021,20030.0
03022,17890.0
03023,21660.0
03024,17070.0
03025,20500.0
03026,21170.0
03027,18070.0
03028,18330.0
03029,20750.0
03030,20360.0
03031,19290.0
03032,19130.0
03033,20000.0
03034,19660.0
03035,17110.0
03036,20060.0
03037,18230.0
03038,21510.0
03039,20190.0
03040,24280.0
03041,18580.0
03042,17840.0
03043,19840.0
03044,21940.0
03045,21030.0
03046,17510.0
03047,19130.0
03048,18710.0
03049,22120.0
03050,15190.0
03051,18350.0
03052,20990.0
03053,19850.0
03054,21370.0
03055,20890.0
03056,19430.0
03057,19010.0
03058,18810.0
03059,19720.0
03060,20960.0
03061,20420.0
03062,21860.0
03063,19710.0
03064,19110.0
03065,19310.0
03066,18110.0
03067,18130.0
03068,17410.0
03069,16620.0
03070,18730.0
03071,18560.0
03072,20010.0
03073,22220.0
03074,19830.0
03075,21230.0
03076,22770.0
03077,17850.0
03078,18370.0
03079,16900.0
03080,21130.0
03081,19430.0
03082,18800.0
03083,21760.0
03084,19190.0
03085,22600.0
03086,18540.0
03087,17810.0
03088,17810.0
03089,18860.0
03090,18760.0
03091,19620.0
03092,19890.0
03093,21990.0
03094,23340.0
03095,19060.0
03097,21540.0
03098,20400.0
03099,19490.0
03100,19350.0
03101,21160.0
03102,19370.0
03103,17500.0
03104,19610.0
03105,19270.0
03106,20940.0
03107,20860.0
03108,18700.0
03109,19230.0
03110,22270.0
03111,21440.0
03112,18890.0
03113,18570.0
03114,20200.0
03115,20300.0
03116,19660.0
03117,16990.0
03118,18870.0
03119,20230.0
03120,19730.0
03121,21430.0
03122,19230.0
03124,21560.0
03125,13960.0
03126,20360.0
03127,19560.0
03128,20600.0
03129,18600.0
03130,19350.0
03131,18780.0
03132,18660.0
03133,20230.0
03134,18270.0
03135,17840.0
03136,18550.0
03137,20640.0
03138,18390.0
03139,17520.0
03140,21850.0
03141,16620.0
03142,15660.0
03143,17390.0
03144,18650.0
03145,22110.0
03146,17720.0
03147,15990.0
03148,19370.0
03149,21610.0
03150,18820.0
03151,20550.0
03152,17940.0
03154,18320.0
03155,17990.0
03156,20900.0
03157,20100.0
03158,19690.0
03159,19850.0
03160,20650.0
03161,19430.0
03162,23360.0
03163,20370.0
03164,19600.0
03165,17510.0
03166,21420.0
03167,19320.0
03168,19750.0
03169,19430.0
03170,19870.0
03171,19970.0
03172,15650.0
03173,19070.0
03174,20580.0
03175,17870.0
03176,19880.0
03177,16290.0
03178,16580.0
03179,18760.0
03180,20150.0
03181,17020.0
03182,21660.0
03183,18860.0
03184,21720.0
03185,18310.0
03186,17760.0
03187,20710.0
03188,19180.0
03189,19980.0
03190,18230.0
03191,17610.0
03192,19880.0
03193,20150.0
03194,18000.0
03195,22400.0
03196,17180.0
03197,21070.0
03198,19450.0
03200,23910.0
03201,16590.0
03202,17480.0
03203,18310.0
03204,18610.0
03205,18790.0
03206,18760.0
03207,18560.0
03208,18050.0
03209,22180.0
03210,18850.0
03211,23080.0
03212,21990.0
03213,20810.0
03214,17590.0
03215,20420.0
03216,19400.0
03217,22780.0
03218,22280.0
03219,21260.0
03220,19940.0
03221,19130.0
03223,20390.0
03224,17170.0
03225,17760.0
03226,15320.0
03227,20680.0
03229,19610.0
03230,21040.0
03231,20690.0
03232,21390.0
03233,21830.0
03234,18540.0
03235,18010.0
03236,18470.0
03237,19140.0
03238,17810.0
03239,18070.0
03240,18720.0
03241,18660.0
03242,19970.0
03243,22720.0
03244,21780.0
03245,19940.0
03246,20670.0
03247,19250.0
03248,15730.0
03249,19000.0
03250,19580.0
03251,19100.0
03252,22040.0
03253,20160.0
03254,19010.0
03255,20060.0
03256,19620.0
03257,19830.0
03258,21930.0
03259,18110.0
03260,18050.0
03261,20020.0
03262,22460.0
03263,19630.0
03264,19920.0
03265,18710.0
03266,20260.0
03267,20790.0
03268,20200.0
03270,19290.0
03271,22890.0
03272,16670.0
03273,20680.0
03274,17950.0
03275,19310.0
03276,18390.0
03277,19520.0
03278,19470.0
03279,19560.0
03280,18100.0
03281,18550.0
03282,17240.0
03283,19320.0
03284,19650.0
03285,21080.0
03286,22090.0
03287,19080.0
03288,17740.0
03289,19040.0
03290,22590.0
03291,18650.0
03292,20480.0
03293,19180.0
03294,23350.0
03296,17370.0
03297,18810.0
03298,18320.0
03299,17160.0
03300,17700.0
03301,20970.0
03303,18770.0
03304,22670.0
03305,20540.0
03306,23530.0
03307,21980.0
03308,16540.0
03309,17260.0
03310,18580.0
03311,21730.0
03312,17970.0
03313,19250.0
03314,22900.0
03315,19160.0
03316,19900.0
03317,18240.0
03319,18720.0
03320,17530.0
03321,21530.0
04001,22710.0
04004,18420.0
04006,19250.0
04008,18530.0
04013,21190.0
04018,18740.0
04019,18990.0
04020,13020.0
04021,19660.0
04022,17370.0
04023,16690.0
04024,21900.0
04025,19880.0
04026,19020.0
04027,21900.0
04028,16890.0
04031,19210.0
04032,18520.0
04033,19020.0
04034,18680.0
04035,20710.0
04036,22300.0
04039,19350.0
04041,18880.0
04042,19050.0
04045,18360.0
04046,20920.0
04047,22710.0
04049,19480.0
04053,21040.0
04055,18100.0
04057,17820.0
04058,18420.0
04059,17840.0
04061,18910.0
04062,16880.0
04063,22620.0
04065,18910.0
04066,22610.0
04068,22880.0
04069,20620.0
04070,19810.0
04073,20930.0
04074,19700.0
04075,23170.0
04076,19760.0
04077,18660.0
04079,21280.0
04081,19950.0
04084,20880.0
04086,22870.0
04087,18490.0
04088,18880.0
04090,19380.0
04094,20440.0
04096,19150.0
04097,18910.0
04099,15880.0
04101,18380.0
04102,19380.0
04104,18260.0
04106,19810.0
04108,18210.0
04109,21440.0
04110,21600.0
04111,20220.0
04112,19410.0
04113,22610.0
04115,16280.0
04116,19230.0
04118,16590.0
04121,19480.0
04122,22370.0
04123,21240.0
04124,19540.0
04126,20060.0
04127,20830.0
04128,21390.0
04130,19820.0
04132,20490.0
04133,18690.0
04134,18690.0
04135,18610.0
04136,22020.0
04138,19440.0
04139,20110.0
04140,21380.0
04141,20360.0
04143,20930.0
04144,17390.0
04145,19730.0
04148,19500.0
04149,19960.0
04150,15830.0
04151,20010.0
04152,26070.0
04155,16030.0
04156,20740.0
04157,20210.0
04158,17910.0
04160,19730.0
04161,18930.0
04162,16050.0
04163,18920.0
04166,18280.0
04167,21290.0
04169,15890.0
04172,18830.0
04173,20290.0
04174,22090.0
04176,19680.0
04178,19280.0
04179,17520.0
04182,18840.0
04183,22350.0
04184,19250.0
04188,20220.0
04189,19230.0
04192,21730.0
04193,19130.0
04195,21290.0
04197,20840.0
04199,19370.0
04200,22290.0
04201,18340.0
04202,18430.0
04203,17870.0
04204,17910.0
04205,19240.0
04206,19060.0
04208,18440.0
04209,19310.0
04211,18650.0
04214,17580.0
04216,18640.0
04217,18720.0
04218,18790.0
04219,16960.0
04220,18980.0
04222,19510.0
04226,20780.0
04227,18620.0
04229,19700.0
04230,20090.0
04231,20790.0
04233,18150.0
04234,18130.0
04237,19360.0
04240,18020.0
04241,19540.0
04242,21350.0
04244,20860.0
04245,20970.0
05001,19030.0
05003,19830.0
05004,20770.0
05006,19380.0
05007,19310.0
05008,17600.0
05010,19060.0
05011,18920.0
05012,20540.0
05013,19990.0
05014,17970.0
05016,18530.0
05017,20690.0
05018,25790.0
05019,19580.0
05021,18180.0
05022,19350.0
05023,19760.0
05024,18620.0
05025,21320.0
05026,20220.0
05027,20610.0
05028,15410.0
05029,20230.0
05031,17570.0
05032,17590.0
05036,19830.0
05037,25980.0
05038,20310.0
05039,19210.0
05040,21480.0
05044,19180.0
05045,19510.0
05046,20150.0
05047,13860.0
05048,16110.0
05050,17790.0
05052,20420.0
05053,18920.0
05054,19270.0
05055,17600.0
05056,18720.0
05057,24240.0
05058,18360.0
05059,22540.0
05060,23040.0
05061,20730.0
05062,20180.0
05063,19200.0
05064,15920.0
05065,19600.0
05068,21770.0
05070,19100.0
05071,22410.0
05072,22630.0
05073,22840.0
05074,20720.0
05075,21400.0
05077,18570.0
05078,17270.0
05079,21180.0
05082,19890.0
05084,22800.0
05085,22440.0
05087,20710.0
05090,19710.0
05092,24770.0
05093,18530.0
05095,19950.0
05096,19730.0
05097,19230.0
05098,19860.0
05100,23010.0
05101,20080.0
05103,21110.0
05104,18360.0
05106,22200.0
05107,22430.0
05108,21940.0
05109,21840.0
05110,19570.0
05111,20890.0
05113,21810.0
05114,17480.0
05115,17730.0
05116,23250.0
05117,19940.0
05118,20190.0
05119,21720.0
05121,19030.0
05122,19610.0
05123,21730.0
05124,21060.0
05126,16660.0
05127,21050.0
05128,21020.0
05129,17220.0
05130,23910.0
05132,20350.0
05133,21900.0
05134,21150.0
05136,19740.0
05139,20870.0
05140,20950.0
05142,19850.0
05144,17830.0
05145,19980.0
05146,18140.0
05147,20890.0
05148,20800.0
05149,22410.0
05151,21520.0
05152,18340.0
05153,20540.0
05154,19310.0
05156,20650.0
05157,18400.0
05158,18730.0
05161,20180.0
05162,19910.0
05163,19170.0
05164,21010.0
05165,18220.0
05166,19170.0
05168,21480.0
05170,20040.0
05171,18400.0
05172,19010.0
05173,20810.0
05174,19760.0
05176,19070.0
05177,20530.0
05178,19260.0
05179,18830.0
05180,20500.0
05181,18370.0
05183,21460.0
05184,20490.0
06003,16710.0
06004,22430.0
06005,16090.0
06006,27360.0
06007,24570.0
06010,23500.0
06011,22470.0
06012,20790.0
06013,18970.0
06014,22060.0
06015,22920.0
06016,19390.0
06017,18820.0
06018,27580.0
06019,24220.0
06020,19980.0
06021,23000.0
06022,20110.0
06023,19980.0
06024,18480.0
06025,23680.0
06026,25230.0
06027,22110.0
06028,18460.0
06029,19800.0
06030,20630.0
06031,24010.0
06032,24210.0
06033,21290.0
06034,23770.0
06035,23500.0
06036,22020.0
06037,20750.0
06038,26190.0
06039,25030.0
06041,21450.0
06042,21220.0
06043,21440.0
06044,26870.0
06046,25870.0
06048,22850.0
06049,16900.0
06050,19840.0
06052,17170.0
06053,16130.0
06054,20060.0
06055,21810.0
06057,20180.0
06058,19120.0
06059,27780.0
06060,28710.0
06062,17230.0
06064,25150.0
06065,27350.0
06066,21830.0
06067,24000.0
06068,22040.0
06069,21340.0
06070,18360.0
06071,18420.0
06073,20720.0
06074,18710.0
