CODGEO,LIBGEO,services,commerces,enseignement,sante,transport,sport_culture,tourisme,total
02467,,3,0,0,0,0,0,0,3
02468,,102,48,6,81,0,36,0,273
02469,,27,9,3,39,0,12,0,90
02470,,18,0,3,0,0,6,0,27
02471,,3,0,0,0,0,0,0,3
02472,,12,3,3,0,0,18,0,36
02473,,6,3,0,0,0,0,0,9
02474,,18,0,3,0,3,9,0,33
02476,,15,12,3,6,0,15,0,51
02477,,69,15,3,15,0,21,0,123
02478,,9,0,3,3,3,6,0,24
02480,,9,3,0,0,0,18,0,30
02481,,15,12,0,0,0,15,0,42
02482,,6,0,0,0,0,0,0,6
02483,,27,0,3,12,0,9,0,51
02484,,27,3,3,3,0,12,3,51
02485,,9,0,0,0,0,3,0,12
02486,,6,0,0,0,0,3,3,12
02487,,15,6,3,12,6,12,0,54
02488,,6,0,0,0,0,0,0,6
02489,,6,0,0,0,0,6,0,12
02490,,6,3,0,3,0,24,3,39
02491,,6,0,0,0,0,6,3,15
02492,,15,3,3,0,3,6,0,30
02493,,12,0,0,0,0,0,0,12
02494,,6,0,3,0,0,9,0,18
02495,,30,12,3,12,3,12,0,72
02496,,6,0,0,0,0,0,0,6
02497,,30,18,6,36,0,24,6,120
02498,,60,3,3,0,0,12,0,78
02499,,3,0,0,0,0,0,0,3
02500,,45,3,3,9,0,18,0,78
02501,,6,0,0,0,0,0,0,6
02502,,78,45,6,75,0,21,0,225
02503,,24,6,3,6,3,12,0,54
02504,,42,9,3,27,6,21,0,108
02505,,24,0,0,0,0,3,0,27
02506,,3,0,0,0,0,6,0,9
02507,,3,0,0,0,0,0,0,3
02508,,3,0,0,0,0,3,0,6
02509,,6,3,0,0,0,3,0,12
02510,,3,3,3,3,0,3,0,15
02511,,9,0,0,0,0,0,0,9
02512,,6,3,3,0,3,3,0,18
02513,,18,3,0,0,0,6,0,27
02514,,18,12,0,24,0,18,0,72
02515,,3,0,0,0,0,0,0,3
02516,,3,0,0,0,3,0,0,6
02517,,15,0,0,0,0,9,0,24
02518,,18,0,0,0,0,3,0,21
02519,,6,0,3,0,0,12,0,21
02520,,42,6,3,9,0,6,0,66
02521,,105,12,3,30,9,12,0,171
02522,,6,0,0,0,0,0,0,6
02523,,3,0,0,0,0,0,0,3
02524,,30,0,3,0,0,12,0,45
02525,,18,3,3,3,0,15,0,42
02526,,6,0,0,0,0,3,0,9
02527,,24,0,3,6,0,0,0,33
02528,,6,0,0,0,0,6,0,12
02529,,3,0,0,0,0,3,0,6
02530,,3,0,0,0,0,0,0,3
02531,,6,0,0,0,0,3,0,9
02532,,24,9,6,69,0,30,0,138
02533,,3,0,0,0,0,6,0,9
02534,,3,0,0,0,0,0,0,3
02535,,3,0,0,0,0,12,0,15
02536,,6,0,0,0,0,0,0,6
02537,,12,0,0,0,0,3,0,15
02538,,6,0,0,0,0,0,0,6
02539,,24,0,3,12,0,9,6,54
02540,,36,6,3,6,6,21,0,78
02541,,24,3,3,3,0,15,3,51
02542,,6,0,0,0,0,0,0,6
02543,,147,33,12,48,3,21,0,264
02544,,36,0,3,6,3,9,0,57
02545,,3,0,0,3,0,9,0,15
02546,,9,0,3,0,0,0,0,12
02547,,3,0,0,0,0,0,0,3
02548,,12,6,0,0,0,0,0,18
02549,,33,6,0,6,0,15,0,60
02550,,6,0,0,0,0,0,0,6
02551,,6,0,0,0,0,0,0,6
02552,,15,0,3,0,0,6,0,24
02553,,12,0,3,0,0,12,0,27
02554,,33,9,3,15,3,3,0,66
02555,,87,15,3,39,15,39,0,198
02556,,3,0,0,0,0,0,0,3
02557,,6,0,0,0,0,3,0,9
02558,,150,63,12,105,6,51,15,402
02559,,18,3,3,3,0,6,0,33
02560,,9,0,3,12,0,9,0,33
02561,,12,0,0,0,0,6,0,18
02562,,6,3,0,0,0,6,0,15
02563,,3,0,0,0,0,3,0,6
02564,,30,3,3,3,3,18,0,60
02565,,15,3,0,0,0,0,0,18
02566,,36,3,3,9,6,21,0,78
02567,,18,0,3,3,0,9,0,33
02568,,9,0,0,0,0,6,0,15
02569,,27,3,3,0,0,3,0,36
02570,,9,0,0,0,0,0,0,9
02571,,18,0,3,3,0,24,0,48
02572,,15,0,0,3,0,12,0,30
02573,,3,0,0,0,0,0,0,3
02574,,60,18,3,21,3,21,0,126
02575,,87,30,6,60,0,24,0,207
02576,,18,0,3,0,0,3,0,24
02577,,6,0,0,0,0,0,0,6
02578,,3,3,0,0,0,0,0,6
02579,,6,0,0,0,0,3,0,9
02580,,54,15,3,48,3,15,0,138
02581,,15,0,3,0,0,9,0,27
02582,,3,3,0,0,0,0,0,6
02583,,3,0,0,0,0,0,0,3
02584,,12,0,0,0,0,0,0,12
02585,,9,0,0,3,0,15,0,27
02586,,9,0,0,0,0,6,0,15
02587,,6,0,0,0,0,6,0,12
02588,,9,0,0,0,0,0,0,9
02589,,21,3,0,6,0,0,0,30
02590,,9,0,0,0,0,9,0,18
02591,,9,0,0,0,0,0,0,9
02592,,12,0,0,0,0,3,0,15
02593,,27,0,3,3,0,18,0,51
02594,,9,0,0,0,0,9,0,18
02595,,12,0,0,0,0,0,0,12
02596,,24,3,3,3,0,21,3,57
02598,,27,0,3,12,0,15,0,57
02599,,15,0,0,0,0,6,0,21
02600,,18,6,3,0,0,9,0,36
02601,,9,0,0,0,0,6,0,15
02602,,81,30,6,48,6,39,0,210
02604,,3,0,0,0,0,0,0,3
02605,,6,0,0,6,0,0,0,12
02606,,9,0,0,0,0,0,0,9
02607,,6,6,0,0,0,6,0,18
02608,,24,3,3,9,0,9,0,48
02609,,6,3,0,0,0,0,0,9
02610,,21,3,3,12,0,9,0,48
02612,,9,0,0,0,0,6,0,15
02613,,33,0,3,3,3,9,3,54
02614,,9,0,0,9,0,3,0,21
02615,,18,0,0,0,0,9,0,27
02616,,6,0,0,0,0,0,0,6
02617,,24,0,3,3,0,15,0,45
02618,,33,0,3,12,0,12,0,60
02619,,9,0,6,9,0,15,0,39
02620,,21,0,3,3,0,3,3,33
02621,,18,3,3,0,0,0,0,24
02622,,3,0,0,0,0,0,0,3
02623,,3,0,0,0,0,0,0,3
02624,,12,3,0,6,3,0,0,24
02625,,3,0,0,0,0,3,0,6
02626,,18,0,0,0,0,9,0,27
02627,,3,0,0,0,0,6,0,9
02628,,9,0,3,0,0,15,0,27
02629,,18,0,0,0,0,9,0,27
02631,,9,0,3,0,0,3,0,15
02632,,3,0,0,0,0,0,0,3
02633,,9,0,0,0,0,0,0,9
02634,,6,0,0,0,0,0,0,6
02635,,3,0,0,0,0,6,0,9
02636,,6,3,0,0,0,0,0,9
02637,,6,0,0,0,0,0,0,6
02638,,12,0,0,0,3,9,0,24
02639,,18,3,0,0,0,6,0,27
02640,,9,0,0,0,0,0,0,9
02641,,3,0,0,0,3,0,0,6
02642,,24,0,0,0,0,0,0,24
02643,,39,15,3,18,0,24,3,102
02644,,9,0,3,0,0,9,0,21
02645,,9,0,0,0,0,0,3,12
02647,,3,0,0,0,0,0,0,3
02648,,123,30,9,66,0,42,3,273
02649,,18,0,0,0,3,0,0,21
02650,,24,3,0,0,6,0,0,33
02651,,3,0,0,0,0,0,0,3
02652,,9,0,0,0,0,0,0,9
02653,,21,3,3,0,0,12,0,39
02654,,6,0,0,0,0,0,0,6
02655,,9,0,0,0,0,3,0,12
02656,,12,0,3,0,0,12,0,27
02657,,15,0,0,0,0,0,0,15
02658,,12,3,0,0,0,3,0,18
02659,,24,3,3,6,0,12,0,48
02660,,9,0,0,0,0,0,0,9
02661,,24,0,3,0,0,6,0,33
02662,,15,3,3,3,0,9,0,33
02663,,12,0,0,3,0,6,0,21
02664,,6,0,0,0,3,33,0,42
02665,,12,0,0,0,0,9,0,21
02666,,39,27,9,57,0,27,3,162
02667,,9,0,0,3,0,6,0,18
02668,,48,21,6,63,3,18,0,159
02670,,18,0,0,0,3,0,0,21
02671,,9,0,3,3,0,6,0,21
02672,,12,3,0,0,0,3,0,18
02673,,30,0,3,6,0,0,0,39
02674,,3,3,0,0,0,0,0,6
02675,,3,0,0,0,0,3,0,6
02676,,96,27,3,78,3,18,0,225
02677,,3,0,3,9,0,6,0,21
02678,,3,0,0,0,0,0,0,3
02679,,9,0,0,0,0,0,0,9
02680,,78,30,9,84,3,39,0,243
02681,,15,3,3,3,0,3,0,27
02682,,9,0,0,0,0,3,0,12
02683,,9,0,0,0,0,0,0,9
02684,,120,21,6,78,3,45,0,273
02685,,6,0,0,0,0,0,0,6
02686,,12,0,3,0,0,3,0,18
02687,,15,0,0,0,0,9,0,24
02688,,3,0,0,0,0,0,0,3
02689,,3,0,0,0,0,0,0,3
02690,,9,0,0,0,0,9,3,21
02691,,2304,1077,183,1929,33,330,60,5916
02693,,18,0,0,3,0,6,0,27
02694,,30,3,3,12,0,21,0,69
02696,,6,0,0,0,0,0,0,6
02697,,21,3,0,0,0,9,0,33
02698,,6,6,0,0,0,0,0,12
02699,,21,3,0,3,0,3,0,30
02701,,24,6,3,3,3,12,0,51
02702,,15,3,3,0,0,12,0,33
02703,,21,6,3,9,0,12,0,51
02704,,21,0,0,0,0,0,0,21
02705,,9,0,0,0,0,9,0,18
02706,,21,3,3,3,0,24,0,54
02707,,15,0,0,0,0,0,0,15
02708,,12,0,0,0,0,3,0,15
02709,,18,0,0,0,0,6,0,24
02710,,24,3,3,9,0,21,3,63
02711,,6,3,0,3,0,6,0,18
02712,,9,0,0,0,0,0,0,9
02713,,15,0,0,0,0,3,0,18
02714,,24,0,3,6,0,0,0,33
02715,,3,0,0,0,0,0,0,3
02716,,21,0,0,0,0,6,0,27
02717,,27,3,0,6,0,9,0,45
02718,,15,0,0,0,0,0,0,15
02719,,51,3,6,81,0,21,0,162
02720,,96,30,9,90,0,57,0,282
02721,,27,0,0,0,0,12,0,39
02722,,1299,825,96,1122,90,219,30,3681
02723,,9,0,0,0,0,0,0,9
02724,,3,0,0,0,0,0,0,3
02725,,6,3,0,0,0,0,0,9
02726,,21,0,0,0,0,0,0,21
02727,,6,3,0,3,0,0,0,12
02728,,3,0,0,0,0,9,0,12
02729,,6,0,0,0,0,0,0,6
02730,,12,3,3,0,0,0,0,18
02731,,6,0,0,0,0,3,0,9
02732,,6,0,0,0,0,0,0,6
02734,,9,0,3,0,0,9,0,21
02735,,3,0,0,0,0,0,0,3
02736,,6,0,0,0,0,0,0,6
02737,,18,0,3,0,0,18,0,39
02738,,420,99,48,204,9,144,6,930
02739,,24,0,0,0,0,0,0,24
02740,,9,3,0,0,0,3,0,15
02741,,15,0,3,0,0,18,0,36
02742,,9,0,0,0,3,3,0,15
02743,,9,0,3,0,0,9,0,21
02744,,3,0,0,0,0,3,0,6
02745,,3,0,0,0,0,0,0,3
02746,,12,0,0,0,0,3,0,15
02747,,6,0,0,6,0,3,0,15
02748,,42,3,3,3,0,15,3,69
02749,,6,0,0,0,0,0,0,6
02750,,30,0,3,9,0,6,0,48
02751,,18,0,0,0,0,0,0,18
02752,,15,0,0,0,0,0,0,15
02753,,18,0,3,6,0,15,0,42
02754,,6,0,0,0,0,0,0,6
02755,,36,9,3,30,0,9,0,87
02756,,30,12,3,12,0,18,0,75
02757,,18,0,3,0,0,18,0,39
02758,,105,39,6,75,3,21,0,249
02759,,18,0,3,6,0,9,0,36
02760,,12,0,0,0,0,0,0,12
02761,,6,6,0,0,3,27,0,42
02762,,15,0,0,0,0,0,0,15
02763,,6,0,3,0,0,0,0,9
02764,,12,0,0,0,0,3,0,15
02765,,9,0,0,3,3,0,0,15
02766,,3,0,0,0,0,6,0,9
02767,,18,0,0,3,0,0,0,21
02768,,12,0,3,3,6,3,0,27
02769,,24,3,3,6,0,18,0,54
02770,,60,57,3,12,3,15,0,150
02772,,6,0,0,0,0,0,0,6
02773,,6,0,0,0,0,0,0,6
02774,,3,0,0,0,0,3,0,6
02775,,18,3,3,9,0,9,0,42
02776,,18,0,3,9,3,9,0,42
02777,,12,0,0,0,6,0,0,18
02778,,9,0,0,0,0,0,0,9
02779,,6,0,0,0,0,0,0,6
02780,,36,15,6,21,0,24,0,102
02781,,15,0,12,3,0,12,0,42
02782,,12,0,0,0,0,0,0,12
02783,,6,0,0,0,0,0,0,6
02784,,6,0,0,0,0,0,0,6
02785,,51,6,6,33,0,39,0,135
02786,,9,3,6,3,0,6,0,27
02787,,15,0,3,0,0,6,0,24
02788,,24,3,3,3,3,9,0,45
02789,,135,60,21,126,0,51,9,402
02790,,6,0,0,0,0,9,0,15
02791,,12,0,0,0,0,6,0,18
02792,,9,0,0,3,0,3,0,15
02793,,15,3,0,0,0,0,0,18
02794,,9,6,0,0,0,6,0,21
02795,,93,33,6,45,0,33,0,210
02796,,6,0,0,0,0,0,0,6
02797,,18,0,0,0,0,0,0,18
02798,,105,12,3,12,3,24,0,159
02799,,27,3,0,3,6,12,0,51
02800,,15,0,0,0,0,0,0,15
02801,,12,0,0,0,0,3,0,15
02802,,6,0,0,0,0,6,0,12
02803,,9,0,0,0,0,12,0,21
02804,,12,0,0,0,0,3,0,15
02805,,162,27,12,66,3,39,0,309
02806,,6,0,0,0,0,12,0,18
02807,,24,3,3,6,0,15,3,54
02808,,6,0,0,9,0,3,0,18
02809,,12,3,0,0,0,3,0,18
02810,,468,138,33,252,36,117,12,1056
02812,,3,0,0,6,0,0,0,9
02813,,15,0,3,0,3,0,0,21
02814,,3,0,0,0,0,0,0,3
02815,,18,0,3,0,0,6,0,27
02816,,30,0,3,3,0,15,0,51
02817,,9,0,0,0,0,0,0,9
02818,,48,3,3,18,3,21,3,99
02819,,18,0,0,0,0,3,0,21
02820,,93,69,3,42,3,18,0,228
02821,,18,3,3,0,0,15,0,39
02822,,21,3,3,9,0,9,0,45
02823,,6,0,0,0,0,0,0,6
02824,,21,0,0,0,0,3,0,24
02826,,18,0,0,9,0,6,0,33
02827,,15,0,3,0,0,12,0,30
02828,,6,0,0,0,0,0,0,6
02829,,3,0,0,0,0,0,0,3
02830,,45,9,6,33,0,12,0,105
02831,,6,0,3,0,0,9,0,18
02832,,6,0,0,0,0,0,0,6
02833,,36,0,3,0,0,3,0,42
02834,,3,3,0,3,0,6,0,15
03001,,195,36,3,48,0,30,3,315
03002,,12,0,0,0,3,9,0,24
03003,,90,30,3,57,3,30,0,213
03004,,9,0,0,3,0,0,0,12
03005,,21,0,3,0,0,18,0,42
03006,,33,9,3,9,0,15,3,72
03007,,6,0,3,0,0,9,0,18
03008,,18,6,3,3,0,12,0,42
03009,,6,0,0,3,0,3,0,12
03010,,15,0,3,3,3,12,6,42
03011,,15,0,3,3,0,9,0,30
03012,,27,3,3,0,3,12,0,48
03013,,231,117,15,66,12,39,9,489
03014,,12,0,0,0,0,9,0,21
03015,,9,0,0,0,0,3,0,12
03016,,9,0,0,0,0,0,0,9
03017,,9,0,0,0,0,3,0,12
03018,,36,6,3,6,0,33,0,84
03019,,63,21,6,30,0,27,0,147
03020,,15,0,3,6,0,12,0,36
03021,,9,0,0,0,0,6,0,15
03022,,81,24,6,81,3,51,9,255
03023,,393,180,24,261,15,147,27,1047
03024,,27,0,0,0,0,12,3,42
03025,,57,15,6,18,3,30,0,129
03026,,36,12,3,21,0,18,0,90
03027,,27,12,3,12,0,15,0,69
03028,,15,6,3,0,3,15,0,42
03029,,48,6,3,9,0,12,0,78
03030,,33,0,3,9,0,6,0,51
03031,,15,0,3,6,0,6,0,30
03032,,9,0,0,0,0,0,0,9
03033,,6,0,0,0,0,3,0,9
03034,,27,6,3,0,0,18,0,54
03035,,18,3,3,0,0,9,0,33
03036,,165,78,9,135,0,51,9,447
03037,,12,0,3,0,0,3,3,21
03038,,9,0,3,3,0,18,0,33
03039,,15,6,3,0,0,18,0,42
03040,,48,0,3,9,3,18,0,81
03041,,18,0,3,0,0,12,0,33
03042,,39,15,3,6,0,15,0,78
03043,,51,18,12,48,3,27,3,162
03044,,72,9,3,15,3,12,6,120
03045,,39,3,3,9,0,15,0,69
03046,,30,12,3,30,0,18,0,93
03047,,9,3,0,21,0,6,0,39
03048,,108,27,6,42,3,39,6,231
03049,,24,3,3,0,0,6,0,36
03050,,18,3,3,0,0,6,0,30
03051,,12,0,3,0,0,6,0,21
03052,,45,3,3,6,0,12,0,69
03053,,69,36,6,45,0,18,6,180
03054,,12,3,0,0,0,9,0,24
03055,,48,12,3,24,3,9,0,99
03056,,33,0,3,0,0,9,3,48
03057,,12,3,3,0,0,6,0,24
03058,,21,0,3,0,0,3,0,27
03059,,21,3,0,0,0,9,0,33
03060,,60,75,3,12,3,21,0,174
03061,,27,0,0,0,0,9,0,36
03062,,33,21,3,0,0,9,3,69
03063,,51,6,3,9,0,21,3,93
03064,,6,6,0,0,0,0,0,12
03065,,39,9,3,9,0,15,6,81
03066,,24,12,0,3,3,18,6,66
03067,,9,0,0,0,0,3,0,12
03068,,9,3,0,6,0,6,0,24
03069,,6,3,3,0,0,9,0,21
03070,,3,0,3,3,0,3,0,12
03071,,12,0,3,0,0,6,0,21
03072,,15,0,3,3,0,18,0,39
03073,,18,3,3,0,0,15,0,39
03074,,42,21,3,54,0,18,0,138
03075,,12,0,0,0,0,0,0,12
03076,,15,0,0,3,0,0,0,18
03077,,6,0,0,0,0,0,0,6
03078,,12,0,0,0,0,3,6,21
03079,,18,0,3,0,3,9,0,33
03080,,36,6,3,15,0,6,0,66
03081,,15,0,0,0,0,6,0,21
03082,,288,90,27,153,6,69,3,636
03083,,30,0,3,0,0,6,0,39
03084,,114,48,6,75,3,42,6,294
03085,,39,0,3,12,0,6,3,63
03086,,21,3,3,0,0,12,0,39
03087,,21,6,3,0,0,27,6,63
03088,,24,6,3,0,0,3,0,36
03089,,9,0,0,0,0,6,0,15
03090,,24,0,3,6,0,6,3,42
03091,,30,3,3,3,3,21,0,63
03092,,33,6,3,15,0,18,0,75
03093,,78,6,3,9,3,24,0,123
03094,,186,33,6,63,3,36,0,327
03095,,846,270,51,360,9,126,3,1665
03096,,3,0,0,3,0,3,0,9
03097,,15,0,0,0,0,9,0,24
03098,,138,39,18,183,3,51,0,432
03099,,27,3,3,0,3,12,3,51
03100,,45,9,6,27,0,24,3,114
03101,,432,192,21,165,9,120,3,942
03102,,210,93,9,105,9,57,12,495
03103,,87,39,6,69,0,39,6,246
03104,,51,21,6,15,3,27,0,123
03105,,12,0,3,3,0,12,0,30
03106,,54,9,9,12,0,15,0,99
03107,,111,39,3,75,0,27,9,264
03108,,12,9,3,9,0,18,0,51
03109,,39,6,15,9,0,12,0,81
03110,,51,0,3,12,0,18,0,84
03111,,75,15,3,30,0,24,3,150
03112,,42,0,3,0,0,15,0,60
03113,,33,9,3,24,3,15,3,90
03114,,15,0,3,0,0,15,3,36
03115,,12,0,3,0,0,9,0,24
03116,,12,0,0,0,0,6,0,18
03117,,24,3,3,3,0,15,0,48
03118,,333,204,36,201,9,75,6,864
03119,,30,12,3,0,0,15,6,66
03120,,27,9,3,9,0,27,0,75
03121,,15,0,3,3,3,15,0,39
03122,,18,0,0,12,0,9,0,39
03124,,12,0,0,0,0,3,0,15
03125,,6,0,0,0,0,9,3,18
03126,,45,3,3,12,0,24,0,87
03127,,27,15,3,21,0,12,3,81
03128,,114,39,9,48,6,24,6,246
03129,,12,6,3,0,0,6,0,27
03130,,21,0,0,0,0,0,6,27
03131,,51,9,3,3,0,9,0,75
03132,,60,9,6,45,3,18,3,144
03133,,27,3,3,12,3,15,0,63
03134,,6,0,0,0,0,3,0,9
03135,,24,6,3,3,0,9,3,48
03136,,12,0,0,0,0,6,0,18
03137,,12,3,0,0,0,6,0,21
03138,,225,123,9,162,0,60,9,588
03139,,15,3,3,0,0,27,3,51
03140,,21,3,3,24,0,12,0,63
03141,,12,0,0,0,0,27,0,39
03142,,18,0,3,3,0,15,0,39
03143,,6,3,0,0,0,0,0,9
03144,,6,0,0,0,0,6,0,12
03145,,24,0,3,6,0,18,0,51
03146,,12,0,6,0,0,6,0,24
03147,,9,3,0,0,0,0,0,12
03148,,12,3,3,0,0,9,0,27
03149,,24,0,3,6,0,9,0,42
03150,,12,0,3,0,0,6,3,24
03151,,9,3,0,0,0,0,0,12
03152,,15,9,3,3,3,12,3,48
03154,,15,3,3,0,0,9,0,30
03155,,123,27,6,72,0,48,3,279
03156,,60,21,6,24,0,24,0,135
03157,,42,12,3,3,3,18,0,81
03158,,24,9,9,15,0,24,0,81
03159,,75,18,3,18,0,15,0,129
03160,,21,9,3,9,0,9,0,51
03161,,60,21,6,75,0,24,0,186
03162,,12,6,0,0,0,6,0,24
03163,,39,6,3,3,3,18,0,72
03164,,15,0,3,0,0,0,0,18
03165,,153,66,15,99,3,48,6,390
03166,,12,0,0,6,0,9,0,27
03167,,21,6,3,0,0,12,3,45
03168,,42,15,3,33,0,24,3,120
03169,,15,3,3,0,0,9,3,33
03170,,9,0,0,0,0,3,0,12
03171,,9,3,0,0,0,6,0,18
03172,,9,0,0,0,0,3,0,12
03173,,42,9,3,9,0,15,0,78
03174,,45,9,3,9,0,15,0,81
03175,,6,3,0,3,0,6,3,21
03176,,24,3,3,6,3,21,3,63
03177,,18,0,0,0,3,9,0,30
03178,,15,6,3,0,0,9,0,33
03179,,21,0,3,0,0,6,3,33
03180,,18,0,3,0,0,15,0,36
03181,,15,3,0,0,0,18,0,36
03182,,18,3,3,0,0,9,0,33
03183,,42,24,3,24,0,9,0,102
03184,,3,0,3,3,3,12,0,24
03185,,1743,942,171,1092,39,315,45,4347
03186,,156,60,12,81,0,33,12,354
03187,,12,0,3,3,0,9,0,27
03188,,6,3,0,0,0,6,0,15
03189,,33,3,3,18,0,9,0,66
03190,,981,639,81,906,27,147,36,2817
03191,,21,0,3,0,0,15,0,39
03192,,9,6,0,3,0,3,0,21
03193,,21,0,3,0,0,9,0,33
03194,,12,0,0,0,0,6,0,18
03195,,144,72,9,87,3,48,21,384
03196,,9,0,3,3,0,12,0,27
03197,,90,21,6,66,6,42,0,231
03198,,9,3,0,0,0,3,0,15
03200,,75,6,18,24,0,39,0,162
03201,,12,3,0,0,0,15,0,30
03202,,30,6,3,33,0,24,0,96
03203,,15,0,3,6,0,9,0,33
03204,,33,0,3,3,0,18,0,57
03205,,21,0,3,0,3,21,0,48
03206,,6,0,3,0,0,3,0,12
03207,,27,3,3,0,3,18,6,60
03208,,33,0,3,3,0,12,0,51
03209,,12,0,0,0,3,3,0,18
03210,,30,0,3,9,0,9,0,51
03211,,105,51,3,60,0,36,3,258
03212,,51,12,3,15,0,36,0,117
03213,,15,0,3,0,0,12,0,30
03214,,12,0,3,0,0,12,0,27
03215,,24,0,3,3,0,12,0,42
03216,,6,0,3,0,0,3,3,15
03217,,30,0,3,9,0,9,0,51
03218,,12,0,0,0,0,12,0,24
03219,,6,0,0,0,0,0,0,6
03220,,27,6,3,3,3,12,0,54
03221,,33,21,6,24,3,24,6,117
03222,,3,0,0,0,0,3,0,6
03223,,30,3,3,0,0,6,0,42
03224,,21,0,3,0,0,21,3,48
03225,,33,3,3,3,0,15,6,63
03226,,9,3,3,0,0,3,0,18
03227,,18,6,0,3,0,9,0,36
03228,,3,0,0,0,0,3,0,6
03229,,30,3,3,6,0,12,0,54
03230,,18,0,3,9,0,9,0,39
03231,,6,0,0,0,0,3,0,9
03232,,9,0,3,0,3,15,0,30
03233,,9,0,3,0,0,3,0,15
03234,,21,6,3,0,0,12,0,42
03235,,63,12,6,42,0,18,0,141
03236,,168,45,12,102,6,51,0,384
03237,,15,6,3,0,0,12,3,39
03238,,27,3,3,18,0,21,3,75
03239,,9,3,3,0,0,9,0,24
03240,,42,6,3,6,0,9,0,66
03241,,15,3,12,3,0,9,3,45
03242,,27,0,3,0,0,9,3,42
03243,,6,0,0,0,0,0,0,6
03244,,9,0,0,3,0,3,0,15
03245,,3,0,0,0,0,3,0,6
03246,,21,3,3,15,0,15,0,57
03247,,51,12,9,36,3,21,0,132
03248,,9,0,0,0,0,15,3,27
03249,,15,0,0,0,0,9,3,27
03250,,18,0,0,15,0,9,0,42
03251,,42,0,3,0,0,18,0,63
03252,,30,0,3,9,0,9,0,51
03253,,18,9,3,3,0,15,0,48
03254,,360,192,21,219,15,57,12,876
03255,,12,0,0,0,0,0,0,12
03256,,9,6,0,0,0,0,3,18
03257,,42,0,0,0,0,12,6,60
03258,,117,12,3,36,3,27,0,198
03259,,12,6,3,0,0,12,0,33
03260,,6,0,0,0,0,12,0,18
03261,,24,0,0,3,0,6,0,33
03262,,129,33,3,24,0,36,18,243
03263,,12,0,0,0,0,3,0,15
03264,,183,33,9,126,3,57,6,417
03265,,45,3,12,6,0,21,3,90
03266,,15,0,3,0,0,9,0,27
03267,,39,9,3,3,6,18,0,78
03268,,21,0,3,0,0,12,0,36
03269,,6,0,0,0,0,0,0,6
03270,,9,3,0,0,0,0,3,15
03271,,42,3,3,6,3,9,0,66
03272,,6,3,0,0,0,0,0,9
03273,,48,0,3,6,0,9,0,66
03274,,24,6,3,0,0,6,0,39
03275,,84,18,9,63,3,18,0,195
03276,,6,0,0,0,0,6,0,12
03277,,12,3,3,3,0,15,3,39
03278,,15,0,0,0,0,3,0,18
03279,,24,6,3,0,0,12,0,45
03280,,9,0,3,3,0,9,0,24
03281,,18,3,3,6,0,18,0,48
03282,,18,0,0,3,0,12,0,33
03283,,57,6,3,6,0,18,0,90
03284,,21,0,0,0,0,6,3,30
03285,,24,0,0,0,0,3,0,27
03286,,78,45,12,18,3,30,3,189
03287,,27,3,3,0,0,12,0,45
03288,,36,9,3,15,0,21,3,87
03289,,12,6,3,6,0,18,3,48
03290,,33,0,3,21,3,27,0,87
03291,,18,3,3,0,0,12,3,39
03292,,54,15,6,36,0,18,6,135
03293,,21,9,0,0,0,6,3,39
03294,,18,0,0,0,0,3,0,21
03295,,3,0,0,0,0,3,0,6
03296,,30,3,3,3,0,3,3,45
03297,,87,33,9,60,6,54,6,255
03298,,258,87,18,147,3,60,6,579
03299,,12,0,3,0,0,15,0,30
03300,,15,9,3,3,0,9,0,39
03301,,60,0,3,15,3,24,0,105
03302,,6,3,0,0,0,3,0,12
03303,,15,3,3,3,0,9,0,33
03304,,81,15,6,30,0,33,3,168
03305,,18,0,3,3,0,3,0,27
03306,,129,6,3,24,6,39,0,207
03307,,12,0,3,3,0,12,3,33
03308,,9,0,0,0,0,0,0,9
03309,,30,9,3,15,0,21,6,84
03310,,1653,1173,108,1176,24,186,96,4416
03311,,27,3,0,0,0,3,0,33
03312,,12,0,3,0,0,27,3,45
03313,,21,0,3,0,0,9,0,33
03314,,63,3,3,30,0,21,0,120
03315,,66,15,3,27,0,24,0,135
03316,,36,9,3,33,3,18,0,102
03317,,12,3,3,0,0,9,0,27
03319,,18,6,3,0,0,9,3,39
03320,,54,12,3,3,0,21,3,96
03321,,426,231,48,345,9,138,15,1212
04001,,102,6,3,54,15,21,0,201
04004,,45,12,3,0,9,6,6,81
04005,,6,0,0,0,3,9,0,18
04006,,195,84,3,42,0,96,51,471
04007,,12,0,0,0,0,0,0,12
04008,,84,24,6,57,12,60,15,258
04009,,6,0,0,0,0,3,0,9
04012,,15,3,0,3,0,3,0,24
04013,,57,12,3,18,0,6,3,99
04016,,9,0,0,0,0,15,0,24
04017,,18,3,0,0,0,3,0,24
04018,,99,51,6,60,0,36,3,255
04019,,318,177,18,240,12,90,39,894
04020,,15,0,3,3,0,6,0,27
04021,,6,0,3,6,0,3,0,18
04022,,78,15,3,24,0,15,9,144
04023,,9,0,0,0,0,15,0,24
04024,,3,0,0,0,0,0,0,3
04025,,54,6,0,6,0,30,9,105
04026,,15,0,0,0,0,0,0,15
04027,,9,0,3,0,0,15,0,27
04028,,18,0,0,3,0,6,3,30
04030,,3,0,0,0,0,15,0,18
04031,,42,18,3,0,0,6,3,72
04032,,6,3,0,0,0,9,0,18
04033,,72,27,6,24,3,42,9,183
