code_epci,pv_mwh,pv_sites,pv_kwh_par_hab
200042646,18024.8,258,904.6
246200364,1688.5,568,7.0
240100628,1751.4,373,
247000821,281.8,107,24.1
200033207,344.9,122,11.3
245300306,2290.0,289,132.8
200006971,780.9,86,43.4
241501055,2691.7,81,327.2
247104169,320.7,60,
200029734,5248.7,299,263.9
240700708,1681.5,123,
247000664,389.4,145,20.0
200040111,1397.2,448,81.6
246301022,185.4,44,
200058477,47.7,1,0.3
244900593,2727.1,269,
200023554,791.6,69,
246000699,137.9,25,
241000439,171.9,27,
200024487,38.2,12,
244300315,1282.6,31,
245804570,482.9,33,
243700804,562.5,4,
241000496,460.3,33,
240300640,16675.3,141,
249500471,100.3,44,
242504371,148.0,48,26.9
248600397,619.8,30,
243900917,334.0,51,
244000865,20953.1,848,298.2
200000537,211.1,1,
242200673,872.1,94,
247400773,410.0,134,26.8
244300299,744.4,37,
200018406,6509.9,121,196.3
248500233,3572.8,345,
247300767,1231.4,299,
240900381,1388.4,193,
242300127,4287.7,120,
242852564,1097.4,84,
242200566,392.6,75,
243801073,2077.1,312,90.7
242401289,477.0,73,
240500413,943.0,82,
247000623,504.4,58,53.4
246000129,127.3,45,5.3
244500195,479.1,45,
200039063,1160.1,68,164.5
246800650,276.4,47,
248200057,6284.0,207,309.1
248710600,700.3,67,
245000617,804.7,88,
200056232,1812.8,622,5.7
241400688,938.5,46,
246000749,195.1,41,12.2
244701462,7505.1,177,
200041176,2396.2,86,
242101384,1057.5,34,
245700695,504.6,176,19.1
200023323,304.6,85,
243801214,942.6,90,
242600534,4041.6,210,338.0
244701405,7679.0,109,1041.4
245100854,99.4,36,
246300669,393.0,101,
246500821,2508.8,78,
200040814,1665.7,83,182.4
242700557,193.5,58,
200043263,617.5,165,21.2
200007177,1430.6,66,303.7
241200625,3970.9,97,708.6
248800666,484.2,153,
246200992,1270.8,64,
240900332,2201.9,111,
244700498,2477.8,87,
241200773,6560.7,108,
243801149,769.8,181,
243600368,1285.6,58,
246401574,1865.4,148,
246900625,1914.2,444,49.5
200000800,77.8,33,7.5
245801113,112.9,28,
247000011,545.7,114,16.9
243900768,61.3,19,
248500415,6551.9,401,420.3
200040418,2395.2,84,285.9
244200770,10103.5,1915,24.9
242852614,731.4,43,
242214450,1339.8,63,
245501192,232.3,48,
241800341,4310.3,106,
248500514,2479.2,295,
244800397,121.2,14,
200043388,246.3,70,
247300015,103.0,29,14.4
248500340,1978.4,15,85.8
243700895,1084.9,92,
247300593,456.7,4,
200027399,1758.0,157,
242401107,834.4,57,
200044014,7738.2,150,667.5
241000454,227.2,34,
200032514,1059.3,79,195.3
200035103,1072.1,76,143.3
248300527,30781.9,517,
240400440,20294.9,113,2034.0
240200519,552.3,19,99.2
248719262,1043.9,59,205.0
242504207,256.9,81,
241000280,1530.9,76,
200001006,316.0,37,
247600638,271.8,43,
200036150,0.0,0,0.0
242200616,966.5,111,
200000172,512.8,146,18.5
200023216,6297.3,59,
242852598,787.5,52,
245100052,588.1,80,
247100647,410.8,79,63.1
245600432,572.1,69,
244900833,2528.2,228,
247600695,385.3,47,
200042992,224.9,55,40.3
246500631,364.0,35,
242600575,671.0,75,
246300917,480.3,51,
200018356,2577.9,42,
244400537,1090.8,208,67.3
245500806,137.3,42,
242900835,4297.0,323,66.2
248000556,598.2,59,
200005932,415.2,81,26.7
249000019,921.5,348,
245600515,2160.1,111,
245804505,195.4,30,
244900361,7612.4,413,
247300098,4800.4,877,
240300558,784.9,65,105.6
248700189,2910.7,186,240.5
245400932,285.2,59,
244000642,10712.8,58,
247300148,95.4,22,
244300232,1714.1,93,
240200493,858.7,135,27.7
247600513,464.5,45,
200042711,556.3,151,
200034841,247.8,45,
246301113,0.0,0,
247300759,85.4,28,
242504488,287.1,72,43.6
248300543,29082.5,2375,64.9
245701230,348.2,92,
246301063,3349.5,95,
244500583,531.3,80,
200006930,1245.0,47,240.7
247700628,1123.1,221,
242504470,322.5,33,
200041671,787.3,96,
247400427,721.9,7,
241400878,104.9,43,5.4
246401665,1641.3,103,
246300818,44.3,1,
241200591,1016.8,64,
244300240,3596.0,152,
200044618,13167.2,408,88.6
248300584,39.5,12,
242900629,762.8,72,49.9
246500839,742.8,38,
200040889,747.6,58,88.6
248500712,3642.3,26,
240200691,169.8,31,
243100377,2538.0,63,
241200690,5769.8,153,
243100641,2676.7,97,
244400651,873.6,204,
200004802,11425.7,5,393.2
244400586,1315.7,339,42.9
245100797,234.8,48,
241200815,6727.5,37,
248500472,6306.8,588,
240200261,248.9,95,
245100870,121.9,49,
247700610,0.0,0,
200039055,655.2,79,58.9
245701271,683.0,70,12.7
200035814,647.2,166,12.2
240200568,283.9,24,
246100499,431.6,67,
247200447,981.9,4,50.5
248000614,145.2,52,
200039865,370.5,25,1.6
247800634,331.9,45,
248000341,1227.0,76,
247600331,511.8,64,
245700919,2734.8,171,
246401590,2152.9,76,
243300811,7040.4,154,442.6
242200632,591.4,76,
200040210,445.2,119,48.9
200035442,611.2,136,22.6
246301121,532.2,75,
249500109,2894.4,683,13.5
200033520,1106.3,99,
240200469,718.9,81,49.9
243100518,29586.0,2821,36.1
248300493,42144.3,1071,380.9
243100179,17942.4,130,
240200584,347.4,77,22.4
246100630,243.7,54,
247200090,3369.0,610,118.8
200036168,1379.7,139,
247200546,1024.8,98,
240200634,842.8,37,125.3
247700487,38.4,16,
200058782,1121.1,344,4.9
200040426,680.1,77,42.9
241200567,2171.0,205,74.4
247200587,1395.7,199,
241200732,2772.4,78,
247200694,1391.4,90,
243301504,26846.3,597,374.5
243000742,2236.3,246,
240200428,288.1,69,
240200436,293.6,36,
200055655,3345.1,1157,9.3
243301165,1473.7,14,46.0
247200579,2285.5,162,
243300894,503.8,116,
200023794,609.2,121,29.5
247200728,144.8,2,
200041515,437.5,159,10.9
243600301,968.3,105,72.4
243500535,1219.7,127,
247300049,2018.0,479,
200036523,6231.7,208,366.7
242101434,4386.0,180,225.1
245804430,1039.4,68,
200041317,3103.0,196,25.4
200035087,21964.8,53,363.5
240800946,62.7,34,
243200565,2065.2,109,
241300417,44993.2,882,539.3
242504389,173.3,67,
246000848,828.5,136,25.7
247800584,1017.3,292,3.8
242401065,955.0,90,
244701389,1723.9,104,
248200065,4481.5,126,445.2
242900637,242.9,23,
248900813,264.1,36,
200040384,1487.5,133,119.5
247700644,358.6,150,12.4
240900480,561.2,25,
200030385,2673.0,409,25.2
200049211,1713.1,197,80.4
243801255,1019.7,312,40.4
245501234,164.7,27,
242600641,992.3,40,
245804547,38.5,14,
200040004,4885.1,335,
247000839,127.4,30,
200023695,0.0,0,
243600327,2499.6,354,34.5
244000766,94986.1,508,5296.4
244900940,1004.7,74,
247000714,490.1,172,63.1
243900305,65.7,25,
241800507,6522.2,359,68.5
200035764,1159.9,126,68.5
200000628,13160.0,27,548.3
243700465,1101.5,111,
246000863,605.1,153,
244400677,970.7,10,
200042372,5720.6,205,531.2
243400728,408.4,5,
244600482,805.8,65,80.2
241500289,12177.8,144,
200043164,2166.9,59,
241100353,351.6,65,
200035970,44.0,13,1.8
244900841,1195.9,129,
200036549,1596.4,117,78.8
241000462,114.2,41,
247400583,909.1,221,44.7
200035855,17717.2,361,636.8
244800363,711.2,14,
243500691,1188.8,100,
240300491,1066.0,85,126.1
247600604,145.5,18,28.0
200040798,224.1,57,24.8
243200508,2455.7,122,351.6
241927334,2142.8,47,
244100251,1449.8,162,
244300208,786.5,61,
200000388,439.0,4,
242852416,69.4,30,
200033116,912.5,223,19.5
242900785,129.3,17,
200039857,8598.0,956,85.5
240500314,6275.1,131,
244800330,1242.5,31,
200030658,1700.7,155,165.7
200043636,52.1,20,
242600542,275.7,29,
246300784,971.9,48,
244600516,3766.1,91,
246200802,753.7,207,
246300735,506.9,56,
248000549,1058.2,44,
247000698,271.3,53,44.3
245501226,757.9,79,
247600216,376.5,146,
245614391,1072.2,123,
242320000,1147.4,78,
246800643,2313.2,153,
200041028,380.1,95,
200034726,16981.5,135,1503.0
245600366,6293.7,740,
242200608,907.9,92,
200025161,2009.7,58,
200041622,339.4,44,35.6
200035566,995.9,88,
241400720,312.9,56,
246001010,0.0,0,
248000697,599.4,133,
200017846,946.7,225,17.0
242300135,1430.5,101,
200043016,3895.8,156,283.8
245600440,550.6,104,29.9
242852499,1568.7,77,
240100727,293.6,105,
243900719,4086.8,64,685.6
200042125,457.5,142,
200035863,10418.2,424,313.9
246800437,1038.6,96,
200041721,619.0,229,36.0
244600359,786.5,85,
200023547,40.5,10,
240500330,380.8,5,
246300693,4982.2,233,
246500359,0.0,0,
240500397,1227.1,63,
246000939,77.7,30,
241500917,7112.0,181,
247400849,772.5,172,
244000881,3748.2,189,491.0
242401255,932.4,37,
247400823,0.0,0,
243600202,629.3,50,102.1
242320091,2500.2,46,
200011799,115.8,23,
247600497,291.5,88,17.7
200041879,372.9,123,28.9
244900924,1238.9,143,
246600415,17900.0,164,950.6
241501022,1366.1,32,
240100883,2655.5,613,32.7
244400420,14998.6,358,
245901160,2281.8,445,11.9
243500576,720.0,82,
241927417,6030.5,192,
241400647,502.6,55,
242900702,902.5,134,23.8
200044469,8439.8,166,798.8
244301107,1240.3,8,154.0
246100317,596.4,35,
200041853,114.7,41,17.3
243900420,393.3,103,43.4
240300582,931.9,140,
245804554,291.7,43,
242700607,1321.5,101,69.4
245501101,167.9,61,
246300933,66.9,1,
200034833,1780.3,144,95.7
242100410,3608.9,614,14.0
200041226,1574.4,69,
244700506,3447.3,156,
242101426,11071.7,26,
200023257,158.9,23,
247400864,861.7,280,
245701354,1174.5,304,33.1
243100724,1893.2,85,
241927243,6086.2,120,614.9
246500201,241.7,2,
246000921,43.6,22,1.3
240300715,1861.3,69,
200029999,410.4,136,27.9
246500052,0.0,0,
247400724,1004.1,249,34.5
241800325,134.1,34,26.4
244500468,2865.3,748,9.8
200034957,32552.1,260,1153.0
244800454,114.4,23,
246400337,990.1,73,102.1
244900981,2454.9,241,
200011781,706.4,98,74.6
247600794,147.0,38,
242200764,918.0,117,
200005130,1848.0,66,
240100339,488.4,89,
244000691,33268.7,130,3539.2
240200626,261.9,39,
242503886,2781.4,547,
246401459,361.6,46,
200036655,1884.9,136,
242600252,7234.2,435,227.8
246301170,1701.4,112,
242400752,630.9,58,45.0
200019008,54.6,22,
243800372,655.2,215,
200023778,7070.5,785,134.9
245500327,568.1,56,68.2
244400404,15178.9,2889,22.4
241400415,135.4,21,6.6
200042380,1076.9,182,
241400613,220.7,70,
242700375,282.2,50,
245900758,1670.5,3,41.8
245100813,1550.8,112,
242900645,714.9,63,38.9
240300723,2020.5,51,
200042729,507.6,115,22.0
242504348,175.6,34,
240200451,90.2,31,
200023125,248.1,1,5.4
248300394,58407.6,551,911.3
241200849,1837.7,22,
200036721,6625.1,94,
243301264,15511.5,7,332.1
242101467,381.2,54,
200033090,666.0,177,26.1
245701172,3388.5,187,
247700057,688.1,228,5.0
246301055,1133.1,11,
248000507,0.0,0,
247100860,245.9,39,
244900809,2723.5,147,78.7
241400845,98.9,14,
242900314,780.1,8,3.7
200040293,1621.2,122,115.9
240200576,1048.8,94,50.3
200043693,588.4,176,38.3
200037133,6464.8,144,187.5
247200157,408.0,60,
246201065,379.7,28,
200043396,11623.4,412,94.1
200040327,554.6,57,
246100648,203.0,39,
247800592,686.9,50,
200040475,4965.2,366,277.1
200040905,35687.7,169,1182.9
241200617,4458.6,58,
247200736,546.6,101,
243301355,843.3,4,39.0
247700693,115.1,46,
247200470,279.5,3,
241200906,4394.3,84,658.9
246301071,386.2,30,
200034601,814.9,76,152.7
246100572,252.1,29,
246100788,76.4,26,
243301223,2213.1,3,59.3
200035665,946.0,184,13.3
242700334,512.3,58,
248100380,26584.0,739,
247700651,571.4,41,
200044394,1182.0,118,49.4
241700632,7959.4,160,540.9
247700602,82.9,31,
243301470,149.7,43,
200041689,26558.9,595,509.3
247700438,667.2,198,17.6
247700685,100.2,46,
243301322,185.4,2,
251000832,748.7,67,
200006765,1853.0,49,
241500230,70860.2,380,1319.5
248500464,5632.6,528,243.1
240100818,457.2,134,
247400740,1787.1,309,54.6
242900801,2917.9,365,58.8
241400696,204.1,65,
200000594,275.9,23,
200035848,1627.9,54,289.2
245501168,119.7,34,
200040053,708.9,106,
243200607,4249.4,107,608.4
244900700,6838.5,729,
200047710,137.2,28,
244200762,946.8,213,
242101392,787.4,42,
248800617,128.7,2,
241000413,1310.2,106,
247300569,582.1,77,
248600447,406.0,21,16.7
248000457,153.7,67,
240600551,654.0,162,9.0
248400327,1058.2,109,
248500092,7560.9,433,
244200671,841.2,144,
200035228,334.0,62,
244400529,5724.2,192,
242100030,1536.5,46,
248200164,2856.1,181,
243900560,408.8,98,34.7
246900740,1735.3,318,58.6
245804372,245.2,28,
240100651,249.0,84,
243800745,232.3,57,22.3
243600210,736.6,25,
246300958,3685.5,57,
245300223,1753.7,239,127.1
246800676,881.2,154,55.4
200043370,3380.7,454,
246900682,194.3,46,
248500704,4751.3,345,
200043602,52379.1,545,916.4
248719296,0.0,0,
243500774,233.6,3,8.5
245300330,4661.5,630,47.8
244500278,574.1,69,
246800569,1572.4,209,41.2
243900339,569.9,121,
200041606,145.0,61,
246900724,1553.2,344,49.3
244100772,668.5,77,
246800411,1108.6,88,
246700967,5599.0,208,151.1
245300355,2551.2,279,124.6
244700464,1918.0,106,185.7
240600593,750.0,5,27.2
242320018,6411.0,116,
200034270,1469.8,106,61.2
241501014,5623.2,69,
245100888,106.7,35,14.4
200000933,1804.5,104,132.4
247600679,474.7,91,
240300624,4590.9,174,
246500656,58.5,14,
247600711,478.1,31,
200018521,552.8,46,92.6
245804612,127.3,12,
247104193,1977.1,368,
246200984,583.8,116,
200040715,6367.7,1470,14.2
247100498,490.8,83,
249100157,217.5,56,11.7
200039196,89.2,18,
243100609,862.4,60,
242504496,448.2,71,71.5
241000470,227.9,22,
246401624,46.4,1,
245200415,738.9,83,
247400781,127.2,36,
241600469,2677.0,133,
200040038,1185.0,131,98.1
200006435,1735.3,75,
241000447,182.6,42,23.9
200039022,7482.7,946,90.4
244100293,524.4,51,88.7
242852549,473.3,68,
200033025,1227.7,151,36.3
242100154,832.7,108,60.8
244400438,4879.2,614,117.3
243700861,332.1,79,
200027027,3543.7,211,123.3
243100815,695.9,184,33.1
240100693,343.7,96,
247000706,549.5,119,41.6
247600729,191.7,57,8.1
243500147,4478.7,321,
244000667,5236.6,37,
243700747,270.4,4,
245100631,1627.8,71,
242700383,749.5,101,
245900816,126.6,46,
246500482,570.6,75,34.6
244901013,728.7,6,
246800015,2712.9,102,
242600492,1523.2,126,158.9
244701439,753.9,62,
244900999,508.6,3,
242700516,802.2,79,
242900553,2135.1,333,51.1
244800322,2198.2,37,
246800098,74.0,25,
245804471,272.9,34,
242200574,167.4,2,
200022515,190.5,46,
245701248,0.0,0,
241000264,113.7,13,
200041572,1455.5,95,128.5
244301123,2914.4,68,566.1
242900744,1053.7,160,68.6
200040095,1276.7,165,67.7
248800435,61.7,1,
245901038,589.5,88,40.3
244000675,8218.9,717,142.7
244301073,690.7,74,
243800612,2037.4,374,
246401541,1603.4,12,
245000260,389.5,84,
243800778,2448.9,492,45.6
247100746,444.7,139,
248500639,2472.9,193,
200039204,13219.5,696,249.9
244301149,5732.8,124,
247103948,743.7,72,
242500619,427.6,88,
245600465,0.0,0,0.0
200018083,375.3,120,16.2
200042406,1156.3,150,
247100480,293.3,74,
256500612,0.0,0,
241400670,299.0,45,
240700310,2954.1,274,
244400511,2448.7,349,
243500733,5660.2,340,156.3
246300800,1050.2,120,
246401723,9276.8,21,
243301215,2146.4,192,117.9
200034676,63.3,1,
245000476,256.4,70,
243301397,558.1,162,31.8
200026177,1062.5,93,
247600455,276.9,64,
200000487,148.6,36,
240200477,152.8,46,2.9
248000630,236.8,51,
200018158,909.1,24,
246100390,277.0,48,49.1
242700433,336.2,21,
243301173,251.6,71,
245901152,732.1,242,10.3
246300677,1361.0,65,
248500720,2426.9,187,
247600737,130.4,13,
242214344,254.9,56,
242700292,1553.5,146,
200023919,597.0,83,32.4
241200765,7195.2,167,1356.6
246301139,1409.2,80,
247700479,125.7,31,
247200637,675.9,136,
246100580,176.1,35,
200033173,89.9,42,3.6
246100739,516.8,39,
241700699,1748.6,146,112.6
243000452,1043.2,7,
246301006,1428.8,131,
241200724,1232.6,122,
200040251,550.3,111,23.8
242852309,23.7,12,
248600413,1193.0,110,14.3
243100856,310.7,74,
244200846,1157.7,172,
242600591,1883.1,137,
200036457,445.3,41,
245200381,158.8,33,
200012003,876.0,98,
247600570,141.4,51,
246600449,25421.5,380,1119.9
200034098,313.6,81,25.9
245501341,87.0,34,
242101442,362.2,31,68.8
244301065,549.4,99,
200006427,613.7,83,
200042323,34.8,14,
200039519,10829.7,66,1402.1
246500573,0.0,0,0.0
246000608,732.4,88,
200027308,823.0,66,101.3
200042794,863.1,55,
242401222,804.5,68,
244800439,0.0,0,
246300776,767.7,68,
242600658,100.3,13,
248000762,689.5,111,
244500534,39.4,15,
248800682,1279.1,44,
248500662,11422.6,638,406.9
246000913,290.6,83,16.0
248600421,516.8,5,
247100639,1117.1,82,185.6
243700812,1513.0,132,
247900798,13099.2,27,369.0
244700449,1691.9,69,295.0
244300216,2784.8,67,
244000857,35975.6,238,2894.0
200039642,991.7,87,65.2
242101301,388.0,31,
241400761,126.5,30,
200035210,556.0,134,
245400791,9824.0,103,
241500255,1802.9,50,345.0
243900479,149.1,59,16.4
200035871,901.3,48,
244500476,823.0,36,
247000722,489.3,156,23.4
246401699,2670.3,152,
245400437,379.3,92,
242900660,541.6,111,18.7
246700942,1691.2,142,
244200598,665.4,154,
243901089,1056.8,94,116.5
241200716,1869.4,38,
200033538,2462.0,305,
243200458,8312.8,216,622.4
245804448,46.3,16,
200023273,431.8,3,
248600405,0.0,0,
241927425,635.0,16,
243500675,1338.7,150,
244900791,3813.1,231,
245200373,121.4,44,
246401798,1679.6,130,
200035202,1513.3,293,64.5
242913317,271.9,44,
244200895,1058.8,185,62.8
242400935,1052.0,94,157.8
248719320,739.6,104,
245100516,363.9,43,
200040459,20793.2,660,307.2
245804497,494.1,45,94.5
242852572,76.6,32,
248700163,4536.8,116,
248719379,1099.1,66,
241200914,3293.5,111,605.9
248719353,1312.4,41,230.2
240100594,224.3,69,
246000772,0.0,0,0.0
245900741,724.6,28,
248800690,300.5,29,
247000755,210.4,88,14.1
247300668,194.7,76,31.3
240400010,0.0,0,
244301131,0.0,0,0.0
240100370,254.3,68,
244800504,413.5,20,
245000443,218.1,66,
248900383,216.6,61,14.8
244900734,1835.4,193,
241400829,118.2,35,
243400694,1426.0,276,34.5
245701370,0.0,0,
200012037,1310.9,343,
200040947,5086.9,577,49.6
240200600,97.1,41,4.7
247600620,353.9,74,13.5
242504462,232.1,94,
244800421,112.4,29,
200023281,13239.8,930,
242700599,246.3,51,
247400666,0.0,0,0.0
200026482,276.5,89,
244000816,3226.6,233,
200030104,368.4,39,
242500338,514.6,135,18.1
248000473,47.7,23,
241927383,558.2,48,
248000739,0.0,0,
200034817,2866.0,318,
200000925,1811.4,275,82.0
246401533,212.6,23,
246800460,1929.8,160,
242500361,3383.3,736,17.1
200040657,1953.6,290,103.1
200042984,3910.5,343,
242700318,377.2,32,
248500605,1723.9,392,
242900074,3092.3,311,62.5
242700284,486.2,71,
245701289,0.0,0,
246100341,1017.3,69,
247100290,2001.7,450,22.1
248300410,791.5,8,24.3
245701198,934.5,92,
246300974,275.9,33,
200057958,1053.6,387,4.6
246301097,1313.7,178,67.2
243000528,125.2,37,
243301389,34981.4,234,1572.1
247200413,1121.6,306,
200000354,3625.3,107,
247000854,160.2,59,19.5
240400366,2085.2,105,
200049484,4049.2,175,352.3
240400515,79.5,13,
240900472,192.7,16,
200022812,0.0,0,
244200812,1658.0,413,
200039832,1418.5,121,150.3
246001150,58.1,28,
249500455,126.4,56,3.2
243900610,199.9,63,37.0
243700820,440.4,111,20.4
242900793,2453.7,213,89.0
247300718,176.0,53,
244900858,2012.9,16,
200023562,0.0,0,
241600410,6744.1,152,
248000663,263.5,37,
241400837,145.3,52,
200027035,164.6,45,
244800389,225.0,20,
240900407,19775.5,375,
242200699,544.3,82,
246800189,348.8,91,
245000377,88.7,21,
247400658,323.2,97,
200036366,0.0,0,
248600587,174.3,54,
242401024,758.8,50,55.5
246401863,1866.7,85,
248500589,11122.3,1515,113.2
242600583,286.0,72,
246200455,767.9,245,
244800413,398.0,17,
200006047,205.9,66,
240100685,272.9,88,
240300681,796.3,63,
245700950,1310.6,227,76.0
248800336,835.9,88,
248000499,294.6,106,11.1
246200380,426.3,105,19.1
243301454,826.8,179,43.5
241900133,3429.9,76,338.6
245804422,86.8,26,
247100605,203.8,63,
247600505,402.3,81,26.8
245100508,469.7,29,
240900423,1258.6,69,
240200592,43.9,16,8.0
241927318,1532.6,46,
240300756,957.7,57,
240400507,0.0,0,
249000118,217.4,66,
240400291,124157.6,41,
200041267,613.0,83,
248800369,170.6,55,
240200683,811.4,126,
200035996,1132.2,45,
247400732,282.8,85,
248800419,505.5,66,
247103922,467.3,97,
245100581,285.2,28,
200023331,288.8,44,
245701347,913.9,115,
241400787,51.5,19,
245400775,178.8,54,
242504363,131.3,51,
242900777,673.4,9,
247800527,196.0,64,
240200659,71.4,32,
247700024,627.5,115,
242700276,731.6,125,40.1
200035020,1121.7,188,
200023240,210.4,64,7.1
244500567,454.6,55,
245400825,371.7,63,
246700892,958.5,63,
247900475,0.0,0,
241600527,2888.9,127,
244100780,116.1,35,14.7
245804539,42.1,15,
242504116,0.0,0,0.0
247300346,81.9,21,
245000575,121.5,47,
240100800,399.8,138,16.1
245501481,256.6,27,
245701164,94.2,36,5.4
246600548,241.4,55,24.6
200043123,3161.8,548,35.1
243901105,145.9,48,
241400910,73.3,32,
240100610,538.8,188,21.4
246000947,0.0,0,
246401616,4121.4,231,
240700849,531.5,63,
246100770,611.7,24,
241400639,84.8,31,
241400886,128.6,33,
200040269,1258.7,81,
247600653,90.9,26,
246100333,191.5,52,
200041291,3363.5,175,
241200831,1118.4,38,
245701420,296.7,105,
246100655,148.9,20,
243301124,1726.8,79,
200035988,214.9,55,
247200652,717.0,120,
247200462,989.5,117,
247200421,1360.6,188,76.4
