codgeo,libgeo,revenu_median,taux_pauvrete,rapport_interdecile,decile1,decile9,part_imposes,nb_menages,nb_personnes,nb_uc,part_rev_activite,part_salaires,part_chomage,part_non_salaries,part_retraites,part_patrimoine,part_presta_sociales,part_presta_familiales,part_presta_logement,part_minima_sociaux,part_impots
200000172,,26980,8.9,3.5,14510,51450,59.5,11738,27407,18609.4,85.9,78.9,3.6,3.4,19.3,7.3,2.8,1.3,0.5,1,-15.3
200000438,,22790,7.9,2.3,14670,33030,50.6,14852,36105,24117,76.3,70.4,2.9,3,26.7,5.2,4.8,2.5,0.6,1.7,-13
200000545,,18730,26.2,3,10090,30750,39.4,8390,18183,12647.7,60.7,54.2,3.5,3,35.7,5.1,10.4,3.3,2.2,4.9,-11.9
200000628,,20750,21.2,3.2,10890,34730,46,10531,24862,16837.1,68.3,61,3.6,3.7,30.6,7.3,7.3,2.7,1.4,3.2,-13.5
200000800,,22630,10.4,2.7,13690,36490,50.9,4619,9714,6902.2,65.3,57.7,2.5,5.1,37.7,7.2,4.3,1.6,0.7,2,-14.5
200000925,,24930,5.9,2.3,15990,36720,60.1,8797,21821,14550.1,79.1,73.2,2.1,3.8,26.6,5.4,3.7,1.9,0.5,1.3,-14.8
200000933,,21780,13,2.7,12780,34920,47.4,6875,13790,9984.4,59.4,51.5,2.7,5.2,39.6,9.4,5.1,1.6,1,2.5,-13.5
200004802,,24370,14.8,3.5,12120,42810,55.8,12550,28992,19884.6,69.5,58.4,3.3,7.8,32,12.1,3.7,1.5,0.6,1.6,-17.3
200005932,,25770,6.9,2.7,15230,41800,62.3,6661,15398,10529,73.6,68,2.1,3.5,31,9.8,3.1,1.5,0.5,1.1,-17.5
200005957,,20840,18.9,3,11290,34030,41.5,5359,12030,8292.6,66.5,58.1,2.9,5.5,31.4,7.6,7.3,2.6,1.4,3.3,-12.8
200006682,,24320,9.7,3.1,14010,43450,57.3,22576,48496,34182.3,71.4,59.6,2.4,9.4,28.5,14.6,3.5,1.4,0.6,1.5,-18
200006716,,22110,14.5,3,12340,37110,51.8,6791,15329,10527.3,72.7,64.3,2.6,5.8,28.8,7.9,5.9,2.4,1,2.5,-15.3
200006930,,20970,16.4,2.9,11550,33820,43.4,2281,4480,3278.8,58.9,49.6,2.2,7.1,39.2,9,5.5,1.6,1,2.9,-12.6
200006971,,21910,14.8,2.8,12270,34840,49.3,8515,17190,12403.7,60.1,51.7,2.6,5.8,40,8.1,5.7,1.9,1.1,2.7,-13.9
200007052,,19470,20.5,2.8,11210,31550,35,2723,5156,3839.6,51.4,40.2,2.6,8.6,46.6,9.2,4.7,1.2,0.8,2.7,-11.9
200007177,,20640,16.9,2.8,11630,32490,41.5,2110,4468,3161,60.3,51.4,2.6,6.3,38.4,6.6,7.1,2.4,1.1,3.6,-12.4
200010650,,22610,13.7,2.9,12610,36890,51.3,24938,53465,37569.4,67.9,61,2.3,4.6,33.5,7.7,5.8,2,1.1,2.7,-14.9
200010700,,22550,12.2,2.8,13140,36140,50.7,32212,76168,51514.8,74.2,68.1,2.5,3.6,28.7,5.4,5.9,2.4,1,2.5,-14.2
200011773,,27700,17,6.2,10920,67250,43.7,35607,75642,52779,85,78.2,4.1,2.7,20.2,6.5,3,1,0.7,1.3,-14.7
200011781,,21550,14.5,2.7,12230,32890,45.4,4424,9358,6628.3,65,56.6,2.5,5.9,36.3,5.7,5.8,2,0.9,2.9,-12.8
200013050,,25250,6.4,2.5,15670,38950,60.6,7115,16937,11536.8,75.1,68.5,2.1,4.5,30.7,6.7,2.7,1.4,0.3,1,-15.2
200015162,,19620,26.8,3.6,9940,35840,40.7,2219,4446,3224.2,61.6,47.6,2.6,11.4,36.8,9.3,7.7,1.4,1.4,4.9,-15.4
200016905,,19550,20.6,2.9,11090,32050,36.2,3113,6268,4539.6,56.6,46.4,3.5,6.7,39.7,8.7,6.5,1.7,1.3,3.5,-11.5
200017341,,19480,24.4,3.3,9940,32940,37.3,7149,14979,10612.4,61.4,50.7,4,6.7,33.9,7.6,9.3,2.4,2,4.9,-12.2
200017846,,23480,12.9,3,12800,37940,58.7,22047,54268,36081.7,78.9,72.3,2.8,3.8,24.4,7.3,5.4,2.5,0.8,2.1,-16
200018083,,21430,14.5,2.7,12620,34430,45.6,8936,22517,14910.2,72.9,64.5,2.3,6.1,25.9,8.4,6.2,2.7,1,2.5,-13.4
200018166,,28050,5.6,3,16260,48440,67,42382,101808,68718.1,80.3,72.9,2.3,5.1,25.9,10.5,2.6,1.3,0.4,0.9,-19.3
200018406,,21540,16.4,2.9,11770,34620,47.8,15278,32566,23006.9,62,55.6,2.8,3.6,38.7,6.4,6.3,2,1.2,3.1,-13.4
200018521,,21290,13.8,2.6,12290,32520,41.7,2783,5786,4133.5,63.2,54.2,2.7,6.3,36.7,7.6,5.1,1.7,0.8,2.6,-12.6
200022986,,27950,7.1,3.3,15360,50190,65.2,20426,50229,33712.7,76.6,65.2,2.6,8.8,28.7,12,2.9,1.3,0.5,1.1,-20.2
200023075,,28820,7.2,3.3,15250,50830,63.6,8073,17887,12376.9,90.7,82.4,3.8,4.5,20.4,5.3,2.4,1,0.4,1,-18.8
200023125,,27270,8.9,3.2,14350,45520,69.9,17335,43050,28711.8,81.6,75.3,2.6,3.7,25.6,9,3.4,1.6,0.5,1.3,-19.6
200023240,,22970,14.7,3.1,12220,37920,54.9,12479,29146,19839.2,71.8,64.3,3.1,4.4,30.1,8,5.8,2.3,1,2.5,-15.7
200023299,,22240,17.5,3.4,11010,37940,55.4,4195,8647,6175.9,73.1,62.1,5.2,5.8,26.1,12.9,4.2,1.6,0.9,1.7,-16.3
200023307,,20340,19.8,3.1,11140,34230,41.5,21896,46238,32683.7,59.9,51.6,3,5.3,37,9.2,7.4,2.3,1.5,3.6,-13.5
200023372,,24270,14.9,4.3,11690,49950,58,6820,14014,10008.3,75.2,62.7,3.9,8.6,23.8,17.7,2.2,1,0.4,0.8,-18.9
200023414,,22070,18.2,3.5,11290,39010,51.3,213844,453652,318405.8,73.1,65.3,2.8,5,29.2,6.4,7.3,2.2,1.6,3.5,-16
200023620,,25630,8.1,2.8,14840,41190,59.2,6908,16597,11118,83,74.7,2.8,5.5,21.5,8.5,4,1.8,0.7,1.5,-17
200023737,,22440,14.8,3,12400,36970,49,19067,38071,27579.4,61,52.2,2.7,6.1,39.1,8.7,5.9,1.7,1.2,3,-14.7
200023778,,23440,8.2,2.5,14590,36990,54.6,27579,56242,40634.1,54.1,46.4,2.9,4.8,47.8,9.6,3,1.2,0.5,1.3,-14.5
200023794,,21580,15.6,3,12110,36390,45.4,9076,20018,13961.7,69.6,61.7,3.2,4.7,31.1,6.7,6.3,1.9,1.1,3.3,-13.7
200023919,,22820,13.2,2.8,12740,36110,54.3,7797,18582,12577.1,73.2,64.7,3.1,5.4,28.8,7.7,5.6,2.4,0.9,2.3,-15.3
200026573,,22570,14,3.1,12470,38540,52.3,8743,18884,13282,69.5,62.5,3.6,3.4,33.4,6.6,5,1.8,1,2.2,-14.5
200027027,,23230,9.2,2.6,14080,36150,51.1,13158,28721,20128.2,60.1,51.2,2.7,6.2,41,9,3.8,1.7,0.6,1.5,-13.9
200027076,,21880,14.1,2.8,12370,34270,46.5,3729,7693,5499.2,63.3,55.8,2.5,5,38.1,6.1,5.3,1.7,0.9,2.7,-12.8
200027100,,24050,13.1,3.2,12710,40680,55.1,20871,42752,30756.6,58.7,49.3,3,6.4,40.7,13.5,3.9,1.2,0.7,2,-16.8
200027183,,20270,23.4,3.4,10330,35560,43,128181,263969,188194.8,60.9,50.7,3.4,6.8,34.5,10.2,9,2.2,2.1,4.7,-14.6
200027217,,21710,15.3,3,12120,36400,47.5,7639,14674,10830.8,57,47.7,3.3,6,40.7,11.6,5.2,1.3,1.1,2.8,-14.5
200027308,,22800,10.5,2.6,13640,35410,48.3,3780,8170,5753,67.6,56.1,2.4,9.1,33.3,8.3,4,1.7,0.6,1.7,-13.2
200029734,,21310,15.6,3,12210,36450,43.5,8812,18992,13383.7,67.6,53.3,2.7,11.6,31.8,9.1,5.6,1.8,1.1,2.7,-14.1
200029999,,23320,9.7,2.6,14030,36630,53.1,6387,14531,9952,76.2,67.9,3.2,5.1,25.7,8.3,4.4,2.1,0.7,1.6,-14.6
200030195,,22750,18.2,3.9,10980,42320,53.5,268808,548963,392462.7,72.5,62.2,3.3,7,28.9,11.2,5.5,1.5,1.2,2.8,-18.1
200030385,,22840,15.4,3.2,11930,38100,53.9,47669,104042,72514.8,69.3,61.9,2.8,4.6,32.8,7.1,6.1,2.2,1.2,2.7,-15.3
200030435,,21980,14,2.9,12360,35880,44.4,5985,12357,8861.7,60.4,49.3,2.9,8.2,37.8,9.7,5.5,1.6,1.1,2.8,-13.4
200030526,,24920,7.5,2.6,15020,38960,59.4,8218,20262,13582.1,80.3,73.1,2.6,4.6,24.3,7.1,3.4,1.7,0.5,1.2,-15.1
200030633,,19430,22.1,2.9,10950,31720,38.3,26479,61562,41855.9,67.6,59.1,3.3,5.2,29.3,5.8,9.6,3.1,1.8,4.7,-12.3
200030658,,23600,10.9,2.8,13450,37740,54.3,4392,9559,6681,68.5,59.2,3.2,6.1,34,8.9,3.8,1.7,0.6,1.5,-15.2
200030674,,20650,18.2,3,11510,34240,42.2,26445,55597,39437.6,63.2,54.4,2.8,6,34.8,9.1,6.5,2.1,1.3,3.1,-13.6
200032514,,21410,15.3,2.7,12130,33290,44.6,2604,5239,3781.2,61.6,52,2.9,6.7,38.5,7.1,5.7,1.8,0.8,3.1,-12.9
200033025,,22410,14.1,2.9,12470,36600,51.3,15742,31560,22871.7,64.5,57.9,2.1,4.5,37.4,6.8,5.9,1.6,1.2,3.1,-14.6
200033090,,27500,5,2.5,17010,42510,72.6,8971,24894,15928.4,89.6,83.1,2.6,3.9,17.8,7.6,3.1,1.9,0.3,0.9,-18.1
200033116,,24020,12.1,3.3,13010,42990,56.8,18732,43883,29738.3,80.3,73.1,4.1,3.1,22.6,8.4,4,1.9,0.7,1.4,-15.3
200033173,,34090,5,3.3,18430,60270,80.5,10318,25521,17089.9,83.4,77.9,2.2,3.3,27.8,12.3,1.8,0.9,0.3,0.6,-25.3
200033181,,24120,11.6,3,13170,39810,58.7,60582,135659,93620.1,74.6,67.2,2.6,4.8,28.5,8.6,4.8,1.9,0.9,2,-16.5
200033298,,21510,13,2.6,12820,32750,43.5,11581,26027,17972.8,67.6,59.3,2.2,6.1,32.1,7.3,5.4,2.5,0.9,2,-12.4
200033579,,22930,15.5,3.3,12040,39480,52.8,48819,106040,74059.2,74.7,66.8,2.4,5.5,28.6,6.7,6.3,2,1.3,3,-16.3
200033827,,21190,20.6,3.4,10850,37050,45.4,4787,9879,7063.8,63,50.5,2.6,9.9,34.1,11.8,6,1.5,1.1,3.4,-14.9
200033868,,20520,15.3,2.6,12210,32090,39.6,6872,14283,10210.1,61.7,54.5,3,4.2,38.2,6.6,5.6,1.8,1.1,2.7,-12.1
200034023,,24270,9.7,2.8,13960,39390,54.4,12582,29796,20160.8,76.9,69.1,3.1,4.7,25.9,8,4.6,1.9,0.8,1.9,-15.4
200034031,,20890,16.8,2.8,11800,33280,39.9,2765,5924,4189.5,62.2,49.6,2.6,10,34.7,9.8,5.5,1.8,0.9,2.8,-12.2
200034049,,21400,15.3,2.9,12040,34360,41.2,4796,10814,7460.2,66.6,57.6,2.6,6.4,31.3,9,5.7,2.1,1,2.6,-12.6
200034056,,22310,12.4,2.7,13010,34910,47.3,5958,14080,9603.4,69.7,59.1,3.2,7.4,29.6,9.7,4.6,1.8,0.8,2,-13.6
200034064,,19740,23.6,3.6,9740,35220,39.2,2488,4955,3618.7,50.7,37.9,4,8.8,44.9,11.6,5.7,1.3,1.1,3.3,-12.9
200034098,,26470,9,3.3,14490,47850,63.1,5419,12054,8370.4,78.5,67.9,3.5,7.1,25.2,11.3,2.1,1.1,0.3,0.7,-17.1
200034130,,36330,5,3.9,18930,74560,81.1,8723,23497,15317.1,88.4,80.5,2.6,5.3,24.4,14.9,1.3,0.7,0.2,0.4,-29
200034197,,20870,17.8,3,11390,33720,43,5188,11319,7941.8,62.8,52.3,3.1,7.4,36.6,8,5.7,2,0.9,2.8,-13.1
200034205,,20700,22.3,3.4,10330,35370,42.7,3812,7337,5405.4,58.1,46.8,2.5,8.8,40.1,8.6,7.3,1.3,1.4,4.6,-14.1
200034270,,25310,8,2.8,14730,41810,59.3,10347,23920,16416.6,77.5,68.1,2.6,6.8,26.4,9.6,3.1,1.4,0.5,1.2,-16.6
200034379,,22490,16.4,3.5,11550,40120,49.2,14363,30420,21630,59.2,49.3,3,6.9,39.5,12.2,4.9,1.4,1,2.5,-15.8
200034411,,21140,18.6,3.2,11060,35390,43.2,9719,21122,14797.3,65.1,54.5,3.7,6.9,33.6,8.9,6.2,1.9,1.2,3.1,-13.8
200034601,,18470,28.3,3.5,9070,32060,34.8,2602,4882,3630.7,51.1,38.7,4.2,8.2,43.7,9.6,7.8,1.5,1.7,4.6,-12.2
200034635,,28990,5,2.8,17740,50180,71.6,10656,25984,17518.6,79.5,71.6,1.9,6,27.2,10.7,1.8,1,0.2,0.6,-19.2
200034692,,22370,17.2,3.2,11450,37080,49.7,32247,71764,49739.1,68.8,60.5,2.9,5.4,31.7,8.1,6.1,2.1,1.2,2.8,-14.7
200034700,,22440,16,3.3,11840,38920,49.7,27367,57269,40591.4,60,51.7,2.7,5.6,32.5,17.5,5.2,1.7,1.1,2.4,-15.2
200034718,,20790,17.6,3,11640,34380,44.1,10546,22174,15703.6,64,55,2.9,6.1,34.3,7.9,7.2,2.2,1.5,3.5,-13.4
200034726,,22970,13.4,3,12590,37960,48.2,4818,10436,7330.7,69.5,59.4,2.9,7.2,30.7,9.7,4.5,1.6,0.8,2.1,-14.4
200034825,,22280,15.3,2.9,12080,34930,50,13670,26921,19566.6,63.4,56.7,2,4.7,37.5,6.2,6.6,1.8,1.3,3.5,-13.7
200034833,,21330,17.1,3.1,11430,35430,44.9,8476,17211,12472.8,53.9,43.7,2.8,7.4,45,10,4.7,1.4,0.9,2.4,-13.6
200034874,,22050,12.3,2.8,12790,36380,49.3,2549,5930,4044.3,70.6,59.4,2.5,8.7,29.7,8.9,4.7,2.2,0.7,1.8,-13.9
200034882,,25310,9.3,3.1,14170,44380,61,20819,43687,31032.2,74.9,65.1,2.9,6.9,26.5,13.3,2.7,1.2,0.5,1,-17.4
200034957,,25370,8.2,2.8,14650,40550,59.2,11295,28552,18817.1,84.3,76.2,3,5.1,19.3,8.7,4.1,2,0.6,1.5,-16.4
200035087,,22710,14.9,3.2,12180,39070,50.6,26124,60934,41508.1,74.3,63.3,3.5,7.5,25.6,11.4,4.9,1.9,0.9,2.1,-16.2
200035103,,21850,14.4,2.8,12370,34630,44.8,3342,7284,5096.6,67.6,57,2,8.6,33.5,7.5,4.9,2,0.8,2.1,-13.5
200035111,,21450,13.7,2.6,12780,33700,42.9,4986,10963,7617.2,67.8,58.6,2.4,6.8,31.2,7.8,6.1,2.3,1,2.8,-12.9
200035129,,18890,26.3,3.2,9830,31840,34.8,9244,18030,13214.9,51,39.7,3.7,7.6,44.3,7.8,8.4,1.8,1.9,4.7,-11.5
200035137,,20120,19.2,2.9,11050,32580,38.1,3285,6305,4675.3,51.3,40.3,2.7,8.3,46.2,8.6,5.7,1.4,1,3.3,-11.8
200035202,,22300,10.3,2.5,13710,34930,47.2,10439,23271,16138.2,67.2,60.4,2.2,4.6,32.4,9.3,4.6,2,0.8,1.8,-13.5
200035319,,23520,14.9,3.5,12060,42200,55.7,58616,116931,84852,57.9,47.9,3.2,6.8,43.1,12.8,4.2,1.3,0.8,2.1,-18
200035327,,20410,20,3.3,10690,35280,42.6,2466,4919,3584.5,48.8,39.3,2.9,6.6,50.1,9.2,4.9,1.5,0.9,2.5,-13
200035442,,21610,13.4,2.7,12690,34720,46,10762,25938,17445.4,74.7,64.2,2.6,7.9,26.6,7.1,5.8,2.5,0.9,2.4,-14.2
200035533,,22880,12.3,3.1,12930,39680,51.7,5963,13463,9342.6,69.8,57.1,2.8,9.9,26.5,16.6,3.9,1.5,0.6,1.8,-16.8
200035541,,21320,15.2,2.7,12340,33610,43.6,4722,9942,7086.8,59.1,49.1,2.9,7.1,40.6,8,5,1.7,0.9,2.4,-12.7
200035632,,20640,17.9,3,11500,34160,42.2,3138,6245,4563.8,55.6,44.7,2.9,8,41.4,9.7,5.9,1.4,1.1,3.4,-12.6
200035707,,20790,18.1,2.9,11500,33810,42.4,6871,15212,10592,64.7,55.4,2.9,6.4,32.3,9.3,6.9,2.3,1.3,3.3,-13.2
200035715,,20520,21.4,3.3,10710,34800,42.9,51456,110011,77377.2,62.9,53.7,3.2,6,34.3,7.9,8.6,2.3,1.8,4.5,-13.7
200035723,,21130,16.9,3.2,11540,36580,45.3,3868,8523,5936.5,66.2,52.2,3.7,10.3,31.9,10.7,5.3,1.9,1.1,2.3,-14.1
200035731,,21660,15.2,2.9,12110,35450,46.1,48007,100012,71001.5,64.2,57.3,2.6,4.3,34.6,9.2,6,2,1.3,2.7,-14
200035756,,21620,15.3,2.9,12090,35220,45.1,3233,7049,4986.3,58.9,47.9,2.5,8.5,39.4,10.7,4.3,1.4,0.6,2.3,-13.3
200035764,,24010,7.9,2.4,14870,36330,58.1,6518,16036,10665.1,78.2,71.3,2.3,4.6,24.7,8.1,4,2.2,0.5,1.3,-15
200035772,,24350,7.6,2.5,14840,37730,54.8,6052,14240,9681.3,77.9,69.3,2.1,6.5,26.4,6.6,3.8,1.8,0.5,1.5,-14.7
200035814,,21280,15,2.7,12290,33310,43.7,24010,51392,36215.8,64,56.6,2.5,4.9,35.4,7.5,6,2.1,1.2,2.7,-12.9
200035848,,20530,15.5,2.8,12130,33540,38.7,2711,5150,3825.3,52.4,43.1,2.6,6.7,44.9,10,5.3,1.4,1,2.9,-12.6
200035855,,21470,15.8,3,11950,35610,44.8,11402,24739,17305.1,68.4,59.5,3.2,5.7,30.5,8.2,6.6,2.1,1.3,3.2,-13.7
200035863,,20070,21.7,3.1,10730,33170,39.6,14544,30620,21736,58.2,47.5,3.8,6.9,38.6,7.8,7.9,2.1,1.5,4.3,-12.5
200035970,,28630,5.2,2.7,16940,45740,73.2,9345,24053,15841.9,84.1,75.9,2.6,5.6,24.4,8.4,2.6,1.5,0.3,0.8,-19.5
200036069,,21720,14.5,3,11970,35650,46.5,6122,12743,9098.8,62.8,52.7,2.4,7.7,37.3,9.5,5.1,1.7,1,2.4,-14.7
200036077,,23450,15.6,4.1,11620,47140,56.1,27844,54465,39855,58.6,46.5,3.7,8.4,33.2,26,2.9,0.9,0.5,1.5,-20.7
200036135,,20950,16.6,2.8,11800,33140,43.3,8793,17073,12541.4,57.4,50.7,2.2,4.5,41.7,7,7,1.7,1.4,3.9,-13.1
200036150,,20310,17.6,2.8,11610,32720,40,3950,8119,5832.8,58.2,47.1,2.5,8.6,40.6,7.1,6,1.9,1,3.1,-11.9
200036465,,24010,11.9,3.1,13200,40850,56.1,16439,36944,25583.6,74.2,67.7,2.9,3.6,30.4,6.6,4.7,1.8,0.9,2,-15.9
200036473,,22640,12.9,2.9,12860,37520,49.7,28738,58841,42237.4,64.2,54.5,2.6,7.1,37.6,7.7,5.4,1.6,1.1,2.7,-14.9
200036499,,22570,16.5,3.3,11600,37880,51.2,8895,19398,13532.6,76.9,67.1,2.4,7.4,24.9,8.8,5.5,1.6,1,2.9,-16.1
200036523,,20730,18.6,3,11360,34480,40.1,7290,15138,10841.5,56.6,44,2.9,9.7,40.6,10.9,4.9,1.6,0.9,2.4,-13
200036549,,21460,15.4,2.9,12120,34820,45.2,9207,19381,13764.2,64.4,55.5,2.5,6.4,34.3,8,6.5,2,1.3,3.2,-13.2
200037059,,20620,16.7,2.9,11730,34090,43.9,11940,26653,18461.5,65.8,56.9,3.2,5.7,31.5,9.3,7,2.2,1.2,3.6,-13.6
200037133,,22360,15.2,3.1,11940,37170,52,14114,34018,22891.5,73.8,64,2.8,7,27.2,8.3,6.2,2.5,1,2.7,-15.5
200038958,,25270,13.6,3.9,12190,47160,57,5036,9752,7195.8,61.2,50.4,2.6,8.2,40.3,14.4,3.4,0.7,0.5,2.2,-19.3
200038990,,22590,8.9,2.4,14210,34190,47.9,11021,26949,17989.7,77.2,69.4,2.6,5.2,24,6.9,5.2,2.6,0.8,1.8,-13.3
200039022,,23120,7.6,2.4,14800,35700,50.3,34015,83083,55558.6,77.5,69.9,2.5,5.1,22.2,10,4.6,2.3,0.7,1.6,-14.3
200039055,,25760,5.4,2.4,16450,39270,62.6,4592,10841,7345.2,75.8,67.8,2.6,5.4,29,8.4,2.9,1.6,0.4,0.9,-16.1
200039063,,27270,6,2.9,15820,46650,65.5,2830,6677,4538.2,76.6,66.5,2,8.1,28.6,10.8,2.6,1.3,0.4,0.9,-18.6
200039204,,22680,12.2,2.8,13100,36280,49.5,23283,51649,36002.3,65.5,58.8,2.8,3.9,34.8,8.3,5.1,1.8,0.9,2.4,-13.7
200039519,,20980,18.4,3.2,11170,36170,41.5,3310,6704,4858.2,56.7,43.7,2.7,10.3,41,11,4.8,1.4,0.9,2.5,-13.5
200039642,,21020,17.4,2.9,11680,34380,44.4,7338,14633,10635.5,58.1,48.5,2.4,7.2,40.2,8.3,6.7,1.8,1.3,3.6,-13.3
200039709,,22360,13,2.9,12660,36910,48,3024,6172,4446.6,62,49.5,2.3,10.2,37.8,9.5,4.5,1.5,0.7,2.3,-13.8
200039758,,21540,15,2.9,12170,35590,47.3,8753,17472,12691.7,60.8,52.5,2.3,6,38.9,8.6,5.8,1.7,1.1,3,-14.1
200039808,,21650,15.5,3,12150,36130,46.6,6914,13659,9963.3,53.7,42.9,4.3,6.5,43.2,12.4,4.5,1.4,0.9,2.2,-13.8
200039824,,20210,19.2,2.9,11120,32790,39.8,4155,8303,6007.3,54.7,45.3,3.9,5.5,42.6,8.7,6,1.9,1.2,2.9,-12
200039832,,20020,23.1,3.7,9780,36020,40.7,4323,8066,6012.4,48.2,36.4,3.7,8.1,46.9,11.8,6.2,1.6,1.4,3.2,-13.1
200039857,,24730,12.4,3.4,12930,43590,57.7,45554,105290,72027.4,75.9,66.5,3.3,6.1,26,12,4.4,1.6,0.8,2,-18.3
200039865,,23000,18.5,4,10990,43830,51.4,98937,204939,145711.8,68.1,59.8,2.8,5.5,27.5,14.8,5.7,1.6,1.3,2.8,-16.1
200039907,,26050,5.8,2.6,16060,41130,60.9,6708,16977,11235.1,78.6,70.2,2,6.4,23.8,9.8,3.1,1.7,0.4,1,-15.3
200039915,,22610,17.5,3.9,11300,43600,53.5,84322,163464,119508.2,65.1,55,3.8,6.3,33,16.2,4.7,1.3,1,2.4,-19
200039931,,21040,18.2,3.2,10880,34760,44.4,3756,7473,5407.9,67.1,55.4,3.2,8.5,33.1,8.5,5.3,1.7,0.9,2.7,-14
200039949,,23340,14.1,3.4,12320,41930,46,22228,50407,34687.9,61.1,55,2.8,3.3,24.6,22,4.3,1.5,0.9,1.9,-12
200040038,,22870,9.3,2.5,14110,35660,50.5,5166,11996,8202.6,74.5,66.8,2.4,5.3,28.7,6.9,3.9,1.9,0.5,1.5,-14
200040095,,21610,14.4,2.7,12420,33420,44.5,8449,17970,12712.8,60.8,54.1,2.7,4,39.9,5.8,5.8,2,1,2.8,-12.3
200040111,,23870,8.7,2.6,14340,37380,54.5,7346,17002,11609.5,73.9,65.9,2.8,5.2,28.3,8,4,1.9,0.6,1.5,-14.2
200040137,,21450,14.7,2.9,12220,35960,44.9,4171,8480,6116.7,62.2,51.3,2.4,8.5,36.7,8.8,6,1.8,1.2,3,-13.7
200040178,,25150,7.6,2.6,15000,39290,59.8,6755,16086,10932.9,80.2,73.7,2.5,4,25.4,6.9,3,1.4,0.5,1.1,-15.5
200040202,,22330,15.5,3,11860,36160,48.4,10079,22105,15437.6,66.1,57.1,3.5,5.5,34.6,8.6,4.9,1.9,0.8,2.2,-14.2
200040210,,21380,20,3.4,10460,36010,45.4,4247,8407,6141.5,50.8,38.4,3.8,8.6,46.9,11.6,5,1.3,0.9,2.8,-14.3
200040244,,21180,13.5,2.6,12620,32710,41.5,31285,73318,49834,70,61,2.5,6.5,29.3,7.7,5.6,2.5,0.9,2.2,-12.6
200040251,,23800,8.6,2.6,14470,37140,57.8,9563,22969,15518.7,75.6,68.4,2.8,4.4,28.4,6.7,4.3,2.1,0.6,1.6,-15
200040277,,22330,15.3,3,12040,36170,52.1,45286,110766,73856.9,73.3,65.6,3.1,4.6,28.3,6.5,6.5,2.8,1.1,2.6,-14.6
200040293,,22860,12.6,2.9,12990,38240,51.4,5966,12168,8762,61.3,50.6,2.8,7.9,39.4,10.1,4.1,1.5,0.7,1.9,-14.9
200040350,,22820,11.9,2.9,13110,37730,52.8,14624,32413,22517.1,67,59.2,3.1,4.7,33.7,9,4.7,1.9,0.8,2,-14.4
200040384,,20770,17,2.8,11720,32680,42.5,5797,11786,8488.4,56.9,48.8,3.1,5,41.7,6.6,6.8,2,1.3,3.5,-12
200040392,,22420,13.8,2.9,12530,36800,49.9,48505,98991,71030.9,66.3,58.3,2.5,5.5,34.5,8.2,5.7,1.7,1.2,2.8,-14.7
200040400,,20780,18.7,3,11180,34060,41.6,9116,18442,13355.8,54.7,45.8,2.3,6.6,43.6,8.5,5.7,1.6,1.1,3,-12.5
200040418,,19800,22.6,3.3,10600,34440,36.8,3868,8032,5760.1,53.5,40.6,2.9,10,40.6,12.3,5.9,1.6,1.1,3.2,-12.3
200040426,,22090,13.7,2.8,12730,35720,48.6,6735,15806,10747.2,70,61.7,2.8,5.5,30.6,7.3,6,2.3,1,2.7,-13.9
200040442,,21700,18.8,3.6,11120,39840,47,24403,54751,37857.5,67.7,57.2,3.9,6.6,30.9,11.9,5.5,1.9,1.1,2.5,-16
200040459,,22470,15.6,3.2,12110,39150,49.5,30313,66444,46242,68.9,59.7,2.9,6.3,30.8,10.3,5.8,2.1,1.2,2.5,-15.8
200040475,,21970,10.1,2.4,13800,33460,47.3,7488,17669,11966.8,74.3,65,2.4,6.9,26.8,7.4,4.8,2.4,0.7,1.7,-13.3
200040491,,21880,14.2,2.8,12440,34330,47.8,19903,46584,31634.2,70.9,62.9,3.3,4.7,28.8,7.8,6,2.6,1.1,2.3,-13.5
200040509,,21290,15.8,3,11940,35530,43.1,7313,15308,10828.7,61.4,50.1,4.5,6.8,34.8,11.1,6.3,2,1.3,3,-13.6
200040558,,20540,14.7,2.7,12280,32700,39.9,5174,9870,7322,52.8,43.2,2.2,7.4,46.8,7.2,5.3,1.5,0.9,2.9,-12.1
200040566,,22280,13.4,2.8,12670,35300,46.8,21712,48872,33661.2,69.6,62.6,2.7,4.3,30.2,8,5.8,2.4,1,2.4,-13.6
200040574,,27890,5.6,2.9,16290,47880,66.8,22015,55073,36481.3,81.1,73.3,2.6,5.2,23.9,11.2,2.7,1.5,0.4,0.8,-18.9
200040590,,22430,16.9,3.2,11860,38510,52,31262,70147,48175.3,73.4,66.3,3.1,4,27.5,8.2,6.4,2.5,1.3,2.6,-15.5
200040624,,21180,20.1,3.6,10720,38870,46.3,13124,27282,19508,54.9,43.1,3.4,8.4,37.3,18.4,5,1.6,1,2.4,-15.6
200040657,,22880,12.2,2.7,13070,35600,51.8,8448,17645,12535.6,66.3,59.2,2.7,4.4,35.6,7.3,4.6,1.8,0.8,2,-13.8
200040681,,21450,18.6,3.3,11260,37430,47.6,10186,21984,15479.3,61.7,51.8,3.3,6.6,37,10.2,5.7,1.8,1.2,2.7,-14.6
200040715,,23940,15,3.5,12020,42000,57.4,192079,405983,285963,76,69.2,2.7,4.1,26.9,9,5.3,1.8,1.2,2.3,-17.2
