codgeo,libgeo,revenu_median,taux_pauvrete,rapport_interdecile,decile1,decile9,part_imposes,nb_menages,nb_personnes,nb_uc,part_rev_activite,part_salaires,part_chomage,part_non_salaries,part_retraites,part_patrimoine,part_presta_sociales,part_presta_familiales,part_presta_logement,part_minima_sociaux,part_impots
246600282,,22350,15.7,3.1,12090,37640,50.2,12516,25344,18323.7,55.8,46,3.2,6.6,44.1,10.2,5.1,1.4,1,2.7,-15.2
246600373,,21320,18.2,3.2,11190,36190,44.6,10273,20643,14961.8,53.6,43.7,3.2,6.7,44.6,10,6,1.4,1.3,3.3,-14.2
246600399,,21400,15.8,3.1,11590,35770,47.4,3662,7745,5471.4,72.1,60.7,3,8.4,28.5,8.6,5.5,1.8,1.1,2.6,-14.7
246600415,,20220,20.4,3,11000,33210,39.4,7397,16372,11354,66.2,55.9,3.9,6.4,31,8.1,7.8,2.4,1.5,3.9,-13.1
246600423,,18060,28.5,3.2,9330,29920,32.6,3024,5907,4327.2,51.1,39.4,4.1,7.6,44.4,7.3,8.5,2,1.7,4.8,-11.3
246600449,,21800,16.4,3,11820,35580,46.7,9845,21917,15186.1,67.5,57.8,3.6,6.1,32.5,8.1,6,1.9,1.1,3,-14.1
246600464,,21580,16,3.3,11710,38170,50.3,3041,6045,4390.4,67.2,53.8,4.5,8.9,32.6,12,4.4,1.3,0.9,2.2,-16.2
246600548,,18830,25.3,3.3,9540,31380,37.6,5050,8892,6799.3,45,35,3.9,6.1,49.8,9.2,8.3,1.5,1.9,4.9,-12.3
246700306,,23280,10,2.6,13870,35740,52.4,8860,19972,13876.4,70.4,64.4,2.6,3.4,33.1,6.5,3.9,1.7,0.6,1.6,-13.9
246700488,,22200,20.7,4,10660,42320,53.1,212904,457669,320096.4,76.1,67.3,3.1,5.7,25.7,9.3,6.7,2.1,1.6,3,-17.8
246700744,,27670,5,2.8,16730,47580,67.1,7962,18414,12671.5,78.1,70.4,2.3,5.4,27.8,10.2,2,1,0.3,0.7,-18.1
246700777,,24780,7,2.6,15130,40030,56.7,4732,10879,7506.3,72.9,67.1,2.3,3.5,31.5,7.8,2.9,1.4,0.4,1.1,-15.1
246700843,,27080,5,2.5,17080,43450,67.1,7112,16912,11506,78.3,71.9,2,4.4,27.8,8.8,2.1,1.1,0.2,0.8,-17
246700926,,24820,11.5,3.3,13210,43260,56.8,6869,15371,10727.5,76.9,68.5,2.3,6.1,29.1,7.5,3.1,1.2,0.6,1.3,-16.6
246700959,,26320,5,2.5,16330,41190,61,6514,16250,10858.7,77.7,70.9,2,4.8,26.5,9.2,2.6,1.4,0.3,0.9,-16
246700967,,24270,10.4,3,13680,40610,57.4,16540,36984,25686.9,75.9,68.5,2.7,4.7,26.7,9.8,4.1,1.6,0.7,1.8,-16.5
246701064,,25660,7.4,2.8,15050,41580,62,16761,39210,26770.1,77.2,70.5,2.4,4.3,28.2,7.8,3.4,1.6,0.5,1.3,-16.6
246701080,,25400,8.3,3,14650,43820,61.1,8859,19101,13456.9,75.9,69.2,2.7,4,28.3,10.3,3,1.2,0.5,1.3,-17.5
246701098,,23860,9.8,2.7,13960,37470,56.3,9521,22215,15265.2,71.9,65.9,2.3,3.7,33.1,6.1,3.6,1.6,0.5,1.5,-14.7
246800205,,23160,9.5,2.7,14070,37310,53,5430,11753,8298.8,65.7,59.5,2.6,3.6,38.3,6.4,3.7,1.5,0.6,1.6,-14.1
246800395,,21600,15.4,2.8,12140,34200,47.5,3849,8301,5843.1,64.8,58.6,2.6,3.6,32.8,9.6,6.2,2.1,1.1,3,-13.4
246800445,,25660,6.7,2.7,15490,42220,62.4,6210,14792,9992.4,80.5,73.7,3,3.8,26,5.9,3.3,1.6,0.5,1.2,-15.7
246800494,,27080,6.4,2.9,15740,46110,64.6,5420,12550,8633.3,74,65.5,2.1,6.4,27.4,14.3,2.4,1.1,0.4,0.9,-18.1
246800551,,25340,7.9,2.8,14910,41810,60.8,7272,15920,11193.8,70.3,61.8,2.4,6.1,32.6,10.4,2.8,1.2,0.5,1.1,-16.1
246800569,,24240,10.6,3,13610,40960,55.8,16505,36596,25505.5,74.4,67.3,2.9,4.2,29.3,7.9,4.2,1.6,0.8,1.8,-15.8
246800577,,25700,8.2,2.9,14850,43440,59.7,7872,17516,12193.6,73.5,64.6,2.3,6.6,28.9,11.9,2.8,1.2,0.5,1.1,-17.1
246800585,,23610,9,2.7,14190,38450,53.4,7174,15707,11038.8,67.9,61.2,2.4,4.3,35.4,7.9,3.5,1.5,0.6,1.4,-14.7
246800676,,25040,7.3,2.7,15030,40590,58.3,6709,15853,10805.9,77.3,71.2,2.7,3.4,29.1,5.8,3.2,1.6,0.5,1.1,-15.4
246800726,,23580,14.5,3.4,12240,42200,55.7,49583,105455,74327.3,74.3,66.3,2.8,5.2,29.4,8.3,4.9,1.7,1,2.2,-16.9
246900575,,28830,5,2.8,17190,47820,70.9,16323,42568,27923.9,82.3,75.5,2.5,4.3,23.1,11.2,2.5,1.4,0.3,0.8,-19.1
246900625,,27100,6.7,2.9,15700,45470,65.3,16153,39368,26404.4,80.4,73.4,2.6,4.4,23.8,11,3,1.5,0.4,1.1,-18.2
246900724,,27820,5.9,3,16010,47580,67.5,12750,31860,21114.1,80.2,73.1,2.4,4.7,22.7,12.9,2.8,1.6,0.4,0.8,-18.6
246900740,,27550,5.1,2.7,16550,45160,66,11739,29358,19478.1,80.6,72.9,2.3,5.4,23.9,11,2.6,1.5,0.3,0.8,-18.1
246900757,,29020,6.7,3.3,15610,51870,69.2,13272,32510,21727.4,78.3,71.4,2.3,4.6,25.5,14.2,2.7,1.3,0.4,1,-20.7
246900765,,28050,5.9,2.9,16240,46800,68.6,10892,27388,18106.9,80.5,73.9,2.3,4.3,24.5,10.4,3,1.6,0.4,1,-18.4
247000011,,21900,16.3,3.1,11940,36960,49.3,15496,30672,22237.4,65,58.1,2.3,4.6,36,6.7,7,1.8,1.5,3.7,-14.7
247000367,,22210,11,2.5,13530,33770,48.3,3340,7587,5224,69.8,61,2.3,6.5,32.9,5.4,4.9,2.2,0.8,1.9,-13
247000623,,21600,13.8,2.7,12860,34210,46.7,4364,9266,6571.3,62.7,52.9,2.3,7.5,37.6,7.9,4.8,1.8,0.8,2.2,-13
247000664,,21630,14.5,2.8,12300,34050,47.5,8541,18627,13029.3,67.7,61.3,2.9,3.5,32.1,7.6,6.1,2.1,1.2,2.8,-13.5
247000698,,22610,10.3,2.5,13690,34860,46.1,2661,6137,4203,73.3,64.6,2.9,5.8,27.6,7.6,4.6,2.1,0.6,1.9,-13.1
247000706,,24030,6.6,2.4,15220,36780,55.2,5479,13271,8879,79.1,72,2.6,4.5,24.4,6.9,4,2,0.6,1.4,-14.4
247000714,,21460,12,2.5,13160,33520,44.7,3436,7554,5274.6,67.5,59.7,2.9,4.9,33.7,6.6,4.9,1.9,0.8,2.2,-12.7
247000722,,22770,12.7,2.8,12950,36530,51.6,9186,20828,14355.7,72.7,65.8,3.2,3.7,31.3,4.9,5.2,2,0.9,2.3,-14.1
247000755,,20360,18.4,3,11670,34440,41.9,6868,14093,10095.1,62.2,54.7,2.8,4.7,37,6.7,7.1,2.1,1.4,3.6,-13
247000821,,22120,11.8,2.7,13220,35110,48.6,5156,11827,8133.7,72.5,66.1,3.1,3.3,31,5.2,4.9,1.9,0.8,2.2,-13.6
247000854,,21030,14.4,2.8,12320,33940,44,4077,8474,6077,63.4,55.8,3,4.6,37.9,7.7,4.5,1.5,0.8,2.2,-13.5
247100290,,21400,14.5,2.7,12510,34310,46,41944,86496,61833.2,62.6,55.8,2.7,4.1,38.5,5.7,6.4,2,1.3,3.1,-13.2
247100589,,22600,13.5,3,12710,37820,52.5,50833,107869,76070.2,69.6,61.9,2.5,5.2,32.2,7.8,5.8,2,1.1,2.7,-15.4
247100639,,21550,13.7,2.7,12850,34070,42.1,2817,5969,4233.9,61.6,51.7,2.2,7.7,37.5,9.5,4.6,1.8,0.8,2,-13.2
247100647,,21220,14.7,2.7,12270,33490,43.2,3082,6272,4523.9,59.1,49.6,2.5,7,41.5,7.3,4.6,1.7,0.7,2.2,-12.5
247103765,,23290,9.5,2.6,14090,37030,52.9,4902,10650,7485.8,69.5,61.4,2.4,5.7,33.7,7.3,4.2,1.7,0.7,1.8,-14.7
247103864,,22430,11.1,2.8,13520,37190,48.6,2243,4970,3468.2,62.4,51.2,1.9,9.3,34.3,13.5,3.6,1.6,0.6,1.4,-13.8
247104094,,24250,9.5,2.8,14100,40140,55.8,5095,11293,7851.3,70.2,59.4,2.4,8.4,31.6,10.5,3.6,1.6,0.6,1.4,-15.9
247200090,,21370,13.2,2.6,12870,33480,47.7,11922,26982,18578.9,69,62.8,2.4,3.8,30.2,8.3,5.8,2.5,1.1,2.2,-13.3
247200132,,21950,18.6,3.4,11050,37220,50.7,94755,198998,140303.3,67.9,61.2,2.6,4.1,32.8,7.3,7.2,2.3,1.6,3.3,-15.2
247200348,,21970,11.4,2.5,13340,33820,46.3,11664,25985,18028.6,68.9,62,2.5,4.4,32.4,6.5,5.5,2.2,1,2.3,-13.3
247200421,,24180,6.4,2.4,15440,37730,57.9,7091,17561,11724.8,76.1,69,1.9,5.2,29,7.4,3.6,1.9,0.5,1.2,-16.1
247200447,,23150,7.4,2.4,14900,35020,53.2,8209,19717,13301.3,73.9,68,2.3,3.6,29.7,6.3,4,2,0.6,1.4,-13.9
247200629,,23660,6.3,2.3,15380,35060,55.8,12581,30715,20636.5,75.6,69.8,2.3,3.5,29.5,5.1,3.8,2,0.6,1.2,-14
247200686,,22350,10.9,2.5,13510,34180,50.4,12554,27725,19301.4,68.9,61.2,2.6,5.1,32.8,7.4,4.8,1.9,0.9,2,-13.9
247300015,,23350,10.4,2.7,13730,37650,56.9,3332,7098,5019.5,69.9,60.8,3.6,5.5,28.5,13.7,3.3,1.4,0.6,1.3,-15.4
247300254,,23150,15.5,3.5,11110,39070,58.1,7045,14552,10377.5,76,62.6,5.9,7.5,22.4,16.1,2.7,1.2,0.5,1,-17.2
247300262,,24560,8.5,2.7,14520,39490,55.2,3139,7117,4882.7,75,66.3,2.8,5.9,28.2,8.4,3.6,1.7,0.6,1.3,-15.2
247300361,,24070,8.5,2.6,14520,37480,59.1,3296,7088,4984.7,71.3,64.9,2.5,3.9,31.7,8.7,3.1,1.6,0.4,1.1,-14.8
247300452,,22900,9.5,2.6,14000,36620,56.8,2355,4886,3487.2,67.1,58.3,4,4.8,35.4,9,3.1,1.4,0.6,1.1,-14.6
247300528,,23320,10.2,2.7,13740,37110,51.9,5257,12235,8337.7,72.5,64.2,3,5.3,29.1,8.1,4.6,2.1,0.7,1.8,-14.3
247300668,,26740,6.6,2.6,15940,41860,62.5,2587,6347,4255,79.1,69.7,3.1,6.3,26.3,8,2.9,1.6,0.4,0.9,-16.3
247300676,,23170,9.1,2.5,14230,35380,50.9,2896,6357,4417.4,74.6,67.8,2.9,3.9,29.2,5.7,3.9,1.9,0.6,1.4,-13.4
247300817,,23530,11.3,2.9,13210,38110,57.6,4476,9631,6772,75.6,64.4,5,6.2,25.6,12.2,2.8,1.4,0.5,0.9,-16.2
247400047,,30590,6.3,3.6,16120,58510,58.7,3368,8085,5419.5,88,81,3.2,3.8,18.5,6.7,2,1,0.3,0.7,-15.2
247400112,,37740,5.3,4.4,17640,77990,57.3,6667,16435,10864,94,87.3,3,3.7,13.1,6.9,1.3,0.6,0.2,0.5,-15.3
247400567,,29490,5.3,3.3,16790,55670,64.8,6460,16348,10793.1,87.9,80.6,3.1,4.2,18.3,7.8,2.2,1.2,0.3,0.7,-16.2
247400583,,34570,7.3,4.7,15820,74770,53.4,7673,17705,12016.8,87.2,80.8,3.1,3.3,19,7.4,1.4,0.6,0.3,0.5,-15
247400617,,26240,7.2,3,15510,46840,63.7,8307,18826,12974.9,78.1,67.1,3.1,7.9,22.4,15.4,2.2,1.2,0.3,0.7,-18.1
247400666,,31760,5.9,4,16570,66240,58.8,7823,18604,12547.3,87.5,81,3.2,3.3,19.3,7.1,1.4,0.7,0.2,0.5,-15.3
247400682,,24980,12.4,3.7,12740,47160,59,5453,12061,8383.3,77.8,66.5,3.7,7.6,23,15.2,1.9,1.1,0.2,0.6,-17.9
247400690,,40320,9.7,6.3,14000,87650,45.8,18054,40324,27555.3,92.5,86.9,2.9,2.7,15.1,5.6,1.3,0.5,0.3,0.5,-14.5
247400724,,30840,7.6,4.1,15150,62530,59.5,11792,27989,18857.7,88.8,82.3,2.8,3.7,16,8.6,2.1,1,0.3,0.8,-15.5
247400740,,25720,7.1,2.7,15290,41900,61.4,13017,31406,21073.1,81.3,74.5,2.8,4,22.5,8.1,3.3,1.8,0.5,1,-15.2
247400773,,25090,9.2,2.8,14250,40440,60,6979,15355,10736.4,71.7,63.5,3,5.2,31.7,9,3.4,1.5,0.6,1.3,-15.8
247600505,,24500,6.8,2.5,15280,37880,56.9,5948,15243,10059.3,79.4,71.9,2.2,5.3,24.3,7.3,3.9,2.1,0.4,1.4,-14.9
247600588,,21190,14.9,2.7,12320,33840,46.8,17232,35688,25583,60.7,53.9,2.5,4.3,39.5,7.4,5.9,1.7,1.1,3.1,-13.5
247600604,,20610,15.1,2.6,12420,32020,40,2194,5034,3453.8,68.3,58.4,2.6,7.3,30.7,7.3,6.2,2.4,1,2.8,-12.5
247600620,,23230,10.8,2.8,13570,37720,50.8,11349,25448,17609.9,70.9,64.1,2.1,4.7,30.1,8.5,5.3,1.9,0.9,2.5,-14.8
247600646,,22480,12.1,2.7,13120,34930,48.8,10729,24611,16808.3,73.3,67.7,2.5,3.1,29.6,4.8,6,2.3,1,2.7,-13.7
247600729,,22420,10.2,2.5,13780,34810,50.7,9690,23425,15777.3,72.2,64.4,2.3,5.5,30.2,6.3,5,2.2,0.7,2.1,-13.7
247600786,,20960,19,3.3,11290,36940,45.4,22835,45250,32835.6,59.8,52.4,2.6,4.8,38.7,7.8,8.1,1.9,1.7,4.5,-14.4
247700032,,25900,8.5,2.9,14580,42260,64.6,16672,38923,26567.2,76.8,69.2,2.8,4.8,29.1,8.1,3.6,1.6,0.6,1.4,-17.6
247700057,,22500,18,3.5,11250,38960,56.6,52936,126370,84488,79.3,72.9,3.2,3.2,24.2,6,7.1,2.8,1.4,2.9,-16.6
247700065,,23690,12.3,2.9,12770,37140,57.6,6459,16815,10973.4,80.9,74.4,3.2,3.3,21.6,6.9,5.3,2.6,0.8,1.9,-14.7
247700107,,20550,22,3.2,10470,33750,48.3,16569,41624,27462,71.2,64.9,3.2,3.1,28,5.3,9.1,3.5,1.7,3.9,-13.6
247700339,,27870,8.2,3.1,14880,45950,72.6,19767,51237,33481.4,94.3,87,3.1,4.2,14.8,6.8,3.6,1.7,0.6,1.3,-19.5
247700594,,26750,10.2,3.3,13760,45680,69.3,44497,109254,72672.9,90.1,82.5,3.2,4.4,17.7,7.8,3.9,1.7,0.7,1.5,-19.5
247700644,,26400,9.1,3.1,14250,44030,68.9,11627,27603,18580.5,85,77.7,2.7,4.6,22.9,6.9,3.9,1.8,0.7,1.4,-18.7
247700701,,23650,12.1,2.8,13050,36720,57.9,10688,27844,18177.2,80.9,74.7,2.9,3.3,23.1,5.3,5.6,2.8,0.8,2,-14.9
247800550,,28650,5,2.8,17100,47040,72.3,11726,29306,19528.2,83,75.5,2.7,4.8,25,9.3,2.4,1.3,0.3,0.8,-19.7
247800584,,31730,7.3,3.9,15520,61040,75.1,112874,264947,179732.8,87.5,81,2.4,4.1,23.5,11.9,2.2,1,0.4,0.8,-25.1
247800618,,32040,5,3,18660,55100,78.3,19990,51039,33743.9,86.5,79.2,2.4,4.9,23.4,11.5,1.9,1,0.3,0.6,-23.3
247900798,,21160,14.4,2.6,12480,32610,42.2,16204,35055,24605.9,63.7,55.4,2.5,5.8,34.5,8.9,6,2.1,1.1,2.8,-13.1
248000499,,23570,9.2,2.6,14100,36940,54.9,10737,25455,17245.2,77.2,70,2.5,4.7,26.6,6.4,4.5,1.9,0.6,2,-14.7
248000531,,21510,20.9,3.7,10660,39710,49.8,74494,155002,109724.5,73.4,64.2,2.7,6.5,27.4,8,8,2.1,1.8,4.1,-16.8
248000747,,21440,14.6,2.8,12370,34170,47,12015,26632,18498.9,68.6,59.7,3.1,5.8,31.7,7.3,6.1,2.1,1,3,-13.7
248100158,,22350,11.1,2.7,13360,35800,49.1,9975,22979,15768.8,69.9,61.1,3,5.8,30.4,8.7,5,1.9,0.8,2.3,-14
248100430,,20820,18.9,3.1,11330,35460,42.4,36128,75762,53790.8,62.2,53.4,2.8,6,36.5,7.8,7.3,2.2,1.5,3.6,-13.8
248100497,,20830,17.6,2.9,11590,33590,40.5,2189,4794,3358.1,64,51.4,2.3,10.3,32.1,11.2,5.6,1.8,1,2.8,-12.9
248100737,,22560,15.6,3.2,11930,38350,49.4,38357,78463,56262.4,63.2,54.2,2.6,6.4,36.5,9.3,6.2,1.8,1.3,3.1,-15.2
248100745,,20550,17.7,2.9,11440,32720,38.9,2363,4914,3516.8,56.3,48.6,2.5,5.2,42.3,7.7,5.6,1.7,0.9,3,-11.9
248200016,,21110,16.5,3,11830,35230,44.7,8175,17958,12533.8,65.4,56.5,2.9,6,33.7,7.9,6.2,2.1,1.2,2.9,-13.2
248200057,,20770,17.5,2.9,11600,33690,41.6,9396,20273,14267.8,62,53.3,3.1,5.6,36,8,6.8,2.1,1.3,3.4,-12.8
248200065,,21150,17.5,3,11720,35260,43.2,4168,9157,6408.8,63.5,51.5,2.9,9.1,34.5,9.5,5.6,2,1,2.6,-13.1
248200099,,22090,16.9,3.3,11610,37760,49.3,36154,79812,55439.5,70.1,60.9,3,6.2,29.9,8.7,6.9,2.1,1.4,3.4,-15.6
248200107,,19170,24.5,3.4,9820,33850,39,3848,7546,5538.8,50.2,38.2,3.4,8.6,45,10.9,6.5,1.5,1.2,3.8,-12.6
248300394,,25960,10.9,3.6,13470,48380,60.1,33779,68669,49637.5,61.8,50.7,2.7,8.4,38,17.1,3,0.9,0.6,1.5,-19.9
248300410,,24640,10.9,3,13440,40070,57.3,13331,30473,20979.5,70.6,60.9,2.6,7.1,31.4,10.4,4.1,1.5,0.7,1.9,-16.5
248300493,,22100,18.1,3.4,11140,37590,49.3,49058,106793,74641.9,64.5,54.8,3.3,6.4,35.4,9.8,5.8,1.9,1.1,2.8,-15.5
248300543,,22630,17.1,3.4,11530,39310,51.8,206146,417973,300291.2,65.2,56,2.9,6.3,35.2,9.6,6.4,1.7,1.4,3.3,-16.4
248300550,,22090,15.8,3,11750,35680,48.1,18692,42195,29085.7,68.3,59.1,3.4,5.8,32.2,8.4,5.6,2.1,0.9,2.6,-14.5
248400053,,21330,20.2,3.5,10900,37870,45.9,30905,70274,48340,66.5,55.1,3.7,7.7,31,11.4,6.3,2.1,1.4,2.8,-15.2
248400160,,23390,11,2.9,13520,39170,54.2,8448,20366,13715.2,72.3,62,3.2,7.1,28.3,10.7,4.4,2,0.7,1.7,-15.7
248400236,,21220,19.7,3.3,11160,36380,45.8,19544,43667,30141,69.4,59,3.5,6.9,28.4,10.2,7,2.4,1.5,3.1,-15
248400251,,21020,22.5,3.7,10460,38240,47.4,87481,191842,133175.4,69.4,59.9,3.7,5.8,29.2,9.3,7.8,2.4,1.8,3.6,-15.7
248400285,,24060,11.8,3.2,13080,41770,54.7,10627,23918,16560,71.4,60.6,3.3,7.5,29.4,11.9,3.9,1.5,0.7,1.7,-16.6
248400293,,21920,17.1,3.1,11700,36810,48.1,21602,50617,34404.4,72,62.8,3.5,5.7,26.7,10.5,6,2.2,1.2,2.6,-15.2
248400319,,23400,14.1,3.3,12420,40840,52.6,15149,32923,23099.2,69,58.9,3.3,6.8,32.4,10.6,4.7,1.5,0.9,2.3,-16.7
248400335,,22180,17.1,3.5,11330,39980,48.7,7817,16556,11751,58.9,45.8,3,10.1,38.1,14.8,4.4,1.4,0.9,2.1,-16.2
248500191,,23540,11.8,3.2,13160,42620,52.5,5166,9717,7277.9,49.2,38.5,3,7.7,49.8,14.8,2.8,0.9,0.5,1.4,-16.6
248500258,,22910,10.6,2.7,13660,37210,52.3,11005,22170,16113.7,53.6,44.7,3,5.9,45.9,11.8,3.3,1.2,0.6,1.5,-14.6
248500340,,22030,9,2.3,14180,32490,43.8,9787,23223,15686.9,73.9,66.5,2.4,5,26.9,6.6,5,2.5,0.7,1.8,-12.4
248500415,,21070,12.8,2.4,13010,31740,41.2,6611,15023,10372.3,66.1,56.2,2.5,7.4,33.1,7.4,5.3,2.3,0.8,2.2,-11.9
248500464,,21840,8.6,2.2,14380,32200,43.9,9903,23311,15859.6,73,64.8,2.8,5.4,28.1,6.5,4.7,2.3,0.7,1.7,-12.3
248500530,,22730,7.8,2.2,14680,33020,49.2,8333,20450,13626.6,76.3,69.1,3.1,4.1,25.9,6.4,4.5,2.4,0.6,1.5,-13.1
248500563,,22090,10.2,2.5,13770,34430,47.5,6977,15944,10966.6,68.4,59.5,2.5,6.4,33.4,7,4.5,2,0.7,1.8,-13.3
248500589,,23100,11,2.7,13510,36470,51.8,43406,95938,66567,72.4,65.4,2.5,4.5,28.9,8.1,5.4,2,1,2.4,-14.8
248500621,,22680,7.5,2.3,14830,34440,48.1,12902,30844,20805.5,76.7,69.4,2.7,4.6,24.3,8,4.5,2.3,0.7,1.5,-13.5
248500662,,23020,5.8,2.2,15550,34780,48.9,11521,28002,18805.2,75.7,68.7,2.4,4.6,25.8,8,3.8,2.1,0.5,1.2,-13.3
248600413,,21540,15.8,2.9,11860,34520,47.7,37996,81044,57133.8,64.7,57.3,2.7,4.7,35.8,6.9,6.2,2.1,1.2,2.9,-13.6
248600447,,20390,15.7,2.6,12300,32470,40.3,10929,23121,16394.1,64,53.2,2.8,8,34.5,9.1,5.5,1.9,1,2.6,-13.1
248700189,,21430,16,2.9,12080,34820,43.4,5753,11386,8325.1,57.2,48.2,2.2,6.8,43.4,8.4,4.4,1.2,0.7,2.5,-13.4
248719262,,20610,17.8,2.8,11390,32280,40,2443,4977,3575.7,60.1,50.3,2.1,7.7,39.4,7,5.5,1.9,0.8,2.8,-12
248719288,,23990,8.1,2.5,14720,36930,58.1,6844,15449,10665.8,72,65.1,1.8,5.1,33,6,3.8,1.6,0.5,1.7,-14.8
248719312,,22500,17.6,3.4,11350,38310,51.8,93970,188111,135466.8,67.9,60.9,2.3,4.7,33.9,7.1,6.8,1.9,1.5,3.4,-15.7
248719338,,21050,17.2,2.8,11730,33240,43.8,2549,5133,3719.1,59.4,51.2,2.4,5.8,40.1,7.1,5.4,1.5,0.8,3.1,-12
248719353,,19880,21.6,3.2,10460,33600,39.1,2651,4904,3673.8,50,40,2.8,7.2,47.4,9.3,5.3,1.3,0.9,3.1,-12
248719361,,22350,12.2,2.7,13170,35230,47,5277,11217,7921.2,66.5,58.3,2.2,6,35,7.3,4.6,1.7,0.7,2.2,-13.4
248900334,,21260,18.4,3.2,11210,35780,49.7,26719,57721,40326.7,66.4,59,2.8,4.6,33.4,7.8,7.2,2.4,1.4,3.4,-14.8
248900383,,20120,19.6,2.8,11320,31520,44.2,6395,14182,9806.6,62.7,57.5,3.1,2.1,35.3,5.2,8.6,3,1.5,4.1,-11.8
248900524,,23320,9.7,2.6,13960,36580,53,4574,10125,7041.4,69.7,62.3,2.2,5.2,32.8,7.8,4,1.7,0.6,1.7,-14.3
248900664,,21890,12.7,2.7,12880,35090,50,3843,8489,5898.9,66.1,57.2,3.1,5.8,34.5,8.6,4.9,2.1,0.7,2.1,-14.1
248900748,,23140,9.4,2.6,14100,36370,57.2,7440,17664,11939,72.2,64.5,2.8,4.9,31,7.4,4.3,2.2,0.5,1.6,-14.9
248900896,,22940,10.3,2.6,13690,35460,53.8,10508,24661,16760.6,73.2,65.6,2.8,4.8,30.7,5.8,4.7,2.3,0.6,1.8,-14.4
248900938,,21090,18.7,3.2,11010,35040,46.5,9120,19505,13701.1,63.7,55.5,2.9,5.3,35.4,7.4,7.1,2.3,1.4,3.4,-13.6
249000241,,24410,12.4,3.3,13030,43050,56.5,10032,22412,15509.9,80.5,73.6,4.2,2.7,26.7,4.4,4.1,1.5,0.8,1.8,-15.7
249100074,,30960,5,2.7,18460,50670,78.5,10637,27765,18228.9,86.5,80.4,2.1,4,24.2,8.6,2.2,1.2,0.3,0.7,-21.5
249100157,,27710,5.7,2.7,16380,44350,69.6,7984,18839,12824.3,76.5,69.7,2.5,4.3,30.4,9.1,2.7,1.3,0.4,1,-18.7
249100546,,27350,6.4,2.7,15870,43330,71,25025,63270,41806.6,84.8,78.7,2.6,3.5,23.7,6.5,3.4,1.8,0.5,1.1,-18.4
249100553,,28600,5,2.6,17240,44420,74.4,11295,27912,18689.2,82,76.3,2.2,3.5,26.4,7.5,2.6,1.4,0.3,0.9,-18.5
249100595,,26650,8.7,3.1,14480,44360,67.9,10861,26350,17705.2,79.6,73.6,2.5,3.5,26.2,9.2,3.7,1.7,0.6,1.4,-18.7
249500109,,23080,16.9,3.4,11520,39200,59.5,78404,201246,130981,86.5,80,3.5,3,19.3,4.5,6.4,2.8,1.3,2.3,-16.7
249500430,,29580,5.7,2.9,16960,48690,74.7,7630,19006,12700.4,83,75.7,2.4,4.9,26.3,9.5,2.3,1.2,0.3,0.8,-21.1
249500455,,28190,8,3.2,15020,48330,71.4,15970,38622,25935.7,82.3,74.4,2.7,5.2,26.4,9.2,3,1.5,0.5,1,-20.9
249500489,,22730,15.4,3,11850,35930,56.9,14557,38033,24640.7,83.7,78,3.3,2.4,20.9,4.2,6.2,3,1,2.2,-15
249500513,,25910,8.5,2.8,14770,41590,64,6507,15574,10501.1,81.2,73.4,3,4.8,25.1,7.5,3.7,1.8,0.6,1.3,-17.5
249720053,,19950,26.4,4.1,9410,39020,35.9,45991,98355,69659,69.7,60.8,3.4,5.5,24.7,8.9,10.5,2.1,1.5,6.9,-13.8
249720061,,20750,24.7,4.3,9620,40900,39.9,62381,126450,90819.7,74.1,65.9,3.2,5,24.9,5,10.6,2.2,1.9,6.5,-14.6
249740077,,16970,36.3,4.2,8770,37050,30.4,71729,191178,123667.9,74.4,61.2,5,8.2,15.5,6.7,16.2,4,2.8,9.4,-12.8
249740085,,16110,39.3,4,8540,34220,26,51504,132291,86524.4,67.7,54.8,5.4,7.5,19.1,6.7,17.8,4.2,3.3,10.3,-11.3
249740093,,14970,44.3,3.9,8300,32340,23.7,46947,132071,83457.7,70.3,57.9,4.7,7.7,14.1,4.6,21.9,5.8,4.1,12,-10.9
249740101,,18090,32.1,4.4,9200,40360,34.2,81285,219428,141483,78.8,65.9,4.9,8,14.5,6.7,14,3.6,2.3,8.1,-14
249740119,,18360,33,4.5,9130,41120,35.9,82931,209208,137385.1,77.7,66.6,4.1,7,16.1,6.8,14.1,3.7,3,7.4,-14.7
