CODGEO,revenu_median_2019
05060,23320.0
05061,21330.0
05062,21460.0
05063,18710.0
05064,18380.0
05065,20610.0
05068,21340.0
05070,19740.0
05071,22580.0
05072,22320.0
05073,23640.0
05074,21710.0
05075,21790.0
05077,21000.0
05078,17980.0
05079,21580.0
05082,20800.0
05084,21990.0
05085,22610.0
05086,21330.0
05087,21210.0
05090,20160.0
05092,25350.0
05093,20130.0
05095,20730.0
05096,21230.0
05097,20800.0
05098,21440.0
05100,23880.0
05101,20810.0
05103,21740.0
05104,20690.0
05106,24130.0
05107,22490.0
05108,21590.0
05109,23110.0
05110,21600.0
05111,21700.0
05113,22890.0
05114,19340.0
05115,18050.0
05116,20830.0
05117,17130.0
05118,20590.0
05119,22460.0
05121,20650.0
05122,20700.0
05123,22460.0
05124,21340.0
05126,18650.0
05127,21680.0
05128,21080.0
05129,17230.0
05130,24330.0
05132,21750.0
05133,22580.0
05134,21010.0
05136,20930.0
05139,21130.0
05140,20140.0
05142,19610.0
05144,17490.0
05145,20200.0
05146,18440.0
05147,22000.0
05148,21860.0
05149,22320.0
05151,22200.0
05152,19120.0
05153,20490.0
05154,19310.0
05156,22100.0
05157,20530.0
05158,20470.0
05161,21040.0
05162,20790.0
05163,18290.0
05164,21520.0
05165,19570.0
05166,19710.0
05168,21730.0
05170,21240.0
05171,18450.0
05172,20090.0
05173,21940.0
05174,22010.0
05176,20250.0
05177,21390.0
05178,20420.0
05179,19690.0
05180,21960.0
05181,19320.0
05183,22190.0
05184,21480.0
06003,18170.0
06004,23260.0
06005,16120.0
06006,27960.0
06007,25560.0
06010,24550.0
06011,23500.0
06012,21580.0
06013,19660.0
06014,22780.0
06015,24180.0
06016,19860.0
06017,19600.0
06018,29020.0
06019,25010.0
06020,20970.0
06021,23870.0
06022,21780.0
06023,20060.0
06024,19630.0
06025,23900.0
06026,25530.0
06027,22870.0
06028,19900.0
06029,20340.0
06030,21120.0
06031,24590.0
06032,25900.0
06033,22010.0
06034,24610.0
06035,23820.0
06036,23200.0
06037,21920.0
06038,26340.0
06039,24470.0
06041,21420.0
06042,20530.0
06043,22650.0
06044,27460.0
06046,26990.0
06048,23910.0
06049,20870.0
06050,20180.0
06052,16750.0
06053,17010.0
06054,20790.0
06055,22040.0
06057,21110.0
06058,20040.0
06059,29010.0
06060,30510.0
06062,17820.0
06064,26030.0
06065,27810.0
06066,22820.0
06067,25220.0
06068,24080.0
06069,22050.0
06070,19470.0
06071,19760.0
06073,21150.0
06074,20010.0
06075,24080.0
06077,21250.0
06078,20270.0
06079,23310.0
06082,19750.0
06083,21820.0
06084,26760.0
06085,25910.0
06086,17500.0
06088,20530.0
06089,31390.0
