CODGEO,nb_panier_elargi,nb_A1,nb_A2,nb_A4,nb_A5,nb_B1,nb_B2,nb_B3,nb_C2,nb_C6,nb_D1,nb_D3,nb_D4,nb_D5,nb_D6,nb_E1,nb_F1,nb_F3
51582,15,1,1,6,2,0,1,0,0,0,0,0,0,0,0,0,4,0
51583,7,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1
51584,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51585,25,1,1,7,4,0,3,0,0,0,0,0,0,2,0,0,6,1
51586,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51587,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
51588,13,2,1,4,2,0,0,2,0,0,0,0,0,0,0,0,2,0
51589,5,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0
51590,18,2,1,2,2,0,1,0,0,0,1,1,1,2,0,0,4,1
51591,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
51592,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51594,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51595,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
51596,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51597,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51598,9,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0
51599,8,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0
51600,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51601,8,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0
51602,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51603,6,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51604,7,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0
51605,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
51607,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51608,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51609,20,1,0,8,5,0,2,0,0,0,0,0,0,1,0,0,3,0
51610,9,1,0,2,2,0,1,1,0,0,0,0,0,1,0,0,1,0
51611,6,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0
51612,98,3,6,27,21,2,7,8,1,0,1,2,1,3,0,0,16,0
51613,17,1,1,3,2,0,2,1,0,0,0,1,2,0,1,0,2,1
51614,33,1,5,8,4,1,4,2,1,0,0,1,1,1,1,0,3,0
51616,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
51617,12,1,0,2,2,0,0,2,0,0,0,0,0,1,0,0,4,0
51618,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51619,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51620,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51621,11,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,3,1
51622,9,1,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0
51623,9,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,3,0
51624,28,1,2,9,5,0,3,1,0,0,1,1,0,1,0,0,3,1
51625,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
51626,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51627,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
51628,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51629,19,1,0,4,2,0,2,4,0,0,0,0,1,0,0,0,4,1
51630,8,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51631,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51632,6,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
51633,12,1,0,3,2,0,0,0,0,0,0,0,0,1,1,0,4,0
51634,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51635,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51636,17,2,1,7,3,0,1,0,0,0,0,0,0,1,0,0,2,0
51638,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51640,11,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1
51641,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51642,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51643,9,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0
51644,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51645,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51646,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51647,18,2,1,5,2,0,2,0,0,0,0,0,0,2,0,0,4,0
51648,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
51649,351,3,12,50,74,10,28,70,3,0,2,7,10,6,16,1,53,6
51650,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51652,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51654,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0
51655,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
51656,12,1,0,4,0,0,3,0,0,0,0,0,0,1,0,0,3,0
51657,11,1,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0
51658,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51659,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51660,56,2,1,16,12,2,8,5,0,0,0,1,0,2,0,0,6,1
51662,96,3,2,42,16,1,9,6,1,0,0,1,1,3,1,0,9,1
51663,41,2,1,5,14,1,3,0,0,0,0,1,1,3,1,0,8,1
52001,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0
52002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52003,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52006,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
52007,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52008,34,2,2,9,6,0,1,3,0,0,0,1,1,2,2,0,4,1
52009,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
52011,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52012,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52013,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52014,10,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1
52015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52016,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52017,32,3,1,5,4,0,4,1,0,0,0,1,3,2,1,0,6,1
52019,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52021,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52022,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
52023,17,2,1,2,1,0,1,1,0,0,0,1,1,3,1,0,2,1
52025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52027,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52029,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52031,7,1,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
52033,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52034,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52035,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52037,11,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,4,1
52038,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52039,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52040,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52042,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52043,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52044,14,1,1,5,1,0,1,1,0,0,0,0,0,0,0,0,3,1
52045,52,1,2,13,7,3,5,4,0,0,0,1,1,1,1,0,12,1
52047,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52050,30,1,1,10,4,0,2,0,0,0,0,1,0,2,0,0,7,2
52051,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
52053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52055,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52056,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52057,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52058,44,3,1,12,4,1,5,4,0,0,0,1,0,1,1,1,9,1
52059,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52060,84,3,6,6,17,5,8,14,1,0,1,2,2,2,3,0,11,3
52061,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
52062,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52063,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52064,28,2,4,1,1,0,3,0,1,0,0,1,2,2,1,0,8,2
52065,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52066,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52067,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52069,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52070,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52072,11,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,3,0
52074,22,1,1,3,2,0,2,1,0,0,1,1,0,0,4,0,5,1
52075,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
52076,13,1,1,4,2,0,1,0,0,0,0,0,0,1,0,0,2,1
52079,8,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1
52082,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52083,15,1,2,4,0,0,1,1,0,0,0,0,0,0,0,0,5,1
52084,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52085,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52087,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52088,12,1,0,3,4,0,1,1,0,0,0,0,0,0,0,0,2,0
52089,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52090,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52091,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52092,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52093,68,3,4,17,10,2,7,10,1,0,0,1,1,3,0,0,8,1
52094,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52095,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52097,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52099,26,1,1,8,5,0,3,1,0,0,0,0,0,1,0,0,5,1
52101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52102,11,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1
52103,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52104,14,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,1
52105,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52106,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
52107,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52108,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52110,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52113,10,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,2,1
52114,44,3,3,10,8,1,4,5,1,0,0,1,1,1,0,0,5,1
52115,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52118,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52119,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
52120,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
52121,556,5,17,99,124,13,48,128,4,0,3,11,9,15,19,1,54,6
52122,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52123,29,1,1,7,5,0,1,0,1,0,0,0,1,2,1,1,7,1
52124,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52125,14,1,0,4,5,0,0,1,0,0,0,0,0,0,0,0,2,1
52126,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52127,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
52128,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
52129,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52130,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52131,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
52132,16,1,1,3,3,0,0,0,0,0,0,0,1,0,1,0,5,1
52133,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52134,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52135,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52136,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52140,27,2,1,5,6,0,2,1,1,0,0,1,1,0,1,0,4,2
52141,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1
52142,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52145,5,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52146,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52147,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52149,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52151,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52155,7,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0
52156,12,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,2,1
52157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52158,5,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
52159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52160,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52161,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
52162,10,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,3,1
52163,9,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1
52164,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52165,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
52167,7,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
52168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52169,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52170,8,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,1
52171,7,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0
52172,7,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
52173,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52174,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
52175,10,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,3,1
52177,23,1,1,2,1,0,0,0,1,0,0,1,3,2,2,0,8,1
52178,13,2,1,1,2,0,2,0,0,0,1,1,0,0,0,0,2,1
52179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52181,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52182,50,2,1,19,11,0,6,3,0,0,0,1,0,3,0,0,4,0
52183,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52185,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
52187,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52189,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2
52190,9,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1
52193,11,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1
52194,29,2,1,8,6,0,2,1,0,0,0,1,0,3,0,0,5,0
52195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52196,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
52197,55,3,3,8,12,1,3,5,1,0,1,2,2,3,1,0,9,1
52198,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52199,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52200,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52201,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52203,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52204,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52205,19,1,1,2,6,0,0,4,0,0,0,1,0,1,0,0,2,1
52206,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52207,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52208,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52211,38,3,1,10,4,1,3,3,1,0,1,1,1,2,0,1,5,1
52212,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
52213,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52214,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52216,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52217,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52218,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52219,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52220,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
52221,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
52222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52223,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52227,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
52228,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52229,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52230,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1
52231,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52232,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52233,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
52234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52235,7,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1
52237,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52240,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52242,17,1,1,2,4,0,1,2,0,0,0,0,1,0,1,0,4,0
52243,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52244,20,1,0,7,7,0,2,0,0,0,0,0,0,0,0,0,3,0
52245,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52246,13,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,4,1
52247,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
52248,14,1,1,4,2,0,1,2,0,0,0,0,0,0,0,0,3,0
52249,9,1,0,4,1,0,0,0,0,0,0,0,0,2,0,0,1,0
52250,133,2,7,16,37,5,12,18,1,0,1,5,2,5,2,1,18,1
52251,23,1,0,10,4,0,0,3,0,0,0,0,0,1,0,0,3,1
52253,10,1,1,2,2,0,1,1,0,0,0,0,0,1,0,0,1,0
52254,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52257,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
52258,8,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1
52260,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52264,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52265,22,1,1,8,4,1,3,1,0,0,0,0,0,0,0,0,3,0
52266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52267,8,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52269,261,4,23,23,63,5,20,61,3,0,2,5,5,8,8,1,22,8
52271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52272,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52273,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52274,8,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
52275,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52276,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0
52277,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52278,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52280,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
52282,11,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,5,0
52284,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52285,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52286,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52287,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52288,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52289,6,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
52290,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52291,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52292,30,1,2,5,5,1,2,3,0,0,0,1,1,3,0,0,5,1
52294,16,1,1,6,2,0,0,0,0,0,0,0,0,1,0,0,5,0
52295,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52297,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52298,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52301,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52302,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52303,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
52304,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52305,15,1,1,6,2,0,1,1,0,0,0,0,0,0,0,0,2,1
52306,12,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,3,1
52307,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
52308,13,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,6,1
52310,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52311,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
52312,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52313,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52315,12,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3,1
52316,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52318,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52319,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52320,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
52321,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52322,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52325,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52326,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52327,10,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1
52328,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52330,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52331,82,3,4,15,18,4,4,10,1,0,0,1,2,3,7,0,9,1
52332,64,3,3,12,11,2,7,11,1,0,0,1,1,4,1,0,6,1
52335,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52336,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52337,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52341,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52342,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52344,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52346,9,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1
52347,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52348,21,1,1,6,4,0,1,0,0,0,0,1,1,1,1,0,3,1
52349,11,1,0,4,1,0,0,1,0,0,0,0,0,1,0,0,3,0
52350,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52353,103,3,6,27,22,3,4,15,1,0,0,1,4,5,2,0,8,2
52354,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52355,7,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0
52356,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
52357,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
52358,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52359,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52360,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52362,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
