CODGEO,nb_panier_elargi,nb_A1,nb_A2,nb_A4,nb_A5,nb_B1,nb_B2,nb_B3,nb_C2,nb_C6,nb_D1,nb_D3,nb_D4,nb_D5,nb_D6,nb_E1,nb_F1,nb_F3
01001,19,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,4,0
01002,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01004,431,4,12,111,102,7,43,92,2,0,2,6,4,11,5,1,27,2
01005,50,1,1,23,8,0,3,3,0,0,0,1,1,1,1,0,6,1
01006,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01007,63,1,1,25,13,0,4,2,0,0,1,1,0,3,2,1,7,2
01008,29,1,0,12,4,1,0,4,0,0,0,0,0,1,0,0,5,1
01009,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
01010,26,1,1,11,4,0,2,0,0,0,0,0,0,0,0,0,6,1
01011,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01012,8,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01013,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
01014,126,1,1,33,23,3,5,38,1,0,0,1,1,4,0,0,14,1
01015,11,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0
01016,10,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
01017,13,1,0,5,1,0,1,0,0,0,0,0,0,1,0,0,4,0
01019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01021,29,1,1,7,8,0,3,0,0,0,0,1,0,1,0,0,5,2
01022,39,1,1,7,8,1,8,2,1,0,1,1,1,2,0,0,4,1
01023,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01024,69,2,2,24,16,0,6,7,0,0,0,1,1,3,1,0,5,1
01025,62,1,0,23,7,1,5,3,1,0,0,1,2,4,0,0,12,2
01026,24,1,3,3,7,0,2,2,0,0,1,0,0,0,0,0,4,1
01027,64,1,0,30,12,0,6,3,0,0,0,0,0,2,0,0,9,1
01028,16,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,6,0
01029,17,1,1,4,1,0,2,0,0,0,0,0,0,0,1,0,6,1
01030,31,1,1,12,7,0,2,0,0,0,0,0,0,0,0,0,7,1
01031,73,1,1,17,13,1,5,11,0,0,1,1,1,3,0,1,17,0
01032,69,1,1,31,15,1,5,3,0,0,0,1,1,3,0,1,5,1
01033,472,3,14,168,116,5,34,53,2,0,1,7,4,14,4,1,39,7
01034,329,4,11,91,77,5,32,61,2,0,3,5,6,6,6,0,16,4
01035,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
01036,17,1,0,8,4,0,1,0,0,0,0,0,0,0,0,0,3,0
01037,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01038,23,1,0,10,3,0,1,0,0,0,0,0,0,2,0,0,5,1
01040,13,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,6,1
01041,13,1,0,6,2,0,0,1,0,0,0,0,0,0,0,0,3,0
01042,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0
01043,209,1,2,61,40,8,11,59,1,0,1,2,2,6,1,1,12,1
01044,10,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0
01045,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
01046,20,1,1,10,3,0,0,0,0,0,0,0,0,0,0,0,4,1
01047,38,1,1,17,8,0,1,1,0,0,0,0,0,1,0,0,7,1
01049,85,2,1,37,22,2,3,2,0,0,0,1,0,2,0,0,12,1
01050,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
01051,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01052,7,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
01053,1245,4,27,236,375,15,93,264,7,1,10,17,16,29,26,0,114,11
01054,22,1,0,12,3,0,0,0,0,0,0,0,0,0,0,0,5,1
01056,6,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0
01057,11,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1
01058,32,1,1,10,5,0,3,0,0,0,0,0,0,3,0,0,8,1
01060,18,1,1,5,1,0,2,1,0,0,0,0,1,1,0,0,4,1
01061,28,1,0,16,5,0,1,0,0,0,0,0,0,0,0,0,4,1
01062,21,1,0,12,2,0,1,0,0,0,0,0,0,0,0,0,5,0
01063,16,1,0,8,1,0,0,0,0,0,0,0,0,0,0,1,5,0
01064,31,1,0,17,4,1,0,2,1,0,0,0,0,2,0,0,2,1
01065,37,1,0,12,12,0,1,1,0,0,0,1,0,1,0,0,7,1
01066,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01067,11,1,0,3,2,0,1,2,0,0,0,0,0,0,0,0,2,0
01068,27,1,1,11,8,0,3,0,0,0,0,0,1,0,0,0,1,1
01069,28,1,0,11,6,0,0,0,0,0,0,0,0,3,0,0,6,1
01071,87,1,0,31,20,3,5,15,0,0,0,1,0,5,0,0,5,1
01072,88,2,1,32,18,1,8,4,1,0,1,1,3,2,3,1,9,1
01073,29,1,1,16,5,0,2,0,0,0,0,0,0,1,0,0,3,0
01074,80,3,3,25,19,1,5,7,0,0,0,1,2,4,1,0,8,1
01075,42,1,0,25,4,0,4,1,0,0,1,0,1,0,1,0,3,1
01076,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01077,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
01078,14,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,3,1
01079,25,1,3,3,1,0,2,3,0,0,0,1,3,1,1,0,5,1
01080,9,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2,1
01081,20,2,1,6,3,0,3,0,0,0,0,0,1,0,0,0,3,1
01082,15,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,7,1
01083,34,1,1,22,2,0,1,1,0,0,0,0,0,0,0,0,5,1
01084,25,1,0,14,4,0,0,0,0,0,0,0,0,1,0,0,4,1
01085,8,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0
01087,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
01088,14,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1
01089,65,1,0,37,10,0,2,7,0,0,0,0,0,1,0,0,6,1
01090,11,1,0,4,3,0,0,1,0,0,0,0,0,0,0,0,2,0
01092,45,1,1,16,12,0,4,3,0,0,0,0,0,1,1,0,5,1
01093,201,3,6,53,49,3,16,32,2,0,1,2,5,5,1,0,20,3
01094,10,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,3,0
01095,24,1,1,8,4,0,2,2,0,0,0,0,0,0,0,0,5,1
01096,27,1,1,12,5,0,2,0,0,0,0,0,0,2,0,0,3,1
01098,29,1,0,15,5,2,0,3,0,0,0,0,0,0,0,0,3,0
01099,41,1,0,19,8,0,1,0,0,0,0,0,1,1,1,0,7,2
01100,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
01101,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01102,20,1,0,11,3,0,1,0,0,0,0,0,0,0,0,0,3,1
01103,23,1,1,10,4,0,1,1,0,0,0,0,0,1,0,0,4,0
01104,16,1,1,2,4,0,2,2,0,0,0,0,0,0,0,0,3,1
01105,64,1,1,35,7,0,3,3,0,0,0,0,0,1,2,0,10,1
01106,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
01107,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01108,50,1,3,13,9,0,5,2,1,0,0,1,2,2,2,0,8,1
01109,52,1,3,19,9,0,5,0,0,0,1,1,0,3,0,0,9,1
01110,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1
01111,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
01112,14,1,0,7,2,0,2,0,0,0,0,0,0,0,0,0,2,0
01113,19,1,1,6,4,0,2,0,0,0,0,0,0,0,0,0,4,1
01114,12,1,0,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1
01115,30,1,0,14,4,1,0,3,0,0,0,0,0,2,0,0,4,1
01116,13,1,0,3,3,0,1,1,0,0,0,0,0,0,0,0,3,1
01117,7,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0
01118,33,1,1,17,3,0,4,0,0,0,0,0,1,0,2,1,2,1
01121,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01123,33,1,1,13,6,0,1,1,0,0,0,0,0,2,0,0,7,1
01124,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1
01125,14,1,1,2,4,0,2,0,0,0,0,1,0,0,0,0,2,1
01127,17,1,0,9,1,0,1,0,0,0,0,0,0,0,0,0,4,1
01128,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01129,8,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1
01130,56,2,1,20,9,0,4,2,0,0,0,0,0,5,0,0,11,2
01133,14,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,5,0
01134,27,1,0,13,5,0,2,0,0,0,0,0,0,0,0,1,4,1
01135,41,1,0,20,10,0,1,3,0,0,0,0,0,1,0,0,4,1
01136,21,1,0,11,2,0,0,0,0,0,0,0,0,2,0,0,4,1
01138,86,2,4,23,18,3,6,6,1,0,0,1,0,4,0,1,16,1
01139,14,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,6,0
01140,20,1,0,8,2,0,0,0,0,0,0,0,1,0,0,0,7,1
01141,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
01142,114,1,3,51,20,3,3,8,2,0,1,1,0,5,1,0,15,0
01143,205,1,9,32,77,2,14,35,2,0,0,2,2,6,0,0,21,2
01145,34,1,1,18,7,0,1,0,0,0,0,0,0,1,0,0,4,1
01146,7,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0
01147,13,1,0,6,2,0,0,0,0,0,0,0,0,1,0,0,3,0
01148,33,1,1,10,8,0,1,4,0,0,0,1,0,0,0,0,6,1
01149,17,1,0,5,3,0,0,1,0,0,0,0,0,1,0,0,5,1
01150,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
01151,20,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,6,1
01152,16,1,1,5,2,0,1,2,0,0,0,0,0,0,0,0,3,1
01153,21,1,0,5,4,0,1,1,0,0,0,0,0,2,0,0,6,1
01155,7,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0
01156,26,1,0,12,5,0,1,1,0,0,0,0,0,0,0,0,6,0
01157,70,1,0,29,17,0,4,1,0,0,0,1,1,5,1,0,9,1
01158,16,1,1,7,3,0,1,1,0,0,0,0,0,1,0,0,1,0
01159,83,2,3,27,15,1,8,9,1,0,0,1,2,2,2,0,9,1
01160,256,1,9,39,97,7,22,44,1,0,1,4,1,6,2,0,18,4
01162,6,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
01163,51,1,1,23,10,1,6,2,0,0,0,0,0,1,0,0,5,1
01165,33,2,0,17,6,0,2,0,0,0,0,0,0,0,0,0,6,0
01166,60,2,1,28,12,0,4,6,0,0,0,0,0,2,0,0,4,1
01167,15,1,0,6,4,0,0,0,0,0,0,0,0,1,0,0,3,0
01169,13,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0
01170,18,1,0,12,3,0,0,0,0,0,0,0,0,0,0,0,2,0
01171,12,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0
01173,219,2,10,57,77,4,13,18,2,0,2,4,2,9,2,0,15,2
01174,11,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0
01175,13,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0
01177,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01179,56,1,0,24,13,0,2,2,0,0,0,1,1,5,0,0,6,1
01180,19,1,1,4,9,0,1,1,0,0,0,0,0,0,0,0,2,0
01181,22,1,0,8,5,1,3,0,0,0,0,0,1,0,0,0,3,0
01183,34,1,1,18,4,0,3,2,0,0,0,0,0,1,0,0,4,0
01184,16,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,8,0
01185,149,3,8,38,27,2,9,14,1,0,1,4,6,7,5,0,22,2
01187,32,1,1,9,9,0,2,2,0,0,0,0,0,1,0,0,6,1
01188,14,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,3,0
01189,22,2,1,6,2,0,1,1,0,0,0,0,0,2,0,0,6,1
01190,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
01191,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01192,49,3,1,19,11,0,3,2,0,0,0,1,1,1,1,0,5,1
01193,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
01194,148,1,5,61,36,2,4,10,1,0,0,3,3,7,0,0,14,1
01195,44,1,1,13,10,0,1,4,0,0,0,0,1,2,0,0,10,1
01196,36,1,0,7,14,1,4,4,0,0,0,0,0,1,0,0,3,1
01197,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
01198,7,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0
01199,47,2,1,18,7,0,2,2,0,0,0,1,2,3,1,0,7,1
01200,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
01202,200,2,7,66,59,3,8,23,1,0,1,4,2,7,1,0,15,1
01203,27,1,0,13,4,1,0,2,0,0,0,0,0,1,0,0,4,1
01204,17,1,1,5,6,0,1,1,0,0,0,0,0,0,0,0,2,0
01206,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01207,10,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0
01208,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01209,16,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,2,1
01210,23,1,1,3,6,1,2,4,0,0,0,0,0,1,0,0,3,1
01211,31,1,1,11,8,0,3,1,0,0,0,1,0,1,0,0,3,1
01212,16,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,3,1
01213,34,1,1,8,8,0,1,6,1,0,0,0,0,1,0,0,7,0
01214,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01215,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01216,21,2,2,9,1,0,2,0,0,0,0,1,1,1,0,0,1,1
01219,7,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
01224,95,2,2,51,22,1,2,3,0,0,0,1,0,2,0,0,8,1
01225,9,1,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0
01227,16,1,0,10,3,0,0,0,0,0,0,0,0,0,0,0,2,0
01228,18,1,1,8,5,0,2,1,0,0,0,0,0,0,0,0,0,0
01229,40,1,0,10,13,0,3,2,0,0,0,0,0,2,0,0,8,1
01230,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01231,43,1,1,17,9,0,3,1,0,0,0,1,1,0,0,0,8,1
01232,67,1,2,18,14,0,7,4,1,0,1,1,2,2,1,0,12,1
01233,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
01234,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01235,36,1,1,11,8,0,2,0,1,0,0,0,1,3,0,1,6,1
01236,22,1,0,11,2,0,3,0,0,0,0,0,0,1,0,0,3,1
01237,34,1,1,18,3,0,3,1,0,0,0,0,0,2,0,0,5,0
01238,64,1,0,31,11,4,4,4,0,0,1,1,0,1,0,0,5,1
01239,16,1,0,7,2,0,1,0,0,0,0,0,0,0,0,0,5,0
01240,11,1,0,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0
01241,25,1,1,3,5,0,5,0,0,0,0,0,0,0,1,0,7,2
01242,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01243,24,1,1,12,2,0,1,1,0,0,0,0,0,0,0,0,5,1
01244,266,2,12,73,63,4,28,42,1,0,1,4,4,8,3,1,18,2
01245,22,1,0,8,6,0,1,0,0,0,0,0,0,1,0,0,4,1
01246,66,1,1,29,12,0,4,3,0,0,1,1,1,2,0,1,9,1
01247,25,2,1,9,5,0,2,3,0,0,0,0,0,0,1,0,0,2
01248,60,1,1,25,11,0,2,5,0,0,0,1,0,4,0,1,8,1
01249,252,2,9,85,51,1,27,23,2,0,1,4,3,8,0,2,30,4
01250,40,1,0,17,5,0,1,0,0,0,0,1,0,3,0,0,11,1
01252,26,1,0,16,2,0,1,2,0,0,0,0,0,0,0,0,3,1
01254,78,1,1,30,24,2,5,7,0,0,0,0,0,0,0,0,7,1
01255,11,1,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0
01257,7,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
01258,36,1,0,13,3,1,3,3,1,0,0,0,0,3,1,0,7,0
01259,10,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0
01260,9,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1
01261,16,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,5,1
01262,186,3,7,70,41,1,14,11,1,0,2,3,2,12,1,1,15,2
01263,88,2,3,33,20,0,7,7,0,0,1,1,3,0,1,0,9,1
01264,18,1,0,8,3,0,0,0,0,0,0,0,1,0,0,0,4,1
01265,111,1,6,33,24,1,10,8,1,0,1,3,1,6,3,0,12,1
01266,96,2,6,22,20,2,4,14,1,0,1,3,4,4,2,0,10,1
01267,29,1,1,9,5,0,2,3,0,0,0,0,0,1,0,1,5,1
01268,10,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0
01269,96,2,3,21,27,1,11,12,1,0,0,2,2,2,1,0,8,3
01272,46,1,1,19,6,0,2,3,0,0,0,1,3,3,1,0,5,1
01273,35,1,1,12,6,1,0,3,0,0,0,0,0,3,0,0,7,1
01274,16,1,0,5,3,0,2,0,0,0,0,0,0,0,0,0,5,0
01275,66,1,1,36,19,0,0,0,0,0,0,1,0,4,0,0,3,1
01276,39,1,0,19,9,0,2,3,0,0,0,0,0,0,0,0,4,1
01277,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01279,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01280,8,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0
01281,53,2,0,10,19,2,5,3,0,0,0,1,3,3,0,0,5,0
01282,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01283,619,4,14,176,151,9,53,108,3,0,4,10,7,29,14,1,30,6
01284,16,1,0,4,5,0,1,0,0,0,0,0,0,0,0,0,4,1
01285,29,1,1,15,5,0,0,1,0,0,0,0,0,2,0,0,4,0
01286,17,1,0,9,1,0,1,0,0,0,0,0,0,0,0,0,4,1
01288,50,2,1,14,9,2,3,4,1,0,0,1,0,2,1,0,9,1
01289,165,2,5,57,30,3,6,20,1,0,0,3,4,7,2,0,24,1
01290,41,1,0,17,13,0,2,3,0,0,0,0,0,0,0,0,4,1
01291,19,1,0,10,3,0,1,0,0,0,0,0,0,1,0,0,2,1
01293,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01294,23,1,0,12,2,0,2,0,0,0,0,0,0,0,1,0,4,1
01295,15,1,0,4,4,0,1,1,0,0,0,0,1,0,1,0,2,0
01296,7,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01297,17,1,0,8,4,0,1,1,0,0,0,0,0,0,0,0,1,1
01298,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
01299,15,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0,4,0
01301,78,2,1,36,13,1,4,6,0,0,1,1,1,4,0,1,6,1
01302,6,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
01303,60,2,2,15,13,0,5,5,1,0,1,1,0,2,0,0,12,1
01304,93,3,6,29,18,1,7,8,1,0,1,1,1,4,0,1,11,1
01305,106,2,5,17,35,1,9,17,1,0,0,3,2,4,0,0,8,2
01306,50,2,4,5,11,0,7,4,1,0,0,1,2,1,1,0,10,1
01307,32,1,0,10,10,2,1,3,0,0,0,0,0,0,0,0,5,0
01308,16,1,0,2,5,0,0,0,0,0,0,0,0,1,0,1,6,0
01309,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01310,5,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
01311,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01313,85,1,2,13,26,1,3,9,1,0,0,2,0,9,3,0,14,1
01314,54,1,1,26,12,0,2,2,0,0,0,1,1,2,1,0,5,0
01317,9,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,2,0
01318,22,1,0,13,3,0,0,0,0,0,0,0,1,1,1,0,2,0
01319,16,1,0,6,3,0,0,1,0,0,0,0,0,0,0,0,5,0
01320,113,1,1,48,29,2,5,8,0,0,0,1,2,3,1,0,11,1
01321,14,1,0,6,2,0,0,1,0,0,0,0,0,0,0,0,4,0
01322,142,1,1,79,24,0,5,5,1,0,0,1,4,5,2,0,13,1
01323,26,1,0,16,3,0,2,1,0,0,0,0,0,0,0,0,3,0
01325,26,1,0,9,6,0,2,0,0,0,0,0,0,0,0,0,7,1
01328,15,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,7,0
01329,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
01330,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01331,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
01332,18,1,0,5,4,0,0,3,0,0,0,0,0,0,0,0,5,0
01333,122,2,4,42,25,2,9,15,1,0,0,1,2,5,1,1,11,1
01334,14,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,4,0
01335,12,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,5,0
01336,25,1,0,11,3,0,1,1,0,0,0,0,0,1,0,0,6,1
01337,31,1,0,12,5,3,0,4,0,0,0,0,0,2,0,0,3,1
01338,31,1,1,16,4,0,1,4,0,0,0,0,0,0,0,0,4,0
01339,28,1,1,13,6,0,2,0,0,0,0,0,1,0,0,0,3,1
01342,14,1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,4,1
01343,42,1,1,21,7,0,3,0,0,0,0,0,0,1,0,0,5,3
01344,120,1,0,45,28,2,4,13,1,0,1,2,2,4,2,0,14,1
01345,48,1,1,20,12,0,4,0,0,0,0,1,0,0,0,0,8,1
01346,21,1,1,5,5,0,2,1,0,0,0,0,0,1,0,0,4,1
01347,52,1,0,23,5,0,2,4,1,0,0,0,0,5,0,0,10,1
01348,91,1,3,39,16,1,7,10,1,0,1,1,1,2,0,0,7,1
01349,10,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1
01350,74,2,2,17,19,1,9,7,0,0,1,1,2,2,1,0,9,1
01351,41,2,1,21,6,0,2,0,0,0,0,0,0,2,0,0,6,1
01352,16,1,0,8,4,0,0,1,0,0,0,0,0,0,0,0,2,0
01353,43,1,0,22,10,0,2,2,0,0,0,0,0,1,0,0,4,1
01354,272,3,10,81,74,5,22,32,1,0,1,4,2,9,4,0,22,2
01355,9,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1
01356,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0
01357,17,1,1,5,6,0,1,0,0,0,0,0,0,0,0,0,2,1
01358,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01359,8,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0
01360,31,1,1,13,6,0,2,1,0,0,0,0,0,1,1,0,4,1
01361,33,1,1,15,4,0,6,0,0,0,0,0,0,2,0,0,3,1
01362,22,1,0,12,4,0,1,2,0,0,0,0,0,0,0,0,2,0
01363,54,1,1,22,9,0,4,4,0,0,0,0,1,3,1,0,7,1
01364,14,1,1,4,3,1,2,0,0,0,0,0,0,0,0,0,1,1
01365,24,2,0,8,4,0,1,0,0,0,0,0,0,2,0,0,6,1
01366,23,1,0,7,5,0,0,2,0,0,0,0,0,3,0,0,4,1
01367,24,1,1,8,4,0,2,0,0,0,0,1,1,1,0,0,5,0
01368,23,1,0,10,3,0,2,0,0,0,0,0,0,2,0,0,5,0
01369,21,1,0,9,2,0,1,1,0,0,0,0,0,1,1,0,4,1
01370,51,1,1,12,18,0,3,5,0,0,0,1,1,2,0,0,6,1
01371,25,1,1,10,4,0,1,1,0,0,0,0,0,1,0,1,4,1
01372,12,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1
01373,36,1,1,12,8,0,3,3,0,0,1,1,1,1,0,0,3,1
01374,42,2,1,14,5,0,3,5,0,0,0,0,0,1,0,1,9,1
01375,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1
01376,95,2,1,40,18,1,6,3,0,0,1,1,2,8,0,1,10,1
01378,55,1,1,25,9,0,2,2,0,0,0,1,0,3,0,0,10,1
01379,20,1,1,9,2,0,2,1,0,0,0,0,0,0,0,0,3,1
01380,20,1,1,4,4,0,3,1,0,0,0,0,0,0,0,0,5,1
01381,24,1,0,10,7,0,1,0,0,0,0,0,1,0,0,0,3,1
01382,7,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
01383,31,1,1,7,7,0,2,2,0,0,0,1,0,1,1,1,5,2
01384,77,3,3,26,14,1,4,5,1,0,1,1,3,3,0,1,10,1
01385,22,1,0,8,5,0,2,0,0,0,0,0,0,0,0,0,5,1
01386,16,1,0,5,2,0,2,0,0,0,0,0,0,0,0,0,5,1
01387,6,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0
01388,49,3,3,8,8,1,2,3,1,0,0,1,5,4,2,0,7,1
01389,59,1,3,31,6,0,2,3,0,0,0,1,2,1,1,0,7,1
01390,54,3,1,17,15,0,2,1,0,0,0,0,2,2,2,0,8,1
01391,7,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
01392,8,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0
01393,16,1,0,9,4,0,1,0,0,0,0,0,0,0,0,0,1,0
01396,33,1,1,11,10,0,2,1,0,0,0,1,0,0,0,0,5,1
01397,10,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,3,1
01398,42,1,1,26,3,1,3,0,0,0,0,0,0,0,0,0,6,1
01399,46,1,0,8,12,1,6,9,0,0,0,1,0,2,0,0,6,0
01400,5,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
01401,22,1,0,7,5,0,1,0,0,0,0,0,0,0,0,0,7,1
01402,17,1,1,6,3,0,0,1,0,0,0,0,0,0,0,0,4,1
01403,54,1,1,17,14,0,4,1,0,0,1,1,1,3,0,0,9,1
01404,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01405,29,1,0,5,9,1,1,1,0,0,0,0,0,1,0,1,9,0
01406,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01407,26,1,2,1,10,0,2,2,0,0,0,1,0,2,0,0,4,1
01408,19,2,1,6,1,0,1,2,0,0,0,0,0,0,0,1,4,1
01410,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01411,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
01412,16,1,0,4,2,0,2,0,0,0,0,0,1,0,1,0,4,1
01415,7,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0
