CODGEO,diversite_equip,dens_services,dens_commerces,dens_enseignement,dens_sante,dens_transports,dens_sport_culture,sup_services,sup_commerces,sup_enseignement,sup_sante,sup_transports,sup_sport_culture
22107,2,12.89,2.42,0.0,1.61,0.0,7.25,0,0,0,1,0,1
22108,1,8.2,8.2,0.0,0.0,0.0,0.0,0,1,0,0,0,0
22109,1,37.97,0.0,0.0,0.0,0.0,4.22,1,0,0,0,0,0
22110,0,12.03,1.72,0.0,0.0,0.0,3.44,0,0,0,0,0,0
22111,1,9.93,2.48,0.0,0.0,0.0,9.93,0,0,0,0,0,1
22112,1,13.67,4.56,0.0,0.0,0.0,2.28,0,1,0,0,0,0
22113,3,13.76,11.26,0.15,2.7,0.05,2.31,0,1,1,1,0,0
22114,2,7.01,1.17,0.0,2.34,0.0,7.01,0,0,0,1,0,1
22115,1,8.75,2.19,0.0,0.0,0.0,10.94,0,0,0,0,0,1
22116,1,10.18,0.73,0.0,0.73,0.0,9.45,0,0,0,0,0,1
22117,0,13.55,1.13,0.0,0.56,0.0,2.26,0,0,0,0,0,0
22118,2,8.76,4.5,0.0,1.66,0.0,2.13,0,1,0,1,0,0
22119,2,15.13,0.0,0.0,1.68,0.0,10.08,0,0,0,1,0,1
22121,5,24.92,13.0,0.54,3.79,0.0,5.42,1,1,1,1,0,1
22122,2,6.77,1.35,0.0,1.35,0.0,6.77,0,0,0,1,0,1
22124,1,9.35,0.0,0.0,0.0,0.0,9.35,0,0,0,0,0,1
22126,1,19.35,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
22127,3,12.64,3.79,0.0,1.26,0.0,5.06,0,1,0,1,0,1
22128,2,12.22,0.0,0.0,0.0,2.44,9.78,0,0,0,0,1,1
22129,1,27.78,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
22131,3,8.84,3.79,0.0,2.53,0.0,6.31,0,1,0,1,0,1
22132,1,12.2,0.0,0.0,0.0,0.0,12.2,0,0,0,0,0,1
22133,2,20.63,0.0,0.0,0.0,0.0,7.94,1,0,0,0,0,1
22134,1,12.64,2.59,0.0,2.27,0.0,2.59,0,0,0,1,0,0
22135,3,13.26,4.7,0.0,2.57,0.43,2.99,0,1,0,1,1,0
22136,3,12.09,10.14,0.2,3.48,0.0,3.79,0,1,1,1,0,0
22137,1,13.67,1.37,0.0,6.15,0.0,4.1,0,0,0,1,0,0
22138,2,20.11,2.87,0.0,0.0,0.0,14.37,1,0,0,0,0,1
22139,1,12.5,0.0,0.0,0.0,0.0,37.5,0,0,0,0,0,1
22140,1,14.61,0.0,0.0,1.62,0.0,3.25,0,0,0,1,0,0
22141,3,34.04,4.26,0.0,0.0,0.0,8.51,1,1,0,0,0,1
22143,4,21.13,14.67,0.59,7.04,0.0,3.52,1,1,1,1,0,0
22144,3,12.01,0.75,0.0,1.5,0.75,5.26,0,0,0,1,1,1
22145,1,12.22,2.44,0.0,1.22,0.0,4.89,0,0,0,0,0,1
22146,2,15.04,7.52,0.0,0.0,0.0,10.03,0,1,0,0,0,1
22147,4,12.48,7.09,0.67,5.06,0.0,6.41,0,1,1,1,0,1
22148,1,8.47,0.0,0.0,0.0,0.0,12.71,0,0,0,0,0,1
22149,1,13.45,2.24,0.0,0.0,0.0,6.73,0,0,0,0,0,1
22150,1,9.37,0.0,0.0,1.04,0.0,5.2,0,0,0,0,0,1
22152,2,16.81,12.01,0.0,5.6,0.0,3.2,0,1,0,1,0,0
22153,5,20.13,12.08,1.34,8.05,0.0,5.37,1,1,1,1,0,1
22155,1,7.93,0.93,0.0,1.86,0.0,2.8,0,0,0,1,0,0
22156,1,9.39,0.0,0.0,0.0,0.0,10.95,0,0,0,0,0,1
22157,0,12.07,0.0,0.0,0.0,0.0,3.02,0,0,0,0,0,0
22158,4,13.21,4.8,0.8,1.6,0.0,6.41,0,1,1,1,0,1
22160,1,13.51,2.08,0.0,1.04,0.0,5.2,0,0,0,0,0,1
22161,1,7.97,1.09,0.0,0.72,0.0,4.71,0,0,0,0,0,1
22162,5,19.47,18.5,0.28,3.62,0.14,2.64,1,1,1,1,1,0
22163,1,14.73,0.0,0.0,0.0,0.0,8.84,0,0,0,0,0,1
22164,0,8.0,2.13,0.0,0.53,0.0,4.27,0,0,0,0,0,0
22165,2,4.94,0.0,0.0,1.65,0.0,6.59,0,0,0,1,0,1
22166,2,13.54,8.36,0.0,1.99,0.0,3.98,0,1,0,1,0,0
22168,4,18.82,11.43,0.28,2.79,0.0,2.23,1,1,1,1,0,0
22169,2,16.95,5.65,0.0,0.0,0.0,16.95,0,1,0,0,0,1
22170,0,12.47,1.78,0.0,1.19,0.0,2.97,0,0,0,0,0,0
22171,2,16.74,5.95,0.0,1.98,0.0,3.3,0,1,0,1,0,0
22172,3,16.36,8.83,0.33,4.25,0.0,2.94,0,1,1,1,0,0
22174,1,13.02,0.0,0.0,0.0,0.0,6.51,0,0,0,0,0,1
22175,1,16.22,2.6,0.0,0.65,0.0,5.19,0,0,0,0,0,1
22176,0,13.75,1.88,0.0,1.16,0.0,1.59,0,0,0,0,0,0
22177,0,12.04,1.42,0.0,0.71,0.0,4.25,0,0,0,0,0,0
22178,2,9.8,2.26,0.0,1.51,0.0,5.28,0,0,0,1,0,1
22179,4,23.01,8.08,0.0,1.87,0.0,5.6,1,1,0,1,0,1
22180,3,9.83,5.17,0.0,3.1,0.0,4.66,0,1,0,1,0,1
22181,1,18.26,0.0,0.0,0.0,0.0,6.09,0,0,0,0,0,1
22182,0,14.86,1.24,0.0,0.93,0.0,2.79,0,0,0,0,0,0
22183,2,9.36,2.41,0.53,2.94,0.0,3.74,0,0,1,1,0,0
22184,2,7.55,0.0,0.0,1.26,0.0,6.92,0,0,0,1,0,1
22185,4,17.29,3.22,0.8,4.02,0.4,4.42,0,1,1,1,1,0
22186,4,18.95,11.81,0.49,2.71,0.0,3.69,1,1,1,1,0,0
22187,3,14.89,7.48,0.14,2.86,0.0,2.52,0,1,1,1,0,0
22188,3,21.52,1.79,0.0,2.69,0.0,5.38,1,0,0,1,0,1
22189,4,15.99,5.33,1.78,1.78,0.0,12.43,0,1,1,1,0,1
22190,1,17.19,2.02,0.0,1.52,0.0,2.02,0,0,0,1,0,0
22193,2,10.37,1.22,0.0,1.83,0.61,3.05,0,0,0,1,1,0
22194,3,15.13,6.05,0.28,3.3,0.0,4.13,0,1,1,1,0,0
22195,2,11.28,6.94,0.0,1.74,0.0,2.6,0,1,0,1,0,0
22196,3,17.22,7.53,0.0,5.38,0.0,5.38,0,1,0,1,0,1
22197,2,13.88,2.98,0.0,1.32,0.33,2.64,0,0,0,1,1,0
22198,2,15.49,2.63,0.26,1.31,0.0,2.89,0,0,1,1,0,0
22199,1,16.03,1.69,0.0,1.69,0.0,1.69,0,0,0,1,0,0
22200,1,9.84,0.0,0.0,0.0,0.0,6.56,0,0,0,0,0,1
22201,0,17.24,2.65,0.0,0.0,0.0,3.98,0,0,0,0,0,0
22202,2,18.57,1.33,0.0,0.0,0.0,6.63,1,0,0,0,0,1
22203,3,13.38,3.4,0.49,2.68,0.0,3.89,0,1,1,1,0,0
22204,0,13.07,0.82,0.0,0.82,0.0,4.08,0,0,0,0,0,0
22205,2,21.33,0.0,0.0,0.0,0.0,4.74,1,0,0,0,0,1
22206,4,16.66,5.81,0.25,4.54,0.25,2.27,0,1,1,1,1,0
22207,4,14.05,4.99,0.45,2.72,0.45,2.72,0,1,1,1,1,0
22208,1,15.04,2.31,0.58,1.16,0.0,2.89,0,0,1,0,0,0
22209,2,14.88,6.96,0.0,1.44,0.0,1.2,0,1,0,1,0,0
22210,1,10.2,4.28,0.0,0.99,0.0,2.3,0,1,0,0,0,0
22211,0,11.49,2.14,0.0,0.8,0.0,2.67,0,0,0,0,0,0
22212,1,12.25,1.75,0.0,0.87,0.87,4.37,0,0,0,0,1,0
22213,3,13.84,3.17,0.58,2.02,0.0,2.59,0,1,1,1,0,0
22214,1,15.11,2.25,0.0,1.29,0.0,1.29,0,0,0,1,0,0
22215,2,12.93,2.64,0.09,1.94,0.0,3.08,0,0,1,1,0,0
22216,2,15.92,2.65,0.0,0.0,1.33,7.96,0,0,0,0,1,1
22217,2,19.0,2.38,0.0,0.0,0.0,4.75,1,0,0,0,0,1
22218,2,13.88,3.47,0.0,1.73,0.0,4.34,0,1,0,1,0,0
22219,3,12.47,2.49,0.42,2.08,0.0,6.23,0,0,1,1,0,1
22220,2,6.23,3.74,0.0,0.0,0.0,6.23,0,1,0,0,0,1
22221,0,10.32,0.57,0.0,1.15,0.0,2.29,0,0,0,0,0,0
22222,3,12.84,4.79,0.22,2.39,0.0,2.61,0,1,1,1,0,0
22223,3,9.47,1.5,0.5,2.99,0.0,5.48,0,0,1,1,0,1
22224,2,10.14,6.34,0.0,1.27,0.0,3.8,0,1,0,1,0,0
22225,1,13.49,8.5,0.0,1.11,0.0,1.29,0,1,0,0,0,0
22226,3,19.57,3.67,0.0,1.63,0.0,4.08,1,1,0,1,0,0
22227,2,15.13,0.0,0.0,0.0,1.26,6.31,0,0,0,0,1,1
22228,3,12.95,3.41,0.0,2.04,0.0,5.45,0,1,0,1,0,1
22229,1,9.43,2.83,0.0,0.0,0.0,4.72,0,0,0,0,0,1
22231,1,11.8,0.0,0.0,0.0,0.0,17.7,0,0,0,0,0,1
22232,2,13.41,3.35,0.0,1.44,0.0,2.87,0,1,0,1,0,0
22233,2,11.49,1.77,0.0,1.33,1.33,2.21,0,0,0,1,1,0
22234,3,13.0,0.0,0.0,1.73,0.87,6.07,0,0,0,1,1,1
22235,2,9.35,4.67,0.0,0.0,0.0,4.67,0,1,0,0,0,1
22236,0,9.59,1.37,0.0,0.0,0.0,4.11,0,0,0,0,0,0
22237,1,11.78,3.62,0.0,0.91,0.0,3.17,0,1,0,0,0,0
22238,2,11.26,3.75,0.0,0.0,0.0,7.5,0,1,0,0,0,1
22239,1,10.13,1.45,0.0,2.17,0.0,2.89,0,0,0,1,0,0
22240,2,9.73,0.88,0.0,1.77,0.0,7.96,0,0,0,1,0,1
22241,1,7.8,1.95,0.0,0.98,0.0,8.78,0,0,0,0,0,1
22242,3,15.05,5.89,0.0,1.31,0.0,5.24,0,1,0,1,0,1
22243,1,9.04,0.0,0.0,0.0,0.0,5.42,0,0,0,0,0,1
22244,3,14.2,4.06,0.0,2.03,0.0,14.2,0,1,0,1,0,1
22245,1,12.61,2.1,0.0,1.05,0.0,5.25,0,0,0,0,0,1
22246,0,11.32,2.36,0.0,0.47,0.0,3.77,0,0,0,0,0,0
22248,1,16.36,1.64,0.0,2.73,0.0,3.82,0,0,0,1,0,0
22249,3,14.83,3.29,0.0,0.0,3.29,11.53,0,1,0,0,1,1
22250,6,28.06,12.02,2.0,8.02,2.0,7.01,1,1,1,1,1,1
22251,1,11.21,3.55,0.0,1.23,0.0,2.73,0,1,0,0,0,0
22254,2,8.16,0.91,0.0,2.72,0.0,6.35,0,0,0,1,0,1
22255,1,4.58,0.0,0.0,1.14,0.0,8.01,0,0,0,0,0,1
22256,0,15.14,0.95,0.0,0.0,0.0,3.78,0,0,0,0,0,0
22257,2,14.85,0.0,0.0,2.48,0.0,7.43,0,0,0,1,0,1
22258,1,16.96,2.57,0.0,1.8,0.0,2.83,0,0,0,1,0,0
22259,2,14.37,11.85,0.0,3.03,0.0,2.02,0,1,0,1,0,0
22260,2,13.82,0.0,0.0,3.45,0.0,5.18,0,0,0,1,0,1
22261,2,19.28,0.0,0.0,0.0,0.0,8.26,1,0,0,0,0,1
22262,4,13.3,7.19,0.72,5.03,0.0,6.83,0,1,1,1,0,1
22263,1,11.4,0.0,0.0,11.4,0.0,2.85,0,0,0,1,0,0
22264,2,13.17,2.63,0.0,1.88,0.0,6.02,0,0,0,1,0,1
22265,1,10.07,0.0,0.0,1.12,0.0,4.48,0,0,0,0,0,1
22266,4,14.97,9.04,0.62,2.81,0.0,6.24,0,1,1,1,0,1
22267,1,10.1,2.53,0.0,0.0,0.0,10.1,0,0,0,0,0,1
22268,1,8.4,0.0,0.0,0.0,0.0,5.04,0,0,0,0,0,1
22269,1,26.72,0.0,0.0,0.0,0.0,3.82,1,0,0,0,0,0
22271,1,11.14,0.0,0.0,0.0,0.0,11.14,0,0,0,0,0,1
22272,2,12.52,15.65,0.0,1.34,0.0,4.03,0,1,0,1,0,0
22273,3,19.49,8.23,0.0,1.3,0.0,2.6,1,1,0,1,0,0
22274,1,17.95,2.56,0.0,0.0,0.0,7.69,0,0,0,0,0,1
22275,1,8.24,0.82,0.0,0.82,0.0,5.77,0,0,0,0,0,1
22276,0,7.58,0.0,0.0,0.0,0.0,3.79,0,0,0,0,0,0
22277,2,10.46,4.79,0.0,1.74,0.0,3.49,0,1,0,1,0,0
22278,3,11.37,6.15,0.2,2.92,0.0,2.98,0,1,1,1,0,0
22279,3,9.73,3.54,0.0,1.77,0.0,5.31,0,1,0,1,0,1
22280,0,13.69,0.91,0.0,0.91,0.0,2.74,0,0,0,0,0,0
22281,1,9.14,0.0,0.0,0.65,0.0,7.83,0,0,0,0,0,1
22282,3,23.7,15.6,0.0,1.5,0.0,3.0,1,1,0,1,0,0
22283,1,12.61,0.0,0.0,0.0,0.0,5.73,0,0,0,0,0,1
22284,1,13.61,0.0,0.0,0.0,0.0,6.8,0,0,0,0,0,1
22285,2,27.03,0.0,0.0,0.0,0.0,11.58,1,0,0,0,0,1
22286,2,20.66,0.0,0.0,0.0,0.0,10.33,1,0,0,0,0,1
22287,1,8.93,1.37,0.0,0.0,0.0,4.81,0,0,0,0,0,1
22288,1,5.48,0.0,0.0,0.0,0.0,10.96,0,0,0,0,0,1
22289,2,32.86,0.0,0.0,0.0,0.0,14.08,1,0,0,0,0,1
22291,0,4.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
22293,1,7.65,0.0,0.0,0.0,0.0,12.76,0,0,0,0,0,1
22294,2,9.84,0.0,0.0,3.28,0.0,19.67,0,0,0,1,0,1
22295,1,15.24,0.0,0.0,0.0,0.0,9.15,0,0,0,0,0,1
22296,1,13.6,3.02,0.0,0.0,0.0,7.55,0,0,0,0,0,1
22299,1,11.76,0.65,0.0,1.31,0.0,2.61,0,0,0,1,0,0
22300,0,9.98,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
22302,2,17.58,7.69,0.0,4.4,0.0,4.4,0,1,0,1,0,0
22304,1,17.65,1.47,0.0,1.47,0.0,2.94,0,0,0,1,0,0
22305,0,12.79,2.13,0.0,0.0,0.0,0.0,0,0,0,0,0,0
22306,0,12.11,0.0,0.0,0.0,0.0,3.46,0,0,0,0,0,0
22307,1,12.1,1.94,0.0,1.45,0.0,3.87,0,0,0,1,0,0
22308,2,18.49,3.08,0.0,0.0,0.0,12.33,0,1,0,0,0,1
22309,2,21.05,5.26,0.0,0.0,0.0,0.0,1,1,0,0,0,0
22310,0,7.81,0.0,0.0,0.0,0.0,3.91,0,0,0,0,0,0
22311,2,12.47,4.54,0.0,1.13,0.0,6.8,0,1,0,0,0,1
22312,0,9.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
22313,3,34.81,3.16,0.0,0.0,0.0,12.66,1,1,0,0,0,1
22314,1,7.54,0.0,0.0,0.0,0.0,10.05,0,0,0,0,0,1
22315,1,10.56,3.52,0.0,0.0,0.0,0.0,0,1,0,0,0,0
22316,1,17.28,2.16,0.0,0.0,0.0,10.8,0,0,0,0,0,1
22317,2,18.52,3.7,0.0,0.0,0.0,11.11,0,1,0,0,0,1
22318,1,9.84,3.28,0.0,0.0,0.0,0.0,0,1,0,0,0,0
22319,4,33.48,4.46,0.0,2.23,0.0,8.93,1,1,0,1,0,1
22320,1,11.49,0.0,0.0,0.0,0.0,5.75,0,0,0,0,0,1
22321,4,10.98,7.75,0.65,1.94,0.0,8.4,0,1,1,1,0,1
22322,1,15.79,0.0,0.0,0.0,0.0,10.53,0,0,0,0,0,1
22323,1,18.12,0.0,0.0,0.0,0.0,4.83,0,0,0,0,0,1
22324,4,22.57,31.91,0.0,1.56,0.0,5.45,1,1,0,1,0,1
22325,3,17.32,9.13,0.63,2.52,0.0,4.09,0,1,1,1,0,0
22326,1,11.01,1.83,0.0,0.0,0.0,5.5,0,0,0,0,0,1
22327,1,11.01,1.22,0.0,0.61,0.61,3.06,0,0,0,0,1,0
22328,1,9.57,2.39,0.0,0.0,0.0,7.18,0,0,0,0,0,1
22330,0,15.87,0.0,0.0,0.0,0.0,2.65,0,0,0,0,0,0
22331,1,16.13,0.0,0.0,21.51,0.0,0.0,0,0,0,1,0,0
22332,0,13.65,0.0,0.0,0.0,0.0,1.95,0,0,0,0,0,0
22333,3,6.58,3.95,0.0,1.32,0.0,6.58,0,1,0,1,0,1
22334,1,16.13,0.0,0.0,0.0,0.0,8.06,0,0,0,0,0,1
22335,1,16.74,0.0,0.0,0.0,0.0,8.37,0,0,0,0,0,1
22337,1,7.17,0.9,0.0,0.9,0.0,4.48,0,0,0,0,0,1
22338,2,11.9,0.0,0.0,0.0,1.32,5.29,0,0,0,0,1,1
22339,3,21.46,11.71,0.0,2.34,0.0,3.9,1,1,0,1,0,0
22340,1,11.66,2.5,0.0,0.0,0.0,5.83,0,0,0,0,0,1
22341,2,14.35,0.0,0.0,1.43,0.0,7.17,0,0,0,1,0,1
22342,1,18.39,0.0,0.0,0.0,0.0,11.49,0,0,0,0,0,1
22343,2,12.5,3.46,0.0,1.33,0.0,2.39,0,1,0,1,0,0
22344,1,3.95,1.32,0.0,1.32,0.0,3.95,0,0,0,1,0,0
22345,1,14.98,2.5,0.0,0.0,0.0,4.99,0,0,0,0,0,1
22346,1,14.67,0.0,0.0,0.0,0.0,9.03,0,0,0,0,0,1
22347,0,11.31,2.83,0.0,0.0,0.0,2.83,0,0,0,0,0,0
22348,1,9.96,1.99,0.0,0.0,0.0,5.98,0,0,0,0,0,1
22349,2,17.86,1.37,0.0,2.06,0.0,6.18,0,0,0,1,0,1
22350,2,31.25,0.0,0.0,0.0,0.0,10.42,1,0,0,0,0,1
22351,0,9.38,0.0,0.0,0.0,0.0,3.75,0,0,0,0,0,0
22352,3,29.09,7.27,0.0,0.0,0.0,7.27,1,1,0,0,0,1
22353,3,18.5,7.48,0.0,1.57,0.0,5.12,0,1,0,1,0,1
22354,1,14.48,0.0,0.0,0.9,0.0,4.52,0,0,0,0,0,1
22356,0,11.6,0.0,0.0,1.05,0.0,3.16,0,0,0,0,0,0
22358,0,9.24,0.0,0.0,0.0,0.0,3.7,0,0,0,0,0,0
22359,1,13.99,2.33,0.0,0.0,0.0,9.32,0,0,0,0,0,1
22360,3,19.17,6.39,0.0,1.89,0.0,1.66,1,1,0,1,0,0
22361,1,17.43,0.0,0.0,0.0,0.0,7.92,0,0,0,0,0,1
22362,4,13.7,13.7,0.83,3.74,0.0,5.81,0,1,1,1,0,1
22363,0,8.86,2.42,0.0,0.81,0.0,4.03,0,0,0,0,0,0
22364,0,7.26,1.73,0.0,0.69,0.0,3.8,0,0,0,0,0,0
22365,3,39.77,5.68,0.0,0.0,0.0,11.36,1,1,0,0,0,1
22366,2,14.85,7.43,0.0,0.0,0.0,9.9,0,1,0,0,0,1
22368,1,17.78,1.37,0.0,0.0,0.0,6.84,0,0,0,0,0,1
22369,2,5.02,1.25,0.0,2.51,0.0,6.27,0,0,0,1,0,1
22370,1,14.2,0.0,0.0,0.0,0.0,5.68,0,0,0,0,0,1
22371,0,13.04,2.61,0.0,0.87,0.0,4.35,0,0,0,0,0,0
22372,2,17.26,4.09,0.0,2.27,0.0,4.09,0,1,0,1,0,0
22373,1,9.26,0.0,0.0,0.0,0.0,18.52,0,0,0,0,0,1
22375,1,11.53,1.44,0.0,4.32,0.0,2.88,0,0,0,1,0,0
22376,1,10.1,0.59,0.0,2.38,0.0,3.56,0,0,0,1,0,0
22377,3,19.9,4.98,0.0,0.0,0.0,12.44,1,1,0,0,0,1
22378,1,13.64,0.0,0.0,0.0,0.0,9.09,0,0,0,0,0,1
22379,2,7.79,2.6,0.0,2.6,0.0,7.79,0,0,0,1,0,1
22380,1,7.31,0.0,0.0,0.0,0.0,5.85,0,0,0,0,0,1
22381,0,8.47,2.82,0.0,0.0,0.0,2.82,0,0,0,0,0,0
22383,1,14.22,0.0,0.0,0.0,0.0,4.74,0,0,0,0,0,1
22384,2,14.45,7.23,0.0,3.61,0.0,3.61,0,1,0,1,0,0
22385,1,18.67,2.67,0.0,0.89,0.0,2.67,1,0,0,0,0,0
22386,1,6.44,0.0,0.0,0.0,0.0,7.72,0,0,0,0,0,1
22387,1,15.71,1.57,0.0,5.5,0.0,3.93,0,0,0,1,0,0
22388,1,14.89,0.78,0.0,1.57,0.0,3.13,0,0,0,1,0,0
22389,3,17.45,4.01,0.0,2.01,0.2,2.61,0,1,0,1,1,0
22390,1,9.04,0.0,0.0,0.0,0.0,5.17,0,0,0,0,0,1
22391,0,8.98,0.9,0.0,0.9,0.0,3.59,0,0,0,0,0,0
29001,1,13.71,2.94,0.0,1.96,0.0,2.94,0,0,0,1,0,0
29002,1,11.98,2.82,0.0,2.82,0.0,4.23,0,0,0,1,0,0
29003,3,21.64,14.07,0.0,3.25,0.0,2.16,1,1,0,1,0,0
29004,4,13.13,3.33,0.18,2.28,0.18,2.45,0,1,1,1,1,0
29005,0,13.58,2.26,0.0,0.0,0.0,2.26,0,0,0,0,0,0
29006,2,17.15,7.12,0.0,2.64,0.0,3.96,0,1,0,1,0,0
29007,2,7.8,3.34,0.0,1.11,0.0,6.68,0,1,0,0,0,1
29008,1,13.83,0.99,0.0,1.98,0.0,1.98,0,0,0,1,0,0
29010,0,15.5,0.0,0.0,1.19,0.0,2.98,0,0,0,0,0,0
29011,1,7.19,1.11,0.0,1.94,0.0,2.77,0,0,0,1,0,0
29012,3,22.86,5.71,0.0,0.0,0.0,11.43,1,1,0,0,0,1
29013,3,22.22,4.44,0.0,0.0,0.0,8.89,1,1,0,0,0,1
29014,2,9.32,0.0,0.0,2.33,0.0,9.32,0,0,0,1,0,1
29015,1,12.99,1.41,0.0,2.26,0.0,3.11,0,0,0,1,0,0
29016,3,11.51,4.79,0.0,1.92,0.0,5.75,0,1,0,1,0,1
29017,1,12.79,0.0,0.0,1.16,0.0,5.81,0,0,0,0,0,1
29018,3,13.64,4.55,0.0,6.82,0.0,11.36,0,1,0,1,0,1
29019,3,9.99,5.74,0.12,1.94,0.0,2.33,0,1,1,1,0,0
29020,3,14.98,5.17,0.34,3.1,0.0,2.93,0,1,1,1,0,0
29021,2,10.31,4.64,0.0,1.03,0.0,5.67,0,1,0,0,0,1
29022,4,19.21,6.54,0.0,1.63,0.0,5.72,1,1,0,1,0,1
29023,3,12.98,6.18,0.31,1.55,0.0,4.02,0,1,1,1,0,0
29024,4,14.64,11.33,0.28,3.59,0.14,3.73,0,1,1,1,1,0
29025,2,7.77,3.89,0.0,1.3,0.0,3.89,0,1,0,1,0,0
29026,5,15.55,7.39,0.39,4.47,0.19,6.8,0,1,1,1,1,1
29027,3,13.43,6.03,0.55,4.39,0.0,3.29,0,1,1,1,0,0
29028,0,14.29,2.2,0.0,1.1,0.0,3.3,0,0,0,0,0,0
29029,0,12.4,1.77,0.0,0.0,0.0,4.43,0,0,0,0,0,0
29030,3,11.96,3.34,0.28,2.5,0.0,2.23,0,1,1,1,0,0
29031,2,15.27,4.3,0.0,1.94,0.0,2.8,0,1,0,1,0,0
29032,1,17.89,1.88,0.0,2.82,0.0,1.88,0,0,0,1,0,0
29033,1,11.7,1.95,0.0,0.0,0.0,9.75,0,0,0,0,0,1
29034,2,10.79,1.54,0.0,3.08,0.0,10.79,0,0,0,1,0,1
29035,0,15.03,0.0,0.0,0.0,0.0,3.54,0,0,0,0,0,0
29036,1,16.75,0.0,0.0,0.0,0.0,10.05,0,0,0,0,0,1
29037,2,13.89,4.0,0.0,1.88,0.0,2.83,0,1,0,1,0,0
29038,1,18.09,0.0,0.0,0.0,0.0,8.04,0,0,0,0,0,1
29039,3,13.01,10.24,0.15,2.28,0.0,2.04,0,1,1,1,0,0
29040,3,11.79,6.79,0.36,3.22,0.0,2.5,0,1,1,1,0,0
29041,2,17.0,2.13,0.0,2.66,0.0,6.38,0,0,0,1,0,1
29042,3,16.94,11.2,0.27,2.19,0.0,3.82,0,1,1,1,0,0
29043,3,14.71,8.17,0.54,3.27,0.0,2.72,0,1,1,1,0,0
29044,1,7.51,1.07,0.0,1.61,0.0,3.22,0,0,0,1,0,0
29045,1,8.17,0.91,0.0,1.36,0.0,4.09,0,0,0,1,0,0
29046,3,13.77,8.97,0.14,2.33,0.0,2.82,0,1,1,1,0,0
29047,0,6.23,1.56,0.0,1.04,0.0,3.12,0,0,0,0,0,0
29048,2,11.73,3.16,0.0,2.26,0.0,4.06,0,1,0,1,0,0
29049,1,8.97,0.9,0.0,2.39,0.0,2.99,0,0,0,1,0,0
29051,2,13.09,3.16,0.0,1.87,0.0,2.34,0,1,0,1,0,0
29053,3,21.83,8.73,0.0,3.82,0.0,3.28,1,1,0,1,0,0
29054,1,14.93,0.0,0.0,0.0,0.0,4.48,0,0,0,0,0,1
29055,1,10.42,7.05,0.0,0.61,0.0,2.14,0,1,0,0,0,0
29056,1,10.61,0.51,0.0,1.01,0.51,2.53,0,0,0,0,1,0
29057,2,17.04,5.2,0.0,1.73,0.0,1.44,0,1,0,1,0,0
29058,3,13.27,7.63,0.2,1.68,0.0,2.67,0,1,1,1,0,0
29059,1,9.51,1.9,0.0,0.95,0.0,5.71,0,0,0,0,0,1
29060,1,10.82,1.08,0.0,1.8,0.0,1.44,0,0,0,1,0,0
29061,2,15.28,3.78,0.0,2.21,0.0,2.84,0,1,0,1,0,0
29062,1,8.12,0.0,0.0,0.0,0.0,7.21,0,0,0,0,0,1
29063,1,13.82,2.3,0.0,0.0,0.0,4.61,0,0,0,0,0,1
29064,2,29.21,2.25,0.0,0.0,0.0,4.49,1,0,0,0,0,1
29065,1,14.94,2.13,0.0,1.07,0.0,7.47,0,0,0,0,0,1
29066,0,13.15,1.64,0.0,1.1,0.0,3.84,0,0,0,0,0,0
29067,5,18.85,7.86,0.79,4.71,0.0,5.5,1,1,1,1,0,1
29068,1,11.78,1.57,0.0,1.96,0.0,1.96,0,0,0,1,0,0
29069,2,10.77,2.08,0.24,1.84,0.0,2.33,0,0,1,1,0,0
29070,1,17.21,1.91,0.0,0.0,0.0,5.74,0,0,0,0,0,1
29071,1,13.8,1.25,0.0,0.0,0.0,6.27,0,0,0,0,0,1
29072,4,20.51,10.44,0.75,1.86,0.0,3.73,1,1,1,1,0,0
29073,2,22.13,2.11,0.0,0.0,0.0,5.27,1,0,0,0,0,1
29074,3,9.96,1.0,0.0,1.99,1.0,4.98,0,0,0,1,1,1
29075,3,13.13,4.4,0.13,2.13,0.0,2.01,0,1,1,1,0,0
29076,1,13.34,2.58,0.0,1.72,0.0,3.44,0,0,0,1,0,0
29077,3,11.09,2.02,0.5,2.52,0.0,7.06,0,0,1,1,0,1
29078,0,10.32,1.97,0.0,0.98,0.0,3.44,0,0,0,0,0,0
29079,1,10.74,0.83,0.0,1.65,0.0,3.31,0,0,0,1,0,0
29080,0,9.85,0.9,0.0,0.9,0.0,3.13,0,0,0,0,0,0
29081,5,21.46,10.01,0.72,2.86,0.0,6.44,1,1,1,1,0,1
29082,3,24.5,11.14,0.0,0.0,0.0,11.14,1,1,0,0,0,1
29083,4,32.97,7.33,0.0,10.99,0.0,10.99,1,1,0,1,0,1
29084,4,54.88,12.2,0.0,6.1,0.0,18.29,1,1,0,1,0,1
29085,3,20.24,4.05,0.0,0.0,0.0,9.45,1,1,0,0,0,1
29086,0,14.55,0.69,0.0,0.69,0.0,4.16,0,0,0,0,0,0
29087,2,16.17,2.7,0.0,1.35,0.0,5.39,0,0,0,1,0,1
