codgeo,libgeo,code_epci,n_ecoles_c108,n_equipements,n_carreaux,pop_insee,pct_habitat_zone_ecole_15,pct_equipements_zone_ecole_15
41143,Mondoubleau,244100293,2,25,34,944,99.89,100.0
41144,Monteaux,200030385,1,4,47,663,90.35,100.0
41145,Monthou-sur-Bièvre,200030385,1,5,52,676,79.79,80.0
41146,Monthou-sur-Cher,200072064,1,5,107,842,68.96,100.0
41147,Les Montils,200030385,2,13,77,1824,98.96,84.62
41148,Montlivault,244100798,2,10,41,1350,100.0,100.0
41149,Montoire-sur-le-Loir,200072072,4,42,144,3308,91.14,90.48
41150,Mont-près-Chambord,244100798,3,23,202,3388,69.25,91.3
41151,Montrichard Val de Cher,200072064,3,45,116,2952,81.42,86.67
41152,Montrieux-en-Sologne,244100780,1,7,89,600,86.25,100.0
41153,Montrouveau,200072072,0,1,48,146,0.0,0.0
41154,Morée,200040772,1,18,80,932,83.21,100.0
41155,Muides-sur-Loire,200055481,1,11,53,1310,98.02,100.0
41156,Mulsans,200055481,0,1,36,530,0.0,0.0
41157,Mur-de-Sologne,200018406,1,15,137,1465,83.62,93.33
41158,Naveil,200072072,2,11,100,2289,88.9,81.82
41159,Neung-sur-Beuvron,244100780,1,16,117,1173,86.4,100.0
41160,Neuvy,244100798,1,3,38,276,94.58,100.0
41161,Nouan-le-Fuzelier,200000800,2,17,149,2126,91.18,82.35
41163,Nourray,200072072,0,4,16,118,9.32,0.0
41164,Noyers-sur-Cher,200072064,2,25,150,2458,70.71,52.0
41166,Oisly,200072064,1,3,45,379,1.32,0.0
41167,Veuzain-sur-Loire,200030385,3,33,174,3392,76.47,90.91
41168,Orçay,244100806,0,3,23,212,0.0,0.0
41171,Oucques La Nouvelle,200055481,2,21,103,1578,80.54,95.24
41172,Ouzouer-le-Doyen,200040772,1,3,19,218,75.69,66.67
41173,Beauce la Romaine,200070183,4,32,202,3181,57.98,84.38
41174,Périgny,200072072,1,1,25,158,80.95,100.0
41175,Pezou,200040772,1,10,76,1008,74.96,80.0
41176,Pierrefitte-sur-Sauldre,244100806,1,10,84,731,86.73,90.0
41177,Le Plessis-Dorin,244100293,0,3,43,150,0.0,0.0
41178,Le Plessis-l'Échelle,200055481,0,1,7,57,1.75,0.0
41179,Le Poislay,200040772,0,2,42,136,0.0,0.0
41180,Pontlevoy,200072064,2,18,136,1532,82.94,94.44
41181,Pouillé,200072064,1,5,80,781,82.2,100.0
41182,Pray,200072072,0,5,32,296,0.0,0.0
41184,Prunay-Cassereau,200072072,1,5,103,588,61.7,100.0
41185,Pruniers-en-Sologne,200018406,3,23,198,2088,65.25,65.22
41186,Rahart,200072072,1,2,39,306,46.48,50.0
41187,Renay,200040772,1,1,21,158,51.27,100.0
41188,Rhodon,200055481,0,1,12,103,0.0,0.0
41189,Rilly-sur-Loire,200030385,1,3,35,377,100.0,66.67
41190,Rocé,200072072,0,1,18,198,0.0,0.0
41191,Roches,200055481,0,1,8,65,3.08,0.0
41192,Les Roches-l'Évêque,200072072,0,1,9,90,0.0,0.0
41193,Romilly,200040772,0,1,36,140,0.0,0.0
41194,Romorantin-Lanthenay,200018406,14,110,457,17202,95.4,96.36
41195,Rougeou,200072064,0,1,24,134,0.0,0.0
41196,Ruan-sur-Egvonne,200040772,0,1,15,58,0.0,0.0
41198,Saint-Aignan,200072064,5,34,129,2292,90.9,100.0
41199,Saint-Amand-Longpré,200072072,2,19,78,1140,89.74,78.95
41200,Sainte-Anne,200072072,0,2,27,447,2.46,0.0
41201,Saint-Arnoult,200072072,0,2,55,302,0.0,0.0
41203,Saint-Bohaire,200030385,1,2,36,476,53.84,0.0
41204,Saint-Claude-de-Diray,244100798,2,7,58,1762,99.55,100.0
41205,Saint-Cyr-du-Gault,200030385,0,3,37,168,0.0,0.0
41206,Saint-Denis-sur-Loire,200030385,1,6,42,940,99.89,100.0
41207,Saint-Dyé-sur-Loire,244100798,1,8,39,1072,100.0,100.0
41208,Saint-Étienne-des-Guérets,200030385,0,1,27,96,0.0,0.0
41209,Saint-Firmin-des-Prés,200072072,1,5,52,730,58.01,100.0
41211,Saint-Georges-sur-Cher,200072064,1,18,171,2523,61.41,94.44
41212,Saint-Gervais-la-Forêt,200030385,4,36,57,3062,100.0,100.0
41213,Saint-Gourgon,200072072,0,2,21,92,0.0,0.0
41214,Saint-Hilaire-la-Gravelle,200040772,1,6,71,632,61.19,100.0
41215,Saint-Jacques-des-Guérets,200072072,0,1,9,38,65.79,100.0
41216,Saint-Jean-Froidmentel,200040772,1,4,56,482,79.23,100.0
41217,Saint-Julien-de-Chédon,200072064,1,3,47,705,86.81,100.0
41218,Saint-Julien-sur-Cher,200018406,1,7,60,690,96.52,100.0
41219,Saint-Laurent-des-Bois,200070183,1,1,35,318,66.72,100.0
41220,Saint-Laurent-Nouan,244100798,5,28,181,4158,75.75,89.29
41221,Saint-Léonard-en-Beauce,200055481,1,6,57,614,80.46,100.0
41222,Saint-Loup,200018406,1,3,37,338,96.75,100.0
41223,Saint-Lubin-en-Vergonnois,200030385,1,7,52,750,70.42,100.0
41224,Saint-Marc-du-Cor,244100293,0,2,44,162,0.0,0.0
41225,Saint-Martin-des-Bois,200072072,1,3,120,552,52.94,100.0
41226,Saint-Ouen,200072072,3,28,99,2951,87.24,96.43
41228,Saint-Rimay,200072072,0,3,35,252,0.79,0.0
41229,Saint-Romain-sur-Cher,200072064,1,5,147,1286,40.15,100.0
41230,Saint-Sulpice-de-Pommeray,200030385,2,14,53,1960,100.0,100.0
41231,Saint-Viâtre,244100780,2,12,124,1124,86.26,83.33
41232,Salbris,244100806,5,43,183,4700,94.48,95.35
41233,Sambin,200030385,2,11,74,804,90.55,100.0
41234,Santenay,200030385,0,2,63,301,0.0,0.0
41235,Sargé-sur-Braye,244100293,1,7,153,952,70.06,100.0
41236,Sasnières,200072072,0,1,11,62,0.0,0.0
41237,Sassay,200072064,1,7,105,1058,79.53,100.0
41238,Savigny-sur-Braye,200072072,2,17,253,1799,65.43,88.24
41239,Seigy,200072064,1,6,71,730,98.22,100.0
41241,Selles-Saint-Denis,244100806,1,12,98,1244,92.77,100.0
41242,Selles-sur-Cher,200072064,3,38,181,3773,66.74,84.21
41243,Selommes,200072072,2,11,52,764,88.74,100.0
41245,Séris,200055481,0,4,21,393,0.0,0.0
41246,Seur,200030385,1,5,22,336,100.0,100.0
41247,Soings-en-Sologne,200072064,1,13,162,1474,79.61,100.0
41248,Couëtron-au-Perche,244100293,1,10,220,990,29.34,60.0
41249,Souesmes,244100806,1,8,93,1048,89.41,100.0
41250,Sougé,200072072,1,8,65,444,70.08,87.5
41251,Souvigny-en-Sologne,200000800,1,6,59,495,86.06,100.0
41252,Suèvres,200055481,2,11,101,1628,77.88,100.0
41253,Talcy,200055481,1,3,17,274,91.97,100.0
41254,Le Temple,244100293,0,1,29,160,0.0,0.0
41255,Ternay,200072072,1,3,57,335,81.19,100.0
41256,Theillay,244100806,1,16,123,1250,84.79,81.25
41258,Thésée,200072064,1,7,103,1046,67.18,85.71
41259,Thoré-la-Rochette,200072072,2,7,39,801,97.88,100.0
41260,Thoury,244100798,1,5,57,420,92.63,100.0
41261,Tourailles,200072072,0,1,12,136,0.0,0.0
41262,Tour-en-Sologne,244100798,1,6,103,956,84.88,100.0
41265,Troo,200072072,1,3,39,254,76.82,100.0
41266,Valaire,200030385,0,1,14,54,3.7,0.0
41267,Vallières-les-Grandes,200072064,1,10,126,857,70.77,100.0
41268,Veilleins,244100780,0,1,46,144,0.0,0.0
41269,Vendôme,200072072,14,118,216,14234,99.26,99.15
41271,Vernou-en-Sologne,244100780,1,7,68,520,85.88,100.0
41273,Vievy-le-Rayé,200055481,1,1,71,446,30.04,100.0
41274,Villavard,200072072,0,1,23,101,0.0,0.0
41275,La Ville-aux-Clercs,200072072,1,15,68,1082,90.02,100.0
41276,Villebarou,200030385,3,17,52,2574,96.7,100.0
41277,Villebout,200040772,0,1,24,117,0.0,0.0
41278,Villechauve,200072072,0,2,32,146,0.0,0.0
41279,Villedieu-le-Château,200072072,1,6,80,314,64.23,100.0
41280,Villefranche-sur-Cher,200018406,3,23,150,2410,87.08,69.57
41281,Villefrancœur,200030385,1,2,33,396,41.97,100.0
41282,Villeherviers,200018406,1,5,52,331,61.93,100.0
41283,Villemardy,200072072,1,1,21,274,69.53,100.0
41284,Villeneuve-Frouville,200055481,0,1,6,72,0.0,0.0
41285,Villeny,244100780,1,4,60,472,90.05,100.0
41286,Villeporcher,200072072,0,2,27,138,0.0,0.0
41287,Villerable,200072072,1,4,39,484,74.25,100.0
41288,Villerbon,200030385,1,6,35,708,65.07,83.33
41289,Villermain,200070183,1,1,45,368,47.28,100.0
41290,Villeromain,200072072,1,2,20,226,84.51,100.0
41291,Villetrun,200072072,0,4,19,318,91.81,100.0
41292,Villexanton,200055481,0,1,17,172,0.0,0.0
41293,Villiersfaux,200072072,1,1,19,244,94.26,100.0
41294,Villiers-sur-Loir,200072072,1,9,52,1091,97.07,100.0
41295,Vineuil,200030385,6,57,185,7718,100.0,100.0
41296,Vouzon,200000800,1,15,123,1362,87.01,100.0
41297,Yvoy-le-Marron,244100780,1,8,73,635,91.5,100.0
42001,Aboën,244200770,0,3,33,394,0.0,0.0
42002,Ailleux,200065886,1,3,29,150,89.97,66.67
42003,Ambierle,200035731,1,12,208,1889,61.43,91.67
42005,Andrézieux-Bouthéon,244200770,6,86,135,9163,96.79,68.6
42006,Apinac,200065886,0,4,52,396,6.83,0.0
42007,Arcinges,200035202,0,3,26,158,15.19,0.0
42008,Arcon,200035731,0,1,23,108,0.0,0.0
42009,Arthun,200065886,1,2,56,510,85.38,100.0
42010,Aveizieux,200065894,2,8,103,1646,89.4,100.0
42011,Balbigny,200065894,3,33,137,2606,88.68,100.0
42012,Bard,200065886,1,2,64,642,47.31,100.0
42013,Bellegarde-en-Forez,200065894,2,16,99,1860,93.12,100.0
42014,Belleroche,200035202,0,3,59,275,0.0,0.0
42015,Belmont-de-la-Loire,200035202,2,15,158,1293,78.11,93.33
42016,La Bénisson-Dieu,200035202,1,4,59,408,84.56,75.0
42017,Le Bessat,244200622,1,5,30,484,99.59,100.0
42018,Bessey,244200895,0,1,30,390,44.93,100.0
42019,Boën-sur-Lignon,200065886,2,37,73,2771,97.69,91.89
42020,Boisset-lès-Montrond,200065886,1,6,45,1189,91.17,100.0
42021,Boisset-Saint-Priest,200065886,1,9,122,1286,49.4,55.56
42022,Bonson,200065886,2,16,74,3768,100.0,100.0
42023,Bourg-Argental,244200622,4,27,104,2482,77.28,85.19
42025,Boyer,200035202,0,2,23,115,11.3,0.0
42026,Briennon,200035202,2,11,134,1657,75.35,100.0
42027,Bully,244200614,1,5,73,431,60.32,80.0
42028,Burdignes,244200622,1,4,58,324,58.64,100.0
42029,Bussières,200065894,1,10,121,1406,85.25,90.0
42030,Bussy-Albieux,200065886,1,8,78,478,77.32,100.0
42031,Caloire,244200770,0,2,21,246,32.11,0.0
42032,Cellieu,244200770,2,6,74,1506,89.45,100.0
42033,Le Cergne,200035202,1,7,63,619,99.68,100.0
42034,Cervières,200065886,0,2,15,78,0.0,0.0
42035,Cezay,200065886,0,3,36,191,19.37,0.0
42036,Chagnon,244200770,2,4,23,477,100.0,100.0
42037,Chalain-d'Uzore,200065886,1,7,42,626,98.4,100.0
42038,Chalain-le-Comtal,200065886,1,5,66,682,73.77,60.0
42039,Chalmazel-Jeansagnière,200065886,1,7,116,442,60.75,100.0
42040,La Chamba,200065886,0,1,13,36,0.0,0.0
42041,Chambéon,200065894,1,4,38,635,95.75,75.0
42042,Chambles,200065886,1,6,75,1059,60.81,66.67
42043,Chambœuf,244200770,1,14,75,1622,94.76,92.86
42044,Le Chambon-Feugerolles,244200770,13,73,184,11146,99.72,98.63
42045,La Chambonie,200065886,0,1,4,29,0.0,0.0
42046,Champdieu,200065886,1,13,97,1832,76.34,84.62
42047,Champoly,244200820,1,4,50,257,67.12,100.0
42048,Chandon,200035202,1,4,126,1320,74.86,50.0
42049,Changy,200035731,1,2,72,675,81.19,100.0
42050,La Chapelle-en-Lafaye,200065886,0,1,14,84,0.0,0.0
42051,La Chapelle-Villars,244200895,1,2,43,459,93.46,100.0
42052,Charlieu,200035202,3,43,69,3290,99.64,100.0
42053,Châteauneuf,244200770,0,8,80,1412,69.02,62.5
42054,Châtelneuf,200065886,1,5,28,278,80.9,80.0
42055,Châtelus,200066587,0,1,18,116,0.0,0.0
42056,Chavanay,244200895,3,24,140,2920,90.85,95.83
42058,Chazelles-sur-Lavieu,200065886,0,1,30,244,45.6,100.0
42059,Chazelles-sur-Lyon,200065894,3,42,174,5252,93.51,97.62
42060,Chenereilles,200065886,1,3,44,538,84.22,100.0
42061,Cherier,244200820,1,4,77,480,44.64,100.0
42062,Chevrières,200066587,2,9,94,1108,87.99,88.89
42063,Chirassimont,244200630,1,4,43,359,93.45,100.0
42064,Chuyer,244200895,2,3,94,739,94.32,100.0
42065,Civens,200065894,1,12,81,1202,58.53,58.33
42066,Cleppé,200065894,1,6,48,537,78.86,66.67
42067,Colombier,244200622,1,1,54,284,69.14,100.0
42068,Combre,200035731,1,2,27,370,90.41,100.0
42069,Commelle-Vernay,200035731,1,13,138,3048,92.59,84.62
42070,Cordelle,244200630,2,5,140,911,70.53,100.0
42071,Le Coteau,200035731,7,59,59,4316,100.0,100.0
42072,La Côte-en-Couzan,200065886,0,1,16,61,21.31,100.0
42073,Cottance,200065894,0,4,94,744,12.42,0.0
42074,Coutouvre,200035731,2,11,120,982,81.37,90.91
42075,Craintilleux,200065886,1,5,53,1320,95.68,100.0
42076,Cremeaux,244200820,1,10,127,862,68.02,80.0
42077,Croizet-sur-Gand,244200630,0,4,40,298,0.0,0.0
42078,Le Crozet,200035731,1,3,32,192,87.5,100.0
42079,Cuinzier,200035202,2,7,56,694,96.76,100.0
42081,Cuzieu,200065894,1,8,77,1480,97.13,100.0
42083,Dargoire,244200770,1,3,15,308,100.0,100.0
42084,Débats-Rivière-d'Orpra,200065886,1,3,15,156,100.0,100.0
42085,Doizieux,244200770,2,3,95,852,83.7,100.0
42086,Écoche,200035202,2,6,78,470,80.66,83.33
42087,Écotay-l'Olme,200065886,0,3,46,995,65.63,66.67
42088,Épercieux-Saint-Paul,200065894,1,11,51,654,96.02,54.55
42089,Essertines-en-Châtelneuf,200065886,1,4,77,658,72.74,75.0
42090,Essertines-en-Donzy,200065894,1,3,53,447,92.95,100.0
42091,Estivareilles,200065886,1,7,78,658,72.8,100.0
42092,L'Étrat,244200770,3,19,93,2280,96.62,100.0
42093,Farnay,244200770,1,5,46,1120,98.93,100.0
42094,Feurs,200065894,5,80,169,7522,98.3,93.75
42095,Firminy,244200770,15,135,144,15610,100.0,100.0
42096,Fontanès,244200770,1,7,47,602,86.39,100.0
42097,La Fouillouse,244200770,4,28,201,4640,86.99,92.86
42098,Fourneaux,244200630,3,9,61,530,85.47,100.0
42099,Fraisses,244200770,4,27,58,3142,100.0,100.0
42100,La Gimond,244200770,1,2,27,252,100.0,100.0
42101,Graix,244200622,0,1,32,118,0.0,0.0
42102,Grammond,200066587,1,7,72,873,81.9,85.71
42103,La Grand-Croix,244200770,5,29,68,3393,99.0,100.0
42104,La Gresle,200035202,1,9,116,770,76.23,100.0
42105,Grézieux-le-Fromental,200065886,1,1,16,236,98.31,100.0
42106,Grézolles,244200614,1,4,36,229,100.0,100.0
42107,Gumières,200065886,1,4,55,312,74.56,100.0
42108,L'Hôpital-le-Grand,200065886,1,4,53,1015,94.98,100.0
42109,L'Hôpital-sous-Rochefort,200065886,0,2,5,76,5.26,0.0
42110,L'Horme,244200770,4,31,67,3753,99.92,100.0
42112,Jarnosse,200035202,1,4,70,424,71.02,100.0
42113,Jas,200065894,0,2,33,212,9.43,50.0
42115,Jonzieux,244200622,2,13,80,1114,92.73,100.0
42116,Juré,244200820,0,8,38,222,0.0,0.0
42117,Lavieu,200065886,0,1,14,110,10.41,0.0
42118,Lay,244200630,1,6,49,544,86.02,100.0
42119,Leigneux,200065886,0,3,14,282,6.02,0.0
42120,Lentigny,200035731,1,10,120,1702,96.27,100.0
42121,Lérigneux,200065886,1,2,19,130,0.0,0.0
42122,Lézigneux,200065886,1,4,96,1558,81.49,100.0
42123,Lorette,244200770,4,34,48,3906,100.0,100.0
42124,Lupé,244200895,1,1,15,294,100.0,100.0
42125,Luré,244200614,0,1,33,126,3.17,0.0
42126,Luriecq,200065886,1,12,102,1228,70.07,91.67
42127,Mably,200035731,9,49,221,6458,94.08,97.96
42128,Machézal,244200630,1,4,49,367,19.07,0.0
42129,Maclas,244200895,3,22,76,1658,96.8,100.0
42130,Magneux-Haute-Rive,200065886,1,8,23,555,98.92,75.0
42131,Maizilly,200035202,0,3,39,263,0.76,0.0
42132,Malleval,244200895,1,4,49,510,100.0,100.0
42133,Marcenod,244200770,1,4,50,600,97.5,100.0
42134,Marcilly-le-Châtel,200065886,2,7,97,1429,89.01,100.0
42135,Marclopt,200065894,1,4,39,521,92.9,100.0
42136,Marcoux,200065886,1,5,79,750,86.12,60.0
42137,Margerie-Chantagret,200065886,1,7,56,794,92.13,100.0
42138,Maringes,200066587,1,3,60,615,94.8,100.0
42139,Marlhes,244200622,1,16,138,1156,64.69,100.0
42140,Marols,200065886,1,3,46,435,76.9,100.0
42141,Mars,200035202,1,6,97,504,82.03,100.0
42142,Merle-Leignec,200065886,0,1,53,288,0.0,0.0
42143,Mizérieux,200065894,0,3,42,502,26.59,66.67
42145,Montagny,200035731,2,13,135,998,82.26,92.31
42146,Montarcher,200065886,0,1,11,65,0.0,0.0
42147,Montbrison,200065886,11,101,219,13900,99.15,98.02
42148,Montchal,200065894,1,7,63,473,82.88,100.0
42149,Montrond-les-Bains,200065894,3,43,99,5078,91.08,100.0
42150,Montverdun,200065886,1,8,92,1274,92.04,100.0
42151,Mornand-en-Forez,200065886,1,1,52,381,66.14,100.0
42152,Nandax,200035202,1,5,50,482,96.57,40.0
42153,Neaux,244200630,0,4,65,485,0.41,0.0
42154,Néronde,200065894,1,8,56,435,93.56,87.5
42155,Nervieux,200065894,1,4,79,1066,75.22,75.0
42156,Neulise,244200630,3,16,130,1168,83.18,87.5
42157,Noailly,200035731,1,4,98,778,66.9,75.0
42158,Les Noës,200035731,1,2,29,212,96.0,100.0
42159,Noirétable,200065886,2,25,150,1403,78.76,96.0
42160,Nollieux,244200614,0,2,29,182,28.1,50.0
42161,Notre-Dame-de-Boisset,200035731,1,2,58,448,94.2,100.0
42162,Ouches,200035731,1,5,84,1101,87.28,80.0
42163,La Pacaudière,200035731,2,18,94,927,84.2,100.0
42164,Palogneux,200065886,0,3,8,59,0.0,0.0
42165,Panissières,200065894,4,23,224,2655,85.59,91.3
42166,Parigny,200035731,1,5,45,588,84.17,100.0
42167,Pavezin,244200770,1,4,43,293,76.79,75.0
42168,Pélussin,244200895,3,28,226,3687,83.9,100.0
42169,Périgneux,200065886,1,8,132,1592,38.05,75.0
42170,Perreux,200035731,3,28,245,1872,65.04,89.29
42171,Pinay,200065894,1,1,39,237,96.2,100.0
42172,Planfoy,244200622,3,9,62,1042,79.85,88.89
42173,Pommiers,244200614,1,4,66,356,72.61,100.0
42174,Poncins,200065894,1,6,117,1136,82.39,100.0
42175,Pouilly-lès-Feurs,200065894,1,11,92,1278,91.71,90.91
42176,Pouilly-les-Nonains,200035731,3,10,91,1936,88.56,90.0
42177,Pouilly-sous-Charlieu,200035202,1,24,135,2582,82.22,91.67
42178,Pradines,244200630,1,6,86,868,83.34,83.33
42179,Pralong,200065886,1,5,51,744,93.15,100.0
42180,Précieux,200065886,1,3,70,949,77.45,100.0
42181,Régny,244200630,1,11,90,1302,94.2,100.0
42182,Renaison,200035731,2,26,162,2926,91.9,100.0
42183,La Ricamarie,244200770,9,50,85,7102,100.0,100.0
42184,Riorges,200035731,9,51,195,9860,99.85,100.0
42185,Rivas,200065894,1,5,22,655,80.31,80.0
42186,Rive-de-Gier,244200770,10,101,110,12093,100.0,100.0
42187,Roanne,200035731,27,242,213,30588,100.0,100.0
42188,Roche,200065886,1,2,47,248,87.1,100.0
42189,Roche-la-Molière,244200770,9,56,166,9338,98.89,100.0
42191,Roisey,244200895,1,5,83,886,84.04,80.0
42192,Rozier-Côtes-d'Aurec,244200770,0,2,45,430,0.0,0.0
42193,Rozier-en-Donzy,200065894,2,12,111,1489,95.5,100.0
42194,Sail-les-Bains,200035731,1,4,54,191,61.26,100.0
42195,Sail-sous-Couzan,200065886,1,9,51,906,82.9,100.0
42196,Sainte-Agathe-en-Donzy,200065894,0,3,22,102,67.16,100.0
42197,Sainte-Agathe-la-Bouteresse,200065886,2,6,72,979,63.79,66.67
42198,Saint-Alban-les-Eaux,200035731,1,8,64,804,97.26,100.0
42199,Saint-André-d'Apchon,200035731,2,14,135,1920,94.77,85.71
42200,Saint-André-le-Puy,200065894,1,6,55,1410,99.86,100.0
42201,Saint-Appolinard,244200895,1,5,62,682,86.08,100.0
42202,Saint-Barthélemy-Lestra,200065894,1,6,73,638,92.95,100.0
42203,Saint-Bonnet-des-Quarts,200035731,1,3,66,289,57.27,100.0
42204,Saint-Bonnet-le-Château,200065886,3,26,20,1106,100.0,100.0
42205,Saint-Bonnet-le-Courreau,200065886,1,9,134,698,49.03,77.78
42206,Saint-Bonnet-les-Oules,244200770,1,9,112,1720,77.62,77.78
42207,Saint-Chamond,244200770,33,195,556,34652,96.46,98.46
42208,Saint-Christo-en-Jarez,244200770,2,11,147,1858,71.25,100.0
42209,Sainte-Colombe-sur-Gand,200065894,1,4,73,386,69.73,75.0
42210,Sainte-Croix-en-Jarez,244200770,1,4,57,448,63.58,75.0
42211,Saint-Cyprien,200065886,1,16,69,2222,97.16,100.0
42212,Saint-Cyr-de-Favières,244200630,1,6,84,956,68.88,100.0
42213,Saint-Cyr-de-Valorges,200065894,1,2,47,304,86.16,100.0
42214,Saint-Cyr-les-Vignes,200065894,1,8,113,1024,84.81,75.0
42215,Saint-Denis-de-Cabanne,200035202,2,13,82,1266,81.75,84.62
42216,Saint-Denis-sur-Coise,200066587,1,5,81,628,81.53,80.0
42217,Saint-Didier-sur-Rochefort,200065886,1,6,71,338,52.96,83.33
42218,Saint-Étienne,244200770,113,836,926,147376,98.91,99.76
42219,Saint-Étienne-le-Molard,200065886,1,5,116,1008,86.61,100.0
42220,Saint-Forgeux-Lespinasse,200035731,1,3,67,584,77.76,100.0
42221,Sainte-Foy-Saint-Sulpice,200065886,0,2,71,489,0.0,0.0
42222,Saint-Galmier,244200770,3,30,189,5294,93.32,100.0
42223,Saint-Genest-Lerpt,244200770,5,29,121,5527,93.91,100.0
42224,Saint-Genest-Malifaux,244200622,4,27,215,2720,82.04,100.0
42225,Genilac,244200770,4,19,80,3307,100.0,100.0
42226,Saint-Georges-de-Baroille,244200614,1,2,64,438,92.59,100.0
42227,Saint-Georges-en-Couzan,200065886,1,8,55,362,68.51,62.5
42228,Saint-Georges-Haute-Ville,200065886,1,5,70,1353,76.9,100.0
42229,Saint-Germain-la-Montagne,200035202,0,4,41,163,0.0,0.0
42230,Saint-Germain-Laval,244200614,3,23,108,1528,91.23,100.0
42231,Saint-Germain-Lespinasse,200035731,3,14,86,1217,86.03,100.0
42232,Saint-Haon-le-Châtel,200035731,1,6,5,226,100.0,100.0
42233,Saint-Haon-le-Vieux,200035731,1,8,92,896,93.75,100.0
42234,Saint-Héand,244200770,3,22,230,3546,76.09,95.45
42235,Saint-Hilaire-Cusson-la-Valmitte,200065886,0,2,45,326,0.0,0.0
42236,Saint-Hilaire-sous-Charlieu,200035202,1,5,83,506,82.49,80.0
42237,Saint-Jean-Bonnefonds,244200770,6,25,139,5534,98.75,100.0
42238,Saint-Jean-la-Vêtre,200065886,1,3,51,286,70.33,100.0
42239,Saint-Jean-Saint-Maurice-sur-Loire,200035731,1,7,139,1122,70.13,100.0
42240,Saint-Jean-Soleymieux,200065886,1,10,72,639,69.56,90.0
42241,Saint-Jodard,200065894,2,5,49,363,96.69,100.0
42242,Saint-Joseph,244200770,1,14,76,1478,92.52,100.0
42243,Saint-Julien-d'Oddes,244200614,1,2,49,266,28.06,0.0
42245,Vêtre-sur-Anzon,200065886,0,11,78,428,4.43,0.0
42246,Saint-Julien-Molin-Molette,244200622,1,12,62,1004,95.42,100.0
42247,Saint-Just-en-Bas,200065886,1,5,54,263,68.06,100.0
42248,Saint-Just-en-Chevalet,244200820,2,20,98,1050,90.9,95.0
42249,Saint-Just-la-Pendue,244200630,2,15,148,1562,82.8,93.33
42251,Saint-Laurent-la-Conche,200065894,1,5,57,606,87.79,100.0
42252,Saint-Laurent-Rochefort,200065886,1,1,39,201,33.83,0.0
42253,Saint-Léger-sur-Roanne,200035731,1,8,51,1032,100.0,100.0
42254,Saint-Marcel-de-Félines,200065894,2,6,125,677,44.68,83.33
42255,Saint-Marcel-d'Urfé,244200820,0,2,57,230,0.0,0.0
42256,Saint-Marcellin-en-Forez,200065886,2,25,209,5008,79.24,88.0
42257,Saint-Martin-d'Estréaux,200035731,1,14,104,722,68.98,92.86
42259,Saint-Martin-la-Plaine,244200770,3,21,76,3194,99.61,100.0
42260,Saint-Martin-la-Sauveté,244200614,0,12,126,803,0.44,8.33
42261,Saint-Martin-Lestra,200065894,2,9,125,854,67.62,100.0
42262,Saint-Maurice-en-Gourgois,244200770,1,15,118,1836,51.97,66.67
42264,Saint-Médard-en-Forez,200065894,1,7,77,945,87.04,71.43
42265,Saint-Michel-sur-Rhône,244200895,1,9,60,764,92.02,100.0
42266,Saint-Nizier-de-Fornas,244200770,0,4,70,558,0.0,0.0
42267,Saint-Nizier-sous-Charlieu,200035202,2,14,157,1608,74.78,100.0
42268,Vézelin-sur-Loire,244200614,1,8,165,782,34.97,25.0
42269,Saint-Paul-d'Uzore,200065886,1,1,28,170,95.29,100.0
42270,Saint-Paul-en-Cornillon,244200770,1,4,50,1163,100.0,100.0
42271,Saint-Paul-en-Jarez,244200770,3,18,135,4127,95.69,94.44
42272,Saint-Pierre-de-Bœuf,244200895,2,15,50,1554,87.2,100.0
42273,Saint-Pierre-la-Noaille,200035202,0,2,55,358,0.0,0.0
42274,Saint-Polgues,244200614,1,3,32,231,94.59,100.0
42275,Saint-Priest-en-Jarez,244200770,6,56,42,4624,100.0,100.0
42276,Saint-Priest-la-Prugne,244200820,1,9,59,368,79.51,88.89
42277,Saint-Priest-la-Roche,244200630,1,4,65,302,70.91,75.0
42278,Saint-Priest-la-Vêtre,200065886,0,1,18,126,15.81,0.0
42279,Saint-Just-Saint-Rambert,200065886,12,69,404,14600,91.83,98.55
42280,Saint-Régis-du-Coin,244200622,1,3,65,360,54.31,100.0
42281,Saint-Rirand,200035731,0,1,36,118,0.0,0.0
42282,Saint-Romain-d'Urfé,244200820,0,5,49,234,0.0,0.0
42283,Saint-Romain-en-Jarez,244200770,2,7,102,1190,84.15,100.0
42284,Saint-Romain-la-Motte,200035731,1,12,148,1376,69.33,75.0
42285,Saint-Romain-le-Puy,200065886,3,27,175,3912,91.83,77.78
42286,Saint-Romain-les-Atheux,244200622,1,3,81,909,78.22,100.0
42287,Saint-Sauveur-en-Rue,244200622,2,10,111,978,80.92,90.0
42288,Saint-Sixte,200065886,1,6,76,519,76.11,66.67
42289,Saint-Symphorien-de-Lay,244200630,3,22,177,1715,69.8,95.45
42290,Saint-Thomas-la-Garde,200065886,1,2,34,521,100.0,100.0
42293,Saint-Victor-sur-Rhins,244200630,1,9,71,1040,95.87,88.89
42294,Saint-Vincent-de-Boisset,200035731,1,9,56,796,100.0,100.0
42295,Les Salles,244200820,1,7,63,429,82.28,71.43
42296,Salt-en-Donzy,200065894,1,4,42,516,96.71,100.0
42297,Salvizinet,200065894,0,3,64,558,2.51,0.0
