codgeo,libgeo,code_epci,n_ecoles_c108,n_equipements,n_carreaux,pop_insee,pct_habitat_zone_ecole_15,pct_equipements_zone_ecole_15
01001,L'Abergement-Clémenciat,200069193,1,4,72,865,65.78,100.0
01002,L'Abergement-de-Varey,240100883,0,2,26,266,0.0,0.0
01004,Ambérieu-en-Bugey,240100883,9,95,186,14822,99.33,100.0
01005,Ambérieux-en-Dombes,200042497,1,16,64,1986,97.94,100.0
01006,Ambléon,200040350,0,1,8,107,0.0,0.0
01007,Ambronay,240100883,2,14,119,2767,68.81,92.86
01008,Ambutrix,240100883,1,9,24,716,100.0,100.0
01009,Andert-et-Condon,200040350,0,1,37,360,0.0,0.0
01010,Anglefort,200070852,1,9,72,1118,79.51,88.89
01011,Apremont,200042935,1,1,28,405,98.77,100.0
01012,Aranc,240100578,1,4,31,322,74.18,100.0
01013,Arandas,240100883,1,2,13,127,99.21,100.0
01014,Arbent,200042935,5,34,68,3386,100.0,100.0
01015,Arboys en Bugey,200040350,1,3,51,722,45.81,33.33
01016,Arbigny,200071371,0,3,41,472,31.53,0.0
01017,Argis,240100883,1,4,30,412,92.72,100.0
01019,Armix,200040350,0,1,4,21,0.0,0.0
01021,Ars-sur-Formans,200042497,2,8,34,1422,100.0,100.0
01022,Artemare,200040350,3,21,29,948,100.0,100.0
01023,Asnières-sur-Saône,200071371,0,1,5,76,0.0,0.0
01024,Attignat,200071751,2,23,137,3298,70.36,78.26
01025,Bâgé-Dommartin,200071371,3,28,403,4056,55.23,78.57
01026,Bâgé-le-Châtel,200071371,1,9,9,582,100.0,100.0
01027,Balan,240100610,2,25,43,1642,95.25,84.0
01028,Baneins,200069193,1,7,50,585,95.21,85.71
01029,Beaupont,200071751,1,10,86,631,81.62,100.0
01030,Beauregard,200042497,1,8,7,483,100.0,100.0
01031,Bellignat,200042935,5,33,37,2242,100.0,100.0
01032,Béligneux,240100610,3,17,66,2720,89.69,88.24
01033,Valserhône,240100891,10,107,289,14285,97.77,97.2
01034,Belley,200040350,6,84,244,8508,95.16,96.43
01035,Belleydoux,200042935,0,2,49,319,0.0,0.0
01036,Valromey-sur-Séran,200040350,0,7,160,1220,24.67,14.29
01037,Bénonces,240100883,1,2,20,283,98.23,100.0
01038,Bény,200071751,2,7,102,755,80.26,100.0
01040,Béréziat,200071751,1,8,54,501,88.82,100.0
01041,Bettant,240100883,1,4,14,661,100.0,100.0
01042,Bey,200070555,0,3,22,270,0.0,0.0
01043,Beynost,240100800,4,37,85,4728,99.7,100.0
01044,Billiat,240100891,1,5,27,608,99.84,100.0
01045,Birieux,200069193,0,3,26,266,0.0,0.0
01046,Biziat,200070555,1,8,66,776,69.09,87.5
01047,Blyes,240100883,1,11,32,1277,100.0,100.0
01049,La Boisse,240100610,3,25,52,3254,100.0,100.0
01050,Boissey,200071371,1,2,44,352,84.4,100.0
01051,Bolozon,200042935,0,2,11,82,0.0,0.0
01052,Bouligneux,200069193,0,2,41,197,19.8,50.0
01053,Bourg-en-Bresse,200071751,34,298,304,33622,99.93,99.66
01054,Bourg-Saint-Christophe,240100883,1,6,36,1378,98.84,100.0
01056,Boyeux-Saint-Jérôme,200029999,0,1,32,341,0.0,0.0
01057,Boz,200071371,1,4,23,460,100.0,100.0
01058,Brégnier-Cordon,200040350,2,11,45,656,93.6,90.91
01060,Brénod,200042935,1,5,40,548,89.6,80.0
01061,Brens,200040350,1,7,65,1061,79.45,85.71
01062,Bressolles,240100610,1,7,23,988,100.0,100.0
01063,Brion,200042935,1,3,21,510,100.0,100.0
01064,Briord,240100883,2,10,52,1068,44.38,100.0
01065,Buellas,200071751,1,11,78,1787,98.41,100.0
01066,La Burbanche,200040350,0,2,10,84,0.0,0.0
01067,Ceignes,200042935,0,5,15,244,0.0,0.0
01068,Cerdon,200029999,1,8,25,670,99.33,100.0
01069,Certines,200071751,1,5,63,1520,91.31,100.0
01071,Cessy,240100750,3,20,61,3873,91.65,90.0
01072,Ceyzériat,200071751,3,25,80,3167,99.59,88.0
01073,Ceyzérieu,200040350,1,6,70,1004,77.44,83.33
01074,Chalamont,200069193,2,29,110,2404,93.2,100.0
01075,Chaleins,200070118,1,11,77,1408,83.49,100.0
01076,Chaley,240100883,0,1,6,144,0.0,0.0
01077,Challes-la-Montagne,200029999,0,1,18,184,0.0,0.0
01078,Challex,240100750,1,5,54,1340,98.43,100.0
01079,Champagne-en-Valromey,200040350,2,17,47,666,74.19,100.0
01080,Champdor-Corcelles,240100578,1,5,48,629,68.2,20.0
01081,Champfromier,240100891,1,9,47,726,98.62,100.0
01082,Chanay,240100891,1,10,27,482,100.0,100.0
01083,Chaneins,200069193,1,14,69,990,83.75,100.0
01084,Chanoz-Châtenay,200070555,1,7,88,850,80.06,85.71
01085,La Chapelle-du-Châtelard,200069193,0,3,39,356,0.0,0.0
01087,Charix,200042935,1,3,31,274,90.15,100.0
01088,Charnoz-sur-Ain,240100883,1,6,39,914,91.9,100.0
01089,Château-Gaillard,240100883,1,11,57,2246,99.69,100.0
01090,Châtenay,200069193,1,3,50,361,67.31,100.0
01092,Châtillon-la-Palud,200069193,1,8,72,1624,97.17,100.0
01093,Châtillon-sur-Chalaronne,200069193,5,54,184,4720,93.87,98.15
01094,Chavannes-sur-Reyssouze,200071371,1,4,109,724,60.75,75.0
01095,Nivigne et Suran,200071751,1,8,71,765,57.71,62.5
01096,Chaveyriat,200070555,2,12,100,1008,71.39,83.33
01098,Chazey-Bons,200040350,1,16,76,1070,58.95,68.75
01099,Chazey-sur-Ain,240100883,1,9,62,1452,69.05,77.78
01100,Cheignieu-la-Balme,200040350,0,2,8,89,0.0,0.0
01101,Chevillard,200042935,0,1,14,158,3.17,0.0
01102,Chevroux,200071371,1,6,87,978,79.2,100.0
01103,Chevry,240100750,3,7,42,1662,99.22,100.0
01104,Chézery-Forens,240100750,1,6,69,410,67.52,100.0
01105,Civrieux,200042497,1,19,84,1954,89.71,78.95
01106,Cize,200071751,0,4,9,160,0.0,0.0
01107,Cleyzieu,240100883,0,3,11,138,0.0,0.0
01108,Coligny,200071751,1,20,105,1175,82.21,100.0
01109,Collonges,240100750,2,19,60,2139,91.77,100.0
01110,Colomieu,200040350,0,3,10,155,0.65,0.0
01111,Conand,240100883,0,2,21,134,38.2,100.0
01112,Condamine,200042935,1,5,13,436,100.0,100.0
01113,Condeissiat,200069193,1,9,93,814,80.65,88.89
01114,Confort,240100891,1,4,32,580,98.11,100.0
01115,Confrançon,200071751,2,9,116,1302,63.63,77.78
01116,Contrevoz,200040350,1,4,37,468,76.07,100.0
01117,Conzieu,200040350,0,1,11,149,0.0,0.0
01118,Corbonod,200070852,1,6,91,948,75.88,100.0
01121,Corlier,240100578,0,2,8,106,0.0,0.0
01123,Cormoranche-sur-Saône,200070555,1,7,56,1138,96.22,100.0
01124,Cormoz,200071751,1,6,99,708,67.25,100.0
01125,Corveissiat,200071751,1,5,37,632,64.05,100.0
01127,Courmangoux,200071751,0,7,46,474,0.0,0.0
01128,Courtes,200071751,0,1,37,265,1.13,0.0
01129,Crans,200069193,0,3,37,307,0.0,0.0
01130,Bresse Vallons,200071751,2,16,170,2368,84.25,100.0
01133,Cressin-Rochefort,200040350,1,4,24,400,100.0,100.0
01134,Crottet,200070555,1,15,68,1631,96.6,100.0
01135,Crozet,240100750,1,8,73,2022,97.8,100.0
01136,Cruzilles-lès-Mépillat,200070555,1,9,66,971,84.35,77.78
01138,Culoz,200040350,4,32,79,2669,95.84,100.0
01139,Curciat-Dongalon,200071751,1,4,83,446,64.76,100.0
01140,Curtafond,200071751,1,8,72,606,78.88,87.5
01141,Cuzieu,200040350,0,1,32,402,14.3,0.0
01142,Dagneux,240100610,5,42,55,4038,100.0,100.0
01143,Divonne-les-Bains,240100750,7,38,190,9474,94.92,100.0
01145,Dompierre-sur-Veyle,200071751,1,11,107,1237,65.44,90.91
01146,Dompierre-sur-Chalaronne,200069193,0,2,25,402,18.51,0.0
01147,Domsure,200071751,2,6,72,501,42.81,66.67
01148,Dortan,200042935,2,12,72,1823,86.34,91.67
01149,Douvres,240100883,1,5,24,909,100.0,100.0
01150,Drom,200071751,1,4,15,231,100.0,100.0
01151,Druillat,200071751,1,6,90,1180,38.83,83.33
01152,Échallon,200042935,1,7,85,734,65.96,100.0
01153,Échenevex,240100750,1,7,67,2003,98.7,100.0
01155,Évosges,240100578,1,3,10,136,100.0,100.0
01156,Faramans,240100883,1,6,55,857,92.94,83.33
01157,Fareins,200042497,3,23,84,2254,91.32,91.3
01158,Farges,240100750,1,3,35,920,94.02,100.0
01159,Feillens,200071371,2,29,103,3356,92.15,100.0
01160,Ferney-Voltaire,240100750,6,48,47,6606,100.0,100.0
01162,Flaxieu,200040350,0,1,6,52,0.0,0.0
01163,Foissiat,200071751,1,12,231,2011,57.63,75.0
01165,Francheleins,200070118,1,6,76,1432,81.15,83.33
01166,Frans,200042497,1,19,67,2518,95.69,100.0
01167,Garnerans,200070118,1,4,46,716,88.21,100.0
01169,Genouilleux,200070118,1,5,29,694,100.0,100.0
01170,Béard-Géovreissiat,200042935,1,2,27,972,100.0,100.0
01171,Géovreisset,200042935,0,5,18,686,98.83,100.0
01173,Gex,240100750,8,54,153,10325,94.05,98.15
01174,Giron,240100891,0,6,17,157,0.0,0.0
01175,Gorrevod,200071371,1,6,49,753,95.88,100.0
01177,Grand-Corent,200071751,0,2,15,166,0.0,0.0
01179,Grièges,200070555,3,11,75,1915,97.13,100.0
01180,Grilly,240100750,1,5,43,751,95.87,100.0
01181,Groissiat,200042935,1,7,31,1126,99.29,100.0
01183,Guéreins,200070118,2,19,42,1386,100.0,100.0
01184,Hautecourt-Romanèche,200071751,1,7,55,777,61.84,71.43
01185,Plateau d'Hauteville,240100578,5,48,256,3860,85.68,93.75
01187,Haut Valromey,200040350,1,6,121,639,33.33,83.33
01188,Illiat,200070118,1,3,89,639,83.88,100.0
01189,Injoux-Génissiat,240100891,1,8,64,1016,40.57,75.0
01190,Innimond,240100883,0,2,9,86,0.0,0.0
01191,Izenave,200042935,1,1,13,152,100.0,100.0
01192,Izernore,200042935,1,14,69,2202,83.97,100.0
01193,Izieu,200040350,0,3,20,212,45.28,0.0
01194,Jassans-Riottier,200040590,4,30,75,5250,100.0,100.0
01195,Jasseron,200071751,1,10,82,1748,93.02,100.0
01196,Jayat,200071751,1,7,100,1108,74.92,100.0
01197,Journans,200071751,1,2,14,342,100.0,100.0
01198,Joyeux,240100883,1,3,29,222,65.54,100.0
01199,Jujurieux,200029999,2,14,70,1892,79.67,100.0
01200,Labalme,200029999,1,5,9,202,99.01,100.0
01202,Lagnieu,240100883,7,38,168,6945,88.24,97.37
01203,Laiz,200070555,1,11,72,1229,96.5,100.0
01204,Le Poizat-Lalleyriat,200042935,1,7,71,670,68.43,28.57
01206,Lantenay,200042935,1,1,17,276,100.0,100.0
01207,Lapeyrouse,200069193,0,2,31,329,0.0,0.0
01208,Lavours,200040350,0,1,9,130,0.0,0.0
01209,Léaz,240100750,1,3,28,636,63.55,100.0
01210,Lélex,240100750,1,7,28,180,88.33,100.0
01211,Lent,200071751,1,7,103,1468,86.68,100.0
01212,Lescheroux,200071751,1,5,100,675,70.3,80.0
01213,Leyment,240100883,1,16,48,1414,94.76,93.75
01214,Leyssard,200042935,0,2,18,152,0.0,0.0
01215,Surjoux-Lhopital,240100891,0,1,21,88,0.0,0.0
01216,Lhuis,240100883,1,9,75,792,68.33,100.0
01219,Lompnas,240100883,1,1,10,155,100.0,100.0
01224,Loyettes,240100883,2,25,54,3254,95.3,92.0
01225,Lurcy,200070118,0,1,25,346,3.32,0.0
01227,Magnieu,200040350,0,2,41,648,0.0,0.0
01228,Maillat,200042935,1,5,26,528,93.93,100.0
01229,Malafretaz,200071751,1,9,57,1058,93.25,100.0
01230,Mantenay-Montlin,200071751,0,1,43,300,0.0,0.0
01231,Manziat,200071371,2,15,96,2058,100.0,100.0
01232,Marboz,200071751,2,21,238,2142,53.56,90.48
01233,Marchamp,240100883,0,3,20,118,0.0,0.0
01234,Marignieu,200040350,0,2,12,140,0.0,0.0
01235,Marlieux,200069193,3,10,60,1144,92.4,100.0
01236,Marsonnas,200071751,1,6,134,964,79.63,100.0
01237,Martignat,200042935,2,15,44,1650,100.0,100.0
01238,Massieux,200042497,1,16,30,1880,98.4,100.0
01239,Massignieu-de-Rives,200040350,1,3,56,601,88.02,66.67
01240,Matafelon-Granges,200042935,1,3,58,574,50.22,100.0
01241,Meillonnas,200071751,1,10,85,1332,84.87,90.0
01242,Mérignat,200029999,0,1,5,126,0.0,0.0
01243,Messimy-sur-Saône,200070118,1,10,65,1244,94.62,100.0
01244,Meximieux,240100883,8,77,113,7470,99.77,100.0
01245,Bohas-Meyriat-Rignat,200071751,1,5,65,901,30.8,40.0
01246,Mézériat,200070555,2,13,142,2156,81.51,100.0
01247,Mijoux,240100750,1,5,19,142,45.77,80.0
01248,Mionnay,200069193,2,15,71,2250,97.38,80.0
01249,Miribel,240100800,7,81,108,8465,99.82,98.77
01250,Misérieux,200042497,1,10,53,1884,96.15,90.0
01252,Mogneneins,200070118,1,4,42,852,69.31,100.0
01254,Montagnat,200071751,1,21,100,2159,85.53,66.67
01255,Montagnieu,240100883,1,4,27,500,100.0,100.0
01257,Montanges,240100891,1,2,23,348,93.39,50.0
01258,Montceaux,200070118,2,13,77,1122,96.08,92.31
01259,Montcet,200071751,1,3,48,668,98.8,100.0
01260,Le Montellier,240100883,1,3,31,302,71.48,100.0
01261,Monthieux,200069193,1,6,40,673,96.73,100.0
01262,Montluel,240100610,5,46,126,5862,88.2,91.3
01263,Montmerle-sur-Saône,200070118,3,24,57,3326,100.0,100.0
01264,Montracol,200071751,1,6,87,956,83.0,83.33
01265,Montréal-la-Cluse,200042935,3,38,61,3130,99.07,100.0
01266,Montrevel-en-Bresse,200071751,3,28,83,2095,76.47,96.43
01267,Nurieux-Volognat,200042935,1,11,51,944,95.39,100.0
01268,Murs-et-Gélignieux,200040350,0,1,33,246,7.72,0.0
01269,Nantua,200042935,4,23,46,3003,99.8,100.0
01272,Neuville-les-Dames,200069193,2,13,144,1504,85.41,92.31
01273,Neuville-sur-Ain,200029999,1,10,88,1673,61.86,80.0
01274,Les Neyrolles,200042935,1,5,14,591,99.66,100.0
01275,Neyron,240100800,1,9,50,1954,99.69,100.0
01276,Niévroz,240100610,1,10,46,1552,97.55,100.0
01277,Nivollet-Montgriffon,240100883,0,2,14,129,0.0,0.0
01279,Oncieu,240100883,0,2,8,77,0.0,0.0
01280,Ordonnaz,240100883,0,2,13,139,0.0,0.0
01281,Ornex,240100750,3,16,51,3045,100.0,100.0
01282,Outriaz,200042935,1,1,15,250,100.0,100.0
01283,Oyonnax,200042935,21,129,189,20030,98.75,99.22
01284,Ozan,200071371,1,5,37,698,94.13,100.0
01285,Parcieux,200042497,2,6,24,1068,100.0,100.0
01286,Parves et Nattages,200040350,1,6,89,911,33.97,0.0
01288,Péron,240100750,2,20,82,2324,84.73,95.0
01289,Péronnas,200071751,3,61,133,5167,97.96,93.44
01290,Pérouges,240100883,2,5,63,1243,99.68,100.0
01291,Perrex,200070555,1,7,83,796,82.04,100.0
01293,Peyriat,200042935,0,1,12,147,0.0,0.0
01294,Peyrieu,200040350,1,9,58,814,73.85,88.89
01295,Peyzieux-sur-Saône,200070118,1,5,27,600,97.5,80.0
01296,Pirajoux,200071751,0,3,58,332,5.42,0.0
01297,Pizay,240100610,1,4,28,926,100.0,100.0
01298,Plagne,240100891,0,1,10,141,2.13,0.0
01299,Le Plantay,200069193,1,3,53,492,88.02,100.0
01301,Polliat,200071751,3,19,152,2593,74.24,89.47
01302,Pollieu,200040350,0,2,12,154,17.26,50.0
01303,Poncin,200029999,2,16,69,1708,74.16,93.75
01304,Pont-d'Ain,200029999,3,33,81,2730,84.41,100.0
01305,Pont-de-Vaux,200071371,2,24,42,1753,99.6,100.0
01306,Pont-de-Veyle,200070555,1,20,15,973,100.0,100.0
01307,Port,200042935,1,10,14,725,100.0,100.0
01308,Pougny,240100750,1,5,40,662,97.73,100.0
01309,Pouillat,200071751,0,2,10,55,0.0,0.0
01310,Prémeyzel,200040350,0,2,10,117,0.0,0.0
01311,Prémillieu,240100578,0,1,7,53,0.0,0.0
01313,Prévessin-Moëns,240100750,7,26,107,7080,100.0,100.0
01314,Priay,200029999,1,11,67,1727,71.6,81.82
01317,Ramasse,200071751,0,2,19,336,0.0,0.0
01318,Rancé,200042497,1,4,48,733,85.95,75.0
01319,Relevant,200069193,1,3,57,425,85.88,100.0
01320,Replonges,200071371,3,28,126,3919,92.1,89.29
01321,Revonnas,200071751,1,3,31,800,90.18,100.0
01322,Reyrieux,200042497,4,28,131,4613,98.74,96.43
01323,Reyssouze,200071371,1,3,51,828,81.76,100.0
01325,Rignieux-le-Franc,240100883,1,8,51,1005,96.32,100.0
01328,Romans,200069193,1,7,71,476,56.3,85.71
01329,Rossillon,200040350,0,2,12,138,0.0,0.0
01330,Ruffieu,200040350,0,2,16,154,0.0,0.0
01331,Saint-Alban,200029999,0,1,18,160,0.0,0.0
01332,Saint-André-de-Bâgé,200071371,1,2,28,800,100.0,100.0
01333,Saint-André-de-Corcy,200069193,3,35,89,3274,96.24,97.14
01334,Saint-André-d'Huiriat,200070555,0,9,54,552,3.08,11.11
01335,Saint-André-le-Bouchoux,200069193,1,4,30,360,4.99,0.0
01336,Saint-André-sur-Vieux-Jonc,200071751,1,7,106,1122,90.02,100.0
01337,Saint-Bénigne,200071371,1,10,98,1338,86.29,90.0
01338,Groslée-Saint-Benoit,200040350,2,7,104,1084,29.74,85.71
01339,Saint-Bernard,200042497,1,9,46,1515,100.0,100.0
01342,Sainte-Croix,240100610,2,5,45,504,94.45,100.0
01343,Saint-Cyr-sur-Menthon,200070555,2,15,139,1831,71.57,93.33
01344,Saint-Denis-lès-Bourg,200071751,3,27,150,5071,94.84,100.0
01345,Saint-Denis-en-Bugey,240100883,1,10,26,1902,100.0,100.0
01346,Saint-Didier-d'Aussiat,200071751,1,8,91,790,84.25,100.0
01347,Saint-Didier-de-Formans,200042497,2,13,89,1821,100.0,100.0
01348,Saint-Didier-sur-Chalaronne,200070118,2,28,164,2750,86.56,89.29
01349,Saint-Éloi,240100883,1,3,39,560,93.21,100.0
01350,Saint-Étienne-du-Bois,200071751,3,24,228,2476,71.08,91.67
01351,Saint-Étienne-sur-Chalaronne,200070118,2,12,118,1673,85.36,100.0
01352,Saint-Étienne-sur-Reyssouze,200071371,1,3,81,519,74.08,100.0
01353,Sainte-Euphémie,200042497,1,7,39,1431,83.58,100.0
01354,Saint-Genis-Pouilly,240100750,9,60,93,10155,100.0,100.0
01355,Saint-Genis-sur-Menthon,200070555,1,4,64,440,72.01,75.0
01356,Saint-Georges-sur-Renon,200069193,0,4,22,200,0.0,0.0
01357,Saint-Germain-de-Joux,240100891,1,5,33,466,94.64,100.0
01358,Saint-Germain-les-Paroisses,200040350,1,3,35,424,91.05,100.0
01359,Saint-Germain-sur-Renon,200069193,0,2,34,239,2.93,0.0
01360,Saint-Jean-de-Gonville,240100750,2,7,46,1796,100.0,100.0
01361,Saint-Jean-de-Niost,240100883,1,10,66,1858,97.63,100.0
01362,Saint-Jean-de-Thurigneux,200042497,1,4,59,820,76.1,100.0
01363,Saint-Jean-le-Vieux,200029999,3,15,59,1758,95.14,100.0
01364,Saint-Jean-sur-Reyssouze,200071751,1,8,114,697,58.75,75.0
01365,Saint-Jean-sur-Veyle,200070555,1,7,71,992,77.17,100.0
01366,Sainte-Julie,240100883,1,6,37,1082,94.87,83.33
01367,Saint-Julien-sur-Reyssouze,200071751,1,9,46,603,96.85,100.0
01368,Saint-Julien-sur-Veyle,200070555,2,6,76,795,91.89,100.0
01369,Saint-Just,200071751,2,8,27,780,100.0,100.0
01370,Saint-Laurent-sur-Saône,200070308,2,14,2,652,100.0,100.0
01371,Saint-Marcel,200069193,1,7,40,1176,99.66,100.0
01372,Saint-Martin-de-Bavel,200040350,1,2,29,392,100.0,100.0
01373,Saint-Martin-du-Frêne,200042935,1,13,40,994,95.17,100.0
01374,Saint-Martin-du-Mont,200071751,1,12,125,1936,53.5,75.0
01375,Saint-Martin-le-Châtel,200071751,1,5,77,736,71.38,100.0
01376,Saint-Maurice-de-Beynost,240100800,4,23,33,3152,100.0,100.0
01378,Saint-Maurice-de-Gourdans,240100883,1,18,84,2804,72.81,100.0
01379,Saint-Maurice-de-Rémens,240100883,1,5,24,764,88.81,100.0
01380,Saint-Nizier-le-Bouchoux,200071751,1,8,111,550,48.14,87.5
01381,Saint-Nizier-le-Désert,200069193,1,9,79,818,81.54,77.78
01382,Sainte-Olive,200069193,0,2,41,289,0.0,0.0
01383,Saint-Paul-de-Varax,200069193,1,11,68,1434,94.56,100.0
01384,Saint-Rambert-en-Bugey,240100883,2,21,93,2028,69.68,95.24
01385,Saint-Rémy,200071751,1,6,58,826,96.49,100.0
01386,Saint-Sorlin-en-Bugey,240100883,1,6,35,1026,100.0,100.0
01387,Saint-Sulpice,200071751,0,2,24,247,3.64,0.0
01388,Saint-Trivier-de-Courtes,200071751,2,20,94,906,86.75,100.0
01389,Saint-Trivier-sur-Moignans,200069193,1,19,164,1692,77.45,94.74
01390,Saint-Vulbas,240100883,1,13,40,1052,53.64,76.92
01391,Salavre,200071751,0,3,31,300,6.01,33.33
01392,Samognat,200042935,0,5,36,652,2.38,0.0
01393,Sandrans,200069193,1,2,59,552,83.61,100.0
01396,Sault-Brénaz,240100883,1,10,19,641,92.67,100.0
01397,Sauverny,240100750,1,4,20,433,100.0,100.0
01398,Savigneux,200042497,1,13,86,1378,87.6,92.31
01399,Ségny,240100750,2,13,32,1870,100.0,100.0
01400,Seillonnaz,240100883,0,1,13,126,15.14,0.0
01401,Sergy,240100750,1,5,47,1720,99.88,100.0
01402,Sermoyer,200071371,1,5,47,659,60.7,80.0
01403,Serrières-de-Briord,240100883,2,16,33,1278,100.0,100.0
01404,Serrières-sur-Ain,200029999,0,1,21,123,0.0,0.0
01405,Servas,200071751,1,10,67,1192,89.06,100.0
01406,Servignat,200071751,0,1,22,154,0.0,0.0
01407,Seyssel,200070852,2,11,21,564,100.0,100.0
01408,Simandre-sur-Suran,200071751,1,10,44,652,96.4,100.0
01410,Sonthonnax-la-Montagne,200042935,1,3,17,282,74.16,100.0
01411,Souclin,240100883,1,1,14,267,99.63,100.0
01412,Sulignat,200069193,1,5,67,524,89.02,100.0
01415,Talissieu,200040350,1,2,26,379,100.0,100.0
01416,Tenay,240100883,2,8,40,886,96.05,87.5
01418,Thil,240100800,1,7,31,1124,100.0,100.0
01419,Thoiry,240100750,3,32,113,5460,96.87,100.0
01420,Thoissey,200070118,2,15,6,733,100.0,100.0
01421,Torcieu,240100883,1,8,38,708,89.34,62.5
01422,Tossiat,200071751,1,11,60,1307,88.83,81.82
01423,Toussieux,200042497,1,4,37,1194,100.0,100.0
01424,Tramoyes,240100800,1,10,64,1748,100.0,90.0
01425,La Tranclière,200071751,1,3,39,286,66.2,100.0
01426,Val-Revermont,200071751,1,19,188,2414,39.38,57.89
01427,Trévoux,200042497,6,41,66,5557,100.0,100.0
01428,Valeins,200069193,0,2,20,122,0.0,0.0
01429,Vandeins,200071751,1,5,51,696,95.26,100.0
01430,Varambon,200029999,1,3,39,571,97.55,100.0
01431,Vaux-en-Bugey,240100883,1,9,34,1204,99.83,100.0
01432,Verjon,200071751,0,3,29,344,6.39,0.0
01433,Vernoux,200071751,0,1,39,248,0.0,0.0
01434,Versailleux,200069193,1,5,40,497,91.95,100.0
01435,Versonnex,240100750,2,11,36,1846,100.0,100.0
01436,Vesancy,240100750,1,2,23,453,100.0,100.0
01437,Vescours,200071751,0,1,30,185,0.0,0.0
01439,Vésines,200071371,0,1,7,84,0.0,0.0
01441,Vieu-d'Izenave,200042935,1,6,46,688,57.38,66.67
01443,Villars-les-Dombes,200069193,3,32,105,4691,91.42,100.0
01444,Villebois,240100883,1,8,41,1178,99.83,100.0
01445,Villemotier,200071751,1,5,77,594,58.75,100.0
01446,Villeneuve,200042497,1,11,109,1622,82.86,81.82
01447,Villereversure,200071751,1,17,69,1302,85.11,82.35
01448,Villes,240100891,1,1,17,360,99.45,100.0
01449,Villette-sur-Ain,200069193,1,5,63,721,72.68,60.0
01450,Villieu-Loyes-Mollon,240100883,2,20,110,3608,72.61,80.0
01451,Viriat,200071751,5,49,316,6066,57.8,71.43
01452,Virieu-le-Grand,200040350,1,10,41,966,96.28,90.0
01453,Arvière-en-Valromey,200040350,2,1,77,628,31.21,0.0
01454,Virignin,200040350,1,11,56,1062,87.52,72.73
01456,Vongnes,200040350,0,1,8,68,0.0,0.0
01457,Vonnas,200070555,3,26,164,3064,91.89,100.0
02001,Abbécourt,200071785,1,3,29,477,100.0,100.0
02002,Achery,200071785,1,4,27,579,100.0,100.0
02003,Acy,240200477,1,5,44,998,100.0,100.0
02004,Agnicourt-et-Séchelles,240200469,0,1,18,172,0.0,0.0
02005,Aguilcourt,240200576,0,2,18,394,9.14,0.0
02006,Aisonville-et-Bernoville,200071983,0,2,25,252,0.0,0.0
02007,Aizelles,240200592,0,1,7,110,0.0,0.0
02008,Aizy-Jouy,240200501,0,2,25,300,0.0,0.0
02009,Alaincourt,200040426,1,6,19,457,100.0,100.0
02010,Allemant,240200501,0,2,9,132,0.0,0.0
02011,Ambleny,200071991,1,10,67,1151,97.61,100.0
02012,Ambrief,240200519,0,1,6,76,0.0,0.0
02013,Amifontaine,240200576,1,5,24,376,96.27,100.0
02014,Amigny-Rouy,200071785,1,3,39,717,100.0,100.0
02015,Ancienville,200071991,0,1,5,79,0.0,0.0
02016,Andelain,200071785,0,1,11,212,30.26,100.0
02017,Anguilcourt-le-Sart,200071785,1,1,18,282,100.0,100.0
02018,Anizy-le-Grand,200071769,3,23,79,2386,77.78,82.61
02019,Annois,200071892,0,1,20,325,22.15,0.0
02020,Any-Martin-Rieux,240200600,1,4,55,420,67.86,75.0
02021,Archon,240200634,0,1,10,72,0.0,0.0
02022,Arcy-Sainte-Restitue,240200519,0,2,31,402,0.0,0.0
02023,Armentières-sur-Ourcq,200072031,0,2,13,100,0.0,0.0
02024,Arrancy,200043495,0,1,4,42,0.0,0.0
02025,Artemps,200071892,1,3,13,343,100.0,100.0
02027,Assis-sur-Serre,240200469,0,2,13,210,0.0,0.0
02028,Athies-sous-Laon,200043495,2,16,58,2584,99.85,100.0
02029,Attilly,240200493,0,1,21,308,1.3,0.0
02030,Aubencheul-aux-Bois,240200493,0,1,8,188,0.0,0.0
02031,Aubenton,240200600,1,11,56,625,77.04,100.0
02032,Aubigny-aux-Kaisnes,200071892,2,5,11,204,100.0,100.0
02033,Aubigny-en-Laonnois,240200592,0,1,9,96,0.0,0.0
02034,Audignicourt,200071991,0,1,11,120,0.0,0.0
02035,Audigny,200071983,1,2,16,252,97.22,100.0
02036,Augy,240200501,0,1,6,77,74.03,100.0
02037,Aulnois-sous-Laon,200043495,2,7,33,1282,99.77,100.0
02038,Les Autels,240200634,0,2,12,52,0.0,0.0
02039,Autremencourt,240200469,0,1,11,146,0.0,0.0
02040,Autreppes,240200444,0,1,15,168,0.0,0.0
02041,Autreville,200071785,1,3,25,634,84.85,100.0
02042,Azy-sur-Marne,200072031,0,5,13,315,0.0,0.0
02043,Bagneux,240200477,0,1,7,64,0.0,0.0
02044,Bancigny,240200444,0,1,7,36,61.11,0.0
02046,Barenton-Bugny,240200469,1,3,16,504,99.4,100.0
02047,Barenton-Cel,240200469,1,2,7,106,100.0,100.0
02048,Barenton-sur-Serre,240200469,0,1,11,126,0.0,0.0
02049,Barisis-aux-Bois,200071769,1,5,48,750,98.4,100.0
02050,Barzy-en-Thiérache,240200444,1,1,32,252,95.24,100.0
