CODGEO,gare_nat,gare_reg,gare_loc,points_gare
67421,0,0,1,4
67424,0,0,1,4
67437,0,1,0,7
67445,0,0,1,4
67447,0,0,1,4
67448,0,1,0,7
67458,0,0,1,4
67460,0,0,1,4
67462,0,1,0,7
67463,0,0,1,4
67465,0,0,1,4
67474,0,1,0,7
67478,0,0,1,4
67482,1,1,0,10
67487,0,0,1,4
67491,0,0,1,4
67500,0,1,1,7
67506,0,1,0,7
67511,0,0,1,4
67519,0,0,1,4
67529,0,1,0,7
67534,0,0,1,4
67538,0,1,0,7
67543,0,1,1,7
67544,0,1,0,7
68004,0,1,0,7
68020,0,0,1,4
68021,0,1,0,7
68040,0,0,1,4
68043,0,1,0,7
68051,0,0,1,4
68063,0,1,0,7
68066,1,0,2,10
68068,0,0,1,4
68089,0,0,2,4
68109,0,0,1,4
68118,0,1,0,7
68134,0,0,1,4
68152,0,0,1,4
68171,0,0,1,4
68193,0,0,1,4
68195,0,0,1,4
68203,0,0,1,4
68204,0,0,1,4
68215,0,0,1,4
68217,0,0,1,4
68223,0,0,1,4
68224,1,1,0,10
68226,0,1,1,7
68247,0,0,1,4
68260,0,0,1,4
68262,0,0,1,4
68278,0,1,0,7
68287,0,1,0,7
68292,0,0,1,4
68297,0,1,1,7
68309,0,1,0,7
68321,0,0,1,4
68334,0,2,1,7
68338,0,0,2,4
68348,0,1,1,7
68356,0,0,1,4
68368,0,0,1,4
68372,0,0,1,4
68374,0,0,3,4
68375,0,0,1,4
68384,0,0,2,4
88011,0,0,1,4
88078,0,0,1,4
88090,0,1,0,7
88108,0,0,1,4
88114,0,0,1,4
88158,0,0,1,4
88160,0,1,0,7
88165,0,0,1,4
88247,0,0,1,4
88321,0,0,1,4
88327,0,1,0,7
88355,0,0,1,4
88358,0,0,1,4
88361,0,0,1,4
88372,0,1,0,7
88383,0,1,0,7
88413,0,1,0,7
88428,0,0,1,4
88429,0,0,1,4
88465,0,1,0,7
88516,0,0,1,4
88530,0,0,1,4
44001,0,0,1,4
44003,0,1,0,7
44010,0,0,1,4
44012,0,0,1,4
44018,0,0,1,4
44021,0,0,1,4
44022,0,0,1,4
44028,0,0,1,4
44035,0,1,3,7
44036,0,0,1,4
44043,0,1,0,7
44045,0,0,1,4
44047,0,0,1,4
44049,0,1,0,7
44052,0,0,1,4
44053,0,0,1,4
44055,1,0,1,10
44064,0,0,1,4
44067,0,0,1,4
44070,0,1,0,7
44075,0,0,1,4
44087,0,0,1,4
44092,0,0,1,4
44094,0,0,1,4
44103,0,0,1,4
44106,0,0,1,4
44109,1,0,2,10
44110,0,1,0,7
44115,0,1,0,7
44117,0,1,0,7
44129,0,1,0,7
44131,0,0,1,4
44132,0,1,0,7
44133,0,0,1,4
44135,0,0,1,4
44143,0,1,0,7
44158,0,0,1,4
44161,0,0,1,4
44162,0,0,1,4
44164,0,0,1,4
44184,1,0,2,10
44186,0,1,0,7
44190,0,0,2,4
44195,0,1,0,7
44196,0,0,1,4
44201,0,1,0,7
44204,0,0,1,4
44213,0,0,1,4
44215,0,1,0,7
49007,1,0,1,10
49048,0,0,1,4
49063,0,1,0,7
49068,0,0,1,4
49092,0,1,0,7
49099,0,1,0,7
49132,0,0,1,4
49160,0,0,1,4
49201,0,1,0,7
49215,0,0,1,4
49220,0,0,1,4
49247,0,1,0,7
49261,0,0,1,4
49301,0,0,1,4
49307,0,0,2,4
49328,0,1,0,7
49329,0,0,1,4
49347,0,1,0,7
49353,0,0,1,4
53043,0,0,1,4
53097,0,1,0,7
53103,0,0,1,4
53130,1,0,0,10
53163,0,0,1,4
53182,0,0,1,4
53247,0,0,1,4
53276,0,0,1,4
72008,0,0,1,4
72013,0,0,1,4
72031,0,1,0,7
72038,0,0,1,4
72054,0,0,1,4
72071,0,1,0,7
72089,0,0,1,4
72119,0,0,1,4
72124,0,1,0,7
72132,0,1,0,7
72138,0,0,1,4
72147,0,0,1,4
72181,1,1,0,10
72191,0,0,1,4
72205,0,0,1,4
72217,0,0,1,4
72223,0,0,1,4
72241,0,0,1,4
72264,0,1,0,7
72287,0,0,1,4
72300,0,0,1,4
72334,0,1,0,7
72346,0,1,0,7
72349,0,0,1,4
72364,0,0,1,4
72380,0,0,1,4
72381,0,0,1,4
85019,0,0,1,4
85034,0,0,1,4
85046,0,0,1,4
85047,0,1,0,7
85051,0,0,1,4
85076,0,0,1,4
85093,0,0,1,4
85108,0,0,1,4
85128,0,0,1,4
85140,0,0,1,4
85146,0,1,0,7
85152,0,0,1,4
85191,0,1,0,7
85194,0,1,1,7
85222,0,0,1,4
85226,0,0,1,4
22013,0,0,1,4
22020,0,0,1,4
22025,0,0,2,4
22032,0,0,1,4
22050,0,0,1,4
22052,0,0,1,4
22067,0,0,1,4
22070,0,1,0,7
22093,0,1,0,7
22105,0,0,1,4
22113,0,1,0,7
22128,0,0,1,4
22135,0,0,1,4
22144,0,0,1,4
22162,0,0,1,4
22185,0,0,1,4
22193,0,0,1,4
22197,0,0,1,4
22206,0,0,1,4
22207,0,0,1,4
22212,0,0,1,4
22216,0,0,1,4
22227,0,0,1,4
22233,0,0,3,4
22234,0,0,1,4
22249,0,0,2,4
22250,0,0,2,4
22278,1,0,0,10
22327,0,0,1,4
22338,0,0,1,4
22389,0,0,1,4
29004,0,0,1,4
29019,1,0,0,10
29024,0,0,1,4
29026,0,0,1,4
29056,0,0,1,4
29074,0,0,1,4
29103,0,1,0,7
29105,0,1,0,7
29140,0,0,1,4
29151,1,0,0,10
29163,0,0,1,4
29199,0,0,1,4
29232,1,0,0,10
29233,0,1,0,7
29235,0,0,1,4
29237,0,0,1,4
29241,0,1,0,7
29266,0,0,1,4
29302,0,0,1,4
35024,0,0,1,4
35029,0,0,1,4
35040,0,0,1,4
35047,0,1,1,7
35051,0,1,0,7
35068,0,1,0,7
35079,0,0,1,4
35085,0,1,0,7
35088,0,0,1,4
35094,0,0,1,4
35095,0,1,0,7
35116,0,0,1,4
35126,0,1,1,7
35131,0,0,1,4
35136,0,1,0,7
35145,0,0,1,4
35167,0,0,1,4
35176,0,1,0,7
35179,0,0,1,4
35184,0,1,1,7
35188,0,1,0,7
35195,0,1,0,7
35207,0,1,0,7
35221,0,0,1,4
35224,0,0,1,4
35234,0,0,1,4
35236,0,1,0,7
35238,1,1,1,10
35239,0,0,1,4
35250,0,0,1,4
35252,0,0,1,4
35274,0,0,1,4
35281,0,0,1,4
35288,1,0,0,10
35296,0,0,1,4
35299,0,0,1,4
35312,0,0,1,4
35327,0,0,1,4
35333,0,0,1,4
35352,0,0,1,4
35360,0,1,0,7
56007,1,0,0,10
56021,0,0,1,4
56063,0,0,1,4
56083,0,1,0,7
56096,0,0,1,4
56097,0,0,1,4
56121,1,0,0,10
56123,0,0,1,4
56161,0,0,1,4
56168,0,0,2,4
56176,0,0,1,4
56184,0,1,0,7
56186,0,0,1,4
56234,0,0,4,4
56260,1,0,0,10
16015,1,0,0,10
16073,0,0,1,4
16090,0,0,1,4
16102,0,1,0,7
16113,0,0,1,4
16153,0,0,1,4
16196,0,0,1,4
16230,0,0,1,4
16292,0,0,1,4
17010,0,0,1,4
17028,0,0,1,4
17053,0,0,1,4
17074,0,0,1,4
17094,0,0,1,4
17194,0,0,1,4
17197,0,1,0,7
17211,0,0,1,4
17240,0,0,1,4
17283,0,0,1,4
17299,0,1,0,7
17300,1,0,1,10
17306,0,1,0,7
17309,0,0,1,4
17344,0,0,1,4
17347,0,0,1,4
17353,0,0,1,4
17397,0,0,1,4
17400,0,0,1,4
17415,0,1,0,7
17421,0,0,1,4
17434,0,1,0,7
17447,0,0,1,4
17449,0,0,1,4
17474,0,0,1,4
19005,0,0,1,4
19011,0,0,1,4
19031,1,0,0,10
19033,0,0,1,4
19061,0,0,1,4
19073,0,0,1,4
19095,0,0,1,4
19121,0,0,1,4
19124,0,0,1,4
19129,0,0,1,4
19136,0,0,2,4
19143,0,0,1,4
19153,0,0,1,4
19160,0,0,1,4
19182,0,0,1,4
19211,0,0,1,4
19236,0,0,1,4
19272,0,1,0,7
19273,0,0,1,4
19275,0,0,1,4
19276,0,0,1,4
19278,0,0,2,4
19285,0,0,1,4
23001,0,0,1,4
23008,0,0,1,4
23079,0,0,1,4
23096,0,0,1,4
23104,0,0,1,4
23105,0,0,1,4
23124,0,0,1,4
23132,0,0,1,4
23137,0,0,1,4
23149,0,0,1,4
23176,0,1,0,7
23239,0,0,1,4
24002,0,0,1,4
24035,0,0,1,4
24037,0,1,0,7
24053,0,0,2,4
24067,0,0,1,4
24068,0,0,1,4
24115,0,0,1,4
24133,0,0,1,4
24156,0,0,1,4
24172,0,0,1,4
24194,0,0,1,4
24223,0,0,1,4
24225,0,0,1,4
24226,0,0,1,4
24229,0,0,1,4
24245,0,0,1,4
24256,0,0,1,4
24260,0,0,1,4
24294,0,1,0,7
24299,0,1,0,7
24308,0,0,1,4
24309,0,0,1,4
24322,0,1,0,7
24350,0,0,1,4
24370,0,0,1,4
24372,0,1,0,7
24396,0,0,1,4
24442,0,0,1,4
24484,0,0,1,4
24520,0,0,1,4
24538,0,0,1,4
24547,0,0,1,4
24550,0,0,1,4
24551,0,1,0,7
24558,0,0,1,4
24568,0,0,1,4
33003,0,0,2,4
33007,0,0,1,4
33009,0,1,0,7
33018,0,0,1,4
33030,0,0,1,4
33032,0,0,1,4
33037,0,1,0,7
33039,0,0,1,4
33051,0,1,0,7
33056,0,1,0,7
33063,1,0,1,10
33069,0,0,1,4
33075,0,0,1,4
33080,0,0,1,4
33108,0,1,0,7
33111,0,0,1,4
33114,0,0,1,4
33119,0,1,0,7
33120,0,1,0,7
33122,0,1,0,7
33138,0,1,0,7
33143,0,0,1,4
33154,0,0,1,4
33183,0,0,1,4
33187,0,0,1,4
33199,0,2,0,7
33221,0,0,1,4
33227,0,1,0,7
33240,0,0,1,4
33243,0,1,0,7
33256,0,0,1,4
33262,0,0,1,4
33268,0,0,1,4
33281,0,0,1,4
33297,0,0,1,4
33312,0,0,1,4
33314,0,0,1,4
33318,0,2,0,7
33327,0,0,1,4
33334,0,0,1,4
33337,0,0,1,4
33352,0,1,0,7
33366,0,1,0,7
33393,0,0,1,4
33394,0,0,1,4
33397,0,0,1,4
33402,0,1,0,7
33433,0,0,1,4
33435,0,0,1,4
33447,0,0,1,4
33448,0,0,1,4
33463,0,0,1,4
33478,0,1,0,7
33483,0,0,1,4
33492,0,1,0,7
33514,0,0,1,4
33527,0,1,0,7
33529,0,1,0,7
33539,0,0,1,4
33544,0,0,2,4
33550,0,0,1,4
33555,0,1,0,7
40006,0,0,1,4
40036,0,0,1,4
40088,1,0,0,10
40133,0,0,1,4
40134,0,0,1,4
40192,0,1,0,7
40197,0,1,0,7
40209,0,0,1,4
40224,0,0,1,4
40261,0,0,1,4
40274,0,0,1,4
40284,0,1,0,7
40293,0,0,1,4
40332,0,1,0,7
40333,0,0,1,4
47001,1,0,0,10
47004,0,0,1,4
47138,0,0,1,4
47157,0,1,0,7
47179,0,0,1,4
47203,0,0,1,4
47210,0,0,1,4
47233,0,0,1,4
47292,0,0,1,4
47310,0,1,0,7
64061,0,0,1,4
64067,0,0,1,4
64102,1,0,0,10
64104,0,0,1,4
64122,1,0,0,10
64124,0,0,1,4
64126,0,0,1,4
64140,0,0,1,4
64157,0,0,1,4
64160,0,0,1,4
64191,0,0,1,4
64230,0,0,1,4
64249,0,0,1,4
64255,0,0,1,4
64260,0,1,1,7
64279,0,0,1,4
64284,0,0,1,4
64360,0,0,1,4
64400,0,0,1,4
64421,0,0,1,4
64422,0,0,1,4
64430,0,1,0,7
64445,1,0,0,10
64461,0,0,1,4
64483,0,1,0,7
64485,0,0,1,4
64490,0,0,1,4
64506,0,0,1,4
64546,0,0,1,4
64547,0,0,1,4
64558,0,0,1,4
79031,0,0,1,4
79048,0,0,1,4
79049,0,0,1,4
79062,0,0,1,4
79078,0,0,1,4
79125,0,0,1,4
79166,0,0,1,4
79170,0,0,1,4
79191,1,0,0,10
79201,0,0,1,4
79220,0,0,1,4
79246,0,0,1,4
79270,0,1,0,7
79329,0,0,1,4
86003,0,0,1,4
86019,0,0,1,4
86029,0,0,1,4
86062,0,1,1,7
86066,0,1,0,7
86092,0,0,1,4
86095,0,0,1,4
86111,0,0,1,4
86113,0,0,1,4
86115,0,0,1,4
86120,0,0,1,4
86133,0,0,1,4
86139,0,0,1,4
86140,0,0,1,4
86157,0,0,1,4
86165,0,0,1,4
86174,0,0,2,4
86183,0,0,1,4
86194,1,0,0,10
86213,0,0,1,4
86247,0,0,1,4
86293,0,0,1,4
87001,0,0,1,4
87002,0,0,1,4
87011,0,0,1,4
87013,0,0,1,4
87021,0,0,1,4
87027,0,0,1,4
87049,0,0,1,4
87059,0,0,1,4
87064,0,0,1,4
87068,0,0,1,4
87079,0,0,1,4
87085,1,0,1,10
87096,0,0,1,4
87103,0,0,1,4
87105,0,0,1,4
87106,0,0,1,4
87107,0,0,1,4
87118,0,0,1,4
87119,0,0,1,4
87120,0,0,1,4
87129,0,0,1,4
87131,0,0,1,4
87140,0,0,1,4
87142,0,0,1,4
87146,0,0,1,4
87150,0,0,1,4
87154,0,0,1,4
87161,0,0,1,4
87178,0,0,2,4
87181,0,0,1,4
87185,0,0,1,4
87187,0,0,1,4
87203,0,0,1,4
87205,0,0,1,4
09032,0,0,1,4
09070,0,0,1,4
09103,0,0,1,4
09122,0,1,0,7
09131,0,0,1,4
09139,0,0,1,4
09189,0,0,1,4
09225,0,1,0,7
09282,0,1,0,7
09306,0,0,1,4
09324,0,0,1,4
09331,0,0,1,4
11049,0,0,1,4
11069,1,0,0,10
11076,0,1,0,7
11102,0,0,1,4
11106,0,0,1,4
11201,0,0,1,4
11202,0,0,1,4
11203,0,0,1,4
11206,0,0,2,4
11262,1,0,0,10
11266,0,0,1,4
11293,0,0,1,4
12013,0,0,1,4
12047,0,0,1,4
12052,0,0,1,4
12056,0,0,1,4
12083,0,0,1,4
12133,0,0,1,4
12145,0,0,1,4
12155,0,0,1,4
12167,0,0,1,4
12169,0,0,1,4
12202,0,1,0,7
12215,0,0,1,4
12225,0,0,1,4
12243,0,0,1,4
12252,0,0,1,4
12270,0,0,1,4
12282,0,0,1,4
12300,0,0,1,4
12305,0,0,1,4
30003,0,0,1,4
30006,0,0,1,4
30007,0,1,0,7
30028,0,0,1,4
30032,0,0,1,4
30033,0,0,1,4
30046,0,0,2,4
30059,0,0,1,4
30080,0,0,1,4
30112,0,0,1,4
30123,0,0,1,4
30128,0,0,1,4
30130,0,0,1,4
30132,0,0,2,4
30133,0,0,1,4
30155,1,0,0,10
30169,0,0,1,4
30189,1,0,1,10
30202,0,0,1,4
30239,0,0,1,4
30255,0,0,1,4
30276,0,0,1,4
30333,0,0,1,4
30341,0,0,1,4
30344,0,1,0,7
31033,0,1,0,7
31037,0,0,1,4
31048,0,0,1,4
31084,0,1,0,7
31088,0,1,0,7
31094,0,0,1,4
31107,0,1,0,7
31118,0,1,0,7
31135,0,1,0,7
31145,0,1,0,7
31149,0,2,0,7
31169,0,0,1,4
31181,0,0,1,4
31224,0,1,0,7
31228,0,0,1,4
31254,0,1,1,7
31303,0,1,0,7
31324,0,0,1,4
31339,0,0,1,4
31358,0,1,0,7
31384,0,0,1,4
31389,0,0,1,4
31395,0,1,0,7
31417,0,1,0,7
31421,0,1,0,7
31433,0,1,0,7
31483,0,1,0,7
31490,0,1,0,7
31503,0,0,1,4
31555,1,2,7,10
31574,0,1,0,7
31582,0,1,0,7
31589,0,0,1,4
32012,0,0,1,4
32013,0,1,0,7
32147,0,0,1,4
32160,0,1,0,7
34003,0,1,0,7
34022,0,1,0,7
34028,0,0,1,4
34032,1,0,0,10
34038,0,0,1,4
34108,0,1,0,7
34144,0,0,1,4
34145,0,1,0,7
34146,0,0,1,4
34147,0,0,1,4
34150,0,0,1,4
34172,2,0,0,10
34233,0,0,2,4
34240,0,0,1,4
34301,1,0,0,10
34321,0,0,1,4
34332,0,0,1,4
34333,0,0,1,4
34337,0,0,1,4
46009,0,0,1,4
46015,0,0,1,4
46028,0,0,1,4
46029,0,0,1,4
46042,0,1,0,7
46087,0,0,1,4
46102,0,1,0,7
46109,0,0,1,4
46118,0,0,1,4
46127,0,0,1,4
46128,0,0,1,4
46163,0,0,1,4
46229,0,0,1,4
46232,0,0,1,4
46240,0,0,1,4
46265,0,0,1,4
46309,0,1,0,7
46330,0,0,1,4
48003,0,0,1,4
48009,0,0,1,4
48016,0,0,1,4
48017,0,0,1,4
48018,0,0,1,4
48021,0,0,1,4
48027,0,0,2,4
48037,0,0,1,4
48039,0,0,1,4
48056,0,0,1,4
48080,0,0,1,4
48086,0,0,1,4
48092,0,0,1,4
48095,0,0,1,4
48099,0,0,2,4
48139,0,0,1,4
48140,0,0,1,4
48185,0,0,1,4
48198,0,0,1,4
65127,0,0,1,4
65258,0,0,1,4
65286,1,0,0,10
65395,0,0,1,4
65440,0,1,0,7
65447,0,0,1,4
66008,0,1,0,7
66016,0,0,1,4
66020,0,0,1,4
66025,0,0,1,4
66027,0,0,1,4
66048,0,0,1,4
66053,0,0,1,4
66065,0,0,1,4
66066,0,0,2,4
66067,0,0,1,4
66080,0,0,1,4
66085,0,1,0,7
66088,0,0,1,4
66103,0,0,1,4
66108,0,0,1,4
66123,0,0,2,4
66124,0,0,1,4
66125,0,0,1,4
66130,0,0,1,4
66136,1,0,0,10
66142,0,0,1,4
66146,0,0,1,4
66148,0,0,1,4
66149,0,0,1,4
66161,0,0,1,4
66164,0,0,1,4
66167,0,0,2,4
66174,0,0,1,4
66181,0,0,1,4
66190,0,0,1,4
66192,0,0,1,4
66193,0,0,2,4
66195,0,0,1,4
66209,0,0,1,4
66218,0,0,1,4
66230,0,0,1,4
81004,0,1,1,7
81060,0,0,1,4
81065,0,1,0,7
81070,0,1,0,7
81078,0,0,1,4
81099,0,1,1,7
81120,0,0,1,4
81140,0,1,1,7
81145,0,0,1,4
81156,0,0,1,4
81163,0,0,1,4
81271,0,1,0,7
81292,0,0,1,4
81315,0,0,1,4
81320,0,0,1,4
82002,0,0,1,4
82033,0,0,1,4
82037,0,1,0,7
82048,0,1,0,7
82075,0,0,1,4
82088,0,0,1,4
82089,0,0,1,4
82096,0,0,1,4
82112,0,0,1,4
82121,1,0,0,10
82123,0,0,1,4
82186,0,0,1,4
82187,0,0,1,4
01004,0,1,0,7
01007,0,0,1,4
01031,0,0,1,4
01032,0,1,0,7
01033,0,1,0,7
01043,0,1,0,7
01051,0,0,1,4
01053,1,0,0,10
01063,0,0,1,4
01072,0,0,1,4
01118,0,0,1,4
01134,0,0,1,4
01138,0,1,0,7
01235,0,1,0,7
01244,0,1,0,7
01246,0,0,1,4
01248,0,0,1,4
01249,0,2,0,7
01262,0,1,0,7
01267,0,0,1,4
01283,0,0,1,4
01301,0,0,1,4
01304,0,0,1,4
01308,0,0,1,4
01333,0,1,0,7
01371,0,0,1,4
01374,0,0,1,4
01376,0,1,0,7
01383,0,0,1,4
01384,0,0,1,4
01405,0,0,1,4
01408,0,0,1,4
01416,0,0,1,4
01443,0,1,0,7
01447,0,0,1,4
01452,0,0,1,4
01457,0,0,1,4
03010,0,0,1,4
03022,0,0,1,4
03025,0,0,1,4
03082,0,1,0,7
03102,0,0,1,4
03118,0,0,1,4
03128,0,0,1,4
03152,0,0,1,4
03185,0,1,2,7
03190,0,1,0,7
03220,0,0,1,4
03236,0,1,0,7
03297,0,0,1,4
03298,0,0,1,4
03301,0,0,1,4
03310,1,0,0,10
03316,0,0,1,4
15014,0,1,0,7
15021,0,0,1,4
15088,0,0,1,4
15094,0,0,1,4
15101,0,0,1,4
15119,0,0,1,4
15122,0,0,1,4
15138,0,0,1,4
15141,0,0,1,4
15187,0,0,1,4
15258,0,0,1,4
15267,0,0,1,4
15268,0,0,2,4
26004,1,0,0,10
26108,0,0,1,4
26113,0,0,1,4
26116,0,0,1,4
26165,0,0,1,4
26166,0,0,1,4
26167,0,0,1,4
26168,0,0,1,4
26198,0,1,0,7
26235,0,1,0,7
26281,0,1,0,7
26289,0,0,1,4
26325,0,1,0,7
26333,0,1,0,7
26347,0,1,0,7
26362,0,1,0,7
38001,0,0,1,4
38053,0,1,0,7
38064,0,0,1,4
38065,0,0,1,4
38087,0,1,0,7
38113,0,0,1,4
38151,0,1,0,7
38179,0,1,0,7
38181,0,1,0,7
38182,0,0,1,4
38185,1,0,0,10
38193,0,1,0,7
38200,0,0,1,4
38239,0,2,0,7
38242,0,0,1,4
38298,0,1,0,7
38310,0,0,1,4
38314,0,1,0,7
38315,0,1,0,7
38317,0,0,1,4
38337,0,1,0,7
38357,0,1,0,7
38373,0,1,0,7
38378,0,1,0,7
38382,0,0,1,4
38388,0,0,1,4
38394,0,0,1,4
38416,0,1,0,7
38449,0,1,0,7
38509,0,1,0,7
38517,0,1,0,7
38537,0,1,0,7
38544,0,1,1,7
38545,0,0,1,4
38547,0,2,0,7
38559,0,1,0,7
38560,0,0,1,4
38563,0,1,0,7
38565,0,1,0,7
42005,0,0,2,4
42011,0,1,0,7
42019,0,0,1,4
42022,0,0,1,4
42044,0,0,1,4
42071,0,0,1,4
42094,0,1,0,7
42095,0,1,0,7
42097,0,0,1,4
42099,0,0,1,4
42147,0,1,0,7
42149,0,1,0,7
42181,0,0,1,4
42183,0,0,1,4
42186,0,1,0,7
42187,0,1,0,7
42207,0,1,0,7
42218,1,3,1,10
42241,0,0,1,4
42285,0,0,1,4
42293,0,0,1,4
42304,0,0,1,4
42323,0,0,1,4
43005,0,0,1,4
43012,0,0,1,4
43013,0,0,1,4
43020,0,0,1,4
43025,0,0,1,4
43038,0,0,1,4
43040,0,0,1,4
43049,0,0,1,4
43112,0,0,1,4
43119,0,0,1,4
43132,0,0,1,4
43136,0,0,1,4
43157,0,1,0,7
43162,0,0,1,4
43230,0,0,1,4
43232,0,0,1,4
43259,0,0,1,4
43267,0,0,1,4
63001,0,0,1,4
63013,0,0,1,4
63019,0,0,1,4
63050,0,1,0,7
63052,0,0,1,4
63069,0,1,0,7
63075,0,0,1,4
63113,1,1,1,10
63124,0,0,1,4
63141,0,0,1,4
63164,0,0,1,4
63178,0,1,0,7
63187,0,0,1,4
63195,0,0,1,4
63214,0,1,0,7
63244,0,0,1,4
63269,0,0,1,4
63276,0,0,1,4
63284,0,0,1,4
63300,0,1,0,7
63430,0,0,1,4
63453,0,1,0,7
63457,0,1,0,7
63470,0,0,1,4
69003,0,1,0,7
69006,0,1,0,7
69009,0,1,0,7
69010,0,1,0,7
69019,0,1,0,7
69027,0,1,0,7
69039,0,0,1,4
69043,0,0,1,4
69044,0,2,1,7
69050,0,0,1,4
69056,0,0,1,4
69059,0,0,1,4
69063,0,0,1,4
69068,0,0,1,4
69072,0,0,2,4
69076,0,0,1,4
69086,0,1,0,7
69089,0,0,1,4
69091,0,1,1,7
69096,0,0,1,4
69100,0,0,1,4
69107,0,0,1,4
69111,0,0,1,4
69112,0,2,0,7
69121,0,1,0,7
69125,0,0,1,4
69149,0,1,1,7
69157,0,0,1,4
69163,0,0,1,4
69171,0,1,0,7
69199,0,0,1,4
69206,0,0,1,4
69207,0,1,0,7
69234,0,0,1,4
69243,0,1,0,7
69244,0,2,1,7
69250,0,1,1,7
69259,0,1,0,7
69260,0,0,1,4
69264,0,1,0,7
69276,0,1,0,7
69286,0,0,1,4
69290,0,1,0,7
69292,0,1,0,7
69294,0,1,0,7
69299,1,0,0,10
69123,2,4,0,10
73001,0,0,1,4
73006,0,1,0,7
73008,0,1,0,7
73010,0,0,1,4
73011,0,1,0,7
73054,0,1,0,7
73065,1,0,0,10
73068,0,0,1,4
73085,0,0,1,4
73109,0,0,1,4
73121,0,0,1,4
73128,0,0,1,4
73129,0,0,1,4
73142,0,0,1,4
73145,0,0,1,4
73157,0,1,0,7
73171,0,1,0,7
73181,0,1,0,7
73187,0,0,1,4
73212,0,0,1,4
73224,0,0,1,4
73226,0,0,1,4
73248,0,1,0,7
73261,0,0,1,4
73270,0,1,0,7
73327,0,0,1,4
73328,0,0,1,4
74010,1,0,1,10
74012,0,1,0,7
74042,0,1,0,7
74043,0,1,0,7
74056,0,1,9,7
74081,0,1,0,7
74119,0,1,0,7
74137,0,0,1,4
74143,0,0,5,4
74158,0,0,1,4
74159,0,0,1,4
74164,0,1,0,7
74208,0,0,1,4
74210,0,0,1,4
74220,0,0,1,4
74224,0,1,0,7
74225,0,1,0,7
74236,0,1,0,7
74243,0,1,0,7
74250,0,0,1,4
74256,0,1,0,7
74281,0,1,0,7
74288,0,0,1,4
74290,0,0,2,4
04005,0,0,1,4
04008,0,0,2,4
04034,0,1,0,7
04049,0,0,1,4
04076,0,0,3,4
04090,0,0,2,4
04112,0,1,0,7
04115,0,0,1,4
04136,0,0,1,4
04174,0,0,2,4
04209,0,1,0,7
04219,0,0,2,4
05006,0,1,0,7
05010,0,0,1,4
05023,0,1,0,7
05040,0,0,1,4
05046,0,1,0,7
05052,0,1,0,7
05061,0,1,0,7
05070,0,0,1,4
05166,0,0,1,4
05179,0,1,0,7
06004,1,2,0,10
06011,0,1,0,7
06023,0,0,1,4
06027,0,2,0,7
06029,1,2,1,10
06031,0,0,1,4
06032,0,0,1,4
06034,0,0,1,4
06046,0,0,2,4
06054,0,0,1,4
06057,0,0,1,4
06059,0,1,0,7
06062,0,0,1,4
06069,0,1,0,7
06075,0,0,1,4
06078,0,0,1,4
06079,0,1,0,7
06083,0,2,0,7
06084,0,1,0,7
06085,0,1,0,7
06088,1,2,11,10
06091,0,0,1,4
06092,0,0,1,4
06099,0,0,2,4
06101,0,0,1,4
06104,0,1,1,7
06109,0,0,2,4
06123,0,1,0,7
06126,0,0,1,4
06136,0,0,1,4
06138,0,0,1,4
06142,0,0,1,4
06143,0,0,2,4
06149,0,1,1,7
06151,0,0,2,4
06155,0,1,0,7
06158,0,0,1,4
06159,0,1,0,7
06161,0,1,0,7
06162,0,0,1,4
06163,0,0,2,4
13001,1,1,0,10
13004,0,1,0,7
13005,0,1,0,7
13021,0,1,0,7
13022,0,1,0,7
13028,0,1,0,7
13033,0,0,1,4
13041,0,1,0,7
13047,0,1,1,7
13049,0,0,1,4
13054,0,1,0,7
13056,0,0,3,4
13059,0,1,0,7
13063,0,1,0,7
13067,0,0,1,4
13070,0,0,1,4
13077,0,0,2,4
13081,0,1,0,7
13088,0,0,1,4
13092,0,0,1,4
13097,0,1,0,7
13103,0,1,0,7
13104,0,1,0,7
13105,0,0,1,4
13106,0,1,0,7
13107,0,1,0,7
13108,0,1,0,7
13117,0,1,0,7
13055,1,2,8,10
83004,1,0,0,10
83009,0,1,0,7
83031,0,1,0,7
83033,0,1,0,7
83047,0,0,1,4
83049,0,1,0,7
83061,0,1,0,7
83062,0,2,0,7
83067,0,0,1,4
83069,0,1,0,7
83090,0,1,0,7
83092,0,0,1,4
83100,0,0,1,4
83112,0,1,0,7
83118,1,0,5,10
83126,0,1,0,7
83130,0,1,0,7
83137,1,0,1,10
83148,0,0,1,4
84007,1,1,1,10
84016,0,0,1,4
84019,0,1,0,7
84031,0,1,0,7
84035,0,1,0,7
84036,0,0,1,4
84039,0,0,1,4
84043,0,1,0,7
84054,0,1,0,7
84080,0,1,0,7
84081,0,0,1,4
84087,0,1,0,7
84089,0,0,1,4
84119,0,0,1,4
84129,0,1,0,7
84132,0,1,0,7
2A004,0,0,4,4
2A040,0,0,1,4
2A062,0,0,1,4
2A271,0,0,2,4
2A324,0,0,1,4
2A330,0,0,1,4
2B010,0,0,1,4
2B020,0,0,1,4
2B033,0,0,5,4
2B034,0,0,1,4
2B037,0,0,4,4
2B042,0,0,3,4
2B050,0,0,6,4
2B079,0,0,1,4
2B080,0,0,1,4
2B093,0,0,2,4
2B096,0,0,1,4
2B120,0,0,3,4
