codgeo,libgeo,epci,pop,n_types_socle_presents,score_socle,taux_couverture_socle
83047,La Crau,248300543,19179,25,72.99,74.85
84129,Sorgues,248400293,19117,27,81.41,83.49
38553,Villefontaine,243800604,19083,24,78.77,80.78
94037,Gentilly,200054781,19048,27,84.89,87.06
17306,Royan,241700640,19029,28,87.19,89.42
35360,Vitré,200039022,18998,27,84.41,86.57
97305,Macouria,249730045,18847,22,73.15,75.02
94011,Bonneuil-sur-Marne,200054781,18750,27,84.89,87.06
63300,Riom,200070753,18736,27,77.21,79.18
59299,Hem,245900410,18713,24,78.72,80.73
43157,Le Puy-en-Velay,200073419,18629,29,94.91,97.33
78383,Maurepas,200058782,18611,25,72.29,74.14
56162,Ploemeur,200042174,18591,28,83.51,85.64
38229,Meylan,200040715,18573,26,84.89,87.06
97115,Lamentin,249710062,18527,27,92.09,94.44
95218,Éragny,249500109,18468,26,89.9,92.2
16102,Cognac,200070514,18448,27,85.79,87.98
91326,Juvisy-sur-Orge,200054781,18424,26,90.08,92.38
94019,Chennevières-sur-Marne,200054781,18367,25,72.29,74.14
69081,Écully,200046977,18361,25,76.82,78.78
27375,Louviers,200035665,18350,28,85.61,87.8
49244,Mauges-sur-Loire,200060010,18331,29,90.19,92.49
78123,Carrières-sous-Poissy,200059889,18316,27,77.89,79.88
30028,Bagnols-sur-Cèze,200034692,18248,29,87.71,89.95
77296,Moissy-Cramayel,200059228,18248,22,73.19,75.06
41194,Romorantin-Lanthenay,200018406,18115,27,81.41,83.49
59220,Faches-Thumesnil,245900410,18110,25,80.12,82.17
76259,Fécamp,200069821,18016,30,89.11,91.39
95598,Soisy-sous-Montmorency,200056380,18008,26,73.01,74.87
67043,Bischheim,246700488,17939,26,79.97,82.01
97207,Ducos,249720053,17912,27,84.89,87.06
44131,Pornic,200067346,17910,29,91.91,94.26
13026,Châteauneuf-les-Martigues,200054807,17909,27,81.41,83.49
92033,Garches,200054781,17898,24,76.52,78.47
62215,Carvin,246200299,17852,27,88.41,90.67
25462,Pontarlier,242500338,17849,28,94.19,96.6
64260,Hendaye,200067106,17796,27,85.85,88.04
54329,Lunéville,200070324,17755,28,86.29,88.49
33167,Floirac,243300316,17749,23,69.95,71.74
97107,Capesterre-Belle-Eau,249710070,17731,26,73.01,74.87
35051,Cesson-Sévigné,243500139,17716,25,75.29,77.21
49331,Segré-en-Anjou Bleu,244900809,17699,30,89.11,91.39
62065,Avion,246200364,17672,27,92.09,94.44
83023,Brignoles,200068104,17664,28,85.61,87.8
83116,Saint-Maximin-la-Sainte-Baume,200068104,17631,24,71.09,72.91
97129,Sainte-Rose,249710062,17630,26,76.01,77.95
78335,Limay,200059889,17626,25,75.09,77.01
94004,Boissy-Saint-Léger,200054781,17570,29,88.39,90.65
84092,Le Pontet,248400251,17551,28,94.19,96.6
34129,Lattes,243400017,17544,26,73.69,75.57
63075,Chamalières,246300701,17454,27,75.11,77.03
57757,Yutz,245701362,17401,26,76.07,78.01
94015,Bry-sur-Marne,200054781,17400,25,75.5,77.43
31044,Balma,243100518,17385,28,86.99,89.21
95476,Osny,249500109,17277,27,84.89,87.06
83123,Sanary-sur-Mer,248300394,17268,28,79.31,81.34
47157,Marmande,200030674,17239,28,93.49,95.88
78165,Les Clayes-sous-Bois,200058782,17237,25,79.73,81.77
38193,L'Isle-d'Abeau,243800604,17206,26,87.89,90.13
04070,Digne-les-Bains,200067437,17192,27,84.59,86.75
95323,Jouy-le-Moutier,249500109,17175,24,75.05,76.97
74081,Cluses,200033116,17164,25,82.49,84.6
42095,Firminy,244200770,17137,29,87.71,89.95
14762,Vire Normandie,200068799,17135,29,94.91,97.33
74256,Sallanches,200034882,17133,28,86.51,88.72
39300,Lons-le-Saunier,200071116,17043,31,97.51,100.0
37214,Saint-Cyr-sur-Loire,243700754,17004,27,77.21,79.18
38382,Saint-Égrève,200040715,16995,28,93.29,95.67
78686,Viroflay,247800584,16960,26,83.9,86.04
07010,Annonay,200072015,16873,27,84.89,87.06
93061,Le Pré-Saint-Gervais,200054781,16865,25,87.35,89.58
22093,Lamballe-Armor,200069391,16845,27,79.69,81.72
71306,Montceau-les-Mines,247100290,16831,28,92.81,95.18
33003,Ambarès-et-Lagrave,243300316,16798,24,71.09,72.91
33122,Cestas,243301165,16789,24,68.05,69.79
06161,Villeneuve-Loubet,240600585,16779,26,73.45,75.33
53062,Château-Gontier-sur-Mayenne,245300447,16710,29,91.91,94.26
49069,Orée d'Anjou,200060010,16709,28,86.99,89.21
55545,Verdun,200049187,16689,29,91.91,94.26
45302,Saran,244500468,16679,26,72.77,74.63
13027,Châteaurenard,200035087,16669,28,85.61,87.8
08409,Sedan,200041630,16608,29,87.71,89.95
34154,Mauguio,243400470,16596,27,84.41,86.57
45285,Saint-Jean-de-la-Ruelle,244500468,16594,27,89.29,91.57
78372,Marly-le-Roi,200058519,16531,24,74.52,76.42
44055,La Baule-Escoublac,244400610,16468,28,79.99,82.03
85109,Les Herbiers,248500621,16453,28,92.81,95.18
49307,Loire-Authion,244900015,16416,28,79.99,82.03
09225,Pamiers,200066231,16394,28,86.51,88.72
01033,Valserhône,240100891,16295,28,81.79,83.88
29103,Landerneau,242900801,16206,25,67.79,69.52
44069,Guérande,244400610,16151,27,80.39,82.44
13077,Port-de-Bouc,200054807,16136,27,92.09,94.44
97224,Saint-Joseph,249720061,16135,24,70.89,72.7
95199,Domont,200056380,16078,25,72.05,73.89
42147,Montbrison,200065886,16064,29,87.01,89.23
95637,Vauréal,249500109,16034,23,85.26,87.44
91471,Orsay,200056232,16007,27,85.72,87.91
33056,Blanquefort,243300316,16004,25,72.49,74.34
74225,Rumilly,247400740,15998,25,79.49,81.52
97210,Le François,249720053,15996,27,84.41,86.57
59526,Saint-Amand-les-Eaux,200042190,15980,26,83.49,85.62
95563,Saint-Leu-la-Forêt,200058485,15979,25,77.3,79.27
57306,Hayange,245701222,15968,26,81.52,83.6
76231,Elbeuf,200023414,15951,29,94.01,96.41
77186,Fontainebleau,200072346,15945,27,84.89,87.06
78642,Verneuil-sur-Seine,200059889,15914,23,65.42,67.09
37233,Saint-Pierre-des-Corps,243700754,15909,28,83.51,85.64
97116,Morne-à-l'Eau,200044691,15898,26,74.81,76.72
54528,Toul,200070563,15849,26,73.01,74.87
74243,Saint-Julien-en-Genevois,247400690,15840,23,68.21,69.95
78481,Le Pecq,200058519,15832,26,77.34,79.31
49218,Montrevault-sur-Èvre,200060010,15755,27,84.94,87.11
41269,Vendôme,200072072,15747,27,88.61,90.87
56083,Hennebont,200042174,15746,26,87.89,90.13
91386,Mennecy,249100546,15711,26,84.17,86.32
30032,Beaucaire,243000585,15680,27,84.41,86.57
81099,Gaillac,200066124,15663,29,95.39,97.83
78650,Le Vésinet,200058519,15646,26,74.54,76.44
59569,Sin-le-Noble,200044618,15603,26,88.37,90.63
28218,Lucé,200033181,15602,23,67.37,69.09
59648,Wattignies,245900410,15531,25,86.97,89.19
44172,Sainte-Luce-sur-Loire,244400404,15527,23,68.57,70.32
13039,Fos-sur-Mer,200054807,15469,25,72.95,74.81
77337,Noisiel,200057958,15461,24,78.53,80.54
29075,Guipavas,242900314,15460,24,65.69,67.37
76447,Montivilliers,247600596,15457,26,83.69,85.83
78073,Bois-d'Arcy,247800584,15435,25,76.25,78.2
13108,Tarascon,241300417,15423,27,84.41,86.57
42279,Saint-Just-Saint-Rambert,200065886,15419,26,83.69,85.83
49353,Trélazé,244900015,15358,27,84.89,87.06
68376,Wittenheim,200066009,15262,28,86.99,89.21
60612,Senlis,200066975,15255,27,84.21,86.36
77131,Coulommiers,200077055,15250,26,84.17,86.32
13015,Bouc-Bel-Air,200054807,15248,23,70.37,72.17
42186,Rive-de-Gier,244200770,15214,28,92.81,95.18
95539,Saint-Brice-sous-Forêt,200056380,15209,25,83.45,85.58
02168,Château-Thierry,200072031,15204,27,84.89,87.06
69089,Francheville,200046977,15204,25,71.02,72.83
54323,Longwy,245400262,15191,28,90.49,92.8
70550,Vesoul,247000011,15130,30,89.11,91.39
45208,Montargis,244500203,15061,25,82.7,84.81
57606,Saint-Avold,200067502,15045,29,87.01,89.23
78124,Carrières-sur-Seine,200058519,15038,24,75.2,77.12
63178,Issoire,200070407,15014,27,81.41,83.49
37208,Saint-Avertin,243700754,15000,25,73.19,75.06
31446,Ramonville-Saint-Agne,243100633,14949,25,79.25,81.27
49015,Avrillé,244900015,14938,23,72.17,74.01
72154,La Flèche,247200348,14937,27,81.41,83.49
29151,Morlaix,242900835,14903,27,77.59,79.57
31113,Castanet-Tolosan,243100633,14903,25,75.24,77.16
93062,Le Raincy,200054781,14877,25,83.03,85.15
59043,Bailleul,200040947,14869,25,70.91,72.72
01004,Ambérieu-en-Bugey,240100883,14854,29,87.71,89.95
93013,Le Bourget,200054781,14832,27,84.89,87.06
68154,Illzach,200066009,14829,26,77.87,79.86
57206,Fameck,245701222,14798,23,77.13,79.1
95427,Montmagny,200056380,14775,25,75.31,77.23
56178,Pontivy,245614433,14774,26,85.49,87.67
10323,Romilly-sur-Seine,200000545,14766,29,94.91,97.33
54578,Villers-lès-Nancy,245400676,14761,25,78.5,80.5
59286,Haubourdin,245900410,14757,24,78.15,80.15
22187,Plérin,200069409,14704,26,85.49,87.67
22050,Dinan,200068989,14675,24,72.89,74.75
54304,Laxou,245400676,14671,28,93.29,95.67
55029,Bar-le-Duc,200033025,14668,30,96.11,98.56
62765,Saint-Omer,200069037,14661,26,73.91,75.8
77258,Lognes,200057958,14650,22,72.71,74.57
97228,Sainte-Marie,200041788,14650,27,84.89,87.06
94069,Saint-Maurice,200054781,14603,23,75.22,77.14
64483,Saint-Jean-de-Luz,200067106,14601,27,85.79,87.98
91645,Verrières-le-Buisson,200056232,14597,25,80.12,82.17
95019,Arnouville,200055655,14585,26,80.69,82.75
01354,Saint-Genis-Pouilly,240100750,14558,26,83.69,85.83
40046,Biscarrosse,244000873,14551,27,78.59,80.6
77407,Saint-Fargeau-Ponthierry,247700057,14516,27,89.99,92.29
78418,Montesson,200058519,14511,27,82.79,84.9
97120,Pointe-à-Pitre,200018653,14486,27,85.85,88.04
61169,Flers,200035814,14482,27,85.31,87.49
94074,Valenton,200054781,14482,25,79.05,81.07
83107,Roquebrune-sur-Argens,200035319,14448,27,79.27,81.29
21166,Chenôve,242100410,14445,29,91.91,94.26
83115,Sainte-Maxime,200036077,14433,26,85.07,87.24
44154,Saint-Brevin-les-Pins,244400586,14411,27,82.55,84.66
54431,Pont-à-Mousson,200041515,14338,28,86.29,88.49
60395,Méru,246000582,14320,24,74.57,76.47
40279,Saint-Paul-lès-Dax,244000675,14317,25,75.29,77.21
57751,Woippy,200039865,14302,25,79.05,81.07
30258,Saint-Gilles,243000643,14264,26,84.17,86.32
76108,Bois-Guillaume,200023414,14262,24,78.09,80.08
56007,Auray,200043123,14222,29,87.71,89.95
60176,Crépy-en-Valois,246000871,14217,24,78.77,80.78
59291,Hautmont,200043396,14182,25,82.29,84.39
82033,Castelsarrasin,200066322,14178,29,94.01,96.41
29046,Douarnenez,242900645,14163,28,82.81,84.92
59139,Caudry,200030633,14070,24,70.41,72.21
83090,Ollioules,248300543,14011,28,86.51,88.72
79329,Thouars,247900798,14000,26,86.87,89.09
95487,Persan,249500489,13996,22,76.65,78.61
19272,Tulle,241927201,13992,30,96.11,98.56
91235,Fleury-Mérogis,200057859,13983,22,72.93,74.79
76157,Canteleu,200023414,13966,26,77.19,79.16
25031,Audincourt,200065647,13944,27,84.41,86.57
77307,Montévrain,247700594,13934,25,83.45,85.58
64348,Lons,200067254,13915,26,74.15,76.04
13014,Berre-l'Étang,200054807,13912,25,82.97,85.09
64129,Billère,200067254,13866,27,86.42,88.63
97404,L'Étang-Salé,249740077,13836,25,90.65,92.96
77251,Lieusaint,200059228,13808,26,84.32,86.47
26235,Pierrelatte,200042901,13799,26,83.69,85.83
68278,Rixheim,200066009,13795,25,71.61,73.44
59367,Lys-lez-Lannoy,245900410,13793,22,69.23,71.0
59508,Roncq,245900410,13784,25,82.97,85.09
31506,Saint-Orens-de-Gameville,243100518,13766,26,77.65,79.63
82112,Moissac,200066322,13748,26,83.01,85.13
13097,Saint-Martin-de-Crau,241300417,13729,26,76.49,78.44
69283,Mions,200046977,13707,22,76.23,78.18
60414,Montataire,200068047,13701,26,84.17,86.32
77014,Avon,200072346,13660,26,86.38,88.59
35281,Saint-Jacques-de-la-Lande,243500139,13656,24,70.89,72.7
84019,Bollène,200000628,13605,28,86.51,88.72
69019,Belleville-en-Beaujolais,200067817,13542,25,71.81,73.64
77479,Vaires-sur-Marne,200057958,13518,22,73.76,75.64
65286,Lourdes,200069300,13509,29,87.71,89.95
69277,Genas,246900575,13483,24,76.85,78.81
29212,Plouzané,242900314,13473,23,64.97,66.63
85092,Fontenay-le-Comte,200071934,13471,29,87.01,89.23
78242,Fontenay-le-Fleury,247800584,13455,23,69.75,71.53
29189,Plougastel-Daoulas,242900314,13445,25,71.61,73.44
02738,Tergnier,200071785,13431,25,79.07,81.09
59014,Anzin,245901160,13422,26,80.47,82.52
45155,Gien,244500211,13387,28,85.61,87.8
97402,Bras-Panon,249740093,13344,26,84.32,86.47
67365,Ostwald,246700488,13310,24,78.57,80.58
62108,Berck,200069029,13298,28,86.51,88.72
61006,Argentan,200068450,13291,28,88.79,91.06
06033,Carros,200030195,13277,26,73.69,75.57
62643,Outreau,246200729,13270,26,87.89,90.13
45004,Amilly,244500203,13267,24,70.19,71.98
78015,Andrésy,200059889,13230,22,68.97,70.73
91432,Morangis,200054781,13211,28,93.29,95.67
77333,Nemours,200023240,13189,24,75.17,77.09
68166,Kingersheim,200066009,13178,26,78.02,80.01
59421,Mouvaux,245900410,13173,24,80.67,82.73
81105,Graulhet,200066124,13166,28,93.29,95.67
71014,Autun,200070530,13145,29,94.01,96.41
84080,Monteux,248400293,13129,24,70.89,72.7
01173,Gex,240100750,13078,27,92.57,94.93
57240,Freyming-Merlebach,245700398,13027,27,80.41,82.46
97125,Saint-François,200041507,13004,25,82.97,85.09
60471,Noyon,246000756,12987,25,82.77,84.88
59527,Saint-André-lez-Lille,245900410,12942,23,77.37,79.35
37003,Amboise,200043065,12938,29,91.91,94.26
40312,Tarnos,244000659,12920,27,78.59,80.6
28088,Châteaudun,200069961,12909,30,95.41,97.85
03095,Cusset,200071363,12909,27,84.41,86.57
53147,Mayenne,200055887,12900,28,85.61,87.8
74042,Bonneville,200000172,12895,26,80.69,82.75
33366,Saint-André-de-Cubzac,243301223,12854,24,71.09,72.91
23096,Guéret,200034825,12840,28,83.51,85.64
13007,Auriol,200054807,12839,24,70.89,72.7
59560,Seclin,245900410,12834,25,82.29,84.39
34123,Juvignac,243400017,12783,26,76.49,78.44
14047,Bayeux,241400555,12775,28,88.79,91.06
10333,Saint-André-les-Vergers,200069250,12775,23,77.72,79.7
06152,Valbonne,240600585,12754,27,84.41,86.57
45068,Châlette-sur-Loing,244500203,12728,26,83.49,85.62
49246,Les Ponts-de-Cé,244900015,12725,26,76.49,78.44
35024,Betton,243500139,12695,25,74.39,76.29
85226,Saint-Hilaire-de-Riez,200023778,12682,27,85.09,87.26
06012,Beausoleil,240600551,12674,24,74.79,76.7
59152,Comines,245900410,12671,23,74.55,76.45
34157,Mèze,200066355,12664,26,80.21,82.26
93079,Villetaneuse,EPTPC,12663,24,78.77,80.78
27701,Val-de-Reuil,200035665,12647,27,89.09,91.36
30351,Villeneuve-lès-Avignon,248400251,12617,24,74.37,76.27
97405,Petite-Île,249740077,12617,26,84.87,87.04
03321,Yzeure,200071140,12598,26,73.69,75.57
66037,Canet-en-Roussillon,200027183,12598,26,80.65,82.71
50218,Granville,200042604,12581,23,77.49,79.47
77316,Moret-Loing-et-Orvanne,247700032,12581,27,75.11,77.03
83148,Vidauban,248300493,12573,24,74.37,76.27
34270,Saint-Jean-de-Védas,243400017,12570,26,76.01,77.95
83049,Cuers,200027100,12550,28,79.31,81.34
31187,Fonsorbes,200068641,12546,26,76.49,78.44
57160,Creutzwald,245701164,12514,27,90.41,92.72
33005,Andernos-les-Bains,243301504,12472,25,72.49,74.34
63284,Pont-du-Château,246300701,12459,26,83.49,85.62
28404,Vernouillet,200040277,12455,24,78.09,80.08
11076,Castelnaudary,200035855,12448,27,84.41,86.57
67046,Bischwiller,200067874,12435,24,73.67,75.55
78624,Triel-sur-Seine,200059889,12388,25,79.55,81.58
69027,Brignais,246900757,12388,28,85.61,87.8
06104,Roquebrune-Cap-Martin,240600551,12371,25,73.14,75.01
76484,Oissel,200023414,12367,24,70.89,72.7
07019,Aubenas,200073245,12360,29,94.21,96.62
57630,Sarrebourg,200068146,12359,28,79.31,81.34
31561,L'Union,243100518,12358,27,81.41,83.49
62413,Harnes,246200364,12317,25,81.09,83.16
78029,Aubergenville,200059889,12317,24,70.85,72.66
48095,Mende,244800405,12316,30,95.41,97.85
29233,Quimperlé,242900694,12313,26,80.01,82.05
73179,La Motte-Servolex,200069110,12299,23,71.79,73.62
10081,La Chapelle-Saint-Luc,200069250,12299,27,86.29,88.49
60509,Pont-Sainte-Maxence,246000921,12291,22,68.97,70.73
77118,Claye-Souilly,200055655,12282,26,91.37,93.7
62186,Bully-les-Mines,246200364,12221,23,73.65,75.53
67348,Obernai,246701080,12216,25,71.81,73.64
44036,Châteaubriant,200072726,12189,27,84.41,86.57
13081,Rognac,200054807,12175,25,73.19,75.06
68271,Riedisheim,200066009,12163,22,73.76,75.64
76057,Barentin,247600646,12154,26,80.69,82.75
44132,Pornichet,244400644,12121,26,79.67,81.7
83112,Saint-Cyr-sur-Mer,248300394,12103,27,85.79,87.98
72264,Sablé-sur-Sarthe,247200090,12096,26,78.99,81.01
95351,Louvres,200055655,12083,26,83.69,85.83
94060,La Queue-en-Brie,200054781,12081,24,70.65,72.45
83130,Solliès-Pont,248300410,12080,27,81.41,83.49
42044,Le Chambon-Feugerolles,244200770,12066,25,79.49,81.52
59491,Raismes,200042190,12055,24,81.98,84.07
59383,Marly,245901160,12024,22,78.07,80.06
14341,Ifs,200065597,11981,27,84.89,87.06
77379,Provins,200037133,11958,29,95.59,98.03
56078,Guidel,200042174,11947,23,69.69,71.47
56206,Saint-Avé,200067932,11927,22,65.87,67.55
27284,Gisors,200071843,11919,25,71.81,73.64
35210,Pacé,243500139,11918,26,83.69,85.83
69069,Craponne,200046977,11903,27,84.21,86.36
21617,Talant,242100410,11894,24,72.27,74.12
97221,Rivière-Salée,249720053,11887,24,72.89,74.75
12176,Onet-le-Château,241200187,11873,27,86.27,88.47
57221,Florange,245701222,11869,24,74.37,76.27
91215,Épinay-sous-Sénart,200058477,11869,20,70.34,72.14
95313,L'Isle-Adam,249500455,11846,27,81.41,83.49
57433,Maizières-lès-Metz,200039949,11792,24,71.09,72.91
29235,Le Relecq-Kerhuon,242900314,11791,23,68.61,70.36
59574,Somain,245901152,11790,26,83.69,85.83
30341,Vauvert,243000593,11774,27,89.29,91.57
97306,Mana,249730037,11764,18,64.88,66.54
83042,Cogolin,200036077,11762,25,84.77,86.93
49018,Baugé-en-Anjou,244900882,11757,29,86.23,88.43
38485,Seyssinet-Pariset,200040715,11753,24,67.85,69.58
97230,La Trinité,200041788,11747,27,77.21,79.18
68063,Cernay,200036465,11745,25,75.77,77.7
13106,Septèmes-les-Vallons,200054807,11734,22,69.17,70.94
12300,Villefranche-de-Rouergue,200069383,11720,29,94.01,96.41
97220,Rivière-Pilote,249720053,11712,26,85.07,87.24
91573,Saint-Pierre-du-Perray,200059228,11680,24,71.57,73.4
38474,Sassenage,200040715,11660,24,71.09,72.91
94075,Villecresnes,200054781,11642,23,66.45,68.15
76114,Bolbec,200010700,11635,23,70.04,71.83
63430,Thiers,200070712,11633,28,85.61,87.8
31483,Saint-Gaudens,200072643,11613,27,88.61,90.87
37050,Chambray-lès-Tours,243700754,11589,27,75.11,77.03
33200,Le Haillan,243300316,11572,21,65.36,67.03
66172,Saint-Estève,200027183,11550,25,78.59,80.6
62617,Nœux-les-Mines,200072460,11520,26,82.81,84.92
02173,Chauny,200071785,11496,26,80.69,82.75
33284,Mios,243301504,11469,23,69.67,71.45
67204,Hœnheim,246700488,11469,22,65.25,66.92
84141,Vedène,248400251,11457,25,79.29,81.31
59249,Fourmies,200043404,11456,26,87.89,90.13
51649,Vitry-le-François,200034718,11454,28,83.51,85.64
83071,La Londe-les-Maures,200027100,11442,23,70.15,71.94
95210,Enghien-les-Bains,200056380,11440,24,83.78,85.92
97401,Les Avirons,249740077,11434,18,58.78,60.28
62570,Méricourt,246200364,11431,24,73.43,75.31
66171,Saint-Cyprien,246600282,11398,26,78.02,80.01
13075,Plan-de-Cuques,200054807,11396,26,79.97,82.01
67437,Saverne,200068112,11390,26,80.21,82.26
87154,Saint-Junien,200059400,11387,26,83.69,85.83
76758,Yvetot,247600620,11385,29,94.01,96.41
22215,Ploufragan,200069409,11369,25,75.09,77.01
93030,Dugny,200054781,11328,22,76.6,78.56
59112,Bruay-sur-l'Escaut,245901160,11309,26,80.45,82.5
91552,Saint-Germain-lès-Arpajon,200057859,11305,24,77.3,79.27
91021,Arpajon,200057859,11281,27,84.41,86.57
91200,Dourdan,249100595,11279,27,77.21,79.18
77153,Dammartin-en-Goële,200055655,11272,23,73.58,75.46
74224,La Roche-sur-Foron,247400724,11263,26,80.21,82.26
33009,Arcachon,243300563,11259,26,84.39,86.54
31488,Saint-Jean,243100518,11243,22,69.03,70.79
2A247,Porto-Vecchio,200040764,11229,28,86.29,88.49
49125,Doué-en-Anjou,200071876,11228,28,89.03,91.3
50041,La Hague,200067205,11223,28,83.51,85.64
59273,Gravelines,245900428,11223,27,77.89,79.88
59386,Marquette-lez-Lille,245900410,11213,23,67.97,69.71
07102,Guilherand-Granges,200041366,11203,24,71.57,73.4
07324,Tournon-sur-Rhône,200073096,11191,28,85.61,87.8
77487,Vaux-le-Pénil,247700057,11174,26,84.17,86.32
78674,Villepreux,200058782,11150,24,71.72,73.55
77067,Cesson,200059228,11140,23,80.36,82.41
68112,Guebwiller,246800569,11137,25,78.81,80.82
59544,Saint-Saulve,245901160,11117,24,70.89,72.7
44003,Ancenis-Saint-Géréon,244400552,11099,30,89.11,91.39
33051,Biganos,243301504,11095,26,76.01,77.95
69271,Chassieu,200046977,11092,24,80.87,82.94
