CODGEO,nb_assos,nb_environnement,nb_culture,nb_social,nb_sport,nb_sante,nb_auto,pop,densite_assos_1000hab,densite_environnement_1000hab,densite_culture_1000hab,densite_social_1000hab,densite_sport_1000hab
01004,196,7,46,35,44,11,12,14854.0,13.2,0.47,3.1,2.36,2.96
01005,8,0,4,0,4,0,0,1897.0,4.22,0.0,2.11,0.0,2.11
01007,37,4,9,7,9,3,1,2833.0,13.06,1.41,3.18,2.47,3.18
01009,8,0,3,0,2,0,0,322.0,24.84,0.0,9.32,0.0,6.21
01010,11,2,3,0,1,0,0,1125.0,9.78,1.78,2.67,0.0,0.89
01011,9,1,6,2,3,0,0,383.0,23.5,2.61,15.67,5.22,7.83
01012,6,1,3,1,1,1,0,327.0,18.35,3.06,9.17,3.06,3.06
01013,10,0,3,0,4,1,1,141.0,70.92,0.0,21.28,0.0,28.37
01014,38,1,4,11,11,1,2,3409.0,11.15,0.29,1.17,3.23,3.23
01019,3,2,1,1,1,0,0,26.0,115.38,76.92,38.46,38.46,38.46
01021,12,1,4,2,1,1,0,1498.0,8.01,0.67,2.67,1.34,0.67
01022,23,3,4,2,6,1,0,1177.0,19.54,2.55,3.4,1.7,5.1
01023,1,0,0,0,0,0,0,77.0,12.99,0.0,0.0,0.0,0.0
01024,25,0,20,1,4,0,0,3336.0,7.49,0.0,6.0,0.3,1.2
01026,9,0,2,1,2,1,0,979.0,9.19,0.0,2.04,1.02,2.04
01028,8,0,2,2,3,0,0,621.0,12.88,0.0,3.22,3.22,4.83
01029,7,1,4,0,0,0,0,700.0,10.0,1.43,5.71,0.0,0.0
01030,15,2,10,1,3,1,0,830.0,18.07,2.41,12.05,1.2,3.61
01032,27,2,7,6,8,1,1,3434.0,7.86,0.58,2.04,1.75,2.33
01034,139,5,28,22,32,11,3,9239.0,15.04,0.54,3.03,2.38,3.46
01037,8,0,0,1,1,1,0,310.0,25.81,0.0,0.0,3.23,3.23
01038,3,0,1,0,0,1,0,764.0,3.93,0.0,1.31,0.0,0.0
01040,3,0,0,0,1,0,1,480.0,6.25,0.0,0.0,0.0,2.08
01042,2,1,2,0,1,0,0,290.0,6.9,3.45,6.9,0.0,3.45
01043,42,6,7,6,11,3,1,4877.0,8.61,1.23,1.44,1.23,2.26
01044,6,0,3,0,3,1,1,626.0,9.58,0.0,4.79,0.0,4.79
01045,3,0,2,1,0,0,0,284.0,10.56,0.0,7.04,3.52,0.0
01046,3,0,1,0,1,0,0,904.0,3.32,0.0,1.11,0.0,1.11
01047,15,1,8,2,2,0,0,1292.0,11.61,0.77,6.19,1.55,1.55
01049,23,0,5,5,9,1,1,3361.0,6.84,0.0,1.49,1.49,2.68
01051,4,1,2,1,3,0,0,95.0,42.11,10.53,21.05,10.53,31.58
01052,3,0,1,0,0,0,0,327.0,9.17,0.0,3.06,0.0,0.0
01053,714,23,242,122,138,65,13,41525.0,17.19,0.55,5.83,2.94,3.32
01057,5,1,0,0,2,1,1,510.0,9.8,1.96,0.0,0.0,3.92
01058,6,1,1,0,0,0,0,818.0,7.33,1.22,1.22,0.0,0.0
01061,3,1,2,0,0,0,0,1129.0,2.66,0.89,1.77,0.0,0.0
01063,13,0,7,1,4,0,0,576.0,22.57,0.0,12.15,1.74,6.94
01064,9,0,0,0,3,1,0,1099.0,8.19,0.0,0.0,0.0,2.73
01065,8,0,3,1,2,0,0,1851.0,4.32,0.0,1.62,0.54,1.08
01067,5,1,2,0,1,0,2,261.0,19.16,3.83,7.66,0.0,3.83
01068,27,2,10,2,9,0,1,761.0,35.48,2.63,13.14,2.63,11.83
01069,8,0,3,0,2,0,0,1505.0,5.32,0.0,1.99,0.0,1.33
01071,45,1,13,11,6,3,2,5307.0,8.48,0.19,2.45,2.07,1.13
01072,22,1,10,3,4,0,1,3285.0,6.7,0.3,3.04,0.91,1.22
01073,10,1,3,0,4,0,0,992.0,10.08,1.01,3.02,0.0,4.03
01074,19,0,8,1,4,1,0,2559.0,7.42,0.0,3.13,0.39,1.56
01075,8,0,5,0,0,1,0,1430.0,5.59,0.0,3.5,0.0,0.0
01078,12,2,4,1,2,0,0,1619.0,7.41,1.24,2.47,0.62,1.24
01079,21,2,6,6,4,1,0,826.0,25.42,2.42,7.26,7.26,4.84
01081,12,1,4,1,7,0,0,718.0,16.71,1.39,5.57,1.39,9.75
01082,11,1,4,3,3,0,0,616.0,17.86,1.62,6.49,4.87,4.87
01083,4,1,1,0,2,0,0,1003.0,3.99,1.0,1.0,0.0,1.99
01084,7,0,4,1,2,0,0,931.0,7.52,0.0,4.3,1.07,2.15
01087,5,1,1,1,3,0,1,279.0,17.92,3.58,3.58,3.58,10.75
01088,7,0,2,1,1,0,0,898.0,7.8,0.0,2.23,1.11,1.11
01089,14,3,2,1,5,0,1,2287.0,6.12,1.31,0.87,0.44,2.19
01090,3,0,2,0,0,0,0,360.0,8.33,0.0,5.56,0.0,0.0
01092,8,0,4,0,4,1,0,1649.0,4.85,0.0,2.43,0.0,2.43
01093,55,5,19,3,13,5,2,5059.0,10.87,0.99,3.76,0.59,2.57
01094,1,0,0,0,0,0,0,767.0,1.3,0.0,0.0,0.0,0.0
01096,4,0,2,0,0,0,0,1036.0,3.86,0.0,1.93,0.0,0.0
01098,6,0,0,0,4,0,0,1188.0,5.05,0.0,0.0,0.0,3.37
01099,25,2,5,2,3,2,0,1600.0,15.62,1.25,3.12,1.25,1.88
01100,2,0,2,0,0,0,0,131.0,15.27,0.0,15.27,0.0,0.0
01101,2,0,1,0,0,0,0,150.0,13.33,0.0,6.67,0.0,0.0
01102,4,0,2,0,3,0,0,973.0,4.11,0.0,2.06,0.0,3.08
01103,13,2,3,1,4,0,0,2261.0,5.75,0.88,1.33,0.44,1.77
01104,10,0,3,0,1,1,0,445.0,22.47,0.0,6.74,0.0,2.25
01105,14,0,7,0,3,0,0,1916.0,7.31,0.0,3.65,0.0,1.57
01106,2,0,1,0,1,0,1,176.0,11.36,0.0,5.68,0.0,5.68
01108,14,0,6,0,3,2,0,1227.0,11.41,0.0,4.89,0.0,2.44
01109,18,0,6,4,10,1,0,2249.0,8.0,0.0,2.67,1.78,4.45
01110,4,0,0,0,1,0,0,163.0,24.54,0.0,0.0,0.0,6.13
01111,8,0,0,0,2,0,0,135.0,59.26,0.0,0.0,0.0,14.81
01112,8,0,3,0,2,0,0,473.0,16.91,0.0,6.34,0.0,4.23
01113,5,0,1,2,1,0,0,815.0,6.13,0.0,1.23,2.45,1.23
01114,9,2,5,2,2,0,2,685.0,13.14,2.92,7.3,2.92,2.92
01115,11,0,7,1,3,0,0,1348.0,8.16,0.0,5.19,0.74,2.23
01116,8,3,0,1,2,0,0,493.0,16.23,6.09,0.0,2.03,4.06
01117,1,0,0,0,0,0,0,149.0,6.71,0.0,0.0,0.0,0.0
01118,12,3,3,0,0,0,0,1296.0,9.26,2.31,2.31,0.0,0.0
01121,1,0,0,0,0,0,0,117.0,8.55,0.0,0.0,0.0,0.0
01123,8,0,1,0,5,0,2,1162.0,6.88,0.0,0.86,0.0,4.3
01125,8,1,2,0,4,0,1,596.0,13.42,1.68,3.36,0.0,6.71
01127,9,1,4,2,1,2,0,504.0,17.86,1.98,7.94,3.97,1.98
01129,2,0,0,0,1,0,0,306.0,6.54,0.0,0.0,0.0,3.27
01133,3,0,2,1,1,0,0,389.0,7.71,0.0,5.14,2.57,2.57
01134,16,1,5,4,5,1,0,1818.0,8.8,0.55,2.75,2.2,2.75
01135,21,2,6,2,11,0,0,2288.0,9.18,0.87,2.62,0.87,4.81
01136,6,0,1,0,5,0,1,943.0,6.36,0.0,1.06,0.0,5.3
01140,4,0,1,0,1,0,0,784.0,5.1,0.0,1.28,0.0,1.28
01141,8,0,2,1,2,0,2,433.0,18.48,0.0,4.62,2.31,4.62
01142,35,1,10,4,12,3,3,4753.0,7.36,0.21,2.1,0.84,2.52
01143,114,3,29,11,38,11,3,10137.0,11.25,0.3,2.86,1.09,3.75
01145,4,0,0,0,3,0,0,1207.0,3.31,0.0,0.0,0.0,2.49
01147,2,0,0,1,1,0,0,526.0,3.8,0.0,0.0,1.9,1.9
01148,32,2,9,6,11,6,0,1953.0,16.39,1.02,4.61,3.07,5.63
01149,13,0,4,1,5,0,2,1094.0,11.88,0.0,3.66,0.91,4.57
01150,3,0,2,1,0,1,0,215.0,13.95,0.0,9.3,4.65,0.0
01151,10,0,3,1,3,0,0,1139.0,8.78,0.0,2.63,0.88,2.63
01153,30,3,5,3,11,2,1,2127.0,14.1,1.41,2.35,1.41,5.17
01155,5,0,0,0,0,0,0,142.0,35.21,0.0,0.0,0.0,0.0
01156,3,0,1,0,2,0,0,877.0,3.42,0.0,1.14,0.0,2.28
01157,16,2,7,3,5,1,0,2431.0,6.58,0.82,2.88,1.23,2.06
01159,19,1,11,1,5,1,0,3381.0,5.62,0.3,3.25,0.3,1.48
01160,178,7,59,43,41,21,1,10920.0,16.3,0.64,5.4,3.94,3.75
01162,3,0,2,0,0,0,0,64.0,46.88,0.0,31.25,0.0,0.0
01163,15,0,4,4,7,0,2,2014.0,7.45,0.0,1.99,1.99,3.48
01166,13,2,4,2,2,1,0,2482.0,5.24,0.81,1.61,0.81,0.81
01169,1,0,0,1,0,0,0,650.0,1.54,0.0,0.0,1.54,0.0
01171,11,0,5,1,3,1,0,835.0,13.17,0.0,5.99,1.2,3.59
01173,141,9,32,27,48,7,11,13078.0,10.78,0.69,2.45,2.06,3.67
01175,3,0,0,0,2,0,0,786.0,3.82,0.0,0.0,0.0,2.54
01179,6,0,5,0,1,0,0,1901.0,3.16,0.0,2.63,0.0,0.53
01180,12,1,4,3,0,0,0,864.0,13.89,1.16,4.63,3.47,0.0
01183,6,0,2,1,3,1,1,1495.0,4.01,0.0,1.34,0.67,2.01
01184,13,2,5,5,3,0,0,758.0,17.15,2.64,6.6,6.6,3.96
01188,8,0,6,0,1,0,0,689.0,11.61,0.0,8.71,0.0,1.45
01189,23,1,4,2,7,0,0,1123.0,20.48,0.89,3.56,1.78,6.23
01190,3,1,0,1,2,0,0,89.0,33.71,11.24,0.0,11.24,22.47
01192,29,1,9,4,10,2,4,2267.0,12.79,0.44,3.97,1.76,4.41
01193,8,0,3,1,1,0,0,222.0,36.04,0.0,13.51,4.5,4.5
01194,29,1,10,3,10,3,1,6355.0,4.56,0.16,1.57,0.47,1.57
01195,14,0,5,1,6,1,1,1861.0,7.52,0.0,2.69,0.54,3.22
01196,12,0,8,1,5,1,1,1259.0,9.53,0.0,6.35,0.79,3.97
01197,10,0,5,0,5,0,1,380.0,26.32,0.0,13.16,0.0,13.16
01198,1,0,1,0,1,1,0,262.0,3.82,0.0,3.82,0.0,3.82
01199,54,6,22,5,15,3,1,2124.0,25.42,2.82,10.36,2.35,7.06
01200,4,0,2,0,2,0,0,210.0,19.05,0.0,9.52,0.0,9.52
01202,59,0,13,12,14,5,1,7268.0,8.12,0.0,1.79,1.65,1.93
01203,4,0,2,2,2,0,0,1299.0,3.08,0.0,1.54,1.54,1.54
01207,1,0,0,0,0,0,0,326.0,3.07,0.0,0.0,0.0,0.0
01208,4,0,1,1,0,0,0,136.0,29.41,0.0,7.35,7.35,0.0
01209,10,1,4,2,3,0,1,817.0,12.24,1.22,4.9,2.45,3.67
01210,11,1,4,0,0,0,0,230.0,47.83,4.35,17.39,0.0,0.0
01211,8,0,3,3,2,0,0,1408.0,5.68,0.0,2.13,2.13,1.42
01212,1,0,0,0,0,0,0,714.0,1.4,0.0,0.0,0.0,0.0
01213,22,1,2,5,7,0,0,1392.0,15.8,0.72,1.44,3.59,5.03
01214,5,1,4,1,0,0,0,163.0,30.67,6.13,24.54,6.13,0.0
01216,15,1,5,0,2,0,0,892.0,16.82,1.12,5.61,0.0,2.24
01219,5,0,0,2,2,0,0,163.0,30.67,0.0,0.0,12.27,12.27
01224,34,1,3,3,12,2,5,3381.0,10.06,0.3,0.89,0.89,3.55
01225,2,0,2,0,0,0,0,393.0,5.09,0.0,5.09,0.0,0.0
01227,2,0,0,0,2,0,0,655.0,3.05,0.0,0.0,0.0,3.05
01228,10,1,3,0,2,0,0,679.0,14.73,1.47,4.42,0.0,2.95
01229,3,1,1,0,1,0,0,1214.0,2.47,0.82,0.82,0.0,0.82
01230,8,3,1,3,3,1,0,308.0,25.97,9.74,3.25,9.74,9.74
01233,2,1,1,0,0,0,0,132.0,15.15,7.58,7.58,0.0,0.0
01234,5,2,0,0,0,0,0,167.0,29.94,11.98,0.0,0.0,0.0
01235,8,1,4,2,1,0,0,1182.0,6.77,0.85,3.38,1.69,0.85
01236,6,0,4,2,0,0,0,1030.0,5.83,0.0,3.88,1.94,0.0
01238,12,2,3,1,3,1,0,2721.0,4.41,0.74,1.1,0.37,1.1
01239,7,2,1,1,2,0,0,642.0,10.9,3.12,1.56,1.56,3.12
01240,9,1,2,1,2,0,0,629.0,14.31,1.59,3.18,1.59,3.18
01241,14,1,5,1,4,2,0,1383.0,10.12,0.72,3.62,0.72,2.89
01242,2,0,2,0,0,0,0,136.0,14.71,0.0,14.71,0.0,0.0
01243,9,0,3,1,3,0,1,1288.0,6.99,0.0,2.33,0.78,2.33
01244,50,4,15,5,12,2,2,8085.0,6.18,0.49,1.86,0.62,1.48
01245,7,0,5,0,2,0,0,965.0,7.25,0.0,5.18,0.0,2.07
01246,16,0,9,1,6,0,1,2192.0,7.3,0.0,4.11,0.46,2.74
01247,23,2,7,3,6,1,0,297.0,77.44,6.73,23.57,10.1,20.2
01248,9,0,6,1,3,0,1,2227.0,4.04,0.0,2.69,0.45,1.35
01249,65,4,17,14,23,4,1,10225.0,6.36,0.39,1.66,1.37,2.25
01252,6,2,3,0,1,0,1,803.0,7.47,2.49,3.74,0.0,1.25
01254,9,0,3,1,3,2,0,2145.0,4.2,0.0,1.4,0.47,1.4
01255,4,0,1,1,2,0,1,666.0,6.01,0.0,1.5,1.5,3.0
01257,5,2,1,1,0,0,0,350.0,14.29,5.71,2.86,2.86,0.0
01258,9,0,3,1,2,2,0,1198.0,7.51,0.0,2.5,0.83,1.67
01259,4,0,0,0,1,1,0,704.0,5.68,0.0,0.0,0.0,1.42
01262,45,2,12,9,7,3,2,6838.0,6.58,0.29,1.75,1.32,1.02
01263,24,0,12,1,6,0,0,3792.0,6.33,0.0,3.16,0.26,1.58
01264,11,0,7,0,2,0,1,1008.0,10.91,0.0,6.94,0.0,1.98
01265,50,0,13,14,19,2,2,3541.0,14.12,0.0,3.67,3.95,5.37
01266,22,1,7,3,3,1,0,2578.0,8.53,0.39,2.72,1.16,1.16
01268,3,0,2,0,1,0,0,240.0,12.5,0.0,8.33,0.0,4.17
01269,121,12,35,25,29,7,0,3449.0,35.08,3.48,10.15,7.25,8.41
01272,13,0,6,0,4,0,1,1515.0,8.58,0.0,3.96,0.0,2.64
01273,23,3,3,4,5,3,2,1799.0,12.78,1.67,1.67,2.22,2.78
01275,18,0,4,2,9,2,2,2538.0,7.09,0.0,1.58,0.79,3.55
01276,9,0,2,0,4,1,0,1634.0,5.51,0.0,1.22,0.0,2.45
01277,4,0,0,0,1,0,0,115.0,34.78,0.0,0.0,0.0,8.7
01279,2,1,1,0,1,0,0,73.0,27.4,13.7,13.7,0.0,13.7
01280,2,0,2,1,1,0,0,141.0,14.18,0.0,14.18,7.09,7.09
01281,27,3,7,7,0,1,0,4690.0,5.76,0.64,1.49,1.49,0.0
01283,429,16,117,73,109,37,9,22277.0,19.26,0.72,5.25,3.28,4.89
01285,9,0,5,2,0,0,0,1319.0,6.82,0.0,3.79,1.52,0.0
01288,30,0,10,5,10,0,0,2838.0,10.57,0.0,3.52,1.76,3.52
01289,42,0,17,7,13,2,2,6448.0,6.51,0.0,2.64,1.09,2.02
01290,17,1,8,2,1,1,1,1346.0,12.63,0.74,5.94,1.49,0.74
01291,6,0,5,0,0,0,0,852.0,7.04,0.0,5.87,0.0,0.0
01293,2,0,0,0,1,0,0,148.0,13.51,0.0,0.0,0.0,6.76
01294,15,0,2,3,4,1,2,908.0,16.52,0.0,2.2,3.3,4.41
01295,4,1,1,1,0,0,0,666.0,6.01,1.5,1.5,1.5,0.0
01296,2,0,0,0,1,0,0,407.0,4.91,0.0,0.0,0.0,2.46
01301,18,0,11,2,3,0,0,2648.0,6.8,0.0,4.15,0.76,1.13
01302,2,0,1,1,0,0,0,168.0,11.9,0.0,5.95,5.95,0.0
01303,64,9,14,10,21,3,1,1729.0,37.02,5.21,8.1,5.78,12.15
01305,36,1,15,4,6,2,2,2189.0,16.45,0.46,6.85,1.83,2.74
01306,17,0,4,2,4,1,1,1629.0,10.44,0.0,2.46,1.23,2.46
01307,10,1,1,4,3,1,2,843.0,11.86,1.19,1.19,4.74,3.56
01309,1,0,0,0,1,0,0,81.0,12.35,0.0,0.0,0.0,12.35
01310,2,0,1,0,0,0,0,247.0,8.1,0.0,4.05,0.0,0.0
01311,2,1,0,0,0,0,0,44.0,45.45,22.73,0.0,0.0,0.0
01313,56,6,25,9,10,3,0,9063.0,6.18,0.66,2.76,0.99,1.1
01314,15,0,6,1,6,2,1,1764.0,8.5,0.0,3.4,0.57,3.4
01317,2,0,0,0,0,0,0,331.0,6.04,0.0,0.0,0.0,0.0
01318,5,0,1,0,3,0,0,741.0,6.75,0.0,1.35,0.0,4.05
01319,1,0,0,0,0,0,0,467.0,2.14,0.0,0.0,0.0,0.0
01320,27,2,11,3,9,0,1,3899.0,6.92,0.51,2.82,0.77,2.31
01321,5,1,0,2,1,0,0,896.0,5.58,1.12,0.0,2.23,1.12
01322,25,1,10,4,9,2,0,5098.0,4.9,0.2,1.96,0.78,1.77
01323,2,0,1,0,0,0,0,1010.0,1.98,0.0,0.99,0.0,0.0
01325,10,0,2,0,5,1,0,1098.0,9.11,0.0,1.82,0.0,4.55
01328,2,0,1,0,0,0,0,617.0,3.24,0.0,1.62,0.0,0.0
01329,5,0,0,0,1,0,0,160.0,31.25,0.0,0.0,0.0,6.25
01391,2,0,0,0,1,0,1,284.0,7.04,0.0,0.0,0.0,3.52
01392,5,1,2,0,2,0,0,660.0,7.58,1.52,3.03,0.0,3.03
01393,2,0,1,0,1,0,1,567.0,3.53,0.0,1.76,0.0,1.76
01397,16,0,2,1,5,1,2,992.0,16.13,0.0,2.02,1.01,5.04
01398,7,0,3,1,2,0,0,1449.0,4.83,0.0,2.07,0.69,1.38
01399,17,2,4,2,5,0,1,2412.0,7.05,0.83,1.66,0.83,2.07
01400,1,0,0,0,0,0,0,137.0,7.3,0.0,0.0,0.0,0.0
01401,16,2,3,3,3,0,1,2218.0,7.21,0.9,1.35,1.35,1.35
01402,3,0,1,0,0,0,0,648.0,4.63,0.0,1.54,0.0,0.0
01403,14,1,2,1,1,1,0,1312.0,10.67,0.76,1.52,0.76,0.76
01404,4,2,1,1,1,0,0,134.0,29.85,14.93,7.46,7.46,7.46
01406,1,0,1,1,0,0,0,175.0,5.71,0.0,5.71,5.71,0.0
01407,14,2,8,0,0,0,0,1001.0,13.99,2.0,7.99,0.0,0.0
01408,5,0,3,1,0,1,0,656.0,7.62,0.0,4.57,1.52,0.0
01410,6,0,2,1,1,0,1,292.0,20.55,0.0,6.85,3.42,3.42
01411,1,0,0,0,0,0,0,267.0,3.75,0.0,0.0,0.0,0.0
01412,2,0,2,0,0,0,0,608.0,3.29,0.0,3.29,0.0,0.0
01415,5,0,1,0,1,0,0,519.0,9.63,0.0,1.93,0.0,1.93
01418,10,0,3,2,4,0,4,1156.0,8.65,0.0,2.6,1.73,3.46
01420,11,1,4,1,5,2,0,1655.0,6.65,0.6,2.42,0.6,3.02
01422,12,1,4,4,5,0,1,1352.0,8.88,0.74,2.96,2.96,3.7
01423,10,2,2,1,2,0,1,1198.0,8.35,1.67,1.67,0.83,1.67
01424,7,1,2,1,4,0,0,1843.0,3.8,0.54,1.09,0.54,2.17
01427,75,7,25,15,20,3,3,6947.0,10.8,1.01,3.6,2.16,2.88
01429,4,0,3,0,2,0,0,717.0,5.58,0.0,4.18,0.0,2.79
01430,2,0,0,0,1,0,0,654.0,3.06,0.0,0.0,0.0,1.53
01432,2,0,0,1,1,0,0,339.0,5.9,0.0,0.0,2.95,2.95
01433,4,0,1,2,0,0,0,301.0,13.29,0.0,3.32,6.64,0.0
01434,1,0,0,0,1,0,0,494.0,2.02,0.0,0.0,0.0,2.02
01435,28,2,10,3,12,0,2,2137.0,13.1,0.94,4.68,1.4,5.62
01436,9,0,1,1,2,1,0,502.0,17.93,0.0,1.99,1.99,3.98
01437,3,0,1,0,0,0,0,219.0,13.7,0.0,4.57,0.0,0.0
01439,1,0,1,0,0,0,0,98.0,10.2,0.0,10.2,0.0,0.0
01443,60,3,28,3,9,4,1,4954.0,12.11,0.61,5.65,0.61,1.82
01444,19,1,7,2,5,0,0,1197.0,15.87,0.84,5.85,1.67,4.18
01445,5,0,3,1,2,0,0,617.0,8.1,0.0,4.86,1.62,3.24
01446,9,2,3,2,4,1,1,1569.0,5.74,1.27,1.91,1.27,2.55
01447,12,0,1,3,4,0,1,1353.0,8.87,0.0,0.74,2.22,2.96
01448,3,0,2,0,1,0,0,400.0,7.5,0.0,5.0,0.0,2.5
01449,6,0,3,0,1,0,0,762.0,7.87,0.0,3.94,0.0,1.31
01450,26,2,9,6,14,1,2,3793.0,6.85,0.53,2.37,1.58,3.69
01451,52,3,29,9,7,4,2,6808.0,7.64,0.44,4.26,1.32,1.03
01452,20,1,5,3,8,1,2,1118.0,17.89,0.89,4.47,2.68,7.16
01454,14,1,3,1,5,0,1,1127.0,12.42,0.89,2.66,0.89,4.44
01457,24,1,9,2,5,2,1,3216.0,7.46,0.31,2.8,0.62,1.55
02001,5,0,3,1,0,0,0,507.0,9.86,0.0,5.92,1.97,0.0
02002,4,0,2,1,2,0,0,594.0,6.73,0.0,3.37,1.68,3.37
02003,11,0,5,0,1,0,1,1016.0,10.83,0.0,4.92,0.0,0.98
02004,3,0,0,0,0,0,0,186.0,16.13,0.0,0.0,0.0,0.0
02005,6,0,2,0,0,0,0,393.0,15.27,0.0,5.09,0.0,0.0
02006,3,0,3,0,0,0,0,259.0,11.58,0.0,11.58,0.0,0.0
02007,3,0,1,0,1,1,0,120.0,25.0,0.0,8.33,0.0,8.33
02008,3,1,1,0,1,0,0,303.0,9.9,3.3,3.3,0.0,3.3
02009,4,0,1,0,3,0,0,527.0,7.59,0.0,1.9,0.0,5.69
02011,20,0,4,4,3,1,0,1181.0,16.93,0.0,3.39,3.39,2.54
02012,1,0,0,0,1,0,0,78.0,12.82,0.0,0.0,0.0,12.82
02013,4,0,2,1,2,0,1,387.0,10.34,0.0,5.17,2.58,5.17
02014,4,0,3,0,2,0,1,716.0,5.59,0.0,4.19,0.0,2.79
02017,6,1,1,1,1,1,0,295.0,20.34,3.39,3.39,3.39,3.39
02019,1,0,0,1,0,0,0,355.0,2.82,0.0,0.0,2.82,0.0
02020,4,0,3,0,0,0,0,455.0,8.79,0.0,6.59,0.0,0.0
02021,2,0,1,0,0,0,0,79.0,25.32,0.0,12.66,0.0,0.0
02025,5,0,2,0,2,0,0,365.0,13.7,0.0,5.48,0.0,5.48
02027,4,0,2,0,0,0,0,206.0,19.42,0.0,9.71,0.0,0.0
02029,3,0,1,0,1,0,0,348.0,8.62,0.0,2.87,0.0,2.87
02030,1,0,1,0,0,0,0,248.0,4.03,0.0,4.03,0.0,0.0
02031,14,2,3,1,1,0,0,660.0,21.21,3.03,4.55,1.52,1.52
02033,4,1,1,0,0,0,0,101.0,39.6,9.9,9.9,0.0,0.0
02034,2,0,1,0,0,0,0,116.0,17.24,0.0,8.62,0.0,0.0
02035,4,1,1,0,2,0,0,281.0,14.23,3.56,3.56,0.0,7.12
02036,1,0,1,0,1,0,0,70.0,14.29,0.0,14.29,0.0,14.29
02037,21,0,10,3,5,2,1,1369.0,15.34,0.0,7.3,2.19,3.65
02039,11,1,6,0,0,0,0,175.0,62.86,5.71,34.29,0.0,0.0
02040,5,1,2,1,0,0,0,176.0,28.41,5.68,11.36,5.68,0.0
02041,4,0,1,1,1,0,0,805.0,4.97,0.0,1.24,1.24,1.24
02042,1,0,0,0,1,0,0,375.0,2.67,0.0,0.0,0.0,2.67
02043,1,0,0,1,0,0,0,63.0,15.87,0.0,0.0,15.87,0.0
02044,1,0,0,0,0,0,0,25.0,40.0,0.0,0.0,0.0,0.0
02046,6,0,2,0,2,0,0,557.0,10.77,0.0,3.59,0.0,3.59
02048,1,0,1,0,0,0,0,130.0,7.69,0.0,7.69,0.0,0.0
02050,3,0,1,1,0,0,0,319.0,9.4,0.0,3.13,3.13,0.0
02052,5,0,2,2,1,0,0,129.0,38.76,0.0,15.5,15.5,7.75
02056,1,0,0,0,0,0,0,176.0,5.68,0.0,0.0,0.0,0.0
02057,18,1,0,3,4,1,2,1368.0,13.16,0.73,0.0,2.19,2.92
02058,8,0,3,2,3,1,1,832.0,9.62,0.0,3.61,2.4,3.61
02059,35,2,9,6,13,4,4,2672.0,13.1,0.75,3.37,2.25,4.87
02060,3,0,1,0,2,0,0,252.0,11.9,0.0,3.97,0.0,7.94
02061,6,0,3,1,1,0,1,258.0,23.26,0.0,11.63,3.88,3.88
02062,3,1,1,0,1,0,0,134.0,22.39,7.46,7.46,0.0,7.46
02063,5,0,0,1,5,0,0,380.0,13.16,0.0,0.0,2.63,13.16
02064,36,0,9,3,10,1,0,3693.0,9.75,0.0,2.44,0.81,2.71
02065,12,0,5,3,4,0,0,574.0,20.91,0.0,8.71,5.23,6.97
02066,3,1,2,0,2,0,0,191.0,15.71,5.24,10.47,0.0,10.47
02067,4,0,2,0,0,0,0,208.0,19.23,0.0,9.62,0.0,0.0
02069,2,0,1,0,1,0,0,105.0,19.05,0.0,9.52,0.0,9.52
02070,4,0,1,1,1,0,1,438.0,9.13,0.0,2.28,2.28,2.28
02071,6,0,2,0,1,0,0,641.0,9.36,0.0,3.12,0.0,1.56
02072,2,0,0,0,0,1,0,180.0,11.11,0.0,0.0,0.0,0.0
02073,7,0,4,0,2,0,0,703.0,9.96,0.0,5.69,0.0,2.84
02074,11,0,5,2,4,0,0,587.0,18.74,0.0,8.52,3.41,6.81
02075,3,1,0,0,2,0,0,193.0,15.54,5.18,0.0,0.0,10.36
02076,1,1,0,0,0,0,0,149.0,6.71,6.71,0.0,0.0,0.0
02078,1,0,1,0,0,0,0,167.0,5.99,0.0,5.99,0.0,0.0
02079,2,0,0,0,1,0,0,142.0,14.08,0.0,0.0,0.0,7.04
02081,6,0,1,0,2,0,0,428.0,14.02,0.0,2.34,0.0,4.67
02083,7,0,5,0,1,0,0,746.0,9.38,0.0,6.7,0.0,1.34
02084,1,0,0,1,0,0,0,252.0,3.97,0.0,0.0,3.97,0.0
02086,9,0,2,0,4,0,0,996.0,9.04,0.0,2.01,0.0,4.02
02089,7,0,2,0,1,0,0,1151.0,6.08,0.0,1.74,0.0,0.87
02090,4,0,1,1,1,0,0,199.0,20.1,0.0,5.03,5.03,5.03
02091,1,0,0,0,0,0,0,92.0,10.87,0.0,0.0,0.0,0.0
02093,15,0,6,1,3,2,1,1261.0,11.9,0.0,4.76,0.79,2.38
02094,2,1,0,1,0,0,0,471.0,4.25,2.12,0.0,2.12,0.0
02095,64,1,16,12,15,6,3,5721.0,11.19,0.17,2.8,2.1,2.62
02096,2,0,2,0,1,0,0,191.0,10.47,0.0,10.47,0.0,5.24
02097,4,0,1,1,0,0,0,265.0,15.09,0.0,3.77,3.77,0.0
02098,2,0,1,0,0,0,0,377.0,5.31,0.0,2.65,0.0,0.0
02099,2,0,0,1,1,0,0,211.0,9.48,0.0,0.0,4.74,4.74
02101,1,0,1,0,1,0,0,178.0,5.62,0.0,5.62,0.0,5.62
02103,13,0,1,1,7,0,0,1324.0,9.82,0.0,0.76,0.76,5.29
