CODGEO,nb_assos,nb_environnement,nb_culture,nb_social,nb_sport,nb_sante,nb_auto,pop,densite_assos_1000hab,densite_environnement_1000hab,densite_culture_1000hab,densite_social_1000hab,densite_sport_1000hab
40234,21,0,2,3,3,0,0,889.0,23.62,0.0,2.25,3.37,3.37
40235,9,0,5,2,2,0,0,695.0,12.95,0.0,7.19,2.88,2.88
40236,7,0,3,0,2,2,0,773.0,9.06,0.0,3.88,0.0,2.59
40238,6,1,0,1,2,0,0,614.0,9.77,1.63,0.0,1.63,3.26
40240,7,1,0,0,0,0,0,500.0,14.0,2.0,0.0,0.0,0.0
40242,1,0,0,0,0,0,0,104.0,9.62,0.0,0.0,0.0,0.0
40243,28,2,6,2,12,1,0,3084.0,9.08,0.65,1.95,0.65,3.89
40244,11,0,5,1,2,1,0,1374.0,8.01,0.0,3.64,0.73,1.46
40245,24,1,5,3,3,0,0,1957.0,12.26,0.51,2.55,1.53,1.53
40246,49,1,8,4,5,2,0,1165.0,42.06,0.86,6.87,3.43,4.29
40286,16,1,3,1,1,1,0,1131.0,14.15,0.88,2.65,0.88,0.88
40287,28,3,2,0,7,1,1,4582.0,6.11,0.65,0.44,0.0,1.53
40288,10,0,2,0,4,0,0,1154.0,8.67,0.0,1.73,0.0,3.47
40289,7,0,0,1,1,0,0,248.0,28.23,0.0,0.0,4.03,4.03
40290,1,0,0,0,0,0,0,106.0,9.43,0.0,0.0,0.0,0.0
40291,8,0,6,1,3,0,0,1791.0,4.47,0.0,3.35,0.56,1.68
40292,14,2,5,5,2,0,0,1571.0,8.91,1.27,3.18,3.18,1.27
40293,7,1,2,0,3,0,0,1097.0,6.38,0.91,1.82,0.0,2.73
40294,14,0,2,4,4,0,0,1566.0,8.94,0.0,1.28,2.55,2.55
40296,54,1,22,9,18,1,1,3900.0,13.85,0.26,5.64,2.31,4.62
40298,6,0,2,0,2,0,0,398.0,15.08,0.0,5.03,0.0,5.03
40299,3,0,0,1,0,0,0,189.0,15.87,0.0,0.0,5.29,0.0
40300,6,0,1,2,3,0,0,1016.0,5.91,0.0,0.98,1.97,2.95
40303,24,0,3,0,5,0,0,348.0,68.97,0.0,8.62,0.0,14.37
40304,81,7,16,12,40,2,1,3520.0,23.01,1.99,4.55,3.41,11.36
40305,5,0,1,0,2,0,0,188.0,26.6,0.0,5.32,0.0,10.64
40307,33,1,7,0,4,0,0,1162.0,28.4,0.86,6.02,0.0,3.44
40308,8,0,2,1,3,0,0,891.0,8.98,0.0,2.24,1.12,3.37
40309,17,0,3,3,2,2,0,1128.0,15.07,0.0,2.66,2.66,1.77
40310,87,6,27,12,26,5,0,8421.0,10.33,0.71,3.21,1.43,3.09
40311,6,2,3,0,1,1,0,668.0,8.98,2.99,4.49,0.0,1.5
40312,99,6,25,16,33,5,1,12920.0,7.66,0.46,1.93,1.24,2.55
40313,52,4,13,7,17,2,3,3191.0,16.3,1.25,4.07,2.19,5.33
40314,10,0,3,4,5,1,0,1307.0,7.65,0.0,2.3,3.06,3.83
40316,10,0,3,3,4,1,0,842.0,11.88,0.0,3.56,3.56,4.75
40317,13,0,4,2,3,1,0,3348.0,3.88,0.0,1.19,0.6,0.9
40318,6,0,3,1,1,0,0,316.0,18.99,0.0,9.49,3.16,3.16
40319,1,0,1,0,1,0,0,270.0,3.7,0.0,3.7,0.0,3.7
40320,7,0,2,0,1,0,0,606.0,11.55,0.0,3.3,0.0,1.65
40321,1,0,1,0,1,0,0,240.0,4.17,0.0,4.17,0.0,4.17
40322,5,0,2,2,2,2,0,196.0,25.51,0.0,10.2,10.2,10.2
40323,7,0,1,0,1,0,0,242.0,28.93,0.0,4.13,0.0,4.13
40325,7,0,2,0,1,0,0,280.0,25.0,0.0,7.14,0.0,3.57
40326,16,1,3,3,3,0,0,1441.0,11.1,0.69,2.08,2.08,2.08
40327,3,0,0,0,1,0,0,221.0,13.57,0.0,0.0,0.0,4.52
40328,26,1,6,2,6,2,0,1660.0,15.66,0.6,3.61,1.2,3.61
40330,7,0,3,1,2,0,0,310.0,22.58,0.0,9.68,3.23,6.45
40331,32,0,3,1,5,1,2,2465.0,12.98,0.0,1.22,0.41,2.03
40332,30,0,3,2,3,1,1,2339.0,12.83,0.0,1.28,0.86,1.28
40334,9,2,2,2,3,1,0,380.0,23.68,5.26,5.26,5.26,7.89
41002,16,2,2,2,3,0,0,805.0,19.88,2.48,2.48,2.48,3.73
41003,3,0,2,0,0,0,0,587.0,5.11,0.0,3.41,0.0,0.0
41004,2,1,1,1,1,0,0,263.0,7.6,3.8,3.8,3.8,3.8
41006,11,0,1,2,4,0,0,436.0,25.23,0.0,2.29,4.59,9.17
41007,2,0,1,0,0,0,0,746.0,2.68,0.0,1.34,0.0,0.0
41008,24,3,10,4,1,1,0,699.0,34.33,4.29,14.31,5.72,1.43
41009,9,0,3,4,2,1,0,677.0,13.29,0.0,4.43,5.91,2.95
41010,4,0,4,0,1,0,0,1002.0,3.99,0.0,3.99,0.0,1.0
41012,2,0,1,0,1,0,0,200.0,10.0,0.0,5.0,0.0,5.0
41013,3,0,0,0,0,0,0,273.0,10.99,0.0,0.0,0.0,0.0
41016,12,2,5,0,4,1,0,1079.0,11.12,1.85,4.63,0.0,3.71
41017,16,0,7,1,5,0,0,643.0,24.88,0.0,10.89,1.56,7.78
41018,1395,35,355,253,300,109,13,46813.0,29.8,0.75,7.58,5.4,6.41
41019,3,0,1,0,0,0,0,99.0,30.3,0.0,10.1,0.0,0.0
41024,3,1,1,0,1,0,0,179.0,16.76,5.59,5.59,0.0,5.59
41025,36,1,8,6,10,2,0,1331.0,27.05,0.75,6.01,4.51,7.51
41027,4,0,1,1,3,0,0,144.0,27.78,0.0,6.94,6.94,20.83
41028,3,0,2,1,0,0,0,486.0,6.17,0.0,4.12,2.06,0.0
41029,12,2,1,2,1,1,0,1510.0,7.95,1.32,0.66,1.32,0.66
41030,2,0,1,0,1,0,1,225.0,8.89,0.0,4.44,0.0,4.44
41031,35,2,14,4,5,1,1,2686.0,13.03,0.74,5.21,1.49,1.86
41032,35,6,8,5,9,5,1,2691.0,13.01,2.23,2.97,1.86,3.34
41034,16,1,10,3,2,0,0,95.0,168.42,10.53,105.26,31.58,21.05
41035,20,0,5,4,8,1,1,619.0,32.31,0.0,8.08,6.46,12.92
41036,14,0,4,1,3,1,0,445.0,31.46,0.0,8.99,2.25,6.74
41042,8,0,2,1,1,0,0,533.0,15.01,0.0,3.75,1.88,1.88
41043,21,3,7,2,8,0,0,1677.0,12.52,1.79,4.17,1.19,4.77
41044,3,0,1,1,1,0,0,1122.0,2.67,0.0,0.89,0.89,0.89
41045,27,1,8,2,9,1,0,1086.0,24.86,0.92,7.37,1.84,8.29
41046,22,0,8,5,3,0,0,1054.0,20.87,0.0,7.59,4.74,2.85
41047,60,8,20,9,14,6,1,4497.0,13.34,1.78,4.45,2.0,3.11
41048,2,0,0,1,0,0,0,228.0,8.77,0.0,0.0,4.39,0.0
41049,21,0,4,3,3,0,0,931.0,22.56,0.0,4.3,3.22,3.22
41050,14,0,4,2,1,0,0,908.0,15.42,0.0,4.41,2.2,1.1
41051,20,0,6,3,11,0,0,1070.0,18.69,0.0,5.61,2.8,10.28
41052,23,1,10,2,6,2,0,1123.0,20.48,0.89,8.9,1.78,5.34
41054,7,0,2,1,0,0,0,347.0,20.17,0.0,5.76,2.88,0.0
41057,4,0,1,1,0,0,0,164.0,24.39,0.0,6.1,6.1,0.0
41058,6,1,2,0,0,1,0,192.0,31.25,5.21,10.42,0.0,0.0
41060,5,0,0,0,1,0,0,700.0,7.14,0.0,0.0,0.0,1.43
41061,15,0,8,2,5,1,1,1560.0,9.62,0.0,5.13,1.28,3.21
41062,13,0,3,1,2,1,0,540.0,24.07,0.0,5.56,1.85,3.7
41065,4,0,0,0,1,0,0,575.0,6.96,0.0,0.0,0.0,1.74
41066,9,1,2,1,4,0,0,428.0,21.03,2.34,4.67,2.34,9.35
41067,42,2,11,10,6,3,0,2793.0,15.04,0.72,3.94,3.58,2.15
41068,6,0,0,1,1,0,0,495.0,12.12,0.0,0.0,2.02,2.02
41069,9,2,0,1,2,1,0,246.0,36.59,8.13,0.0,4.07,8.13
41071,9,0,2,1,3,0,0,534.0,16.85,0.0,3.75,1.87,5.62
41072,2,1,1,0,0,0,0,412.0,4.85,2.43,2.43,0.0,0.0
41073,5,0,2,2,1,0,0,671.0,7.45,0.0,2.98,2.98,1.49
41074,16,0,8,2,2,0,0,1204.0,13.29,0.0,6.64,1.66,1.66
41075,11,0,2,3,1,0,0,1017.0,10.82,0.0,1.97,2.95,0.98
41077,1,0,0,0,0,0,0,123.0,8.13,0.0,0.0,0.0,0.0
41078,4,0,1,1,1,0,1,827.0,4.84,0.0,1.21,1.21,1.21
41080,18,0,7,2,5,1,0,1401.0,12.85,0.0,5.0,1.43,3.57
41081,1,0,0,0,0,0,0,222.0,4.5,0.0,0.0,0.0,0.0
41086,12,0,2,3,1,0,0,648.0,18.52,0.0,3.09,4.63,1.54
41087,4,0,2,1,1,0,0,327.0,12.23,0.0,6.12,3.06,3.06
41088,3,1,1,0,0,0,0,238.0,12.61,4.2,4.2,0.0,0.0
41091,12,2,5,1,4,0,0,1287.0,9.32,1.55,3.89,0.78,3.11
41093,6,0,3,0,0,0,0,272.0,22.06,0.0,11.03,0.0,0.0
41094,11,0,4,2,6,0,0,1186.0,9.27,0.0,3.37,1.69,5.06
41095,4,0,2,0,2,0,0,1059.0,3.78,0.0,1.89,0.0,1.89
41097,8,2,2,0,1,0,0,2311.0,3.46,0.87,0.87,0.0,0.43
41098,1,0,1,0,1,0,0,166.0,6.02,0.0,6.02,0.0,6.02
41099,12,0,2,1,5,0,0,494.0,24.29,0.0,4.05,2.02,10.12
41101,20,0,5,2,7,2,1,1145.0,17.47,0.0,4.37,1.75,6.11
41102,4,1,3,0,1,0,0,378.0,10.58,2.65,7.94,0.0,2.65
41103,3,0,1,0,0,2,0,409.0,7.33,0.0,2.44,0.0,0.0
41104,24,2,9,8,5,2,0,2308.0,10.4,0.87,3.9,3.47,2.17
41105,26,3,6,1,7,0,2,850.0,30.59,3.53,7.06,1.18,8.24
41106,61,5,8,14,16,7,0,4565.0,13.36,1.1,1.75,3.07,3.5
41107,5,0,1,1,2,0,1,477.0,10.48,0.0,2.1,2.1,4.19
41108,1,0,0,0,0,0,0,122.0,8.2,0.0,0.0,0.0,0.0
41109,15,0,4,3,5,1,1,733.0,20.46,0.0,5.46,4.09,6.82
41112,3,0,0,0,2,0,0,245.0,12.24,0.0,0.0,0.0,8.16
41113,4,0,1,0,1,0,0,176.0,22.73,0.0,5.68,0.0,5.68
41114,5,2,1,1,0,0,0,285.0,17.54,7.02,3.51,3.51,0.0
41115,3,0,0,0,0,0,0,400.0,7.5,0.0,0.0,0.0,0.0
41116,1,0,0,0,0,0,0,190.0,5.26,0.0,0.0,0.0,0.0
41118,1,0,0,1,0,0,0,210.0,4.76,0.0,0.0,4.76,0.0
41119,4,0,1,1,0,1,0,348.0,11.49,0.0,2.87,2.87,0.0
41120,9,0,2,0,2,0,1,1248.0,7.21,0.0,1.6,0.0,1.6
41122,1,0,0,1,0,0,0,231.0,4.33,0.0,0.0,4.33,0.0
41123,24,1,3,6,3,3,0,682.0,35.19,1.47,4.4,8.8,4.4
41124,1,0,1,0,0,0,0,324.0,3.09,0.0,3.09,0.0,0.0
41125,19,1,5,5,2,1,0,730.0,26.03,1.37,6.85,6.85,2.74
41126,16,0,3,3,2,0,0,1159.0,13.81,0.0,2.59,2.59,1.73
41128,11,1,6,1,2,0,0,719.0,15.3,1.39,8.34,1.39,2.78
41129,6,0,1,2,2,0,0,679.0,8.84,0.0,1.47,2.95,2.95
41130,9,0,2,2,4,0,0,663.0,13.57,0.0,3.02,3.02,6.03
41131,7,0,4,1,1,1,0,823.0,8.51,0.0,4.86,1.22,1.22
41132,6,0,0,1,2,0,0,313.0,19.17,0.0,0.0,3.19,6.39
41134,20,1,6,2,4,2,0,630.0,31.75,1.59,9.52,3.17,6.35
41135,7,3,1,1,3,0,0,875.0,8.0,3.43,1.14,1.14,3.43
41136,70,1,20,8,19,3,1,6235.0,11.23,0.16,3.21,1.28,3.05
41137,13,0,3,1,0,0,1,560.0,23.21,0.0,5.36,1.79,0.0
41138,1,0,1,0,1,0,0,307.0,3.26,0.0,3.26,0.0,3.26
41139,17,0,5,4,5,1,0,1066.0,15.95,0.0,4.69,3.75,4.69
41140,18,1,2,2,5,1,0,713.0,25.25,1.4,2.81,2.81,7.01
41141,13,0,2,1,3,0,0,352.0,36.93,0.0,5.68,2.84,8.52
41143,11,2,2,2,3,1,0,1308.0,8.41,1.53,1.53,1.53,2.29
41144,16,0,6,3,3,0,0,719.0,22.25,0.0,8.34,4.17,4.17
41145,16,1,3,2,2,1,0,794.0,20.15,1.26,3.78,2.52,2.52
41146,23,2,7,2,4,0,0,959.0,23.98,2.09,7.3,2.09,4.17
41148,16,0,3,3,3,0,0,1294.0,12.36,0.0,2.32,2.32,2.32
41149,28,0,12,6,5,2,1,3666.0,7.64,0.0,3.27,1.64,1.36
41150,31,3,10,5,3,1,1,3333.0,9.3,0.9,3.0,1.5,0.9
41152,5,0,0,1,3,0,0,634.0,7.89,0.0,0.0,1.58,4.73
41153,2,0,0,0,1,0,0,145.0,13.79,0.0,0.0,0.0,6.9
41154,8,0,0,2,1,0,0,1078.0,7.42,0.0,0.0,1.86,0.93
41155,14,0,6,3,1,0,1,1236.0,11.33,0.0,4.85,2.43,0.81
41156,10,0,3,1,3,0,0,521.0,19.19,0.0,5.76,1.92,5.76
41157,10,1,2,1,1,0,0,1513.0,6.61,0.66,1.32,0.66,0.66
41158,20,2,3,4,3,2,1,2430.0,8.23,0.82,1.23,1.65,1.23
41159,34,0,8,5,6,0,1,1260.0,26.98,0.0,6.35,3.97,4.76
41160,14,1,2,1,5,0,0,321.0,43.61,3.12,6.23,3.12,15.58
41161,25,0,4,5,6,0,0,2288.0,10.93,0.0,1.75,2.19,2.62
41163,1,0,0,0,1,0,0,122.0,8.2,0.0,0.0,0.0,8.2
41164,31,2,6,6,6,1,1,2677.0,11.58,0.75,2.24,2.24,2.24
41166,13,0,2,1,3,1,0,388.0,33.51,0.0,5.15,2.58,7.73
41168,3,1,0,0,0,0,0,225.0,13.33,4.44,0.0,0.0,0.0
41172,7,0,1,1,2,0,0,224.0,31.25,0.0,4.46,4.46,8.93
41174,1,0,0,0,0,0,0,171.0,5.85,0.0,0.0,0.0,0.0
41175,2,0,1,0,0,0,0,1110.0,1.8,0.0,0.9,0.0,0.0
41176,15,1,5,1,4,0,0,738.0,20.33,1.36,6.78,1.36,5.42
41180,44,0,10,5,15,1,1,1515.0,29.04,0.0,6.6,3.3,9.9
41181,17,1,3,4,3,1,1,802.0,21.2,1.25,3.74,4.99,3.74
41182,1,1,0,0,0,0,0,279.0,3.58,3.58,0.0,0.0,0.0
41184,3,0,0,0,1,0,0,596.0,5.03,0.0,0.0,0.0,1.68
41185,17,2,5,2,4,1,0,2290.0,7.42,0.87,2.18,0.87,1.75
41187,1,0,0,0,0,0,0,177.0,5.65,0.0,0.0,0.0,0.0
41188,1,0,0,0,0,0,0,117.0,8.55,0.0,0.0,0.0,0.0
41189,5,0,4,0,2,0,0,465.0,10.75,0.0,8.6,0.0,4.3
41190,2,0,1,0,0,0,0,221.0,9.05,0.0,4.52,0.0,0.0
41194,236,19,55,42,64,9,4,18115.0,13.03,1.05,3.04,2.32,3.53
41232,84,5,16,11,24,6,3,4897.0,17.15,1.02,3.27,2.25,4.9
41233,14,0,4,1,5,0,0,872.0,16.06,0.0,4.59,1.15,5.73
41234,9,0,3,2,1,0,0,289.0,31.14,0.0,10.38,6.92,3.46
41235,6,0,2,0,1,0,0,983.0,6.1,0.0,2.03,0.0,1.02
41236,2,0,1,0,0,0,0,88.0,22.73,0.0,11.36,0.0,0.0
41237,13,0,0,2,5,1,1,1078.0,12.06,0.0,0.0,1.86,4.64
41238,19,0,6,5,8,4,0,1949.0,9.75,0.0,3.08,2.57,4.1
41239,7,1,0,1,1,0,0,994.0,7.04,1.01,0.0,1.01,1.01
41242,30,2,7,2,8,3,1,4342.0,6.91,0.46,1.61,0.46,1.84
41243,4,1,0,0,2,1,0,801.0,4.99,1.25,0.0,0.0,2.5
41245,7,0,1,1,2,1,0,381.0,18.37,0.0,2.62,2.62,5.25
41246,6,0,1,0,2,0,0,479.0,12.53,0.0,2.09,0.0,4.18
41247,10,0,5,2,2,0,0,1594.0,6.27,0.0,3.14,1.25,1.25
41249,17,0,3,6,4,0,1,1028.0,16.54,0.0,2.92,5.84,3.89
41251,14,1,1,2,5,0,0,524.0,26.72,1.91,1.91,3.82,9.54
41252,35,2,10,3,7,1,0,1538.0,22.76,1.3,6.5,1.95,4.55
41253,17,0,3,1,5,0,1,272.0,62.5,0.0,11.03,3.68,18.38
41256,20,3,3,1,4,0,0,1247.0,16.04,2.41,2.41,0.8,3.21
41258,18,1,8,2,5,0,0,1155.0,15.58,0.87,6.93,1.73,4.33
41259,4,1,1,0,1,0,0,814.0,4.91,1.23,1.23,0.0,1.23
41260,2,0,0,0,1,0,0,417.0,4.8,0.0,0.0,0.0,2.4
41262,13,1,3,3,1,0,0,1126.0,11.55,0.89,2.66,2.66,0.89
41265,1,0,0,0,0,0,0,277.0,3.61,0.0,0.0,0.0,0.0
41267,11,0,2,1,2,0,0,939.0,11.71,0.0,2.13,1.06,2.13
41268,8,0,2,2,0,1,0,152.0,52.63,0.0,13.16,13.16,0.0
41269,295,8,93,50,82,20,8,15747.0,18.73,0.51,5.91,3.18,5.21
41271,15,1,4,2,4,1,0,582.0,25.77,1.72,6.87,3.44,6.87
41273,14,1,1,3,1,1,0,461.0,30.37,2.17,2.17,6.51,2.17
41276,27,0,4,4,9,0,0,2519.0,10.72,0.0,1.59,1.59,3.57
41277,1,0,0,0,0,0,0,117.0,8.55,0.0,0.0,0.0,0.0
41278,3,0,1,0,0,1,0,255.0,11.76,0.0,3.92,0.0,0.0
41279,8,1,4,0,0,1,0,387.0,20.67,2.58,10.34,0.0,0.0
41280,7,2,2,1,2,0,0,2635.0,2.66,0.76,0.76,0.38,0.76
41281,13,1,4,1,3,0,0,423.0,30.73,2.36,9.46,2.36,7.09
41282,8,0,2,3,1,1,0,418.0,19.14,0.0,4.78,7.18,2.39
41283,1,0,0,0,0,0,0,273.0,3.66,0.0,0.0,0.0,0.0
41284,1,0,0,0,0,0,0,67.0,14.93,0.0,0.0,0.0,0.0
41285,13,1,3,3,4,0,0,487.0,26.69,2.05,6.16,6.16,8.21
41286,1,0,1,0,0,0,0,147.0,6.8,0.0,6.8,0.0,0.0
41287,4,0,0,1,0,0,0,491.0,8.15,0.0,0.0,2.04,0.0
41288,14,0,7,2,2,0,0,819.0,17.09,0.0,8.55,2.44,2.44
41289,9,0,2,1,3,0,0,388.0,23.2,0.0,5.15,2.58,7.73
41290,1,0,0,0,0,0,0,228.0,4.39,0.0,0.0,0.0,0.0
41291,4,1,0,0,3,0,1,315.0,12.7,3.17,0.0,0.0,9.52
41292,3,0,0,1,1,1,0,200.0,15.0,0.0,0.0,5.0,5.0
41293,1,0,0,0,0,0,0,244.0,4.1,0.0,0.0,0.0,0.0
41294,6,1,2,1,2,0,0,1102.0,5.44,0.91,1.81,0.91,1.81
41295,89,7,27,14,27,2,1,8067.0,11.03,0.87,3.35,1.74,3.35
41296,30,1,4,6,14,3,0,1434.0,20.92,0.7,2.79,4.18,9.76
41297,5,1,0,1,1,0,0,768.0,6.51,1.3,0.0,1.3,1.3
42001,4,0,1,0,1,0,2,473.0,8.46,0.0,2.11,0.0,2.11
42002,1,0,0,1,0,0,0,182.0,5.49,0.0,0.0,5.49,0.0
42003,39,1,4,6,5,0,0,1884.0,20.7,0.53,2.12,3.18,2.65
42005,88,3,22,12,22,2,4,10187.0,8.64,0.29,2.16,1.18,2.16
42006,4,0,1,1,1,0,0,410.0,9.76,0.0,2.44,2.44,2.44
42007,2,0,0,0,0,0,0,217.0,9.22,0.0,0.0,0.0,0.0
42008,5,0,0,0,0,0,0,113.0,44.25,0.0,0.0,0.0,0.0
42009,4,0,1,1,2,0,0,521.0,7.68,0.0,1.92,1.92,3.84
42010,8,0,3,0,2,0,1,1686.0,4.74,0.0,1.78,0.0,1.19
42011,48,1,5,4,7,2,1,2848.0,16.85,0.35,1.76,1.4,2.46
42012,7,0,4,1,2,0,0,685.0,10.22,0.0,5.84,1.46,2.92
42013,10,1,1,2,2,1,0,1991.0,5.02,0.5,0.5,1.0,1.0
42014,6,0,1,1,0,0,0,313.0,19.17,0.0,3.19,3.19,0.0
42015,55,0,6,6,8,0,1,1448.0,37.98,0.0,4.14,4.14,5.52
42020,6,0,2,0,0,0,1,1199.0,5.0,0.0,1.67,0.0,0.0
42022,19,2,3,0,3,0,3,4363.0,4.35,0.46,0.69,0.0,0.69
42023,52,0,6,3,3,1,2,2949.0,17.63,0.0,2.03,1.02,1.02
42025,3,0,0,0,1,0,0,196.0,15.31,0.0,0.0,0.0,5.1
42026,36,0,2,3,6,2,1,1724.0,20.88,0.0,1.16,1.74,3.48
42027,12,0,0,2,0,0,0,415.0,28.92,0.0,0.0,4.82,0.0
42028,7,0,0,0,0,0,0,397.0,17.63,0.0,0.0,0.0,0.0
42029,36,1,6,1,4,0,0,1521.0,23.67,0.66,3.94,0.66,2.63
42030,2,0,0,1,2,0,0,538.0,3.72,0.0,0.0,1.86,3.72
42032,17,1,3,1,1,0,1,1706.0,9.96,0.59,1.76,0.59,0.59
42034,1,0,0,0,0,0,0,101.0,9.9,0.0,0.0,0.0,0.0
42035,2,0,0,0,1,0,0,211.0,9.48,0.0,0.0,0.0,4.74
42036,4,1,0,0,1,0,0,513.0,7.8,1.95,0.0,0.0,1.95
42038,7,0,2,2,2,0,0,730.0,9.59,0.0,2.74,2.74,2.74
42039,7,0,1,2,1,0,1,449.0,15.59,0.0,2.23,4.45,2.23
42041,5,0,0,1,2,0,1,639.0,7.82,0.0,0.0,1.56,3.13
42042,4,1,0,0,1,1,0,1068.0,3.75,0.94,0.0,0.0,0.94
42043,3,0,1,0,1,0,0,1797.0,1.67,0.0,0.56,0.0,0.56
42044,130,0,24,11,29,2,2,12066.0,10.77,0.0,1.99,0.91,2.4
42046,13,0,2,2,1,0,0,2006.0,6.48,0.0,1.0,1.0,0.5
42047,13,0,3,1,2,0,1,320.0,40.62,0.0,9.38,3.12,6.25
42048,30,3,3,0,5,0,1,1458.0,20.58,2.06,2.06,0.0,3.43
42049,22,0,4,1,3,1,0,670.0,32.84,0.0,5.97,1.49,4.48
42052,79,0,19,7,14,2,1,3712.0,21.28,0.0,5.12,1.89,3.77
42053,13,2,3,0,4,0,0,1675.0,7.76,1.19,1.79,0.0,2.39
42054,3,0,0,0,1,0,0,355.0,8.45,0.0,0.0,0.0,2.82
42055,4,0,1,0,0,0,0,134.0,29.85,0.0,7.46,0.0,0.0
42056,22,0,3,1,4,2,0,2889.0,7.62,0.0,1.04,0.35,1.38
42058,3,1,0,0,1,0,0,250.0,12.0,4.0,0.0,0.0,4.0
42059,16,0,4,2,3,0,1,5472.0,2.92,0.0,0.73,0.37,0.55
42060,4,0,1,0,1,0,0,513.0,7.8,0.0,1.95,0.0,1.95
42061,15,1,1,1,4,0,0,538.0,27.88,1.86,1.86,1.86,7.43
42062,5,0,0,1,1,0,2,1160.0,4.31,0.0,0.0,0.86,0.86
42063,16,0,1,0,1,0,0,394.0,40.61,0.0,2.54,0.0,2.54
42064,7,1,0,0,1,0,1,750.0,9.33,1.33,0.0,0.0,1.33
42065,4,0,0,1,1,0,1,1432.0,2.79,0.0,0.0,0.7,0.7
42066,2,0,0,0,0,0,0,538.0,3.72,0.0,0.0,0.0,0.0
42067,1,0,1,0,0,0,0,295.0,3.39,0.0,3.39,0.0,0.0
42068,8,1,0,0,1,0,0,417.0,19.18,2.4,0.0,0.0,2.4
42069,39,0,6,1,5,0,1,3029.0,12.88,0.0,1.98,0.33,1.65
42070,19,0,3,1,4,0,0,935.0,20.32,0.0,3.21,1.07,4.28
42073,2,0,0,0,1,0,0,745.0,2.68,0.0,0.0,0.0,1.34
42074,15,0,4,1,1,1,0,1074.0,13.97,0.0,3.72,0.93,0.93
42075,11,1,4,0,4,0,1,1349.0,8.15,0.74,2.97,0.0,2.97
42076,14,1,3,3,2,0,0,911.0,15.37,1.1,3.29,3.29,2.2
42079,19,0,4,2,5,3,0,709.0,26.8,0.0,5.64,2.82,7.05
42081,13,0,3,2,3,0,1,1523.0,8.54,0.0,1.97,1.31,1.97
42083,6,0,1,0,1,0,0,526.0,11.41,0.0,1.9,0.0,1.9
42086,17,0,3,1,3,0,1,504.0,33.73,0.0,5.95,1.98,5.95
42089,4,0,2,0,1,0,0,652.0,6.13,0.0,3.07,0.0,1.53
42090,2,0,0,0,1,0,0,484.0,4.13,0.0,0.0,0.0,2.07
42091,5,0,0,1,2,0,0,696.0,7.18,0.0,0.0,1.44,2.87
42093,7,0,1,2,2,0,0,1360.0,5.15,0.0,0.74,1.47,1.47
42094,64,1,11,11,14,4,0,8338.0,7.68,0.12,1.32,1.32,1.68
42095,190,3,41,18,30,5,10,17137.0,11.09,0.18,2.39,1.05,1.75
42096,7,1,3,1,2,0,0,680.0,10.29,1.47,4.41,1.47,2.94
42097,52,1,10,4,13,0,3,4655.0,11.17,0.21,2.15,0.86,2.79
42098,12,0,3,2,2,0,0,571.0,21.02,0.0,5.25,3.5,3.5
42099,29,1,5,1,7,1,0,3779.0,7.67,0.26,1.32,0.26,1.85
42102,2,0,1,1,0,0,0,886.0,2.26,0.0,1.13,1.13,0.0
42105,1,0,1,0,0,0,0,253.0,3.95,0.0,3.95,0.0,0.0
42106,11,0,3,1,3,1,0,239.0,46.03,0.0,12.55,4.18,12.55
42107,2,0,2,0,1,0,0,320.0,6.25,0.0,6.25,0.0,3.12
42110,34,2,7,5,7,1,1,4845.0,7.02,0.41,1.44,1.03,1.44
42112,8,0,2,2,1,1,0,406.0,19.7,0.0,4.93,4.93,2.46
42113,1,0,0,0,0,0,0,239.0,4.18,0.0,0.0,0.0,0.0
42115,19,0,2,2,4,0,0,1228.0,15.47,0.0,1.63,1.63,3.26
42116,5,0,1,1,0,0,0,246.0,20.33,0.0,4.07,4.07,0.0
42117,2,0,1,0,0,0,0,112.0,17.86,0.0,8.93,0.0,0.0
42118,11,1,1,0,1,0,0,750.0,14.67,1.33,1.33,0.0,1.33
42119,4,0,0,1,1,1,0,359.0,11.14,0.0,0.0,2.79,2.79
42120,13,0,1,0,2,1,1,1794.0,7.25,0.0,0.56,0.0,1.11
42122,13,2,5,1,1,1,0,1736.0,7.49,1.15,2.88,0.58,0.58
42123,23,1,1,1,3,0,1,4817.0,4.77,0.21,0.21,0.21,0.62
42125,3,0,0,1,0,0,0,138.0,21.74,0.0,0.0,7.25,0.0
42126,7,0,2,1,1,0,1,1268.0,5.52,0.0,1.58,0.79,0.79
42127,112,3,22,6,22,0,5,7382.0,15.17,0.41,2.98,0.81,2.98
42130,2,0,0,0,1,0,0,561.0,3.57,0.0,0.0,0.0,1.78
42132,5,0,1,0,2,0,1,590.0,8.47,0.0,1.69,0.0,3.39
42133,4,0,0,0,0,0,0,691.0,5.79,0.0,0.0,0.0,0.0
42134,10,0,4,2,2,0,1,1390.0,7.19,0.0,2.88,1.44,1.44
42135,4,0,1,0,3,0,0,542.0,7.38,0.0,1.85,0.0,5.54
42136,4,0,1,0,1,0,1,780.0,5.13,0.0,1.28,0.0,1.28
42137,7,0,1,1,2,0,2,823.0,8.51,0.0,1.22,1.22,2.43
42138,3,0,2,1,1,0,0,675.0,4.44,0.0,2.96,1.48,1.48
