code_epci,puis_solaire_mw,nb_install_solaire,puis_solaire_kw_par_hab,nb_install_par_1000hab
200090751,5134.8,675,,
200093201,59962.5,6074,,
200096634,5001.6,701,,
200096642,3119.8,465,,
200096675,13013.1,367,,
200096683,16714.1,704,,
200096956,93188.9,4007,,
240100610,25943.9,750,1.03,29.82
240100750,15061.5,2413,0.15,23.65
240100800,6511.0,648,0.26,26.14
240100883,83947.2,2626,1.03,32.32
240100891,6668.0,433,0.31,19.87
240200444,6126.4,394,0.24,15.18
240200469,6157.4,257,0.43,17.85
240200477,2956.6,195,0.06,3.71
240200493,6061.2,505,0.2,16.27
240200501,3940.5,253,0.19,12.52
240200519,3955.8,93,0.71,16.7
240200576,8476.9,395,0.41,18.96
240200584,4555.1,266,0.29,17.16
240200592,1560.4,93,0.28,16.96
240200600,1116.8,180,0.05,8.66
240200634,4632.1,127,0.69,18.87
240300491,9315.9,343,1.1,40.57
240300558,31745.1,352,4.27,47.35
240300566,30024.7,267,5.47,48.62
240300657,18213.1,371,2.48,50.44
240400440,30455.7,432,3.05,43.3
240500439,4210.0,401,0.22,21.3
240500462,2485.4,176,0.38,26.78
240600551,2331.2,532,0.03,7.33
240600585,21268.3,2743,0.12,15.09
240600593,3090.4,625,0.11,22.68
240700302,4534.8,539,0.5,59.05
240700617,12977.9,286,2.12,46.82
240700716,1801.6,270,0.3,45.61
240700815,8350.0,394,1.05,49.52
240700864,8226.2,800,0.43,42.01
240800821,922.3,202,0.04,7.82
240800847,8722.8,394,0.44,20.09
240800862,11471.3,481,0.53,22.18
240800920,20895.2,545,1.25,32.6
240900431,1728.8,212,0.2,24.97
240900464,11294.8,598,0.76,40.5
241000223,5658.5,196,0.83,28.63
241000405,4658.2,269,0.44,25.31
241000447,3542.3,225,0.46,29.46
241000488,12117.5,290,1.44,34.38
241100593,134868.6,5415,1.02,40.95
241200187,44975.8,1096,0.8,19.53
241200542,24654.8,461,4.72,88.18
241200567,15163.1,751,0.52,25.73
241200625,15372.7,363,2.74,64.78
241200641,13417.5,398,1.11,32.85
241200658,17492.2,479,2.19,60.0
241200674,14339.9,427,2.32,69.09
241200765,29057.3,492,5.48,92.76
241200807,20699.9,350,3.72,62.97
241200906,30847.2,312,4.63,46.78
241200914,15305.0,356,2.82,65.49
241300375,40225.8,1008,1.45,36.37
241300417,96494.6,2300,1.16,27.57
241400415,964.3,90,0.05,4.36
241400514,6974.4,421,0.25,15.35
241400555,8315.4,312,0.28,10.43
241400860,3073.2,291,0.13,12.15
241400878,2743.9,272,0.14,13.9
241500230,85517.9,1311,1.59,24.41
241500255,6472.3,172,1.24,32.91
241500271,7803.2,217,1.18,32.9
241501055,8644.8,255,1.05,31.0
241501089,14925.0,206,3.0,41.37
241501139,27960.8,409,3.33,48.64
241600303,10163.4,448,1.03,45.52
241700434,50108.5,4688,0.28,26.31
241700459,1124.4,201,0.06,11.37
241700517,44976.4,747,2.56,42.53
241700624,6370.7,830,0.29,37.29
241700632,25290.6,619,1.72,42.07
241700640,26571.9,2998,0.31,35.16
241700699,4905.1,554,0.32,35.68
241800374,11467.9,512,1.06,47.51
241800424,12882.6,273,1.79,37.92
241800432,12084.4,202,2.41,40.3
241800457,11612.0,293,1.02,25.77
241800507,99216.6,1201,1.04,12.61
241900133,12857.8,318,1.27,31.39
241927201,74782.2,1098,1.7,25.0
241927243,24818.0,459,2.51,46.38
242000354,5285.8,323,0.08,5.13
242000495,5217.9,228,0.61,26.52
242000503,9355.1,297,1.02,32.48
242010056,21603.2,985,0.24,10.8
242010130,6386.4,168,0.53,14.01
242020071,9194.9,117,0.92,11.76
242020105,10108.6,277,0.8,21.87
242100154,29533.2,373,2.16,27.25
242100410,33307.3,1939,0.13,7.54
242101434,24120.2,665,1.24,34.14
242101442,4558.8,152,0.87,28.86
242101459,4593.2,184,0.62,24.97
242101491,14747.9,225,1.44,22.0
242101509,13570.9,733,0.66,35.76
242200715,16017.9,436,0.88,23.84
242300135,13962.9,310,,
242320000,14356.4,302,,
242320109,9022.0,242,,
242400752,29776.5,483,2.12,34.43
242400935,5483.8,319,0.82,47.84
242401024,29741.2,483,2.18,35.35
242500320,3633.3,350,0.44,42.83
242500338,5063.2,464,0.18,16.36
242500361,27953.6,2896,0.14,14.66
242504116,5525.4,587,0.26,27.98
242504181,14939.3,1035,0.56,38.71
242504355,2488.9,303,0.36,43.99
242504371,3660.5,263,0.67,47.8
242504447,6941.8,558,0.43,34.75
242504488,3658.9,245,0.56,37.21
242504496,3781.7,279,0.6,44.53
242600252,56329.7,1649,1.77,51.93
242600492,6214.8,547,0.65,57.07
242600534,9371.0,598,0.78,50.02
242700276,2783.0,281,0.15,15.39
242700607,8397.8,389,0.44,20.42
242852465,9746.9,312,0.8,25.67
242900074,13474.6,911,0.27,18.41
242900314,19300.1,1242,0.09,5.86
242900553,10257.9,861,0.25,20.6
242900561,17546.3,309,1.18,20.74
242900629,3688.3,279,0.24,18.25
242900645,1830.5,179,0.1,9.74
242900660,4034.7,499,0.14,17.21
242900694,11664.1,1092,0.21,19.3
242900702,7061.7,643,0.19,16.98
242900710,4052.8,326,0.22,17.59
242900744,17150.5,250,1.12,16.28
242900751,23253.7,834,0.69,24.92
242900769,9779.4,849,0.19,16.37
242900793,9311.9,620,0.34,22.49
242900801,10704.8,863,0.22,17.39
242900835,15451.9,971,0.24,14.96
243000270,4760.0,453,0.48,45.72
243000296,11143.4,1380,0.46,56.52
243000569,25266.5,1800,0.89,63.6
243000585,80827.7,1262,2.58,40.23
243000593,20212.4,1510,0.72,54.01
243000643,174710.6,8695,0.68,33.6
243000650,8089.8,697,0.39,33.61
243000684,30967.1,1270,1.2,49.29
243100518,142996.7,12306,0.17,15.03
243100567,15409.4,901,0.71,41.51
243100633,26016.4,3188,0.32,38.61
243100732,18758.7,1246,0.82,54.56
243100773,24726.3,770,1.6,49.78
243100781,19949.2,1961,0.47,46.15
243100815,5873.0,965,0.28,45.93
243200391,49857.1,967,2.59,50.28
243200409,15642.0,561,1.8,64.73
243200417,37539.1,667,2.62,46.47
243200425,26292.4,402,3.4,52.04
243200458,20045.3,691,1.5,51.74
243200508,12682.2,414,1.82,59.28
243200599,17649.0,689,1.8,70.43
243200607,13749.8,365,1.97,52.25
243300316,193833.0,10195,0.23,12.26
243300563,13314.4,2245,0.19,32.43
243300811,20665.9,630,1.3,39.61
243301165,244731.6,1439,7.65,44.96
243301181,16545.0,972,0.79,46.26
243301215,13318.1,771,0.73,42.34
243301223,13145.1,1208,0.35,32.34
243301249,11957.9,1014,0.42,35.29
243301264,37595.4,1822,0.8,39.01
243301355,6752.8,777,0.31,35.92
243301371,9720.6,413,0.59,24.92
243301389,123397.4,945,5.55,42.47
243301397,5994.3,642,0.34,36.57
243301405,82072.8,1215,3.76,55.69
243301439,5014.8,801,0.23,36.03
243301447,74422.9,1133,2.45,37.36
243301454,8215.2,567,0.43,29.81
243301504,67046.8,3179,0.94,44.35
243400017,117970.8,11001,0.23,21.68
243400355,14981.4,1354,0.52,47.16
243400470,29596.2,1944,0.65,42.82
243400488,20077.3,1644,0.69,56.74
243400520,23685.2,2352,0.46,45.79
243400694,16924.7,2172,0.41,52.57
243400736,4076.4,566,0.31,43.74
243400769,101464.5,4122,0.78,31.74
243400819,77264.1,3605,0.96,44.67
243500139,72526.7,3544,0.16,7.57
243500550,11200.8,613,0.43,23.33
243500618,13100.2,523,0.69,27.54
243500634,25966.0,828,0.96,30.77
243500659,7207.5,498,0.26,18.16
243500667,18315.3,952,0.48,24.72
243500725,3439.0,346,0.11,10.68
243500733,20194.7,883,0.56,24.39
243500741,34316.0,1703,0.51,25.48
243500774,8433.1,583,0.31,21.15
243500782,13173.1,887,0.15,10.3
243600202,4606.6,168,0.75,27.26
243600236,17944.6,403,0.95,21.32
243600293,15061.0,167,2.42,26.84
243600301,21330.8,342,1.6,25.58
243600319,25790.9,560,1.47,31.84
243600327,113041.7,1088,1.56,15.0
243600343,7883.0,180,1.69,38.63
243600350,25565.8,499,1.58,30.9
243700499,15312.2,367,0.94,22.58
243700754,25205.7,1738,0.08,5.85
243700820,7254.8,408,0.34,18.87
243800604,48565.7,2847,0.44,25.67
243800745,1151.8,202,0.11,19.41
243800935,7576.2,873,0.26,29.51
243800984,31974.1,3234,0.33,33.83
243801024,3951.6,481,0.33,40.19
243801073,21858.0,1076,0.95,46.98
243801255,16359.7,1210,0.65,47.99
243900354,1139.0,194,0.16,26.9
243900420,4188.8,333,0.46,36.72
243900479,1517.3,186,0.17,20.46
243900560,5779.6,404,0.49,34.29
243900610,2347.7,196,0.43,36.26
243901089,8746.6,385,0.96,42.46
244000543,42662.9,887,3.36,69.79
244000659,17949.9,1091,0.61,37.35
244000675,23153.6,2431,0.4,42.22
244000691,118266.2,639,12.58,67.98
244000766,181444.1,1764,10.12,98.36
244000774,29187.2,530,4.66,84.71
244000808,75656.6,2212,1.37,40.14
244000824,19243.5,584,2.5,75.9
244000857,38630.5,1223,3.11,98.38
244000865,66689.6,3597,0.95,51.19
244000873,122501.6,1898,3.88,60.14
244000881,13416.9,623,1.76,81.61
244100293,5193.9,156,0.88,26.38
244100780,1607.3,180,0.2,22.79
244100798,9703.6,372,0.46,17.63
244100806,18955.5,165,1.7,14.78
244200614,8918.9,387,1.51,65.67
244200622,6989.6,589,0.45,38.17
244200630,9282.1,802,0.66,56.94
244200770,76729.4,6707,0.19,16.51
244200820,4284.1,228,0.84,44.44
244200895,5239.1,717,0.31,42.5
244300307,6261.9,330,0.78,41.3
244301016,10833.6,713,0.59,39.1
244301099,4775.1,381,0.51,40.66
244301107,7805.8,326,0.97,40.48
244301123,31073.7,375,6.04,72.84
244301131,5194.7,680,0.25,33.18
244400404,92841.7,6593,0.14,9.73
244400438,26269.5,1548,0.63,37.22
244400453,7239.9,497,0.43,29.82
244400503,35877.9,2006,0.54,29.96
244400537,11738.3,559,0.72,34.48
244400552,73069.9,2662,1.06,38.58
244400586,17871.1,828,0.58,26.98
244400610,15899.5,1524,0.21,19.9
244400644,37101.7,1702,0.29,13.14
244500203,18277.6,699,0.29,11.14
244500211,55041.6,381,2.29,15.82
244500419,21046.6,398,1.23,23.21
244500427,20413.5,846,0.47,19.62
244500468,52272.3,2318,0.18,7.94
244500484,28843.3,457,1.65,26.08
244500542,7024.9,241,1.04,35.52
244600433,6648.5,584,0.46,40.37
244600482,8217.1,371,0.82,36.93
244600532,9246.8,417,1.06,47.7
244600573,6764.7,211,1.73,53.85
244700449,25760.9,317,4.49,55.27
244700464,14443.5,465,1.4,45.01
244701355,101218.9,659,8.14,53.02
244701405,32059.5,439,4.35,59.53
244800405,7097.0,246,0.45,15.74
244800470,10206.9,282,1.06,29.17
244900015,60306.8,3705,0.2,12.08
244900809,44879.0,1235,1.3,35.68
244900882,29504.4,1009,0.85,29.01
245100615,3598.4,260,0.25,18.21
245100888,5102.6,194,0.69,26.12
245100979,38005.5,279,6.53,47.95
245200597,7042.9,199,0.96,27.13
245300223,11858.6,571,0.86,41.39
245300355,14519.1,639,0.71,31.2
245300389,15000.6,593,0.82,32.31
245300447,16536.2,835,0.55,27.78
245400171,4234.8,630,0.15,22.28
245400189,3888.7,561,0.13,19.44
245400262,5774.2,717,0.09,11.34
245400510,4183.7,377,0.37,33.53
245400601,6089.1,606,0.15,15.25
245400676,11196.6,1545,0.04,6.0
245400759,6489.3,251,1.11,43.03
245500327,6408.5,182,0.77,21.86
245501176,4322.4,150,0.91,31.41
245501184,2843.9,141,0.41,20.27
245501242,2406.2,170,0.32,22.72
245501259,138703.1,203,20.04,29.32
245600440,3836.0,383,0.21,20.77
245600465,578.8,58,0.1,10.44
245614383,14360.9,550,0.59,22.73
245614417,13313.5,598,0.54,24.13
245614433,50391.5,878,1.09,19.01
245700133,19098.6,352,0.79,14.59
245700372,31717.2,1112,0.42,14.68
245700398,13100.9,361,0.41,11.43
245700695,3505.6,589,0.13,22.26
245700950,7062.1,535,0.41,31.03
245701164,1362.7,175,0.08,10.01
245701206,32745.8,985,1.16,34.91
245701222,4890.6,732,0.07,10.31
245701271,706.4,201,0.01,3.73
245701354,5364.7,866,0.15,24.38
245701362,55327.9,770,0.66,9.25
245701404,1771.3,304,0.06,10.34
245801063,11663.4,200,1.62,27.82
245804406,8990.9,690,0.14,10.61
245804497,33560.5,189,6.42,36.14
245900428,13615.6,1120,0.07,5.82
245900758,10709.8,807,0.27,20.21
245901038,3114.5,268,0.21,18.3
245901152,4262.2,791,0.06,11.1
245901160,11750.5,1504,0.06,7.83
246000129,1048.0,158,0.04,6.62
246000376,2097.8,329,0.06,8.68
246000566,4021.5,303,0.13,10.13
246000582,5527.0,360,0.15,9.69
246000707,2719.1,160,0.14,8.25
246000749,2293.7,152,0.14,9.49
246000756,3521.0,323,0.11,10.04
246000764,546.4,92,0.01,2.06
246000772,834.3,202,0.04,8.94
246000848,5991.0,464,0.19,14.39
246000855,1847.9,267,0.08,12.08
246000871,12782.2,504,0.23,9.12
246000897,23821.6,184,1.31,10.11
246000913,2457.8,271,0.14,14.94
246000921,20151.7,253,0.59,7.4
246100390,4236.4,155,0.75,27.5
246100663,14741.5,624,0.27,11.26
246200299,21424.4,1059,0.17,8.35
246200364,11745.6,1959,0.05,8.08
246200380,1855.3,327,0.08,14.64
246200729,4524.6,625,0.04,5.57
246200844,2897.5,466,0.1,16.6
246201016,3450.6,464,0.14,19.18
246300701,49846.6,4082,0.17,13.8
246300966,6692.5,222,0.7,23.13
246301097,16318.2,746,0.84,38.18
246400337,5213.9,248,0.54,25.58
246401756,16094.7,1047,0.56,36.3
246500482,3565.9,277,0.22,16.81
246500573,289.8,56,0.04,8.08
246600282,26597.8,1548,1.08,62.97
246600373,18200.5,1039,0.89,51.01
246600399,20124.2,555,2.31,63.69
246600415,25922.0,1003,1.38,53.27
246600423,8758.2,291,1.51,50.29
246600449,79714.4,1869,3.51,82.33
246600464,3100.0,285,0.53,48.4
246600548,2136.6,242,0.22,24.65
246700306,20298.8,473,0.99,23.06
246700488,265800.7,2678,0.52,5.2
246700744,26586.4,329,1.46,18.03
246700777,2523.5,326,0.24,30.42
246700843,51939.2,488,2.93,27.57
246700926,53596.6,426,3.41,27.06
246700959,45766.0,458,2.83,28.32
246700967,18742.2,685,0.51,18.49
246701064,44510.0,691,1.09,16.91
246701080,26957.1,252,1.39,12.99
246701098,77331.6,620,3.31,26.55
246800205,1643.3,287,0.14,23.72
246800395,2371.6,170,0.26,18.3
246800445,36010.8,392,2.21,24.05
246800494,4705.5,284,0.37,22.05
246800551,4902.5,373,0.31,23.22
246800569,6190.1,654,0.16,17.13
246800577,4994.1,373,0.27,20.54
246800585,2452.1,338,0.15,20.82
246800676,6856.0,459,0.43,28.87
246800726,31398.1,1366,0.28,12.02
246900575,44888.4,1551,1.06,36.69
246900625,12836.4,1606,0.33,41.57
246900724,10826.2,1282,0.34,40.68
246900740,12077.2,1204,0.41,40.64
246900757,21173.7,982,0.65,30.34
246900765,8744.8,988,0.32,36.27
247000011,10275.6,457,0.32,14.19
247000367,5979.3,224,0.79,29.7
247000623,5566.2,296,0.59,31.32
247000664,3654.4,421,0.19,21.63
247000698,4011.0,191,0.65,31.16
247000706,4876.9,441,0.37,33.37
247000714,18392.0,261,2.37,33.62
247000722,3075.9,518,0.15,24.75
247000755,2344.8,235,0.16,15.8
247000821,1471.3,301,0.13,25.72
247000854,1368.9,246,0.17,29.87
247100290,56574.1,1732,0.62,19.1
247100589,25135.9,1794,0.22,15.74
247100639,9580.7,313,1.59,52.0
247100647,8227.0,331,1.26,50.81
247103765,21524.7,365,1.94,32.97
247103864,5730.6,234,1.1,44.94
247104094,9140.1,401,0.79,34.79
247200090,17690.6,673,0.62,23.73
247200132,66360.9,1723,0.32,8.26
247200348,27333.5,631,1.01,23.43
247200421,4972.3,410,0.28,23.02
247200447,3524.8,419,0.18,21.53
247200629,16924.7,841,0.56,27.65
247200686,10455.5,615,0.37,21.65
247300015,444.9,93,0.06,13.04
247300254,2560.7,247,0.16,15.9
247300262,2163.2,268,0.29,36.33
247300361,2896.5,260,0.39,35.08
247300452,1782.0,138,0.33,25.42
247300528,4802.5,515,0.39,41.66
247300668,2105.3,295,0.34,47.35
247300676,2176.7,187,0.31,26.7
247300817,1720.6,319,0.18,32.96
247400047,1881.4,360,0.23,43.47
247400112,5672.3,663,0.34,39.63
247400567,3520.4,477,0.22,29.92
247400583,5374.9,765,0.26,37.59
247400617,1798.4,301,0.1,16.14
247400666,3784.8,792,0.19,39.89
247400682,1382.9,284,0.11,22.07
247400690,10530.7,1320,0.22,27.1
247400724,5408.6,882,0.19,30.3
247400740,7636.6,909,0.23,27.77
247400773,4442.8,445,0.29,29.13
247600505,28123.7,219,1.87,14.57
247600588,3115.2,333,0.09,9.3
247600604,887.6,60,0.17,11.56
247600620,4143.5,274,0.16,10.48
247600646,2033.0,241,0.08,9.62
247600729,2426.0,255,0.1,10.8
247600786,2604.0,207,0.06,4.5
247700032,2661.5,403,0.07,10.3
247700057,28070.1,700,0.21,5.13
247700065,3888.3,234,0.22,13.5
247700107,7662.4,373,0.17,8.23
247700339,31083.6,395,0.8,10.12
247700594,6054.6,585,0.06,5.4
247700644,2268.4,181,0.08,6.28
247700701,25897.3,364,0.92,12.9
247800550,4185.9,380,0.14,12.67
247800584,4417.0,368,0.02,1.37
247800618,4048.7,488,0.08,9.57
247900798,67196.9,1089,1.89,30.68
248000499,2922.6,390,0.11,14.65
248000531,19285.8,861,0.11,4.74
248000747,7506.7,408,0.27,14.5
248100158,22888.8,1340,0.99,57.95
248100430,30214.5,2324,0.38,29.48
248100497,17322.3,345,3.12,62.12
248100737,42533.4,2445,0.51,29.37
248100745,11593.7,275,2.29,54.27
248200016,26100.1,663,1.38,35.08
248200057,24747.2,863,1.22,42.44
248200065,20556.0,496,2.04,49.27
248200099,58811.8,2152,0.75,27.52
248200107,24947.0,350,3.21,45.02
248300394,61199.7,1985,0.95,30.97
248300410,10434.1,1307,0.32,40.12
248300493,115377.6,4053,1.04,36.63
248300543,61286.9,6866,0.14,15.33
248300550,44825.7,2212,1.0,49.19
248400053,37403.8,2347,0.52,32.62
248400160,39039.8,953,1.95,47.54
248400236,36428.6,1440,0.81,32.04
248400251,109216.9,4804,0.56,24.65
248400285,10983.4,925,0.43,36.29
248400293,35838.4,1870,0.7,36.6
248400319,29113.2,1288,0.86,38.18
248400335,7880.5,878,0.47,52.56
248500191,1357.8,165,0.15,17.9
248500258,10974.3,790,0.56,39.99
248500340,26890.6,1227,1.17,53.22
248500415,41325.0,1065,2.65,68.32
248500464,29947.9,1207,1.29,52.09
248500530,23335.1,1027,1.18,51.82
248500563,19100.0,629,1.18,38.88
248500589,52444.8,3245,0.53,33.02
248500621,44377.7,1515,1.45,49.6
248500662,30325.6,1383,1.08,49.27
248600413,105332.2,1831,1.27,22.01
248600447,40343.3,889,1.66,36.6
248700189,17080.7,329,1.41,27.18
248719262,15080.6,210,2.96,41.23
248719288,5694.6,547,0.35,33.6
248719312,61126.3,3371,0.3,16.32
248719338,12831.7,231,2.4,43.26
248719353,10061.6,199,1.76,34.91
248719361,21172.6,401,1.81,34.19
248900334,25211.4,652,0.42,10.96
248900383,10041.8,228,0.69,15.6
248900524,3145.7,248,0.31,24.39
248900664,7635.7,224,0.9,26.45
248900748,14207.0,438,0.81,24.98
248900896,19070.8,439,0.78,18.06
248900938,5346.9,287,0.26,13.92
249000241,6777.3,587,0.29,24.87
249100074,1490.4,289,0.05,10.62
249100157,3340.1,220,0.18,11.85
249100546,4123.4,599,0.07,9.7
249100553,5353.4,205,0.19,7.38
249100595,1736.9,213,0.06,7.9
249500109,9412.1,838,0.04,3.91
249500430,791.1,54,0.04,2.83
249500455,513.4,129,0.01,3.31
249500489,1481.5,248,0.04,6.24
249500513,371.8,62,0.02,3.73
249710047,2206.6,19,0.21,1.82
249710062,13750.6,464,0.18,5.96
249710070,16090.0,505,0.21,6.63
249720053,35428.8,933,0.31,8.11
249720061,46512.0,906,0.31,6.04
249730037,7938.1,16,0.08,0.16
249730045,48784.0,186,0.32,1.23
249730052,99.0,1,0.01,0.12
249740077,100276.3,2602,0.55,14.35
249740085,18212.5,1477,0.14,11.11
249740093,50857.8,1183,0.4,9.25
249740101,81575.9,2874,0.38,13.33
249740119,47288.7,1683,0.22,7.89
ZZZZZZZZZ,1066.2,119,0.17,18.62
null,24329.5,4628,,
