CODGEO,variete_equip,nb_equip_total,densite_equip_1000hab
57424,6,6,25.97
57425,12,13,22.38
57426,13,13,14.01
57427,20,30,53.19
57428,24,58,20.7
57430,7,7,21.67
57431,3,3,7.23
57433,47,199,16.88
57434,10,11,23.11
57436,2,2,15.62
57437,9,12,18.07
57438,8,9,25.64
57439,10,11,18.27
57440,6,10,70.92
57441,36,61,20.27
57442,5,5,20.41
57443,38,110,16.85
57444,7,9,24.73
57445,12,16,22.86
57446,2,2,40.82
57447,61,300,30.09
57448,9,9,37.66
57449,10,10,16.98
57451,4,4,23.95
57452,20,33,31.52
57453,6,6,20.0
57454,16,27,22.39
57455,7,8,56.74
57456,13,17,26.07
57457,2,2,14.49
57459,1,1,3.46
57460,17,25,17.12
57461,4,4,14.49
57462,6,6,13.61
57463,89,3301,27.31
57464,11,12,12.27
57465,32,59,25.97
57466,12,15,22.39
57467,6,10,32.36
57468,14,15,22.8
57469,16,23,39.12
57470,1,1,142.86
57471,5,5,16.84
57472,2,2,13.61
57473,2,2,31.25
57474,43,129,22.55
57475,7,8,14.41
57476,8,8,19.8
57477,21,28,17.64
57478,2,2,23.26
57479,7,7,14.55
57480,58,345,15.79
57481,22,42,15.42
57482,21,54,30.65
57483,48,138,40.86
57484,30,75,28.13
57485,6,7,59.32
57486,3,3,25.86
57487,55,201,39.5
57488,16,18,32.03
57489,7,11,39.29
57490,7,7,20.9
57491,44,126,17.19
57492,6,7,15.7
57493,7,8,38.1
57494,6,7,29.41
57495,3,3,26.09
57496,9,11,32.84
57497,7,7,26.82
57498,24,47,17.93
57499,17,23,17.23
57500,2,2,50.0
57501,3,3,68.18
57502,4,4,12.12
57504,7,8,28.78
57505,20,27,23.04
57506,3,3,12.45
57507,6,6,22.14
57508,32,69,15.7
57509,9,11,22.0
57510,18,30,27.35
57511,18,44,43.44
57512,11,16,22.22
57513,7,7,45.16
57514,10,16,13.47
57515,24,42,22.6
57516,6,6,17.86
57517,3,3,11.03
57518,6,7,21.67
57519,3,3,18.75
57520,1,1,28.57
57521,22,35,13.09
57524,5,5,39.06
57525,3,3,53.57
57526,6,9,23.62
57527,6,7,18.04
57528,2,2,18.87
57529,27,37,12.07
57530,9,12,26.85
57531,9,14,19.02
57532,6,7,30.43
57533,12,16,18.33
57534,27,59,32.4
57535,20,35,24.65
57536,2,2,9.17
57537,41,93,14.96
57538,6,12,40.4
57539,1,1,22.73
57540,51,164,35.02
57541,15,19,31.25
57542,12,14,14.49
57543,17,27,18.27
57544,6,7,11.55
57545,20,32,15.78
57546,15,29,36.62
57547,10,13,18.11
57548,13,15,25.55
57549,8,16,21.3
57550,25,42,16.99
57551,7,7,34.48
57552,12,15,18.14
57553,11,14,22.62
57554,10,11,15.34
57555,1,1,8.77
57556,44,124,40.64
57557,8,9,8.85
57558,3,4,52.63
57559,4,4,23.53
57560,7,8,12.94
57561,12,17,23.45
57562,15,16,18.12
57563,6,8,31.62
57564,10,10,17.89
57565,8,8,7.97
57566,27,56,23.99
57567,6,6,41.38
57568,17,24,17.94
57569,5,6,17.96
57570,11,11,26.44
57571,14,21,20.65
57572,41,80,39.43
57573,1,1,7.58
57574,8,8,15.3
57575,17,25,18.68
57576,20,29,35.28
57577,5,7,18.62
57578,12,14,28.28
57579,5,7,55.56
57580,5,6,32.43
57581,7,8,22.92
57582,28,55,25.99
57583,4,4,32.79
57584,11,15,23.33
57586,6,6,30.77
57587,5,5,20.24
57588,15,17,13.21
57589,46,82,35.68
57590,3,4,15.44
57591,46,168,17.32
57592,8,10,29.5
57593,15,26,25.02
57594,2,2,20.62
57595,1,1,20.41
57596,18,29,39.24
57597,20,38,15.29
57598,21,39,19.72
57599,6,6,17.19
57600,13,16,10.48
57601,16,29,21.87
57602,18,32,13.48
57603,12,14,11.09
57604,8,9,13.95
57605,4,4,12.86
57606,74,464,30.84
57607,10,14,18.11
57609,2,2,11.49
57610,3,3,9.4
57611,5,5,25.77
57612,5,6,25.64
57613,4,4,12.05
57614,13,20,28.57
57615,14,27,28.04
57616,41,106,30.17
57617,8,8,28.67
57618,11,13,20.57
57619,9,9,19.4
57620,44,112,24.86
57621,3,3,28.04
57622,21,38,20.16
57623,16,25,35.56
57624,6,7,11.9
57625,4,4,23.39
57626,10,14,27.18
57627,11,13,33.42
57628,51,137,31.19
57629,18,22,27.99
57630,84,531,42.96
57631,86,775,37.58
57633,17,21,17.02
57634,17,24,15.39
57635,8,12,32.09
57636,6,6,18.24
57637,5,6,19.35
57638,23,41,16.73
57639,8,9,16.89
57640,5,7,14.86
57641,7,7,22.29
57642,30,53,19.91
57643,4,4,20.0
57644,20,39,22.71
57645,35,102,99.8
57647,35,70,16.77
57648,9,11,22.04
57649,9,12,25.42
57650,26,50,28.22
57651,10,13,20.41
57652,11,13,21.35
57653,3,3,88.24
57654,12,15,21.31
57655,25,35,30.95
57656,7,7,17.99
57657,1,1,43.48
57658,19,27,26.11
57659,29,56,17.4
57660,58,215,19.43
57661,7,8,47.06
57662,3,3,30.93
57663,48,218,
57664,2,2,32.79
57665,10,13,12.43
57666,59,211,28.3
57667,16,20,25.87
57668,17,30,23.77
57669,18,37,15.16
57670,5,5,37.88
57671,4,4,27.21
57672,86,1112,26.37
57673,2,2,40.0
57674,7,8,46.24
57675,4,5,42.37
57676,3,3,33.71
57677,21,29,28.94
57678,17,35,14.69
57679,8,8,15.38
57680,24,32,25.6
57681,2,2,6.12
57682,2,2,200.0
57683,38,125,17.92
57684,9,10,19.72
57685,1,1,6.54
57686,7,7,28.57
57687,4,4,18.96
57689,6,7,20.59
57690,39,81,27.5
57691,1,1,12.05
57692,1,1,14.08
57693,14,14,17.22
57694,10,10,21.51
57695,11,12,24.1
57696,13,19,19.59
57697,6,7,22.15
57698,4,5,16.08
57700,8,10,20.37
57701,10,14,17.28
57702,2,2,11.83
57703,5,5,21.65
57704,10,10,15.55
57705,4,4,19.05
57706,7,11,20.41
57707,13,19,28.23
57708,34,56,27.93
57709,8,9,29.22
57711,10,10,25.64
57712,30,42,31.6
57713,8,10,40.49
57714,7,9,20.36
57715,13,18,46.27
57716,29,46,28.62
57717,8,8,45.2
57718,4,4,18.26
57719,2,2,24.39
57720,8,11,21.57
57721,7,10,28.82
57723,6,6,20.55
57724,22,35,11.76
57725,10,12,35.61
57726,13,17,44.04
57727,3,3,24.0
57728,3,3,11.63
57730,11,13,23.3
57731,18,28,12.24
57732,18,24,31.13
57733,17,29,14.1
57734,10,10,22.08
57736,7,9,14.42
57737,1,1,31.25
57738,7,8,21.74
57739,13,15,29.13
57740,7,9,11.12
57741,13,13,32.5
57742,21,30,20.33
57743,4,4,16.88
57745,13,15,16.47
57746,15,28,18.31
57747,5,5,19.01
57748,12,17,22.88
57749,1,1,6.33
57750,14,16,22.92
57751,64,352,24.61
57752,29,70,24.53
57753,1,1,16.95
57754,3,3,27.52
57755,3,4,40.4
57756,6,6,19.23
57757,62,316,18.16
57759,1,1,14.93
57760,14,18,21.2
57761,1,1,3.57
57762,9,12,17.07
57763,2,2,43.48
57764,12,13,10.3
57765,15,19,18.22
57767,10,16,11.46
67001,27,53,21.17
67002,9,13,32.58
67003,9,12,26.03
67004,16,25,16.4
67005,13,16,18.65
67006,6,6,26.32
67008,19,26,18.39
67009,8,12,32.0
67010,27,53,30.13
67011,13,16,16.13
67012,11,14,21.67
67013,4,5,18.45
67016,10,16,20.67
67017,8,10,33.44
67018,10,11,16.34
67019,20,27,22.41
67020,12,14,16.95
67021,50,193,26.99
67022,7,7,31.39
67023,14,17,17.29
67025,28,46,24.03
67026,6,6,35.29
67027,4,4,23.12
67028,59,172,29.3
67029,9,9,25.79
67030,15,19,25.96
67031,19,34,23.3
67032,3,3,14.85
67033,21,37,60.66
67034,20,42,16.92
67035,9,11,22.45
67036,2,2,6.56
67037,3,4,11.2
67038,4,5,16.23
67039,10,11,20.41
67040,11,13,12.4
67043,54,362,20.18
67044,5,5,19.84
67045,31,72,21.48
67046,59,287,23.08
67047,4,6,38.46
67048,7,11,23.91
67049,20,30,22.12
67050,1,1,32.26
67051,5,5,16.23
67052,22,46,19.07
67053,5,6,18.75
67054,8,9,15.68
67055,18,31,22.4
67056,14,14,17.72
67057,7,9,52.63
67058,10,10,26.11
67059,10,12,31.5
67060,13,19,29.92
67061,47,104,28.02
67062,3,4,11.94
67063,10,15,22.62
67065,22,35,26.18
67066,28,63,24.28
67067,58,225,21.98
67068,4,4,13.99
67069,9,12,23.76
67070,7,7,25.27
67071,9,11,23.4
67072,9,13,19.64
67073,40,97,22.9
67074,11,14,21.88
67075,9,11,23.97
67076,7,7,14.86
67077,11,14,24.35
67078,3,3,10.68
67079,4,4,22.47
67080,17,23,12.9
67081,12,16,20.41
67082,10,13,10.65
67083,12,13,17.15
67084,33,52,23.56
67085,16,16,22.96
67086,6,7,16.36
67087,15,26,17.96
67088,9,10,28.82
67089,31,68,26.34
67090,10,12,17.91
67091,10,11,31.98
67092,10,12,18.72
67093,6,7,20.17
67094,5,5,20.08
67095,48,78,48.99
67096,8,8,24.62
67097,18,24,19.64
67098,20,36,23.98
67099,5,6,21.58
67100,8,9,24.79
67101,52,104,39.76
67102,5,5,15.82
67103,16,23,22.2
67104,12,17,28.76
67105,38,58,40.93
67106,44,96,18.14
67107,10,16,24.39
67108,26,51,27.73
67109,10,10,14.79
67110,18,30,27.12
67111,6,7,16.63
67112,30,66,22.74
67113,10,10,23.31
67115,25,46,20.08
67116,15,19,34.11
67117,8,10,23.53
67118,44,160,22.23
67119,18,30,21.38
67120,6,9,17.54
67121,11,15,18.7
67122,20,35,26.18
67123,10,12,25.1
67124,36,103,40.87
67125,32,54,24.04
67126,8,10,34.13
67127,17,23,15.81
67128,25,40,21.01
67129,10,13,21.63
67130,62,278,25.54
67131,41,98,17.06
67132,14,19,19.79
67133,13,13,28.2
67134,6,6,33.33
67135,16,21,27.96
67136,6,7,25.36
67137,40,110,19.04
67138,10,13,22.3
67139,6,6,12.42
67140,10,10,12.61
67141,10,12,20.1
67142,7,11,38.33
67143,10,12,18.87
67144,5,5,13.97
67145,7,8,29.74
67146,10,13,21.17
67147,6,8,16.16
67148,7,7,44.03
67149,10,11,27.09
67150,19,42,27.87
67151,37,111,21.29
67152,59,287,37.75
67153,4,4,10.34
67154,29,60,17.33
67155,20,27,21.21
67156,23,52,19.44
67159,4,4,20.1
67160,13,18,17.08
67161,5,6,16.09
67162,8,8,22.66
67163,7,7,12.89
67164,10,12,14.37
67165,7,7,18.23
67166,3,3,11.76
67167,18,27,22.06
67168,19,30,18.06
67169,27,63,21.88
67172,18,44,19.11
67173,7,11,8.94
67174,13,18,15.96
67176,35,98,25.93
67177,10,12,19.2
67178,4,5,17.54
67179,9,14,21.47
67180,87,949,26.57
67181,5,7,25.27
67182,23,42,24.14
67183,13,14,15.77
67184,23,40,21.01
67185,10,11,16.87
67186,8,9,20.5
67187,9,12,21.28
67188,10,12,17.07
67189,9,12,12.79
67190,3,3,15.38
67191,30,43,23.34
67192,13,19,19.92
67194,36,86,18.57
67195,10,11,17.68
67196,32,53,20.18
67197,20,37,24.04
67198,4,6,53.1
67199,1,1,12.35
67200,15,16,15.9
67201,8,12,40.4
67202,47,102,25.24
67203,6,6,14.67
67204,43,187,16.3
67205,46,151,33.08
67206,15,29,25.39
67208,9,10,18.66
67209,5,8,28.78
67210,11,18,35.93
67212,32,79,20.1
67213,11,15,24.15
67214,13,18,17.7
67215,6,7,14.17
67216,29,52,19.28
67217,8,10,26.11
67218,69,553,20.39
67220,3,3,8.36
67221,7,8,22.41
67222,59,159,39.64
67223,16,24,19.66
67225,3,3,27.03
67226,26,58,27.71
67227,6,7,31.25
67228,12,16,20.36
67229,5,6,30.77
67230,26,51,20.58
67231,4,5,23.26
67232,2,2,9.8
67233,17,23,19.33
67234,21,44,29.47
67235,10,10,22.47
67236,11,16,29.52
67237,29,70,28.1
67238,9,10,15.5
67239,16,30,17.86
67240,10,12,17.05
67241,5,5,34.25
67242,7,10,18.62
67244,3,3,19.11
67245,3,3,15.62
67246,20,29,23.37
67247,14,14,13.97
67248,22,42,24.07
67249,4,4,17.39
67250,11,14,17.9
67252,13,15,13.86
67253,15,21,32.51
67254,13,16,17.37
67255,8,11,22.59
67256,35,77,22.27
67257,9,13,18.52
67258,7,7,36.84
67259,12,17,18.66
67260,7,7,22.15
67261,34,57,24.37
67263,27,46,30.05
67264,13,16,19.28
67265,5,5,9.28
67266,11,15,21.87
67267,59,293,14.46
67268,16,33,12.36
67269,6,7,23.18
67270,4,4,10.75
67271,7,7,10.67
67272,6,6,15.38
67273,8,9,18.29
67274,5,6,25.53
67275,11,18,21.95
67276,22,36,18.88
67277,9,12,15.48
67278,10,10,18.55
67279,3,4,16.74
67280,15,20,25.22
67281,52,118,27.38
67282,41,124,29.45
67283,40,73,26.98
67285,18,29,19.46
67286,19,35,23.29
67287,10,10,17.64
67288,6,6,18.52
67289,9,11,17.68
67290,18,27,29.19
67291,36,73,21.53
67292,15,15,22.16
67293,12,14,20.47
67295,10,13,21.74
67296,14,27,12.89
67298,10,12,21.02
67299,15,22,24.8
67300,64,240,25.64
67301,23,49,21.69
67302,35,70,35.11
67303,12,13,19.12
67304,12,16,26.62
67305,26,40,20.89
67306,9,9,14.0
67307,7,9,20.32
67308,13,13,16.01
67309,51,197,38.83
67310,19,25,21.95
67311,26,51,22.89
67312,10,10,21.74
67313,50,154,25.27
67314,4,4,7.58
67315,9,9,13.6
67317,10,13,19.76
67319,6,7,17.95
67320,13,15,24.12
67321,4,7,21.34
67322,15,17,15.38
67324,52,126,28.9
67325,17,34,24.39
67326,19,35,20.92
67327,14,16,16.93
67328,19,33,36.95
67329,13,17,13.57
67330,18,28,30.94
67331,15,29,21.51
67333,6,6,20.13
67334,4,5,43.48
67335,15,21,22.34
67336,20,37,21.31
67337,11,12,27.27
67338,15,32,23.56
67339,38,85,20.28
67340,17,25,17.1
67341,6,6,14.6
67342,18,35,19.97
67343,41,106,19.08
67344,3,3,9.49
67345,35,83,22.05
67346,8,8,14.52
67347,21,34,19.54
67348,70,393,32.17
67349,6,6,11.63
67350,19,41,15.82
67351,23,38,23.09
67352,7,7,17.81
67353,5,8,34.33
67354,9,10,19.16
67355,19,25,22.44
67356,20,47,18.85
67358,11,12,14.91
67359,18,28,20.85
67360,12,19,16.56
67361,7,10,20.16
67362,11,16,26.02
67363,12,15,18.7
67364,12,19,20.34
67365,56,222,16.68
67366,11,12,14.85
67367,22,34,26.09
67368,23,40,25.72
67369,3,3,12.0
67370,15,16,23.92
67371,17,23,37.58
67372,53,164,32.6
67373,6,7,21.88
67375,19,29,22.36
67377,15,23,23.42
67378,31,75,16.77
67379,18,26,29.05
67380,8,10,49.5
67381,11,12,32.61
67382,11,12,15.65
67383,4,5,25.64
67384,6,9,29.7
67385,4,5,20.75
67386,9,10,46.3
67387,5,5,16.95
67388,44,137,25.3
67389,50,186,42.5
67391,6,6,13.54
67392,9,12,14.22
67394,6,6,21.82
67395,11,11,27.85
67396,8,8,39.8
67397,28,56,20.93
67398,8,8,21.74
67400,11,16,14.21
67401,7,12,39.74
67403,12,13,27.54
67404,17,23,25.27
67405,31,52,22.89
67406,7,7,19.77
67407,18,32,19.96
67408,16,32,26.94
67409,25,119,115.53
67410,12,14,21.64
67411,47,139,25.93
67412,12,21,20.39
67413,6,7,14.34
67414,19,36,24.14
67415,8,10,21.32
67416,8,9,19.23
67417,5,6,20.83
67418,20,36,18.22
67420,18,28,22.64
67421,16,25,30.23
67422,9,11,18.87
67423,12,14,23.37
67424,9,9,36.59
67425,9,10,18.73
67426,7,9,24.52
67427,11,12,36.47
67428,5,5,9.9
67429,12,15,24.47
67430,10,13,17.38
67432,8,8,13.63
67433,14,22,15.62
67434,53,108,38.96
67435,9,9,10.88
67436,8,12,24.14
67437,79,363,31.87
67438,13,14,17.41
67440,9,9,16.3
67441,6,7,20.71
67442,14,22,17.19
67443,11,11,12.73
67444,2,2,17.24
67445,30,72,22.84
67446,7,9,21.48
67447,72,746,21.86
67448,47,89,42.24
67449,22,47,20.69
67450,10,15,19.69
67451,19,20,14.36
67452,20,33,18.29
67453,11,13,20.7
67454,5,5,13.19
67455,9,10,14.22
67456,5,5,11.76
67458,58,191,37.82
67459,11,15,20.19
67460,25,45,25.58
67461,3,3,9.17
67462,80,644,33.37
67463,40,79,25.2
67464,12,20,20.81
67465,25,44,19.01
67466,10,11,21.65
67467,5,7,18.47
67468,9,10,16.13
67470,1,1,9.8
67471,42,120,14.78
67472,35,110,22.97
67473,13,21,22.08
67474,50,94,29.87
67475,4,4,16.81
67476,8,13,17.31
67477,9,12,19.35
67478,24,45,23.36
67479,10,11,18.12
67480,21,38,21.04
67481,18,23,21.1
67482,91,6464,22.19
67483,3,3,13.57
67484,8,10,20.12
67485,16,24,14.57
67486,31,63,34.54
67487,21,36,20.97
67488,6,7,37.43
67489,15,20,24.13
67490,8,10,16.42
67491,7,7,28.23
67492,16,18,27.57
67493,10,12,27.65
67494,9,10,17.18
67495,40,97,22.1
67497,9,10,14.66
67498,13,18,25.42
67499,5,5,15.77
67500,26,42,29.01
67501,7,8,13.99
67502,7,9,42.45
67503,3,3,18.87
67504,18,36,26.3
67505,8,11,27.5
67506,59,244,40.38
67507,43,73,41.13
67508,7,7,16.71
67509,7,7,19.94
67510,8,8,13.2
67511,20,23,24.7
67513,4,6,48.78
67514,11,13,20.8
67515,8,10,17.83
67516,11,13,19.58
67517,9,13,20.16
67519,48,126,21.38
67520,53,158,27.36
67521,10,11,23.81
67522,7,10,18.21
67523,28,65,23.91
67524,10,11,21.28
67525,26,48,28.35
67526,19,34,20.94
67527,5,6,17.09
67528,10,13,24.44
67529,33,75,21.6
67530,12,15,38.66
67531,5,6,21.13
67532,17,28,26.1
67534,16,25,33.47
67535,20,32,30.51
67536,4,5,29.76
67537,8,8,17.7
67538,32,50,31.77
67539,24,66,28.23
67540,12,14,16.39
67541,8,8,15.15
67542,4,4,7.65
67543,22,41,19.78
67544,70,235,31.27
67545,13,14,28.11
67546,12,15,21.13
67547,25,37,17.82
67548,23,38,43.58
67550,41,74,43.63
67551,35,83,19.93
67552,5,8,23.26
67553,3,3,9.58
67554,10,11,11.4
67555,4,4,16.13
67556,3,3,13.76
67557,12,14,17.33
67558,15,18,24.83
67559,9,10,40.65
68001,19,24,21.33
68002,8,9,23.44
68004,68,219,39.05
68005,22,44,26.67
68006,12,22,18.18
68007,20,31,14.12
68008,11,12,20.58
68009,10,12,13.92
68010,12,17,14.99
68011,16,34,26.4
68012,25,54,30.68
68013,11,12,12.02
68014,8,13,36.11
68015,25,47,18.03
68016,7,9,9.42
68017,11,14,17.22
68018,14,16,21.53
68019,7,8,14.34
68020,23,34,21.01
68021,40,83,20.23
68022,23,34,21.71
68023,15,21,22.48
68024,5,5,33.78
68025,5,5,20.16
68026,25,50,36.93
68027,4,4,11.76
68028,26,49,23.72
68029,15,21,18.95
68030,6,6,14.96
68032,13,20,15.91
68033,8,8,17.62
68034,4,4,13.03
68035,4,4,12.23
68036,30,53,21.19
68037,7,9,18.75
68038,14,32,27.37
68039,6,8,14.76
68040,28,49,24.52
68041,20,29,14.71
68042,39,97,19.61
68043,39,74,18.01
68044,10,18,24.03
68045,11,11,19.96
68046,10,11,26.57
68049,11,11,25.88
68050,8,9,22.22
68051,15,21,25.83
68052,3,3,15.96
68054,3,3,7.23
68055,10,19,18.2
68056,57,241,29.49
68057,3,4,15.62
68058,22,60,18.76
68059,17,34,17.63
68060,32,72,41.59
68061,8,8,7.55
68062,25,46,22.08
68063,71,349,29.71
68064,16,17,17.22
68065,11,15,22.29
68066,93,1818,26.84
68067,7,7,20.17
68068,47,105,46.38
68069,14,21,14.39
68071,7,8,27.03
68072,12,15,10.59
68073,7,10,21.19
68074,5,5,9.36
68075,14,20,24.18
68076,11,16,15.27
68077,4,5,13.44
68078,23,62,35.8
68079,5,5,19.01
68080,4,5,16.13
68081,8,10,17.01
68082,54,146,19.68
68083,5,6,16.09
68084,15,20,13.4
68085,6,7,17.99
68086,3,3,14.29
68087,9,10,21.37
68088,12,20,20.0
68089,26,47,29.58
68090,23,41,49.58
68091,29,50,21.75
68092,7,8,20.41
68093,17,21,15.1
68094,11,13,14.21
68095,20,30,25.97
68096,5,5,13.33
68097,14,23,17.62
68098,10,13,19.61
68099,10,13,15.31
68100,5,5,14.79
68101,10,11,13.56
68102,9,13,30.09
68103,6,8,15.72
68104,3,4,12.62
68105,6,6,22.99
68106,3,3,10.99
68107,6,6,15.67
68109,8,10,14.56
68110,12,15,18.84
68111,12,18,21.35
68112,67,303,27.21
68113,22,45,31.29
68114,7,9,61.22
68115,19,29,21.77
68116,10,12,16.33
68117,13,23,26.38
68118,37,76,15.03
68119,14,15,19.76
68120,23,27,20.38
68121,5,6,8.2
68122,7,7,10.65
68123,12,20,23.98
68124,5,5,13.37
68125,8,8,15.04
68126,30,62,18.31
68127,9,9,13.43
68128,5,5,7.63
68129,20,26,19.46
68130,9,11,10.32
68131,2,3,17.54
68132,11,12,16.37
68134,24,38,20.23
68135,39,73,25.53
68136,7,10,29.85
68137,11,12,19.51
68138,50,90,42.45
68139,15,29,19.89
68140,17,24,18.22
68141,23,31,14.24
68142,5,5,13.66
68143,19,41,22.09
68144,13,18,13.32
68145,46,142,22.54
68146,37,133,55.56
68147,8,14,24.65
68148,6,6,16.76
68149,39,114,15.53
68150,5,6,11.93
68151,13,19,18.23
68152,36,62,25.35
68153,13,18,24.9
68154,67,424,28.59
68155,38,106,22.5
68156,40,102,29.22
68157,17,22,16.32
68158,10,10,20.2
68159,14,18,19.78
68160,8,9,15.65
68161,10,14,26.57
68162,50,175,39.76
68163,32,76,13.47
68165,4,5,21.01
68166,59,315,23.9
68167,10,12,16.78
68168,3,4,10.7
68169,4,4,7.98
68170,11,11,18.9
68171,11,19,20.88
68172,20,24,13.08
68173,24,41,19.38
68174,24,29,17.66
68175,24,35,18.8
68176,4,4,12.12
68177,20,38,25.73
68178,11,18,18.91
68179,16,20,22.08
68180,8,8,8.67
68181,5,5,20.0
68182,17,24,19.14
68183,1,1,5.71
68184,7,8,27.12
68185,24,45,27.22
68186,5,5,15.92
68187,7,7,20.71
68188,9,13,22.18
68189,12,13,14.29
68190,2,2,62.5
68191,8,9,12.03
68192,5,5,11.71
68193,15,19,24.8
68194,6,7,24.48
68195,49,155,24.76
68196,2,2,6.87
68197,5,6,11.86
68198,2,2,6.69
68199,9,11,22.36
68200,6,8,15.04
68201,49,107,29.29
68202,5,6,31.25
68203,18,29,22.57
68204,17,32,30.68
68205,11,15,7.44
68207,9,10,14.18
68208,7,9,14.88
68209,17,20,23.64
68210,8,10,29.76
68211,5,5,13.12
68212,7,9,17.44
68213,10,10,29.59
68214,6,6,16.17
68215,17,19,20.79
68216,6,7,17.11
68217,29,48,29.68
68218,41,104,28.56
68219,13,19,21.91
68221,11,16,17.19
68222,11,14,12.61
68223,16,24,29.78
68224,90,2823,26.55
68225,17,32,20.55
68226,63,171,36.33
68227,24,32,24.94
68228,3,4,8.77
68229,4,5,30.49
68230,9,9,15.54
68231,33,66,33.9
68232,5,8,15.9
68234,14,18,23.81
68235,14,29,25.06
68237,6,7,12.5
68238,12,16,16.49
68239,11,12,30.69
68240,16,19,15.27
68241,6,6,8.6
68242,18,26,20.06
68243,4,4,29.2
68244,8,11,28.06
68245,9,9,22.17
68246,9,9,8.72
68247,22,30,24.15
68248,11,11,16.37
68249,40,95,27.51
68250,19,20,19.4
68251,13,18,21.82
68252,20,35,21.11
68253,29,49,24.56
68254,12,14,17.01
68255,16,23,17.06
68256,52,175,17.09
68257,16,17,17.93
68258,27,57,18.51
68259,4,4,8.13
68260,15,22,19.21
68261,5,5,21.93
68262,10,23,29.11
68263,15,17,27.16
68264,5,5,7.97
68265,11,13,16.25
68266,27,54,26.69
68267,21,38,19.48
68268,10,14,20.11
68269,48,167,35.67
68270,31,95,25.65
68271,49,186,15.29
68273,16,18,28.21
68274,4,5,24.63
68275,5,6,13.79
68276,3,3,15.62
68277,27,82,79.46
68278,64,277,20.08
68279,14,15,16.5
68280,6,6,15.38
68281,6,6,13.02
68282,5,5,17.99
68283,9,12,15.38
68284,12,15,22.22
68285,4,4,11.02
68286,24,33,13.87
68287,55,127,30.34
68288,5,6,15.04
68289,20,53,21.61
68290,10,10,10.79
68291,14,18,17.01
68292,32,57,25.91
68293,2,2,25.32
68294,26,46,25.46
68295,30,84,27.8
68296,18,24,24.95
68297,76,461,20.31
68298,52,134,26.54
68299,8,10,32.47
68300,49,180,32.56
68301,13,21,16.39
68302,6,6,8.03
68303,4,4,17.78
68304,26,40,25.84
68305,25,46,32.67
68306,15,15,29.76
68307,6,9,18.26
68308,7,9,27.36
68309,58,145,34.98
68311,7,15,25.13
68312,5,5,15.87
68313,16,23,29.53
68315,48,187,26.61
68316,8,9,12.43
68317,12,23,20.52
68318,28,51,20.97
68320,17,33,23.71
68321,26,74,18.22
68322,13,22,16.38
68323,12,16,18.8
68324,8,8,12.31
68325,7,9,11.92
68326,3,3,20.13
68327,6,6,17.6
68328,4,4,20.83
68329,20,40,30.01
68330,7,8,23.05
68331,22,43,22.06
68332,14,24,24.59
68333,5,7,23.03
68334,62,206,26.53
68335,12,15,32.4
68336,10,10,22.47
68337,11,14,22.4
68338,31,95,24.19
68340,9,9,25.21
68341,5,6,5.77
68342,20,27,16.37
68343,25,46,18.91
68344,5,7,15.98
68345,8,9,11.48
68347,14,20,30.3
68348,32,66,23.12
68349,26,57,12.63
68350,11,14,29.47
68351,11,14,22.12
68352,33,55,20.36
68353,4,4,8.3
68354,13,14,15.28
68355,29,45,29.01
68356,10,12,13.56
68357,7,8,15.59
68358,5,7,14.86
68359,16,29,17.39
68360,8,10,14.37
68361,5,5,15.72
68362,8,12,15.33
68363,6,6,9.6
68364,16,20,19.92
68365,28,51,28.72
68366,9,10,14.31
68367,13,20,16.64
68368,18,36,29.51
68370,6,6,37.27
68371,4,5,16.5
68372,23,40,22.65
68373,7,7,23.81
68374,58,170,21.28
68375,55,235,22.74
68376,71,447,29.29
68377,15,19,24.14
68378,5,5,13.74
68379,15,26,23.15
68380,5,5,11.47
68381,10,14,17.97
68382,6,6,15.54
68383,7,9,27.78
68384,21,37,14.72
68385,13,15,18.12
68386,13,14,13.22
88001,3,3,48.39
88002,2,2,28.57
88003,1,1,16.39
88004,1,1,7.58
88005,11,14,68.29
88006,5,5,17.92
88007,1,1,20.83
88008,6,6,37.27
88009,27,70,21.21
88010,6,6,29.85
88011,25,31,19.12
88012,11,15,13.55
88013,1,1,11.11
88014,4,4,21.74
88015,7,7,35.0
88016,2,2,9.95
88017,3,3,17.44
88019,3,3,21.28
88020,4,4,20.94
88021,6,7,25.27
88022,3,3,13.39
88023,2,2,23.53
88024,2,2,16.67
88025,3,3,42.86
88026,15,22,22.11
88027,3,3,21.58
88028,11,12,19.61
88029,40,54,34.35
88030,4,4,25.97
88031,4,5,49.5
88032,17,28,23.67
88033,13,15,42.02
88035,1,1,6.94
88036,3,3,35.29
88037,6,11,12.7
88038,3,3,83.33
88039,8,10,30.03
88040,7,7,29.41
88041,2,2,20.0
88042,1,1,12.5
88043,5,6,55.05
88044,10,12,19.83
88045,2,2,22.73
88046,2,2,15.04
88047,5,5,34.97
88048,15,20,20.66
88049,3,3,26.79
88050,6,8,26.49
88051,5,5,39.37
88052,2,2,21.74
88053,4,5,31.85
