codgeo,libgeo,revenu_median,taux_pauvrete,rapport_interdecile,decile1,decile9,part_imposes,nb_menages,nb_personnes,nb_uc,part_rev_activite,part_salaires,part_chomage,part_non_salaries,part_retraites,part_patrimoine,part_presta_sociales,part_presta_familiales,part_presta_logement,part_minima_sociaux,part_impots
01001,,25820,,,,,,346,895,590.8,,,,,,,,,,,
01002,,24480,,,,,,115,266,181,,,,,,,,,,,
01004,,21660,17,3.1,11890,36450,50,6855,15092,10398.2,72.3,65.7,3.2,3.4,25.3,10.2,7,2.6,1.4,3,-14.8
01005,,24610,,2.6,15560,40580,61,800,2028,1329.7,81.5,74.9,2.3,4.3,21.4,10,3.4,2.1,0.4,0.9,-16.3
01006,,24210,,,,,,51,107,76.6,,,,,,,,,,,
01007,,24860,,2.6,15170,39460,60,1184,2874,1915.7,77.2,72.7,2.4,2.1,26.2,7.2,4.2,2.1,0.7,1.4,-14.8
01008,,26300,,,,,,326,753,516.3,,,,,,,,,,,
01009,,24810,,,,,,157,380,256.8,,,,,,,,,,,
01010,,24700,,,,,,481,1122,760.1,,,,,,,,,,,
01011,,24530,,,,,,161,405,265.9,,,,,,,,,,,
01012,,24270,,,,,,144,324,223.1,,,,,,,,,,,
01013,,22180,,,,,,67,127,94.2,,,,,,,,,,,
01014,,22410,13,3,12790,38770,51,1361,3438,2290.1,69.8,64.6,3.2,2,29,11.5,4.8,2.2,0.8,1.8,-15.1
01015,,23800,,,,,,313,734,498.7,,,,,,,,,,,
01016,,23080,,,,,,187,473,312,,,,,,,,,,,
01017,,20790,,,,,,194,419,293.5,,,,,,,,,,,
01021,,26430,,,,,,565,1423,941.2,,,,,,,,,,,
01022,,22000,,,,,,574,1158,836.8,,,,,,,,,,,
01024,,24460,7,2.5,15300,37690,60,1406,3395,2276.3,78.1,71.5,2.6,4,25.8,7,4,2.2,0.6,1.2,-14.9
01025,,24880,6,2.3,16110,37730,58,1628,4204,2762.6,79.4,71.8,2.3,5.3,23,9.4,3.6,2,0.4,1.2,-15.4
01026,,22860,,,,,,434,942,657.2,,,,,,,,,,,
01027,,25770,,,,,,712,1899,1219.5,,,,,,,,,,,
01028,,25520,,,,,,227,598,387.6,,,,,,,,,,,
01029,,21350,,,,,,274,652,438.2,,,,,,,,,,,
01030,,24240,,,,,,364,826,567,,,,,,,,,,,
01031,,20550,20,3.2,11210,35500,44,1479,3238,2254.5,65.9,60.2,3.9,1.8,32.8,8.3,7,2.7,1.5,2.8,-14
01032,,23060,8,2.6,14460,38290,56,1184,3117,2004.6,77.8,71.9,3.3,2.6,23.7,8.1,5.2,3.2,0.7,1.3,-14.8
01033,,23780,17,4.4,11090,48750,46,6545,14862,10156.9,80.9,74.6,4.1,2.2,23.1,5.5,4.4,1.7,0.9,1.8,-13.9
01034,,21180,18,3.2,11510,36260,48,4073,8591,6059.2,64.6,57.4,3.1,4.1,34.7,8.1,6.9,2.3,1.4,3.2,-14.3
01035,,26160,,,,,,145,321,225.1,,,,,,,,,,,
01036,,23820,,,,,,592,1302,911.1,,,,,,,,,,,
01037,,21770,,,,,,126,285,195.3,,,,,,,,,,,
01038,,24250,,,,,,321,776,524,,,,,,,,,,,
01040,,23440,,,,,,195,516,336.4,,,,,,,,,,,
01041,,25150,,,,,,336,747,519.2,,,,,,,,,,,
01042,,25520,,,,,,126,305,206,,,,,,,,,,,
01043,,28730,6,2.9,17010,49170,70,1963,5041,3315.8,82.1,75.1,2,5,24.9,9.3,2.7,1.5,0.4,0.8,-19
01044,,28550,,,,,,276,616,424.8,,,,,,,,,,,
01045,,28180,,,,,,106,278,180.5,,,,,,,,,,,
01046,,24260,,,,,,354,873,583.2,,,,,,,,,,,
01047,,27110,,,,,,484,1277,825.3,,,,,,,,,,,
01049,,26780,,2.7,15940,43540,65,1279,3396,2207.8,81.5,74,2.6,4.9,24.1,8,3.3,1.9,0.5,0.9,-16.9
01050,,23180,,,,,,136,359,232,,,,,,,,,,,
01052,,27630,,,,,,126,316,211.7,,,,,,,,,,,
01053,,20210,24,3.4,10440,35770,46,18870,37019,26779.7,65.3,58.7,3.2,3.4,33.2,7.8,8.3,2.5,1.8,4,-14.6
01054,,27320,,,,,,573,1571,1002.9,,,,,,,,,,,
01056,,21640,,,,,,150,343,233.6,,,,,,,,,,,
01057,,24300,,,,,,204,468,321.8,,,,,,,,,,,
01058,,23420,,,,,,344,801,544.7,,,,,,,,,,,
01060,,24970,,,,,,244,548,379.3,,,,,,,,,,,
01061,,25110,,,,,,460,1183,788.8,,,,,,,,,,,
01062,,28710,,,,,,374,988,641.8,,,,,,,,,,,
01063,,25400,,,,,,246,574,393.7,,,,,,,,,,,
01064,,23440,,,,,,470,1135,760,,,,,,,,,,,
01065,,26810,,,,,,794,1985,1318.4,,,,,,,,,,,
01067,,25900,,,,,,103,245,165.8,,,,,,,,,,,
01068,,21410,,,,,,334,734,512.8,,,,,,,,,,,
01069,,25570,,,,,,671,1583,1073.4,,,,,,,,,,,
01071,,42540,7,5.2,16720,86560,63,1961,4845,3195.5,97,90.6,3,3.4,14.5,6.5,1,0.4,0.2,0.4,-19
01072,,25320,7,2.7,15220,41750,63,1392,3231,2196.6,76.3,66.7,2.4,7.2,27.5,10,3.8,1.8,0.7,1.3,-17.6
01073,,25250,,,,,,457,1045,723.6,,,,,,,,,,,
01074,,23720,11,2.7,13460,36870,50,1029,2423,1633.2,78.8,72.7,2.8,3.3,23.7,7.2,4.7,2.2,0.8,1.7,-14.4
01075,,24890,,,,,,555,1462,946.9,,,,,,,,,,,
01076,,21070,,,,,,86,150,115.9,,,,,,,,,,,
01077,,24620,,,,,,92,184,131.6,,,,,,,,,,,
01078,,44460,,,,,,561,1340,895.9,,,,,,,,,,,
01079,,22770,,,,,,308,677,469.9,,,,,,,,,,,
01080,,23720,,,,,,281,630,434.9,,,,,,,,,,,
01081,,27400,,,,,,322,726,497.6,,,,,,,,,,,
01082,,27880,,,,,,215,492,335.9,,,,,,,,,,,
01083,,25580,,,,,,384,992,649.5,,,,,,,,,,,
01084,,24050,,,,,,342,909,586.8,,,,,,,,,,,
01085,,26330,,,,,,151,396,259.2,,,,,,,,,,,
01087,,27320,,,,,,118,281,191.5,,,,,,,,,,,
01088,,28140,,,,,,380,975,644.2,,,,,,,,,,,
01089,,25170,,2.4,15540,37250,62,896,2353,1525.7,83.4,78.4,2.3,2.7,21.6,5.5,4.1,2.4,0.6,1.1,-14.6
01090,,24090,,,,,,154,368,247,,,,,,,,,,,
01092,,25470,,,,,,674,1650,1101,,,,,,,,,,,
01093,,23430,10,2.8,13920,38660,52,2349,4775,3430.9,65.8,59.1,2.4,4.3,34.9,9.8,4.6,1.7,0.9,2,-15.1
01094,,23460,,,,,,320,756,514.3,,,,,,,,,,,
01095,,23260,,,,,,343,772,533.9,,,,,,,,,,,
01096,,23940,,,,,,410,1083,704.4,,,,,,,,,,,
01098,,22520,,,,,,460,1133,756,,,,,,,,,,,
01099,,26780,,,,,,674,1601,1083.9,,,,,,,,,,,
01100,,21090,,,,,,74,129,99,,,,,,,,,,,
01101,,26800,,,,,,71,163,110.8,,,,,,,,,,,
01102,,23750,,,,,,399,1021,671.1,,,,,,,,,,,
01103,,44010,,,,,,769,1952,1265.6,,,,,,,,,,,
01104,,25230,,,,,,196,428,298.5,,,,,,,,,,,
01105,,28920,,,,,,728,1964,1261.4,,,,,,,,,,,
01106,,23440,,,,,,75,166,116.8,,,,,,,,,,,
01107,,22370,,,,,,64,138,95,,,,,,,,,,,
01108,,23750,,,,,,554,1185,830.7,,,,,,,,,,,
01109,,33820,11,5,13380,66690,47,814,2144,1379.2,94.2,88.6,3.6,2,14.5,4.2,1.6,0.8,0.3,0.5,-14.5
01110,,20800,,,,,,69,155,107.5,,,,,,,,,,,
01111,,21730,,,,,,62,134,92.9,,,,,,,,,,,
01112,,25520,,,,,,167,451,288.7,,,,,,,,,,,
01113,,23170,,,,,,345,842,560.5,,,,,,,,,,,
01114,,30140,,,,,,238,587,387.7,,,,,,,,,,,
01115,,24350,,,,,,562,1373,915,,,,,,,,,,,
01116,,23210,,,,,,212,474,329,,,,,,,,,,,
01117,,22900,,,,,,59,149,97.4,,,,,,,,,,,
01118,,27120,,,,,,454,1037,708.9,,,,,,,,,,,
01121,,24470,,,,,,45,106,72.5,,,,,,,,,,,
01123,,25480,,,,,,462,1208,793.2,,,,,,,,,,,
01124,,23440,,,,,,314,732,495.1,,,,,,,,,,,
01125,,24010,,,,,,278,633,435.1,,,,,,,,,,,
01127,,24080,,,,,,228,510,354.8,,,,,,,,,,,
01128,,22520,,,,,,134,297,206.1,,,,,,,,,,,
01129,,26820,,,,,,123,323,208,,,,,,,,,,,
01130,,24120,,2.3,16070,36490,57,938,2433,1587.2,81.1,73.7,2.4,5,23.3,6.4,3.8,2.3,0.5,1,-14.6
01133,,23660,,,,,,169,400,274.2,,,,,,,,,,,
01134,,24310,,,,,,754,1856,1244.2,,,,,,,,,,,
01135,,44040,10,6.8,13140,89530,56,796,2072,1342.1,90.6,86.5,2.4,1.7,17,9,0.7,0.3,0.1,0.3,-17.3
01136,,25850,,,,,,376,991,645.6,,,,,,,,,,,
01138,,21730,13,2.7,13080,35380,49,1474,3163,2218.7,68.2,62.3,3.4,2.5,32.4,7.4,4.9,2.2,0.8,1.9,-12.9
01139,,19790,,,,,,195,461,310.9,,,,,,,,,,,
01140,,26220,,,,,,306,769,509.4,,,,,,,,,,,
01141,,25670,,,,,,180,410,285.4,,,,,,,,,,,
01142,,25320,9,2.8,14190,40290,64,1856,4720,3111,81.7,75.7,2.5,3.5,22.5,8.1,4.1,2.2,0.7,1.2,-16.4
01143,,46650,8,7,15530,109260,64,4130,9475,6425,97.2,90.9,3.2,3.1,16.1,8.3,0.9,0.3,0.2,0.4,-22.5
01145,,24100,,,,,,514,1246,833.8,,,,,,,,,,,
01146,,24550,,,,,,165,424,280.8,,,,,,,,,,,
01147,,21490,,,,,,220,520,352,,,,,,,,,,,
01148,,23960,,,,,,802,1903,1289,,,,,,,,,,,
01149,,27910,,,,,,454,1100,745,,,,,,,,,,,
01150,,23580,,,,,,92,231,154,,,,,,,,,,,
01151,,24570,,,,,,517,1200,819.3,,,,,,,,,,,
01152,,28070,,,,,,299,739,496.7,,,,,,,,,,,
01153,,49930,,5,19580,98550,63,758,2061,1320,93.1,86.7,3,3.4,19,6.6,0.5,0.2,0.1,0.2,-19.2
01155,,23720,,,,,,63,137,95.5,,,,,,,,,,,
01156,,26730,,,,,,321,875,561,,,,,,,,,,,
01157,,27070,,2.6,16880,44610,62,977,2491,1644,76.5,69.9,2.6,4,25.2,13.2,3,1.7,0.4,0.9,-17.9
01158,,37990,,,,,,383,954,632.2,,,,,,,,,,,
01159,,24360,6,2.5,15320,38430,58,1497,3420,2350.7,72.7,66.4,2.3,4,28.5,10.6,3.6,1.7,0.6,1.3,-15.4
01160,,27220,23,11.2,6580,73920,42,3704,7669,5396.2,93.1,89.6,2.3,1.2,15,5.4,1.6,0.5,0.4,0.7,-15.1
01163,,23810,,2.5,15280,38070,52,865,2070,1400.8,70.6,62.5,2.1,6,28.4,11.3,3.9,1.9,0.6,1.4,-14.2
01165,,26140,,,,,,593,1660,1058.8,,,,,,,,,,,
01166,,27060,,2.5,16690,41890,65,1011,2636,1726.2,81.1,73.6,3.1,4.4,21.6,10.9,2.9,1.6,0.4,0.9,-16.5
01167,,24530,,,,,,292,732,485.6,,,,,,,,,,,
01169,,25500,,,,,,271,703,462.1,,,,,,,,,,,
01170,,24070,,,,,,382,1073,688.8,,,,,,,,,,,
01171,,25370,,,,,,315,846,556.7,,,,,,,,,,,
01173,,35280,10,5.5,13510,74270,60,5068,11226,7704.8,99.6,94,3.6,2,12.1,5.4,1.7,0.7,0.4,0.6,-18.8
01174,,26560,,,,,,70,157,108.5,,,,,,,,,,,
01175,,22580,,,,,,349,841,570,,,,,,,,,,,
01177,,24680,,,,,,84,183,128.4,,,,,,,,,,,
01179,,24460,,,,,,846,1961,1344.9,,,,,,,,,,,
01180,,55340,,,,,,318,763,513,,,,,,,,,,,
01181,,25220,,,,,,447,1206,791.8,,,,,,,,,,,
01183,,25240,,,,,,573,1474,970.9,,,,,,,,,,,
01184,,24580,,,,,,364,794,555.5,,,,,,,,,,,
01185,,23080,11,2.8,13290,37340,54,1978,3861,2814.6,63.5,55.7,2.6,5.2,37.8,8.2,4.7,1.6,0.9,2.2,-14.2
01187,,22880,,,,,,400,805,582.8,,,,,,,,,,,
01188,,24070,,,,,,249,655,423,,,,,,,,,,,
01189,,28040,,,,,,434,1016,689.2,,,,,,,,,,,
01191,,24140,,,,,,69,152,105.8,,,,,,,,,,,
01192,,23500,,2.7,14240,38470,57,934,2213,1495.2,82.2,76.4,2.7,3.1,21.4,7.3,4.3,2.2,0.8,1.3,-15.2
01193,,23870,,,,,,97,212,150.2,,,,,,,,,,,
01194,,24030,11,2.8,13570,38580,56,2598,6032,4115.5,73.3,66.6,3.1,3.6,29.9,6.3,5,2.1,1,1.9,-14.5
01195,,25630,,,,,,716,1752,1171.7,,,,,,,,,,,
01196,,23020,,,,,,490,1211,804.7,,,,,,,,,,,
01197,,25780,,,,,,177,381,266.7,,,,,,,,,,,
01198,,25480,,,,,,98,253,166.3,,,,,,,,,,,
01199,,23050,12,2.8,13240,37200,54,979,2105,1471.3,77.7,70.3,3.3,4.1,25.2,7.1,4.5,1.9,0.8,1.8,-14.5
01200,,23480,,,,,,85,208,139.6,,,,,,,,,,,
01202,,23820,10,2.8,13790,38610,55,3302,7273,5046.3,73.8,67.1,2.8,3.9,29.6,6.9,4.6,1.9,0.8,1.9,-14.9
01203,,24820,,,,,,542,1298,877.5,,,,,,,,,,,
01204,,25910,,,,,,286,688,462.9,,,,,,,,,,,
01206,,24700,,,,,,115,279,188.1,,,,,,,,,,,
01207,,27830,,,,,,131,352,227.6,,,,,,,,,,,
01208,,22170,,,,,,68,130,95,,,,,,,,,,,
01209,,31670,,,,,,284,713,468.2,,,,,,,,,,,
01210,,24020,,,,,,109,203,150.1,,,,,,,,,,,
01211,,24780,,,,,,635,1481,1007.6,,,,,,,,,,,
01212,,22570,,,,,,288,697,467.5,,,,,,,,,,,
01213,,24160,,,,,,542,1424,925.8,,,,,,,,,,,
01214,,26540,,,,,,71,153,108.3,,,,,,,,,,,
01215,,23850,,,,,,54,132,88.6,,,,,,,,,,,
01216,,24130,,,,,,360,806,563.7,,,,,,,,,,,
01219,,22500,,,,,,78,155,111.9,,,,,,,,,,,
01224,,23420,8,2.5,14640,36500,58,1328,3408,2219.6,82.4,76,3.4,3,21.7,5.9,4.4,2.7,0.5,1.2,-14.4
01225,,28430,,,,,,151,352,242.1,,,,,,,,,,,
01227,,25450,,,,,,273,661,446.5,,,,,,,,,,,
01228,,26830,,,,,,267,625,428.1,,,,,,,,,,,
01229,,24580,,,,,,517,1198,816,,,,,,,,,,,
01230,,21030,,,,,,143,317,220.2,,,,,,,,,,,
01231,,25260,,2.4,15810,37670,59,834,2061,1379,71.9,65.1,1.5,5.3,30.3,10.4,2.8,1.6,0.4,0.8,-15.4
01232,,24540,,2.5,15200,37740,57,973,2214,1527.2,70.3,61.7,2.2,6.4,33,8.5,3.4,1.6,0.5,1.3,-15.2
01233,,24140,,,,,,54,119,84,,,,,,,,,,,
01234,,23750,,,,,,68,144,102.8,,,,,,,,,,,
01235,,22870,,,,,,468,1186,774,,,,,,,,,,,
01236,,24430,,,,,,409,980,658.2,,,,,,,,,,,
01237,,24590,,,,,,648,1659,1099,,,,,,,,,,,
01238,,28590,,2.6,17560,45930,73,1060,2843,1846.7,83.7,76.2,2.7,4.8,22.8,7.8,3,1.7,0.4,0.9,-17.3
01239,,23900,,,,,,257,607,411.9,,,,,,,,,,,
01240,,24660,,,,,,279,622,433,,,,,,,,,,,
01241,,26000,,,,,,584,1346,920.3,,,,,,,,,,,
01242,,20070,,,,,,59,127,88.5,,,,,,,,,,,
01243,,27580,,,,,,505,1289,856.4,,,,,,,,,,,
01244,,24890,9,2.9,14110,40680,57,3395,7862,5329.4,80.6,75,2.6,3,23.4,6.6,5.1,2.2,0.9,2,-15.7
01245,,25140,,,,,,392,906,619.1,,,,,,,,,,,
01246,,23740,9,2.7,13970,37700,50,936,2217,1500.7,72.4,65.1,3.1,4.2,29.5,7.3,4.7,2.3,0.7,1.7,-13.9
01247,,31560,,,,,,138,294,207.2,,,,,,,,,,,
01248,,29130,,2.7,17560,47240,71,913,2303,1534.2,84.4,76.7,2.3,5.4,21.6,9.7,2.4,1.2,0.4,0.8,-18.1
01249,,26720,9,3.2,14130,44710,64,4028,9403,6361.1,82.6,76.2,2.5,3.9,23.1,7.8,3.9,1.8,0.7,1.4,-17.4
01250,,27460,,,,,,716,1979,1267.2,,,,,,,,,,,
01252,,26260,,,,,,327,872,563.3,,,,,,,,,,,
01254,,27200,,2.9,16430,47220,71,859,2251,1467.4,77.8,70.8,1.9,5.1,25.8,12.6,2.9,1.6,0.4,0.9,-19.1
01255,,22080,,,,,,264,590,406.1,,,,,,,,,,,
01257,,30110,,,,,,145,356,236.5,,,,,,,,,,,
01258,,27440,,,,,,473,1223,803.9,,,,,,,,,,,
01259,,24810,,,,,,263,673,442.1,,,,,,,,,,,
01260,,28850,,,,,,120,343,215.6,,,,,,,,,,,
01261,,28010,,,,,,260,687,446.2,,,,,,,,,,,
01262,,23590,13,3.1,12950,40130,56,2980,6928,4716.5,81,73.4,3.3,4.3,22.7,6.9,5,2.2,0.9,1.9,-15.6
01263,,25970,6,2.6,15840,40390,61,1651,3927,2660.7,75.2,69.3,2.9,3,27.7,10.1,3.4,1.8,0.6,1,-16.4
01264,,25180,,,,,,409,1005,675.7,,,,,,,,,,,
01265,,21010,17,2.9,12120,35590,45,1522,3452,2376,72.1,66.9,3.6,1.6,26.9,7.6,6.7,2.8,1.3,2.6,-13.3
01266,,22720,11,2.6,13140,34030,49,1256,2471,1806.5,64.7,58.6,2.7,3.4,36.4,7,4.9,1.5,1,2.4,-13
01267,,25120,,,,,,398,975,659.4,,,,,,,,,,,
01268,,24830,,,,,,99,246,163.4,,,,,,,,,,,
01269,,18370,30,3.5,9360,32430,42,1398,3071,2123.4,68.5,60.1,4.5,3.9,24.5,12.6,8,3.1,1.8,3.1,-13.6
01272,,23200,,,,,,686,1556,1070.9,,,,,,,,,,,
01273,,23060,,,,,,747,1787,1203,,,,,,,,,,,
01274,,20810,,,,,,244,620,406.7,,,,,,,,,,,
01275,,30240,,3.8,15880,60280,72,988,2373,1605,77.9,70.4,1.9,5.6,22.1,23.1,1.8,0.9,0.3,0.6,-24.9
01276,,28000,,,,,,568,1585,1016.3,,,,,,,,,,,
01277,,23550,,,,,,63,129,92.8,,,,,,,,,,,
01280,,23420,,,,,,74,145,104.7,,,,,,,,,,,
01281,,37070,16,8.8,9840,86820,49,1636,3901,2606.2,88.1,83.9,2.8,1.4,17.4,9.1,1.7,0.6,0.4,0.7,-16.3
01282,,25470,,,,,,103,256,169.1,,,,,,,,,,,
01283,,18340,28,3.2,10080,32340,40,9011,21446,14424.7,67.5,60.6,4.3,2.6,28,9,8.8,3.6,1.8,3.4,-13.3
01284,,23270,,,,,,288,735,483,,,,,,,,,,,
01285,,29480,,,,,,496,1312,852,,,,,,,,,,,
01286,,26600,,,,,,404,986,664.5,,,,,,,,,,,
01288,,39700,,4.7,16290,76350,52,955,2345,1553.1,94.4,89.3,2.7,2.4,14.7,5.7,0.9,0.4,0.2,0.3,-15.7
01289,,24100,10,2.9,13880,40310,58,2786,6163,4298.7,65.8,60.6,2.1,3.1,36.8,8.3,4.5,1.9,0.8,1.8,-15.4
01290,,26770,,,,,,587,1337,922.3,,,,,,,,,,,
01291,,24000,,,,,,342,836,564.7,,,,,,,,,,,
01293,,24740,,,,,,62,147,100.3,,,,,,,,,,,
01294,,23600,,,,,,347,824,552.2,,,,,,,,,,,
01295,,24570,,,,,,227,621,394.9,,,,,,,,,,,
01296,,22920,,,,,,158,371,251.3,,,,,,,,,,,
01297,,27060,,,,,,341,943,601,,,,,,,,,,,
01298,,29270,,,,,,62,142,96.6,,,,,,,,,,,
01299,,25540,,,,,,200,505,331.3,,,,,,,,,,,
01301,,25060,,2.4,16180,38880,60,1140,2624,1797.3,71.3,62.8,1.9,6.6,32,9.1,3.1,1.6,0.5,1,-15.5
01302,,24270,,,,,,74,157,112.3,,,,,,,,,,,
01303,,22280,,,,,,807,1746,1219.2,,,,,,,,,,,
01304,,22810,13,2.7,12960,35590,52,1191,2836,1911.5,79.5,71.5,3,5,24,5.6,5.5,2.6,0.9,2,-14.6
01305,,21070,15,2.6,12790,33340,44,1095,2042,1518.6,63.9,56.9,3,4,33.9,8.7,6.4,1.9,1.5,3,-12.9
01306,,21330,,,,,,725,1347,1000.2,,,,,,,,,,,
01307,,22270,,,,,,362,816,564.7,,,,,,,,,,,
01308,,41270,,,,,,295,671,460,,,,,,,,,,,
01310,,24070,,,,,,48,117,76.9,,,,,,,,,,,
01313,,44430,13,8.6,11880,102330,49,3084,7535,4976,93,87.9,2.7,2.4,16.1,7.2,1,0.4,0.2,0.4,-17.3
01314,,25110,,,,,,739,1782,1189.5,,,,,,,,,,,
01317,,24270,,,,,,131,336,218.6,,,,,,,,,,,
01318,,29400,,,,,,260,773,487.3,,,,,,,,,,,
01319,,25090,,,,,,186,461,306.3,,,,,,,,,,,
01320,,24890,6,2.5,15300,38900,60,1629,3985,2666.6,73.3,68.4,2.4,2.5,28.1,11,3.5,1.9,0.5,1.1,-15.9
01321,,27570,,,,,,333,889,580.7,,,,,,,,,,,
01322,,29130,5,2.8,17420,48590,70,1858,4893,3198.9,82,74.5,2.8,4.7,22.4,12.4,2.7,1.5,0.4,0.8,-19.5
01323,,23300,,,,,,417,969,661.5,,,,,,,,,,,
01325,,26270,,,,,,430,1132,738.1,,,,,,,,,,,
01328,,25220,,,,,,204,499,331.8,,,,,,,,,,,
01329,,20680,,,,,,75,142,104,,,,,,,,,,,
01331,,24030,,,,,,76,168,116.2,,,,,,,,,,,
01332,,25800,,,,,,328,844,558.5,,,,,,,,,,,
01333,,26550,,2.4,16610,39690,65,1429,3295,2262.2,73.1,67.3,2.8,3,31.2,8.7,2.9,1.6,0.4,0.9,-15.9
01334,,24370,,,,,,249,662,430,,,,,,,,,,,
01335,,25930,,,,,,139,382,244.7,,,,,,,,,,,
01336,,24070,,,,,,492,1155,783.4,,,,,,,,,,,
01337,,23070,,,,,,554,1362,910.4,,,,,,,,,,,
01338,,23430,,,,,,513,1198,816.8,,,,,,,,,,,
01339,,32220,,,,,,603,1563,1030.7,,,,,,,,,,,
01342,,30350,,,,,,194,520,342.6,,,,,,,,,,,
01343,,24170,,,,,,737,1876,1233,,,,,,,,,,,
01344,,25580,8,2.7,14740,40480,63,2613,6007,4124.2,66.1,60.3,2.1,3.7,36.9,9.3,3.8,1.7,0.6,1.5,-16.1
01345,,23670,10,2.7,13930,37920,55,981,2227,1532.5,72.6,67.5,2.8,2.3,30.6,7.8,3.9,1.9,0.6,1.4,-14.9
01346,,24190,,,,,,347,853,568.6,,,,,,,,,,,
01347,,28190,,2.9,16940,49820,66,826,2190,1429.6,81.1,73.2,2.4,5.5,23,12.3,2.6,1.5,0.4,0.7,-19
01348,,23560,8,2.5,14690,36800,51,1226,2834,1940.1,73.8,66.4,2.7,4.7,28.4,7.8,4.2,2.1,0.6,1.5,-14.2
01349,,26490,,,,,,213,567,366.4,,,,,,,,,,,
01350,,24380,,2.6,14520,37090,55,1125,2550,1754.7,71.8,64.6,2.4,4.8,31.6,7,4.3,2,0.7,1.6,-14.7
01351,,23960,,,,,,643,1687,1094,,,,,,,,,,,
01352,,23260,,,,,,227,523,357.3,,,,,,,,,,,
01353,,27990,,,,,,614,1656,1073.3,,,,,,,,,,,
01354,,30790,18,8.6,9060,77880,40,4661,11174,7410.5,91.9,87.1,3.2,1.6,17,4.6,2.2,0.9,0.5,0.8,-15.7
01355,,24660,,,,,,209,508,340,,,,,,,,,,,
01356,,25660,,,,,,84,217,140.8,,,,,,,,,,,
01357,,21610,,,,,,197,467,315.2,,,,,,,,,,,
01358,,23210,,,,,,177,425,285.8,,,,,,,,,,,
01359,,25790,,,,,,99,257,167.7,,,,,,,,,,,
01360,,42220,,,,,,720,1798,1181.1,,,,,,,,,,,
01361,,28140,,,,,,739,1881,1240.9,,,,,,,,,,,
01362,,28910,,,,,,299,853,541.1,,,,,,,,,,,
01363,,24660,,,,,,797,1792,1233.5,,,,,,,,,,,
01364,,22170,,,,,,333,735,508.4,,,,,,,,,,,
01365,,24530,,,,,,475,1149,772.3,,,,,,,,,,,
01366,,24930,,,,,,415,1083,704.4,,,,,,,,,,,
01367,,22270,,,,,,315,642,460,,,,,,,,,,,
01368,,23300,,,,,,327,877,566.2,,,,,,,,,,,
01369,,27390,,,,,,385,936,630.4,,,,,,,,,,,
01370,,19550,,,,,,957,1637,1247.7,,,,,,,,,,,
01371,,25130,,,,,,474,1191,789.6,,,,,,,,,,,
01372,,25590,,,,,,175,411,283,,,,,,,,,,,
01373,,25030,,,,,,442,1033,709.1,,,,,,,,,,,
01374,,25490,,,,,,806,1939,1304.8,,,,,,,,,,,
01375,,25350,,,,,,328,841,553.4,,,,,,,,,,,
01376,,23570,11,2.9,13370,38920,58,1633,3838,2598.1,78.7,72.8,3,2.9,25.3,6.5,4.9,2.3,0.8,1.8,-15.4
01378,,28170,,2.5,17440,43040,68,1093,2840,1867.4,83.5,75.9,2.4,5.2,21.3,9.6,2.5,1.5,0.3,0.7,-16.9
01379,,24110,,,,,,308,764,506.2,,,,,,,,,,,
01380,,22400,,,,,,273,573,410,,,,,,,,,,,
01381,,24340,,,,,,328,837,550.4,,,,,,,,,,,
01382,,25280,,,,,,118,304,198.2,,,,,,,,,,,
01383,,23200,,,,,,600,1442,967.3,,,,,,,,,,,
01384,,20170,21,2.9,11210,32100,43,974,2045,1435.5,70.7,63.2,4.1,3.4,27.9,5.5,7.9,2.8,1.5,3.6,-12
01385,,27430,,,,,,407,943,648.5,,,,,,,,,,,
01386,,26690,,,,,,491,1127,775.4,,,,,,,,,,,
01387,,23240,,,,,,90,254,158.2,,,,,,,,,,,
01388,,21030,,,,,,470,968,689.2,,,,,,,,,,,
01389,,23920,,,,,,765,1713,1182.3,,,,,,,,,,,
01390,,24750,,,,,,476,1141,763.8,,,,,,,,,,,
01391,,22940,,,,,,146,307,219.2,,,,,,,,,,,
01392,,27660,,,,,,263,654,442.8,,,,,,,,,,,
01393,,25970,,,,,,219,568,373.4,,,,,,,,,,,
01396,,21130,,,,,,436,946,663.2,,,,,,,,,,,
01397,,41070,,,,,,376,921,614.8,,,,,,,,,,,
01398,,26370,,,,,,560,1476,955.4,,,,,,,,,,,
01399,,42330,,5.7,15350,87020,57,850,2109,1388.8,93.2,88.2,3.4,1.6,17.9,6.2,0.7,0.3,0.1,0.3,-18
01400,,22970,,,,,,60,126,88.8,,,,,,,,,,,
01401,,42940,,,,,51,765,1959,1278.2,,,,,,,,,,,
01402,,22230,,,,,,305,681,471.5,,,,,,,,,,,
01403,,22690,,,,,,570,1303,893,,,,,,,,,,,
01404,,23640,,,,,,68,126,94.5,,,,,,,,,,,
01405,,22670,,,,,,509,1236,830.8,,,,,,,,,,,
01406,,23480,,,,,,76,169,116.9,,,,,,,,,,,
01407,,23780,,,,,,434,918,643.8,,,,,,,,,,,
01408,,23210,,,,,,280,657,446.9,,,,,,,,,,,
01410,,27530,,,,,,131,318,214.9,,,,,,,,,,,
01411,,24340,,,,,,121,267,186.6,,,,,,,,,,,
01412,,24630,,,,,,234,577,384.7,,,,,,,,,,,
01415,,23340,,,,,,198,424,297.6,,,,,,,,,,,
01416,,20410,,,,,,433,890,634.8,,,,,,,,,,,
